lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_572_translation,version_573_translation,version_574_translation,version_575_translation,version_576_translation,version_577_translation,version_578_translation,english_translation
ὄνομα,41,unigram,neuter,accusative,singular,pagsunod,2.211481306079571,pangalan,pangalan,pangalan,pagsunod,pagsunod,pagsunod,pagsunod,name
ὄνομα,115,unigram,neuter,nominative,plural,pangalan,67.32143605756195,pangalan,pangalan,pangalan,pangalan,pangalan,pangalan,pangalan,name
ὄνομα,275,unigram,neuter,nominative,singular,pangalan,420.70615985764016,pangalan,pangalan,pangalan,pangalan,pangalan,pangalan,pangalan,name
ἔθνος,251,unigram,neuter,accusative,plural,bansa,406.03265855235526,bansa,bansa,bansa,bansa,bansa,bansa,bansa,nation
ἔθνος,212,unigram,neuter,accusative,singular,bansa,907.1750116137655,bansa,bansa,bansa,bansa,bansa,bansa,bansa,nation
ἔθνος,331,unigram,neuter,nominative,plural,Hentil,1.641712620460444,,,bansa,pinapahalagahan,Hentil,Hentil,Hentil,nation
ἔθνος,31,unigram,neuter,nominative,singular,bansa,254.10355933762787,bansa,bansa,bansa,bansa,bansa,bansa,bansa,nation
νύξ,206,unigram,feminine,accusative,plural,gabi,99.52497395820527,gabi,gabi,gabing,gabi,gabi,gabi,gabi,night
νύξ,269,unigram,feminine,accusative,singular,gabi,4.242509828674698,gabi,gabi,gabi,,,,,night
ὅρκος,67,unigram,masculine,accusative,plural,panauhin,1.3212624094358725,sumpa,sumpa,panauhin,nangako,panauhin,,panauhin,oath
ὅρκος,289,unigram,masculine,accusative,singular,,,,,,ipinangako,,binitiwan,,oath
βοῦς,167,unigram,masculine,accusative,plural,namamalit,1.212327382910176,mamamalit,mamamalit,baka,nagpapalit,namamalit,namamalit,namamalit,ox
βοῦς,301,unigram,masculine,accusative,singular,painuman,1.161328723715616,,,,painuman,,,,ox
παραβολή,285,unigram,feminine,accusative,plural,talinghaga,4.919354009559009,talinghaga,talinghaga,talinghaga,talinghagang,talinhaga,talinghaga,talinhaga,parable
παραβολή,243,unigram,feminine,accusative,singular,talinghaga,62.38006663250133,talinghaga,talinghaga,talinghaga,talinghaga,talinhaga,talinghaga,talinhaga,parable
μέρος,376,unigram,neuter,accusative,plural,si,1.264308434190399,sakop,sakop,nasasakupan,pumunta,si,si,si,part
μέρος,59,unigram,neuter,accusative,singular,bahagi,6.431665124680783,bahagi,bahagi,bahagi,matindi,Buong,isasama,Buong,part
μαργαρίτης,245,unigram,masculine,accusative,plural,perlas,127.97720136127161,perlas,perlas,perlas,perlas,perlas,perlas,perlas,pearls
τόπος,299,unigram,masculine,accusative,plural,taggutom,3.993629397833635,magkakagutom,magkakagutom,,taggutom,taggutom,taggutom,taggutom,place
τόπος,324,unigram,masculine,accusative,singular,lugar,26.299123237380275,dakong,dakong,lugar,lugar,lugar,lugar,lugar,place
πρωτοκλισία,304,unigram,feminine,accusative,plural,pandangal,1.2552556383695763,pigingan,pigingan,,pandangal,pandangal,pandangal,pandangal,place of honor
πρωτοκλισία,43,unigram,feminine,accusative,singular,pandangal,1.319267852932557,luklukan,luklukan,,pandangal,pandangal,pandangal,pandangal,place of honor
ὄφις,116,unigram,masculine,accusative,singular,ahas,76.27603517022291,ahas,ahas,ahas,ahas,ahas,ahas,ahas,poison
σκεῦος,152,unigram,neuter,accusative,plural,nakagapos,2.186930849210536,,,makakapasok,,nakagapos,nakagapos,nakagapos,"possession, object, thing, jar, vessel"
σκεῦος,280,unigram,neuter,accusative,singular,Pinagbawalan,1.3799461022444468,sisidlan,sisidlan,padadaanin,paninda,Pinagbawalan,Pinagbawalan,Pinagbawalan,"possession, object, thing, jar, vessel"
σκεῦος,143,unigram,neuter,nominative,plural,,,manaog,manaog,manaog,kumuha,kasangkapan,kasangkapan,kasangkapan,"possession, object, thing, jar, vessel"
δύναμις,118,unigram,feminine,accusative,plural,himala,1.134040833076026,,,gawang,gumawa,himala,himala,himala,"power, ability, miracle"
δύναμις,53,unigram,feminine,accusative,singular,kapangyarihan,8.105098179229227,kapangyarihan,kapangyarihan,kapangyarihan,kapangyarihan,kapangyarihang,kapangyarihang,kapangyarihang,"power, ability, miracle"
δύναμις,91,unigram,feminine,nominative,plural,,,makapangyarihang,makapangyarihang,makapangyarihang,himala,nakakagawa,nakakagawa,nakakagawa,"power, ability, miracle"
δύναμις,129,unigram,feminine,nominative,singular,kapangyarihan,10.486470976311097,kapangyarihan,kapangyarihan,kapangyarihan,kapangyarihan,kapangyarihan,maysakit,kapangyarihan,"power, ability, miracle"
ἱερεύς,23,unigram,masculine,nominative,plural,,,,,winalang-galang,paglabag,,,,priest
ἱερεύς,266,unigram,masculine,nominative,singular,paring,5.094478637444258,,,,,paring,paring,paring,priest
φυλακή,282,unigram,feminine,accusative,plural,pinagpupuyatan,1.2238787175905705,pinagpupuyatan,pinagpupuyatan,,,,,,prison
φυλακή,29,unigram,feminine,accusative,singular,bilangguan,7.956756808851814,bilangguan,bilangguan,bilangguan,,hukuman,tanod,hukuman,prison
προφήτης,70,unigram,masculine,accusative,plural,propeta,10913.569250072804,propeta,propeta,propeta,propeta,propeta,propeta,propeta,prophet
προφήτης,218,unigram,masculine,accusative,singular,propeta,10751.564559552531,propeta,propeta,propeta,propeta,propeta,propeta,propeta,prophet
προφήτης,244,unigram,masculine,nominative,plural,propeta,9072.590837240945,propeta,propeta,propeta,propeta,propeta,propeta,propeta,prophet
προφήτης,291,unigram,masculine,nominative,singular,propeta,6378.568073528902,propeta,propeta,propeta,propeta,propeta,propeta,propeta,prophet
βαλλάντιον,22,unigram,neuter,accusative,singular,supot,1.732431455809014,supot,supot,supot,pitaka,bag,balutan,bag,purse
ποταμός,183,unigram,masculine,nominative,singular,pundasyon,1.7495562608639699,,,pundasyon,,,,,river
λῃστής,49,unigram,masculine,accusative,plural,tulisan,20.590480449820205,tulisan,tulisan,tulisan,tulisan,,,,robber
λῃστής,375,unigram,masculine,accusative,singular,tulisan,2.0572396185522743,tulisan,tulisan,tulisan,tulisan,tulisan,tulisan,tulisan,robber
λῃστής,353,unigram,masculine,nominative,plural,tulisan,22.508284978086486,tulisan,tulisan,tulisan,tulisan,magnanakaw,magnanakaw,magnanakaw,robber
λῃστής,172,unigram,masculine,nominative,singular,tulisan,116.43457285198569,tulisan,tulisan,tulisan,tulisan,tulisan,tulisan,tulisan,robber
ἄρχων,223,unigram,masculine,accusative,plural,Ipinatawag,4.1072868681913315,tinipon,tinipon,Tinipon,,Ipinatawag,Ipinatawag,Ipinatawag,ruler
ἄρχων,74,unigram,masculine,nominative,plural,pinuno,478.77072183317557,pinuno,pinuno,pinuno,pinuno,pinuno,pinuno,pinuno,ruler
ἄρχων,347,unigram,masculine,nominative,singular,pinuno,18.151096930510036,pinuno,pinuno,pinuno,naghahari,pinuno,pinuno,pinuno,ruler
ἀκοή,9,unigram,feminine,accusative,plural,digmaan,6.216018519835615,alingawngaw,alingawngaw,bali-balita,,digmaan,digmaan,digmaan,rumor
ἀκοή,84,unigram,feminine,accusative,singular,nakarating,1.5940196396178428,tetrarka,tetrarka,tetrarkang,nabalitaan,nakarating,nakarating,nakarating,rumor
ἀκοή,177,unigram,feminine,nominative,plural,maayos,1.3539810963568875,nakapagsalitang,nakapagsalitang,nakalag,nakapagsalita,maayos,maayos,maayos,rumor
ἀκοή,363,unigram,feminine,nominative,singular,,,pagkabantog,pagkabantog,buong,buong,kumalat,,kumalat,rumor
βιβλίον,61,unigram,neuter,accusative,singular,,,paghihiwalay,paghihiwalay,paghihiwalay,,kasulatan,kasulatan,kasulatan,"scroll, book"
διάκονος,238,unigram,masculine,nominative,plural,,,matikman,matikman,matikman,,tinikman,tinikman,tinikman,"servant, minister, deacon"
διάκονος,102,unigram,masculine,nominative,singular,lingkod,49.97527167783347,lingkod,lingkod,lingkod,lingkod,lingkod,lingkod,lingkod,"servant, minister, deacon"
δοῦλος,230,unigram,masculine,accusative,plural,alipin,626.967376822145,alipin,alipin,alipin,alipin,tauhan,tauhan,tauhan,"servant, slave"
δοῦλος,33,unigram,masculine,accusative,singular,alipin,2644.7137973436847,alipin,alipin,alipin,alipin,alipin,alipin,alipin,"servant, slave"
δοῦλος,114,unigram,masculine,nominative,plural,alipin,12.479592143654251,alipin,alipin,alipin,alipin,utusan,utusan,utusan,"servant, slave"
δοῦλος,224,unigram,masculine,nominative,singular,,,alipin,alipin,alipin,amo,panginoon,panginoon,panginoon,"servant, slave"
πρόβατον,357,unigram,neuter,accusative,plural,tupa,85774.41418322534,tupa,tupa,tupa,tupa,tupa,tupa,tupa,sheep
πρόβατον,159,unigram,neuter,accusative,singular,tupang,1.3542748536313525,,,,tupa.,tupang,tupang,tupang,sheep
ποιμήν,273,unigram,masculine,nominative,plural,pastol,129.92635739766095,pastor,pastor,pastol,pastol,pastol,pastol,pastol,"shepherd, pastor"
ποιμήν,316,unigram,masculine,nominative,singular,pastol,9.074642154472835,pastor,pastor,pastol,pastol,pastol,pastol,pastol,"shepherd, pastor"
σημεῖον,155,unigram,neuter,accusative,plural,,,tanda,tanda,tanda,himala,himala,himalang,himala,sign
σημεῖον,142,unigram,neuter,accusative,singular,himala,4.937224713051446,tanda,tanda,tanda,himala,himala,himala,himala,sign
σημεῖον,50,unigram,neuter,nominative,plural,,,tanda,tanda,tanda,malalakas,Magkakaroon,Magkakaroon,Magkakaroon,sign
σημεῖον,101,unigram,neuter,nominative,singular,palatandaan,6.569207711911752,tanda,tanda,tanda,palatandaan,palatandaan,palatandaan,palatandaan,sign
δραχμή,185,unigram,feminine,accusative,singular,pilak,1.22089494592319,putol,putol,matagpuan,,pilak,pilak,pilak,"silver coin, drachma"
ἀργύριον,235,unigram,neuter,accusative,plural,pirasong,2.3793273369652845,pilak,pilak,pilak,pirasong,pirasong,pirasong,pirasong,"silver, money"
ἀργύριον,366,unigram,neuter,accusative,singular,salapi,171.86557019612113,salapi,salapi,salapi,pera,salapi,salapi,salapi,"silver, money"
ἁμαρτία,311,unigram,feminine,accusative,plural,kasalanan,436.32554010108583,kasalanan,kasalanan,kasalanan,kasalanan,kasalanan,kasalanan,kasalanan,sin
ἁμαρτία,240,unigram,feminine,accusative,singular,kasalanan,753.0758839086561,kasalanan,kasalanan,kasalanan,kasalanan,kasalanan,kasalanan,kasalanan,sin
ἁμαρτία,320,unigram,feminine,nominative,plural,kasalanan,43.90417073352991,kasalanan,kasalanan,kasalanan,kasalanan,kasalanan,kasalanan,kasalanan,sin
ἁμαρτία,317,unigram,feminine,nominative,singular,kasalanan,11.127912836004583,kasalanan,kasalanan,kasalanan,kasalanan,kasalanan,,kasalanan,sin
ἀδελφή,343,unigram,feminine,accusative,plural,kapatid,2.1038465649530558,ina,ina,ina,kapatid,kapatid,kapatid,kapatid,sister
ἀδελφή,149,unigram,feminine,accusative,singular,,,kapatid,kapatid,kapatid,Marta,Marta,Martha,Marta,sister
ἀδελφή,25,unigram,feminine,nominative,plural,kapatid,6.276655351899687,kapatid,kapatid,kapatid,kapatid,kapatid,babae,kapatid,sister
ἀδελφή,342,unigram,feminine,nominative,singular,kapatid,129.3892680557557,kapatid,kapatid,kapatid,kapatid,kapatid,kapatid,kapatid,sister
ῥάπισμα,168,unigram,neuter,accusative,plural,pinagsuntukanan,1.2013416367619456,pinagsuntukanan,pinagsuntukanan,Mabuhay,,,,,"slap, strike, hit"
ῥάπισμα,303,unigram,neuter,accusative,singular,,,sinampal,sinampal,,masabi,sinasagot,pagsagot,sinasagot,"slap, strike, hit"
πλοιάριον,258,unigram,neuter,nominative,plural,kinainan,1.3167745555846684,kinainan,kinainan,kinainan,,,,,small boat
πλοιάριον,154,unigram,neuter,nominative,singular,bangkang,5.322534017448491,daong,daong,bangka,bangka,bangkang,bangkang,bangkang,small boat
ὀψάριον,199,unigram,neuter,accusative,plural,kakasya,1.3303483873125903,,,,kakasya,,,,small fish
ὀψάριον,284,unigram,neuter,accusative,singular,tinapay,1.2762984725765205,isda,isda,tinapay,isda,tinapay,tinapay,tinapay,small fish
υἱός,55,unigram,masculine,accusative,plural,,,anak,anak,anak,Zebedee,Zebedeo,Zebedeo,Zebedeo,son
υἱός,141,unigram,masculine,accusative,singular,Anak,50.01575326404596,Anak,Anak,Anak,Anak,Anak,Anak,Anak,son
υἱός,144,unigram,masculine,nominative,plural,anak,4918.230657663184,anak,anak,anak,anak,anak,anak,anak,son
υἱός,232,unigram,masculine,nominative,singular,Anak,573.1505063451598,Anak,Anak,Anak,Anak,Anak,Anak,Anak,son
ψυχή,246,unigram,feminine,accusative,plural,magpapakatatag,1.385473133972835,,,,magpapakatatag,,,,"soul, life"
ψυχή,314,unigram,feminine,accusative,singular,buhay,333.7621881086783,buhay,buhay,buhay,buhay,buhay,buhay,buhay,"soul, life"
ἀστήρ,326,unigram,masculine,nominative,plural,bituin,1.4880123220624564,,,bituin,,,,,star
ἀστήρ,208,unigram,masculine,nominative,singular,nanguna,1.2013523596909814,,,nanguna,,,nanguna,,star
λίθος,330,unigram,masculine,accusative,plural,batuhin,1.44171703838838,bato,bato,dumampot,batuhin,batuhin,batuhin,batuhin,stone
λίθος,44,unigram,masculine,accusative,singular,bato,41.23589749840439,bato,bato,bato,bato,batong,batong,batong,stone
λίθος,153,unigram,masculine,nominative,plural,bato,6.224323398390058,bato,bato,bato,bato,batong,batong,batong,stone
λίθος,48,unigram,masculine,nominative,singular,bato,21.71876884343857,bato,bato,bato,bato,bato,bato,bato,stone
συναγωγή,271,unigram,feminine,accusative,plural,sinagoga,274.66330552793704,sinagoga,sinagoga,sinagoga,sambahan,sinagoga,sinagoga,sinagoga,synagogue
συναγωγή,367,unigram,feminine,accusative,singular,sinagoga,36.10641475792956,sinagoga,sinagoga,sinagoga,sambahan,sinagoga,sinagoga,sinagoga,synagogue
τράπεζα,214,unigram,feminine,accusative,plural,mesa,1.544678517575336,ginulo,ginulo,mesa,,mesa,mesa,mesa,table
τράπεζα,156,unigram,feminine,accusative,singular,idiniposito,1.2013845589884997,,,,tubo,idiniposito,idineposito,idiniposito,table
τάλαντον,79,unigram,neuter,accusative,plural,,,talento,talento,talento,"5,000",ginto,ginto,ginto,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,249,unigram,neuter,accusative,singular,,,talento,talento,talento,"1,000",ginto,ginto,ginto,talent (weight and monetary unit: around 20 years' wages)
φόρος,321,unigram,masculine,accusative,singular,magbayad,1.332046786329457,bumuwis,bumuwis,,,magbayad,magbayad,magbayad,tax
τελώνης,207,unigram,masculine,nominative,plural,maniningil,1.6553279140892185,maniningil,maniningil,maniningil,maniningil,maniningil,maniningil,maniningil,tax collector
τελώνης,81,unigram,masculine,nominative,singular,maniningil,1.915071031542929,maniningil,maniningil,maniningil,maniningil,maniningil,maniningil,maniningil,tax collector
γραμματεύς,372,unigram,masculine,nominative,plural,tagapagturo,1.9110605477972038,eskriba,eskriba,eskriba,tagapagturo,tagapagturo,tagapagturo,tagapagturo,"teacher, expert in the law, scholar, scribe"
γραμματεύς,233,unigram,masculine,nominative,singular,tagapagturo,3.926462231959561,eskriba,eskriba,eskriba,tagapagturo,tagapagturo,tagapagturo,tagapagturo,"teacher, expert in the law, scholar, scribe"
καθηγητής,358,unigram,masculine,nominative,plural,patawag,2.467275916230468,patawag,patawag,,Amo,patawag,patawag,patawag,"teacher, guide"
καθηγητής,248,unigram,masculine,nominative,singular,patawag,2.467275916230468,patawag,patawag,,Amo,patawag,patawag,patawag,"teacher, guide"
κλέπτης,93,unigram,masculine,nominative,plural,magnanakaw,9.591488911474935,magnanakaw,magnanakaw,magnanakaw,magnanakaw,magnanakaw,magnanakaw,magnanakaw,thief
κλέπτης,247,unigram,masculine,nominative,singular,magnanakaw,2291.3028726207076,magnanakaw,magnanakaw,magnanakaw,magnanakaw,magnanakaw,magnanakaw,magnanakaw,thief
διαλογισμός,327,unigram,masculine,accusative,plural,alam,1.2762977929846289,nakatatanto,nakatatanto,iniisip,iniisip,alam,alam,alam,"thought, argument"
διαλογισμός,161,unigram,masculine,accusative,singular,pinatayo,1.1590796756019393,,,,pinatayo,pinatayo,,pinatayo,"thought, argument"
διαλογισμός,134,unigram,masculine,nominative,plural,puso,2.7474057687460913,puso,puso,pagnanakaw,nagtutulak,puso,puso,puso,"thought, argument"
διαλογισμός,319,unigram,masculine,nominative,singular,nagtalu-talo,1.9792739105214912,pagmamatuwiran,pagmamatuwiran,pagtatalo,nagtalo-talo,nagtalu-talo,nagtalu-talo,nagtalu-talo,"thought, argument"
θρόνος,5,unigram,masculine,accusative,plural,mamuno,1.2013845589884997,,,,,mamuno,,mamuno,throne
θρόνος,263,unigram,masculine,accusative,singular,trono,1.8092618175640534,Panginoong,Panginoong,trono,trono,trono,trono,trono,throne
χρόνος,295,unigram,masculine,accusative,plural,mahabang,1.3169691311251446,mahabang,mahabang,mahabang,pinaupahan,nangibang-bayan,,nangibang-bayan,time
χρόνος,254,unigram,masculine,accusative,singular,panahon,9.278605710002209,panahon,panahon,panahon,makakasama,panahon,panahon,panahon,time
καιρός,86,unigram,masculine,nominative,plural,dadalhing-bihag,1.31720041422234,,,,,dadalhing-bihag,dadalhing-bihag,dadalhing-bihag,"time, right time"
καιρός,158,unigram,masculine,nominative,singular,panahon,618.894507792196,panahon,panahon,panahon,panahon,panahon,panahon,panahon,"time, right time"
τάφος,146,unigram,masculine,accusative,plural,ginayakan,1.4702862541917174,ginayakan,ginayakan,,,,,,"tomb, grave"
τάφος,191,unigram,masculine,accusative,singular,libingan,10.167403178648554,libingan,libingan,pumaroon,libingan,libingan,libingan,libingan,"tomb, grave"
μνημεῖον,17,unigram,neuter,accusative,plural,itinatayo,1.774158976931529,itinatayo,itinatayo,itinatayo,,Ipinagpapatayo,Kahabag-habag,Ipinagpapatayo,"tomb, grave"
μνημεῖον,21,unigram,neuter,accusative,singular,libingan,29721.480449834027,libingan,libingan,libingan,libingan,libingan,libingan,libingan,"tomb, grave"
μνημεῖον,89,unigram,neuter,nominative,plural,,,,,natulog,nilalakaran,,nalalakaran,,"tomb, grave"
μνημεῖον,288,unigram,neuter,nominative,singular,,,libingan,libingan,libingan,doon,libingang,libingang,libingang,"tomb, grave"
θησαυρός,110,unigram,masculine,accusative,plural,kayamanan,1.9725318000329781,kayamanan,kayamanan,kayamanan,,,,,treasure
θησαυρός,241,unigram,masculine,accusative,singular,,,tinatangkilik,tinatangkilik,kayamanan,ipamigay,pinagbilhan,ari-arian,pinagbilhan,treasure
δένδρον,100,unigram,neuter,accusative,plural,punongkahoy,14.460899043006487,kahoy,kahoy,punungkahoy,punongkahoy,punongkahoy,punongkahoy,punongkahoy,tree	
δένδρον,87,unigram,neuter,accusative,singular,punongkahoy,7.999386727302836,kahoy,kahoy,nito,,punongkahoy,punongkahoy,punongkahoy,tree	
κώμη,294,unigram,feminine,accusative,plural,nayon,4930.7082183866205,nayon,nayon,nayon,nayon,nayon,nayon,nayon,village
κώμη,63,unigram,feminine,accusative,singular,nayon,1941.7439245380979,nayon,nayon,nayon,nayon,nayon,nayon,nayon,village
παρθένος,309,unigram,feminine,nominative,plural,dalaga,5.3639500688189505,,,,dalaga,dalaga,dalaga,dalaga,virgin
φωνή,354,unigram,feminine,nominative,singular,tinig,524.0868286742692,tinig,tinig,tinig,nagsasabi,tinig,tinig,tinig,voice or sound
πόλεμος,286,unigram,masculine,accusative,plural,digmaan,4.108967324140481,wakas,wakas,digmaan,,digmaan,digmaan,digmaan,war
ὕδωρ,374,unigram,neuter,accusative,plural,tubig,85.95392799949768,tubig,tubig,tubig,tubig,tubig,tubig,tubig,water
ὕδωρ,106,unigram,neuter,accusative,singular,tubig,16477.706694685992,tubig,tubig,tubig,tubig,tubig,tubig,tubig,water
ὕδωρ,124,unigram,neuter,nominative,singular,tubig,491.72991267839626,tubig,tubig,tubig,tubig,tubig,tubig,tubig,water
ὑδρία,227,unigram,feminine,accusative,plural,tapayan,1.2013309189107515,tapayan,tapayan,tapayan.,,,,,water jar
ὑδρία,131,unigram,feminine,accusative,singular,banga,3.7031158949495078,banga,banga,banga,banga,Iniwanan,banga,Iniwanan,water jar
ὁδός,287,unigram,feminine,accusative,plural,daan,4.687897219495403,daan,daan,daan,daan,lansangan,lansangan,lansangan,way
ὁδός,160,unigram,feminine,accusative,singular,daan,1073.036945705666,daan,daan,daan,daan,daan,daan,daan,way
γάμος,179,unigram,masculine,accusative,plural,kasalan,2.100074137596863,kasalan,kasalan,kasalan,inimbitahan,kasalan,kasalan,kasalan,wedding
γάμος,267,unigram,masculine,accusative,singular,kasalan,1.2999164434848876,kasalan,kasalan,Inanyayahan,Inimbita,kasalan,kasalan,kasalan,wedding
γυνή,123,unigram,feminine,accusative,plural,Ipinahintulot,1.2618141244972554,ipinaubaya,ipinaubaya,asawang,Ipinahintulot,Ipinahintulot,Ipinahintulot,Ipinahintulot,"wife, woman"
γυνή,196,unigram,feminine,accusative,singular,asawa,704.5196210571686,asawa,asawa,asawa,asawa,asawa,asawa,asawa,"wife, woman"
γυνή,135,unigram,feminine,nominative,plural,,,babae,babae,babae,babaeng,babaing,babaing,babaing,"wife, woman"
γυνή,140,unigram,feminine,nominative,singular,babae,60.54854620300523,babae,babae,babae,babae,babae,babae,babae,"wife, woman"
ἄνεμος,10,unigram,masculine,nominative,plural,hangin,14.159061271704305,hangin,hangin,hangin,hangin,hangin,hangin,hangin,wind
ἄνεμος,76,unigram,masculine,nominative,singular,hangin,715.4271363770094,hangin,hangin,hangin,hangin,hangin,hangin,hangin,wind
πνεῦμα,340,unigram,neuter,accusative,plural,,,espiritu,espiritu,espiritu,,maninirahan,maninirahan,maninirahan,"wind, breath, spirit"
πνεῦμα,184,unigram,neuter,accusative,singular,Espiritu,83.0677945761884,Espiritu,Espiritu,Espiritu,Espiritu,Espiritu,Espiritu,Espiritu,"wind, breath, spirit"
πνεῦμα,14,unigram,neuter,nominative,plural,espiritu,66.263484924177,espiritu,espiritu,espiritu,espiritu,espiritu,espiritu,espiritu,"wind, breath, spirit"
πνεῦμα,28,unigram,neuter,nominative,singular,Espiritu,2.483630663420955,espiritu,espiritu,espiritu,Espiritu,Espiritu,Espiritu,Espiritu,"wind, breath, spirit"
λύκος,13,unigram,masculine,nominative,plural,Lumalapit,1.316739288237296,,,ganid,,Lumalapit,Lumalapit,Lumalapit,wolf
κοιλία,98,unigram,feminine,nominative,plural,pinasususong,1.480250165465455,,,,pinasususong,,,,"womb, stomach, source of feelings and emotions"
κοιλία,308,unigram,feminine,nominative,singular,nagpasuso,1.0961014216060068,,,,nagpasuso,,,,"womb, stomach, source of feelings and emotions"
ῥῆμα,205,unigram,neuter,accusative,plural,salitang,5.892598974933159,salitang,salitang,salitang,iningatan,salita,salitang,salita,word
ῥῆμα,181,unigram,neuter,accusative,singular,naunawaan,10.009047123682556,,,naunawaan,naunawaan,naunawaan,naunawaan,naunawaan,word
ῥῆμα,37,unigram,neuter,nominative,plural,salitang,1.3874054612632463,salitang,salitang,salitang,,,,,word
ῥῆμα,361,unigram,neuter,nominative,singular,salitang,1.1762089344952278,,,salitang,,,,,word
λόγος,182,unigram,masculine,accusative,plural,,,salitang,salitang,salitang,ipangaral,salita,salita,salita,word
λόγος,173,unigram,masculine,accusative,singular,salita,1343.6350147872413,salita,salita,salita,salita,mensahe,salita,mensahe,word
λόγος,170,unigram,masculine,nominative,plural,,,lilipas,lilipas,lilipas,maglalaho,Lilipas,Lilipas,Lilipas,word
λόγος,329,unigram,masculine,nominative,singular,salita,4.739381346963144,salita,salita,salita,salita,salita,salita,salita,word
ἔργον,52,unigram,neuter,accusative,plural,ginagawa,4.912459318278903,gawa,gawa,gawa,ginagawa,ginagawa,ginagawa,ginagawa,work
ἔργον,107,unigram,neuter,accusative,singular,,,gawa,gawa,ginugulo,,ipinapagawa,ginugulo,ipinapagawa,work
ἔργον,333,unigram,neuter,nominative,plural,gawa,9.10483869190696,gawa,gawa,gawa,nagpapatunay,ilaw,gawa,ilaw,work
ἔργον,307,unigram,neuter,nominative,singular,sampalatayanan,2.703264946044224,sampalatayanan,sampalatayanan,sampalatayanan,ipinapagawa,,,,work
ἐργάτης,163,unigram,masculine,nominative,plural,manggagawa,2.3479891379700626,manggagawa,manggagawa,,aanihin,,,,worker
ἐργάτης,234,unigram,masculine,nominative,singular,manggagawa,23.960486583670626,manggagawa,manggagawa,manggagawa,manggagawa,manggagawa,manggagawa,manggagawa,worker
ἔτος,283,unigram,neuter,accusative,plural,taon,41306.95072124459,taon,taon,taon,taon,taon,taon,taon,year
ἔτος,197,unigram,neuter,accusative,singular,taon,1.582765633337877,,,,taon,,,,year
ζεῦγος,24,unigram,neuter,accusative,plural,magkatuwang,1.0960524252565438,,,magkatuwang,,,,,"yoke, pair"
