lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1523_translation,version_1524_translation,version_1525_translation,version_1526_translation,version_1527_translation,version_1528_translation,version_1529_translation,version_1530_translation,version_1531_translation,version_1532_translation,english_translation
βασιλεία,88,unigram,feminine,accusative,plural,mostrou-lhe,1.5346606078041745,mostrou-lhe,,mostrou-lhe,,reinos,reinos,mostrou-lhe,,,mostrou-lhe,kingdom
βασιλεία,180,unigram,feminine,accusative,singular,,,reino,Reino,reino,reino,reino,Reino,Reino,Reino,Reino,reino,kingdom
κόπος,223,unigram,masculine,accusative,plural,,,comigo,comigo,,criticam,boa,,boa,aborrecendo,,molestais,"labour, work, trouble, difficulty"
λύχνος,283,unigram,masculine,nominative,plural,acesas,1.0960768946513286,,,,,,acesas,,,,,lamp
λύχνος,257,unigram,masculine,nominative,singular,candeia,17.593165163419517,,candeia,candeia,lâmpada,luz,lâmpada,luz,lamparina,candeia,candeia,lamp
κλῆρος,1,unigram,masculine,accusative,singular,sortes,5.41228903050417,vestes,sortes,sortes,sortes,sorte,sorte,tiraram,sorte,sortes,sortes,"lots (casting of lots), inheritance"
ἄνθρωπος,331,unigram,masculine,accusative,plural,homens,930.0465993520662,homens,homens,homens,respondeu,elas,eram,homens,quase,homens,homens,man
ἄνθρωπος,287,unigram,masculine,accusative,singular,homem,68072.35617805769,homem,homem,homem,homem,homem,homem,homem,homem,homem,homem,man
ἄνθρωπος,132,unigram,masculine,nominative,plural,homens,330.82150260133346,homens,homens,homens,pessoas,,pessoas,,Cesareia,homens,homens,man
ἄνθρωπος,198,unigram,masculine,nominative,singular,homem,10041566.993896034,homem,homem,homem,homem,homem,homem,homem,homem,homem,homem,man
ἀνήρ,276,unigram,masculine,accusative,plural,adormecido,1.1065266994933705,,,,,adormecido,,,,,,"man, husband"
ἀνήρ,280,unigram,masculine,accusative,singular,marido,123175.090701309,marido,marido,marido,marido,marido,marido,marido,marido,marido,marido,"man, husband"
ἀνήρ,165,unigram,masculine,nominative,plural,homens,53.495257038477035,homens,homens,homens,homens,homens,homens,homens,homens,homens,mil,"man, husband"
ἀνήρ,266,unigram,masculine,nominative,singular,homem,396.67320910022636,homem,homem,homem,homem,homem,homem,homem,homem,homem,homem,"man, husband"
μνᾶ,334,unigram,feminine,accusative,plural,dez,2.718443858082225,dez,minas,minas,dez,dez,dez,dez,dez,dez,dez,mina (about 100 days' wages)
μνᾶ,14,unigram,feminine,accusative,singular,,,,,,voltando-se,sacos,mina,ganhou,Tirem,,,mina (about 100 days' wages)
πρωτοκαθεδρία,117,unigram,feminine,accusative,plural,banquetes,1.6181838528320613,,cadeiras,,cabeceira,festas,,gostam,banquetes,banquetes,banquetes,"most important seat, seat of honour"
πρωτοκαθεδρία,40,unigram,feminine,accusative,singular,,,,amais,,,saudados,primeira,,demais,,,"most important seat, seat of honour"
μήτηρ,108,unigram,feminine,accusative,plural,,,,,,propriedades,,,receba,Receberá,mães,,mother
μήτηρ,311,unigram,feminine,accusative,singular,mãe,1771.205990390555,mãe,mãe,mãe,mãe,mãe,mãe,mãe,mãe,mãe,mãe,mother
ὄρος,240,unigram,neuter,accusative,plural,montes,19.383098468259277,montes,montes,montes,montes,montanhas,montes,montes,montes,montes,montes,mountain
ὄρος,296,unigram,neuter,accusative,singular,monte,27229.90705111061,monte,monte,monte,monte,monte,monte,monte,monte,monte,monte,mountain
μύρον,30,unigram,neuter,accusative,singular,perfume,1.2014275627384847,,,,perfume,,,,perfumar,perfume,,myrrh
ὄνομα,97,unigram,neuter,accusative,plural,Boanerges,1.7374455475701949,Boanerges,Boanerges,,Boanerges,,Boanerges,Boanerges,,,Boanerges,name
ὄνομα,39,unigram,neuter,accusative,singular,nome,715911.800650906,nome,nome,nome,nome,nome,nome,nome,nome,nome,nome,name
ὄνομα,115,unigram,neuter,nominative,plural,nomes,71.635558125728,,,nomes,nomes,nomes,,nomes,nomes,nomes,nomes,name
ὄνομα,281,unigram,neuter,nominative,singular,nome,2108.4532897615236,nome,nome,nome,nome,nome,nome,nome,nome,nome,nome,name
ἔθνος,255,unigram,neuter,accusative,plural,nações,82.5790875912891,nações,nações,nações,nações,nações,nações,nações,povos,nações,nações,nation
ἔθνος,215,unigram,neuter,accusative,singular,nação,184.79312256719177,nação,nação,nação,nação,nação,nação,nosso,país,nação,nação,nation
ἔθνος,337,unigram,neuter,nominative,plural,,,gentios,gentios,precisais,,procurando,,celeste,pagãos,dessas,precisais,nation
ἔθνος,29,unigram,neuter,nominative,singular,nação,52.580369220427066,nação,nação,nação,nação,nação,nação,terremotos,país,nação,nação,nation
νύξ,209,unigram,feminine,accusative,plural,noites,85.86359749173167,noites,noites,noites,noites,noites,noites,noites,noites,noites,noites,night
νύξ,274,unigram,feminine,accusative,singular,noite,17.185429975440556,noite,noite,noite,,,noite,,,,noite,night
ὅρκος,67,unigram,masculine,accusative,plural,juramento,3.092377007019703,,juramento,juramento,juramento,,juramento,juramento,juramento,aflito,juramentos,oath
ὅρκος,295,unigram,masculine,accusative,singular,juramento,4.288910108742314,juramento,,juramento,soleneque,,,,,juramento,juramento,oath
βοῦς,170,unigram,masculine,accusative,plural,bois,1.4333208417410508,bois,cambiadores,bois,negociantes,mesas,bois,bois,bois,bois,bois,ox
παραβολή,291,unigram,feminine,accusative,plural,parábolas,7553.133015436608,parábolas,,parábolas,parábolas,parábolas,parábolas,parábolas,parábolas,parábolas,parábolas,parable
παραβολή,247,unigram,feminine,accusative,singular,parábola,343611.4348452441,parábola,parábola,parábola,parábola,parábola,parábola,parábola,parábola,parábola,parábola,parable
μέρος,382,unigram,neuter,accusative,plural,região,61.13520100526334,regiões,partes,regiões,região,partiu,região,região,região,região,lados,part
μέρος,59,unigram,neuter,accusative,singular,parte,9.833328493952934,parte,parte,destino,cortará,,parte,partes,condenará,punirá,parte,part
μαργαρίτης,249,unigram,masculine,accusative,plural,pérolas,1023.7392023553787,pérolas,pérolas,pérolas,pérolas,pérolas,pérolas,pérolas,pérolas,pérolas,pérolas,pearls
μαργαρίτης,42,unigram,masculine,accusative,singular,valor,1.096057314542422,,,,,,,,,,valor,pearls
τόπος,305,unigram,masculine,accusative,plural,terremotos,1.7445920759278397,terremotos,,terremotos,terremotos,terremotos,terremotos,terremotos,,,,place
τόπος,329,unigram,masculine,accusative,singular,lugar,10815572.053888192,lugar,lugar,lugar,lugar,lugar,lugar,lugar,lugar,lugar,lugar,place
πρωτοκλισία,309,unigram,feminine,accusative,plural,primeiros,2.5452391399299428,primeiros,primeiros,primeiros,lugares,lugares,primeiros,lugares,melhores,honra,primeiros,place of honor
πρωτοκλισία,41,unigram,feminine,accusative,singular,primeiro,1.0528725864766086,primeiro,,primeiro,honra,,lugar,,,honra,primeiro,place of honor
ὄφις,116,unigram,masculine,accusative,singular,cobra,5.39958873844615,cobra,serpente,cobra,cobra,cobra,cobra,serpente,cobra,cobra,serpente,poison
σκεῦος,154,unigram,neuter,accusative,plural,,,,,,,roubar,,amarrá-lo,amarrá-lo,roubar,,"possession, object, thing, jar, vessel"
σκεῦος,286,unigram,neuter,accusative,singular,,,,consentia,,,atravessasse,,,atravessar,,,"possession, object, thing, jar, vessel"
σκεῦος,144,unigram,neuter,nominative,plural,tirá-los,1.5662659382044286,tirá-los,,,,buscá-las,tirá-los,,,,tirá-los,"possession, object, thing, jar, vessel"
δύναμις,118,unigram,feminine,accusative,plural,milagres,42.098000914076195,milagres,maravilhas,milagres,milagres,milagres,milagres,milagres,milagres,milagres,milagres,"power, ability, miracle"
δύναμις,53,unigram,feminine,accusative,singular,poder,19604.359287127478,poder,poder,poder,poder,poder,poder,poder,poder,poder,poder,"power, ability, miracle"
δύναμις,91,unigram,feminine,nominative,plural,milagres,42.47225342503093,,maravilhas,poderes,milagres,milagres,,milagres,milagres,poderes,milagres,"power, ability, miracle"
δύναμις,129,unigram,feminine,nominative,singular,poder,500.6926753567017,poder,virtude,poder,poder,poder,poder,poder,poder,poder,virtude,"power, ability, miracle"
ἱερεύς,21,unigram,masculine,nominative,plural,,,,,,,,,culpa,,profanam,,priest
ἱερεύς,270,unigram,masculine,nominative,singular,sacerdote,17.248518521632768,sacerdote,sacerdote,sacerdote,sacerdote,sacerdote,sacerdote,sacerdote,sacerdote,sacerdote,sacerdote,priest
φυλακή,288,unigram,feminine,accusative,plural,,,,,,,prisões,,,rebanhos,,,prison
φυλακή,27,unigram,feminine,accusative,singular,prisão,393.3815892578883,prisão,prisão,prisão,prisão,contrário,prisão,prisão,cadeia,prisão,prisão,prison
προφήτης,70,unigram,masculine,accusative,plural,profetas,251985.3335347892,profetas,profetas,profetas,profetas,profetas,profetas,profetas,profetas,profetas,profetas,prophet
προφήτης,221,unigram,masculine,accusative,singular,profeta,2771142.5016553295,profeta,profeta,profeta,profeta,profeta,profeta,profeta,profeta,profeta,profeta,prophet
προφήτης,248,unigram,masculine,nominative,plural,profetas,1847.625637735246,profetas,profetas,profetas,profetas,profetas,profetas,profetas,profetas,profetas,profetas,prophet
προφήτης,297,unigram,masculine,nominative,singular,profeta,4311433.942402814,profeta,profeta,profeta,profeta,profeta,profeta,profeta,profeta,profeta,profeta,prophet
βαλλάντιον,20,unigram,neuter,accusative,singular,bolsa,1.7530391312740292,bolsa,bolsa,sacola,bolsa,,bolsa,dinheiro,bolsa,bolsa,bolsa,purse
ποταμός,140,unigram,masculine,nominative,plural,rios,8.447636431041841,rios,rios,rios,,,rios,,,rios,,river
ποταμός,188,unigram,masculine,nominative,singular,alicerces,1.9082511727870655,rio,,,alicerces,alicerces,bateram,,alicerce,,,river
λῃστής,49,unigram,masculine,accusative,plural,salteadores,6.8889850605379985,salteadores,salteadores,assaltantes,,ladrões,ladrões,,assaltado,assaltantes,salteadores,robber
λῃστής,381,unigram,masculine,accusative,singular,,,,,bandido,,espadas,salteador,,bandido,chefiando,salteador,robber
λῃστής,358,unigram,masculine,nominative,plural,ladrões,17.031841758471423,ladrões,salteadores,ladrões,criminosos,ladrões,ladrões,assaltantes,ladrões,ladrões,salteadores,robber
λῃστής,176,unigram,masculine,nominative,singular,salteador,15.998365313140404,salteador,salteador,,,,salteador,assaltante,,,salteador,robber
ἄρχων,228,unigram,masculine,accusative,plural,,,reunindo,,convocou,juntamente,reuniu,autoridades,,reuniu,autoridades,,ruler
ἄρχων,74,unigram,masculine,nominative,plural,autoridades,53.83103513916537,autoridades,príncipes,autoridades,líderes,líderes,autoridades,Cristo,sabem,autoridades,autoridades,ruler
ἄρχων,352,unigram,masculine,nominative,singular,príncipe,78.9847864012596,príncipe,príncipe,príncipe,governante,príncipe,príncipe,príncipe,manda,príncipe,príncipe,ruler
ἀκοή,9,unigram,feminine,accusative,plural,rumores,1.2852411459222939,rumores,rumores,rumores,,batalhas,,guerras,batalhas,rumores,,rumor
ἀκοή,85,unigram,feminine,accusative,singular,tetrarca,1.230600282906033,tetrarca,tetrarca,governante,Antipas,governador,tetrarca,ouviu,governador,relatos,tetrarca,rumor
ἀκοή,182,unigram,feminine,nominative,plural,corretamente,1.284800843719074,,,perfeitamente,,normalmente,empecilho,corretamente,dificuldade,corretamente,,rumor
ἀκοή,369,unigram,feminine,nominative,singular,fama,4.617399254961271,fama,fama,fama,notícias,fama,fama,espalhou-se,região,espalharam,fama,rumor
βιβλίον,61,unigram,neuter,accusative,singular,,,,divórcio,,mandá-la,,,escrito,permitiu,,,"scroll, book"
διάκονος,242,unigram,masculine,nominative,plural,dirigente,1.09612600636564,,,,,dirigente,,,,,,"servant, minister, deacon"
διάκονος,102,unigram,masculine,nominative,singular,quiser,2.0327182937126396,será,quiser,quiser,ser,servir,,servo,quiser,servo,será,"servant, minister, deacon"
δοῦλος,234,unigram,masculine,accusative,plural,servos,805241.4313371662,servos,servos,servos,servos,servos,servos,servos,empregados,servos,servos,"servant, slave"
δοῦλος,31,unigram,masculine,accusative,singular,servo,31803.59466487832,servo,servo,servo,servo,servo,servo,servo,empregado,servo,servo,"servant, slave"
δοῦλος,114,unigram,masculine,nominative,plural,servos,661422.3397392805,servos,servos,servos,servos,servos,servos,servos,empregados,servos,servos,"servant, slave"
δοῦλος,229,unigram,masculine,nominative,singular,servo,51.387111705476315,servo,servo,servo,senhor,servo,servo,servo,empregado,servo,servo,"servant, slave"
πρόβατον,362,unigram,neuter,accusative,plural,ovelhas,1568902.8686910258,ovelhas,ovelhas,ovelhas,ovelhas,ovelhas,ovelhas,ovelhas,ovelhas,ovelhas,ovelhas,sheep
πρόβατον,161,unigram,neuter,accusative,singular,ovelha,948.0378782853974,ovelha,ovelha,ovelha,ovelha,ovelha,ovelha,ovelha,ovelha,ovelha,ovelha,sheep
ποιμήν,279,unigram,masculine,nominative,plural,pastores,6333.5313186309995,pastores,pastores,pastores,pastores,pastores,pastores,pastores,pastores,pastores,pastores,"shepherd, pastor"
ποιμήν,321,unigram,masculine,nominative,singular,pastor,7.988671717630016,pastor,ovelhas,pastor,pastor,ovelhas,pastor,ovelhas,pastor,pastor,pastor,"shepherd, pastor"
σημεῖον,157,unigram,neuter,accusative,plural,sinais,9372.583728892076,sinais,sinais,sinais,sinais,milagres,sinais,sinais,milagres,sinais,milagres,sign
σημεῖον,143,unigram,neuter,accusative,singular,sinal,6454.1972550601995,sinal,sinal,sinal,sinal,sinal,sinal,sinal,milagre,sinal,sinal,sign
σημεῖον,50,unigram,neuter,nominative,plural,sinais,723.5345097705188,sinais,sinais,sinais,sinais,sinais,sinais,sinais,sinais,sinais,sinais,sign
σημεῖον,101,unigram,neuter,nominative,singular,sinal,7892.233506521366,sinal,sinal,sinal,sinal,sinal,sinal,sinal,sinal,sinal,sinal,sign
δραχμή,330,unigram,feminine,accusative,plural,varre,1.0961161655094454,,,,,,,,varre,,,"silver coin, drachma"
δραχμή,190,unigram,feminine,accusative,singular,,,,dracma,,,,,vai,,,,"silver coin, drachma"
ἀργύριον,239,unigram,neuter,accusative,plural,moedas,2.9131658818062967,moedas,moedas,moedas,moedas,moedas,moedas,dinheiro,dinheiro,dinheiro,moedas,"silver, money"
ἀργύριον,372,unigram,neuter,accusative,singular,dinheiro,61067.00308896173,dinheiro,dinheiro,dinheiro,dinheiro,dinheiro,dinheiro,dinheiro,dinheiro,dinheiro,dinheiro,"silver, money"
ἁμαρτία,316,unigram,feminine,accusative,plural,pecados,498.9220023263827,pecados,pecados,pecados,pecados,pecados,pecados,pecados,pecados,pecados,pecados,sin
ἁμαρτία,244,unigram,feminine,accusative,singular,pecado,2876.5281329630106,pecado,pecado,pecado,pecado,pecado,pecado,pecado,pecado,pecado,pecado,sin
ἁμαρτία,325,unigram,feminine,nominative,plural,perdoados,1.524565724079614,pecados,pecados,,perdoados,perdoados,perdoados,perdoados,perdoados,perdoados,pecados,sin
ἁμαρτία,322,unigram,feminine,nominative,singular,pecado,76.82879077435774,pecado,pecado,pecado,,pecado,pecado,pecado,continuam,pecado,pecado,sin
ἀδελφή,349,unigram,feminine,accusative,plural,irmãs,59.413674084694804,irmãs,irmãs,irmãs,irmãs,irmãs,irmãs,irmãs,irmãs,irmãs,irmãs,sister
ἀδελφή,150,unigram,feminine,accusative,singular,irmã,47.553703653962295,irmã,irmã,irmã,Maria,irmã,irmã,Maria,irmã,chamando,irmã,sister
ἀδελφή,23,unigram,feminine,nominative,plural,irmãs,583.7157946164612,irmãs,irmãs,irmãs,irmãs,irmãs,irmãs,irmãs,irmãs,irmãs,irmãs,sister
ἀδελφή,348,unigram,feminine,nominative,singular,irmã,305658.4388231561,irmã,irmã,irmã,irmã,irmã,irmã,irmã,irmã,irmã,irmã,sister
ῥάπισμα,171,unigram,neuter,accusative,plural,,,,,,,Viva,,,,chegando-se,,"slap, strike, hit"
ῥάπισμα,308,unigram,neuter,accusative,singular,bofetada,1.7923505254675343,bofetada,bofetada,bofetada,bateu,,,soco,,,bofetada,"slap, strike, hit"
πλοιάριον,262,unigram,neuter,nominative,plural,barquinhos,1.3167745555846684,barquinhos,,barquinhos,comido,comido,barquinhos,,,,Tiberíades,small boat
πλοιάριον,156,unigram,neuter,nominative,singular,barco,1.8175583841431255,,barquinho,barquinho,barco,barco,,praia,barco,barco,,small boat
ὀψάριον,203,unigram,neuter,accusative,plural,rapaz,1.443247492135089,tanta,rapaz,rapaz,,peixinhos,tanta,cevada,cevada,rapaz,rapaz,small fish
ὀψάριον,290,unigram,neuter,accusative,singular,peixe,10.561873258915051,pão,peixe,peixe,peixe,peixes,peixe,peixe,peixes,peixe,peixe,small fish
υἱός,55,unigram,masculine,accusative,plural,filhos,52.91375985273761,filhos,filhos,filhos,filhos,filhos,filhos,filhos,filhos,filhos,filhos,son
υἱός,142,unigram,masculine,accusative,singular,Filho,82.82282647968266,Filho,Filho,Filho,Filho,Filho,Filho,Filho,Filho,Filho,Filho,son
υἱός,145,unigram,masculine,nominative,plural,filhos,864339.3945303779,filhos,filhos,filhos,filhos,filhos,filhos,filhos,filhos,filhos,filhos,son
υἱός,236,unigram,masculine,nominative,singular,Filho,3584.0549852421027,Filho,Filho,Filho,Filho,Filho,Filho,Filho,Filho,Filho,Filho,son
ψυχή,250,unigram,feminine,accusative,plural,,,,paciência,alcançareis,,,,obterão,firmes,,,"soul, life"
ψυχή,319,unigram,feminine,accusative,singular,vida,1060.6376744940399,vida,vida,vida,vida,vida,vida,vida,vida,vida,vida,"soul, life"
ἀστήρ,332,unigram,masculine,nominative,plural,firmamento,1.122614852308986,firmamento,abaladas,,,,firmamento,,,,,star
ἀστήρ,211,unigram,masculine,nominative,singular,estrela,1.3168158349407726,,,estrela,guiados,estrela,,,,estrela,,star
λίθος,336,unigram,masculine,accusative,plural,pedras,3.0577395085507413,pedras,,apedrejá-lo,,pedras,pedras,pedras,pedras,,atirar,stone
λίθος,44,unigram,masculine,accusative,singular,pedra,8501550.66863322,pedra,pedra,pedra,pedra,pedra,pedra,pedra,pedra,pedra,pedra,stone
λίθος,155,unigram,masculine,nominative,plural,pedras,31024.18274926218,pedras,pedras,pedras,pedras,pedras,pedras,pedras,pedras,pedras,pedras,stone
λίθος,48,unigram,masculine,nominative,singular,pedra,2263.490582826821,pedra,pedra,pedra,pedra,pedra,pedra,pedra,pedra,pedra,pedra,stone
συναγωγή,277,unigram,feminine,accusative,plural,sinagogas,1332.3599877788179,sinagogas,sinagogas,sinagogas,sinagogas,sinagogas,sinagogas,sinagogas,sinagogas,sinagogas,sinagogas,synagogue
συναγωγή,374,unigram,feminine,accusative,singular,sinagoga,15931.28888994304,sinagoga,sinagoga,sinagoga,sinagoga,sinagoga,sinagoga,sinagoga,sinagoga,sinagoga,sinagoga,synagogue
τράπεζα,217,unigram,feminine,accusative,plural,cambistas,3.1862280877271325,cambistas,mesas,,mesas,mesas,cambistas,negociantes,,cambistas,cambistas,table
τράπεζα,158,unigram,feminine,accusative,singular,banco,1.3168098566981707,banco,,,juros,receberia,banco,,juros,banco,,table
τάλαντον,79,unigram,neuter,accusative,plural,talentos,103.80367319767984,talentos,talentos,talentos,talentos,mil,talentos,talentos,moedas,talentos,talentos,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,253,unigram,neuter,accusative,singular,talento,1860.8035229006155,talento,talento,talento,dinheiro,mil,talento,talento,moedas,talento,talento,talent (weight and monetary unit: around 20 years' wages)
φόρος,326,unigram,masculine,accusative,singular,diga-nos,1.4064410329225072,pagar,É-nos,,diga-nos,Responda-nos,,diga-nos,Diga,imposto,é-nos,tax
τελώνης,210,unigram,masculine,nominative,plural,publicanos,1751.6070970785788,publicanos,publicanos,publicanos,impostos,impostos,publicanos,cobradores,cobradores,publicanos,publicanos,tax collector
τελώνης,81,unigram,masculine,nominative,singular,publicano,848.4607337897199,publicano,publicano,publicano,cobrador,impostos,publicano,cobrador,cobrador,publicano,publicano,tax collector
γραμματεύς,378,unigram,masculine,nominative,plural,escribas,600.9768304174078,escribas,escribas,escribas,mestres,professores,escribas,mestres,mestres,mestres,escribas,"teacher, expert in the law, scholar, scribe"
γραμματεύς,237,unigram,masculine,nominative,singular,escriba,151.87216362366843,escriba,escriba,escriba,lei,mestre,escriba,lei,mestre,mestre,escriba,"teacher, expert in the law, scholar, scribe"
καθηγητής,363,unigram,masculine,nominative,plural,Guia,1.1612939174697052,Guia,mestres,Guia,chame,,,,,,,"teacher, guide"
καθηγητής,252,unigram,masculine,nominative,singular,Guia,1.1612939174697052,Guia,mestres,Guia,chame,,,,,,,"teacher, guide"
κλέπτης,93,unigram,masculine,nominative,plural,ladrões,23.53868368917864,ladrões,ladrões,ladrões,ladrões,ladrões,ladrões,ladrões,ladrões,ladrões,ladrões,thief
κλέπτης,251,unigram,masculine,nominative,singular,ladrão,94094.19358667613,ladrão,ladrão,ladrão,ladrão,ladrão,ladrão,ladrão,ladrão,ladrão,ladrão,thief
διαλογισμός,333,unigram,masculine,accusative,plural,pensamentos,4.56438586843437,conhecendo-lhes,pensamentos,pensamentos,questionam,,,assim,frente.O,pensando,pensamentos,"thought, argument"
διαλογισμός,164,unigram,masculine,accusative,singular,conhecendo,1.1895041026696096,colocou-a,pô-la,,conhecendo,,colocou-a,conhecendo,pensando,conhecendo,pensamento,"thought, argument"
διαλογισμός,133,unigram,masculine,nominative,plural,pensamentos,14.841482090839808,,pensamentos,pensamentos,pensamentos,pensamentos,pensamentos,pensamentos,pensamentos,,,"thought, argument"
διαλογισμός,324,unigram,masculine,nominative,singular,discutir,1.2112550736764118,,,,discutir,discutir,Surgiu,surgiu,conversar,Começou,discussão,"thought, argument"
θρόνος,267,unigram,masculine,accusative,singular,trono,4.382353666792676,trono,trono,,trono,trono,trono,,fazê-lo,,trono,throne
χρόνος,301,unigram,masculine,accusative,plural,arrendou-a,1.4707972289858895,,Certo,ausentou-se,arrendou,foi-se,,arrendou-a,arrendou-a,,,time
χρόνος,258,unigram,masculine,accusative,singular,tempo,382.74461542217256,tempo,tempo,tempo,estrela,tempo,tempo,sábios,tempo,tempo,tempo,time
καιρός,160,unigram,masculine,nominative,singular,tempo,1446.9763576586554,tempo,tempo,tempo,tempo,hora,tempo,tempo,chegou,tempo,tempo,"time, right time"
τάφος,147,unigram,masculine,accusative,plural,adornais,1.161328723715616,adornais,,,,,,,,,,"tomb, grave"
τάφος,196,unigram,masculine,accusative,singular,,,sepulcro,sepulcro,sepulcro,túmulo,túmulo,túmulo,túmulo,túmulo,sepulcro,sepulcro,"tomb, grave"
μνημεῖον,15,unigram,neuter,accusative,plural,túmulos,1.4162598571470968,,edificais,,monumentos,túmulos,edificam,túmulos,bonitos,,erigis,"tomb, grave"
μνημεῖον,19,unigram,neuter,accusative,singular,túmulo,1253.1194960342598,túmulo,sepulcro,sepulcro,túmulo,túmulo,túmulo,sepulcro,túmulo,sepulcro,túmulo,"tomb, grave"
μνημεῖον,89,unigram,neuter,nominative,plural,túmulos,3.190777303139866,,,,,túmulos,,,,,túmulos,"tomb, grave"
μνημεῖον,294,unigram,neuter,nominative,singular,,,depositaram,sepulcro,sepulcro,ficava,túmulo,túmulo,sepulcro,túmulo,sepulcro,túmulo,"tomb, grave"
θησαυρός,110,unigram,masculine,accusative,plural,tesouros,11.372194244722182,tesouros,tesouros,tesouros,tesouros,,tesouros,,,tesouros,,treasure
θησαυρός,245,unigram,masculine,accusative,singular,tesouro,9.936264160385257,tesouro,tesouro,tesouro,tesouro,tesouro,tesouro,tesouro,riquezas,tesouro,tesouro,treasure
δένδρον,100,unigram,neuter,accusative,plural,árvores,284.9719993347708,árvores,árvores,árvores,árvores,árvores,árvores,árvores,,árvores,árvores,tree	
δένδρον,87,unigram,neuter,accusative,singular,árvore,618.1297610527346,árvore,árvore,árvore,árvore,árvore,árvore,árvore,árvore,árvore,árvore,tree	
λίτρα,137,unigram,feminine,accusative,singular,,,,,,,,cheiro,,perfumada,,,unit of measure around 300 grams
κώμη,300,unigram,feminine,accusative,plural,,,aldeias,aldeias,povoados,povoados,vilas,aldeias,vilas,povoados,povoados,aldeias,village
κώμη,63,unigram,feminine,accusative,singular,aldeia,1438.3908099215537,aldeia,aldeia,povoado,povoado,vila,aldeia,aldeia,povoado,povoado,aldeia,village
παρθένος,314,unigram,feminine,nominative,plural,virgens,31.99592530352693,virgens,virgens,virgens,,moças,virgens,,acenderam,,virgens,virgin
παρθένος,226,unigram,feminine,nominative,singular,Emanuel,1.3951774613602388,,,,Emanuel,,,Emanuel,,Emanuel,,virgin
φωνή,227,unigram,feminine,nominative,plural,prevaleceu,1.2129035140529936,,,,,,,prevaleceu,,,,voice or sound
φωνή,359,unigram,feminine,nominative,singular,voz,4288.478441656618,voz,voz,voz,voz,voz,voz,voz,voz,voz,voz,voice or sound
πόλεμος,292,unigram,masculine,accusative,plural,guerras,3.677335216604713,,guerras,guerras,,ouvirem,guerras,guerras,guerras,guerras,,war
ὕδωρ,380,unigram,neuter,accusative,plural,águas,55.85429007163878,águas,águas,águas,águas,água,águas,água,água,águas,águas,water
ὕδωρ,106,unigram,neuter,accusative,singular,água,7511554.617036213,água,água,água,água,água,água,água,água,água,água,water
ὕδωρ,124,unigram,neuter,nominative,singular,água,11489.149578220979,água,água,água,água,água,água,água,água,água,água,water
ὑδρία,130,unigram,feminine,accusative,singular,cântaro,3.118017546560135,cântaro,Deixou,cântaro,vasilha,jarra,cântaro,cântaro,pote,cântaro,cântaro,water jar
ὁδός,293,unigram,feminine,accusative,plural,caminhos,286.8753516196852,caminhos,caminhos,caminhos,,caminhos,caminhos,caminhos,,caminhos,caminhos,way
ὁδός,163,unigram,feminine,accusative,singular,caminho,451435.87518685893,caminho,caminho,caminho,caminho,caminho,caminho,caminho,caminho,caminho,caminho,way
γάμος,184,unigram,masculine,accusative,plural,,,bodas,bodas,casamento,banquete,festa,festa,casamento,festa,banquete,bodas,wedding
γάμος,271,unigram,masculine,accusative,singular,casamento,1.4532557909622925,convidado,bodas,casamento,celebração,casamento,convidado,casamento,casamento,casamento,convidado,wedding
γυνή,123,unigram,feminine,accusative,plural,,,dureza,repudiar,divorciar,,,repudiassem,estabeleceu,permissão,divorciassem,,"wife, woman"
γυνή,201,unigram,feminine,accusative,singular,mulher,6107.208037219197,mulher,mulher,mulher,esposa,esposa,mulher,esposa,esposa,mulher,mulher,"wife, woman"
γυνή,134,unigram,feminine,nominative,plural,mulheres,25567.14432691906,mulheres,mulheres,mulheres,mulheres,mulheres,mulheres,mulheres,mulheres,mulheres,mulheres,"wife, woman"
γυνή,141,unigram,feminine,nominative,singular,mulher,27757642.167696483,mulher,mulher,mulher,mulher,mulher,mulher,mulher,mulher,mulher,mulher,"wife, woman"
ἄνεμος,10,unigram,masculine,nominative,plural,ventos,29.11160667667927,ventos,ventos,ventos,ventos,,ventos,ventos,vento,ventos,ventos,wind
ἄνεμος,76,unigram,masculine,nominative,singular,vento,30504.31316113874,vento,vento,vento,vento,vento,vento,vento,vento,vento,vento,wind
πνεῦμα,346,unigram,neuter,accusative,plural,espíritos,34.50826663574207,espíritos,espíritos,espíritos,espíritos,demônios,espíritos,espíritos,espíritos,espíritos,espíritos,"wind, breath, spirit"
πνεῦμα,189,unigram,neuter,accusative,singular,Espírito,79.93467744065708,Espírito,Espírito,Espírito,Espírito,Espírito,Espírito,Espírito,Espírito,Espírito,Espírito,"wind, breath, spirit"
πνεῦμα,12,unigram,neuter,nominative,plural,espíritos,71.28188582095608,espíritos,espíritos,espíritos,,demônios,espíritos,espíritos,espíritos,espíritos,espíritos,"wind, breath, spirit"
πνεῦμα,26,unigram,neuter,nominative,singular,Espírito,15.24149957120096,Espírito,Espírito,Espírito,Espírito,Espírito,Espírito,Espírito,Espírito,Espírito,Espírito,"wind, breath, spirit"
κοιλία,98,unigram,feminine,nominative,plural,amamentaram,1.0961654628313675,,,,,,,,amamentaram,,,"womb, stomach, source of feelings and emotions"
