lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2314_translation,version_2315_translation,version_2316_translation,version_2317_translation,version_2318_translation,version_2319_translation,version_2320_translation,version_2321_translation,version_2322_translation,version_2323_translation,version_2324_translation,version_2325_translation,version_2326_translation,english_translation
κόπος,583,uni_token,masculine,accusative,plural,難,5.705754488372309,難,難,難,難,難,難,,難,瀆,煩,煩,勞,勞,"labour, work, trouble, difficulty"
κόπος,447,uni_token,masculine,accusative,singular,,,瀆,聒,,,,,,煩,瀆,,,勞,勞,"labour, work, trouble, difficulty"
λύχνος,645,uni_token,masculine,nominative,plural,燃,3.195968825040121,燃,燃,燃,燃,燃,燃,,燈,燈,,燃,,束,lamp
λύχνος,618,uni_token,masculine,nominative,singular,燈,67.44359439278175,燈,燈,燈,光,燈,燈,,燈,燈,灯,燈,光,光,lamp
κλῆρος,462,uni_token,masculine,accusative,plural,鬮,6.560492595621878,,鬮,,鬮,鬮,鬮,,,鬮,赦,鬮,,卦,"lots (casting of lots), inheritance"
κλῆρος,340,uni_token,masculine,accusative,singular,鬮,9.593313417555468,,鬮,,鬮,鬮,鬮,,鬮,鬮,分,鬮,鬮,,"lots (casting of lots), inheritance"
ἄνθρωπος,695,uni_token,masculine,accusative,plural,人,724.7074728081076,人,人,樓,人,人,人,,人,人,人,人,人,人,man
ἄνθρωπος,649,uni_token,masculine,accusative,singular,人,894.8918952207376,人,人,汚,人,污,人,,人,人,人,人,人,人,man
ἄνθρωπος,486,uni_token,masculine,nominative,plural,人,1866.5977787222973,人,人,人,人,人,人,,人,人,人,人,人,人,man
ἄνθρωπος,555,uni_token,masculine,nominative,singular,人,1690067.3937307077,人,人,人,人,人,人,,人,人,人,人,人,人,man
ἀνήρ,636,uni_token,masculine,accusative,plural,寤,2.189331602821286,倦,站,倦,寤,倦,寤,,清,疲,,寤,寤,寤,"man, husband"
ἀνήρ,640,uni_token,masculine,accusative,singular,夫,224.72210760528063,夫,夫,夫,夫,夫,夫,,夫,夫,夫,夫,丈,丈,"man, husband"
ἀνήρ,521,uni_token,masculine,nominative,plural,千,33.72545432179069,千,千,千,千,千,千,,人,千,千,千,千,千,"man, husband"
ἀνήρ,626,uni_token,masculine,nominative,singular,伏,1.9687223776876395,伏,人,求,伏,伏,伏,,乃,人,求,人,求,夫,"man, husband"
μνᾶ,698,uni_token,feminine,accusative,plural,斤,49.304689514551704,兩,斤,金,金,斤,彌,,斤,鎰,弥,斤,塊,塊,mina (about 100 days' wages)
μνᾶ,357,uni_token,feminine,accusative,singular,,,左,斤,,左,斤,侍,,斤,鎰,弥,侍,侍,,mina (about 100 days' wages)
πρωτοκαθεδρία,470,uni_token,feminine,accusative,plural,座,1.940314367123551,座,位,座,高,座,座,,好,位,筵,座,座,高,"most important seat, seat of honour"
πρωτοκαθεδρία,383,uni_token,feminine,accusative,singular,座,1.6307107987493512,高,廠,,高,好,座,,街,位,高,座,座,座,"most important seat, seat of honour"
μήτηρ,460,uni_token,feminine,accusative,plural,疇,1.6554663960203202,姊,,宅,疇,疇,疇,,,疇,姐,,畝,畝,mother
μήτηρ,675,uni_token,feminine,accusative,singular,母,1019796.6321575558,母,母,母,母,母,母,,母,母,母,母,母,母,mother
ὄρος,601,uni_token,neuter,accusative,plural,山,56.487204798965145,山,山,山,山,山,山,,山,山,山,山,山,山,mountain
ὄρος,658,uni_token,neuter,accusative,singular,山,155101.9518466034,山,山,山,山,山,山,,山,山,山,山,山,山,mountain
μύρον,448,uni_token,neuter,accusative,plural,,,料,膏,,馨,品,品,,膏,靜,,料,料,膏,myrrh
μύρον,373,uni_token,neuter,accusative,singular,,,澆,,澆,躬,躬,膏,,膏,躬,塟,膏,斟,斟,myrrh
ὄνομα,446,uni_token,neuter,accusative,plural,雷,2.5832716492707815,雷,雷,雷,雷,雷,雷,,雷,雷,博,雷,,,name
ὄνομα,382,uni_token,neuter,accusative,singular,名,456390152.01010376,名,名,名,名,名,名,,名,名,名,名,名,名,name
ὄνομα,468,uni_token,neuter,nominative,plural,名,70.50881749169463,名,名,名,名,名,名,,名,名,名,名,名,名,name
ὄνομα,641,uni_token,neuter,nominative,singular,名,48113139691.99075,名,名,名,名,名,名,,名,名,名,名,名,名,name
ἔθνος,616,uni_token,neuter,accusative,plural,萬,91.18683944814184,萬,萬,萬,萬,萬,萬,,邦,萬,萬,萬,萬,萬,nation
ἔθνος,575,uni_token,neuter,accusative,singular,民,18.298034395151486,民,民,民,民,民,民,,民,邦,民,民,國,國,nation
ἔθνος,701,uni_token,neuter,nominative,plural,邦,133.6742451293472,邦,邦,邦,邦,邦,邦,,邦,邦,異,邦,國,國,nation
ἔθνος,372,uni_token,neuter,nominative,singular,民,7.136548452312242,民,攻,民,民,民,民,,民,民,民,民,邦,邦,nation
νύξ,568,uni_token,feminine,accusative,plural,夜,2423.826005238493,夜,夜,夜,夜,夜,夜,,夜,夜,晝,夜,夜,夜,night
νύξ,634,uni_token,feminine,accusative,singular,夜,328.5269038336584,夜,晝,夜,夜,夜,夜,,夜,夜,晝,夜,夜,夜,night
ὅρκος,412,uni_token,masculine,accusative,plural,誓,400.704551076442,誓,誓,誓,誓,誓,誓,,誓,誓,誓,誓,誓,誓,oath
ὅρκος,657,uni_token,masculine,accusative,singular,矢,9.182212752144027,誓,矢,誓,矢,矢,矢,,矢,矢,誓,矢,誓,誓,oath
βοῦς,526,uni_token,masculine,accusative,plural,牛,1.6574995325157222,牛,牛,,牛,,牛,,牛,,牛,牛,牛,,ox
βοῦς,670,uni_token,masculine,accusative,singular,牛,1.4410666624165884,牛,牛,槽,廄,廄,牛,,牛,廄,牛,廄,牢,圈,ox
παραβολή,653,uni_token,feminine,accusative,plural,,,譬,喻,喻,譬,喻,喻,,譬,譬,寓,譬,比,喻,parable
παραβολή,608,uni_token,feminine,accusative,singular,喻,24.1019068110259,譬,喻,喻,譬,喻,喻,,譬,譬,喻,譬,比,喻,parable
μέρος,750,uni_token,neuter,accusative,plural,境,5103.029963160932,境,境,境,境,境,境,,境,境,,境,至,船,part
μέρος,403,uni_token,neuter,accusative,singular,,,派,分,,科,科,科,,,,分,科,分,分,part
μαργαρίτης,610,uni_token,masculine,accusative,plural,珠,1023.7394540738866,珠,珠,珠,珠,珠,珠,,珠,珠,珠,珠,珍,珍,pearls
μαργαρίτης,385,uni_token,masculine,accusative,singular,珠,2.20539809889345,珠,珠,珠,,值,,,,珠,珠,鬻,珍,珍,pearls
τόπος,668,uni_token,masculine,accusative,plural,,,,饉,荒,震,饑,饉,,荒,震,震,饑,荒,,place
τόπος,693,uni_token,masculine,accusative,singular,處,2599.826333203673,處,處,地,處,處,處,,處,處,所,處,處,處,place
πρωτοκλισία,673,uni_token,feminine,accusative,plural,位,44.02054221979168,位,位,位,位,位,位,,位,位,位,位,位,高,place of honor
πρωτοκλισία,384,uni_token,feminine,accusative,singular,位,9.85251904855256,位,位,位,位,位,位,,位,位,座,尊,高,高,place of honor
ὄφις,752,uni_token,masculine,accusative,plural,蛇,1.3167922019170277,操,握,操,蛇,,,,,蛇,,蛇,礙,礙,poison
ὄφις,469,uni_token,masculine,accusative,singular,蛇,32411.411244783754,蛇,蛇,蛇,蛇,蛇,蛇,,蛇,蛇,蛇,蛇,蛇,蛇,poison
σκεῦος,509,uni_token,neuter,accusative,plural,勇,1.9759887125692717,,具,,勇,勇,勇,,勇,縛,,勇,力,,"possession, object, thing, jar, vessel"
σκεῦος,648,uni_token,neuter,accusative,singular,,,概,具,器,具,具,器,,器,器,噐,具,皿,皿,"possession, object, thing, jar, vessel"
σκεῦος,499,uni_token,neuter,nominative,plural,具,4.643344980975937,器,具,器,具,具,具,,具,器,旋,具,田,背,"possession, object, thing, jar, vessel"
σκεῦος,571,uni_token,neuter,nominative,singular,絨,1.0960670999999007,,,,,,絨,,,,,,,,"possession, object, thing, jar, vessel"
δύναμις,471,uni_token,feminine,accusative,plural,異,2.3482020208209313,廣,異,奇,廣,異,異,,異,能,行,異,跡,跡,"power, ability, miracle"
δύναμις,397,uni_token,feminine,accusative,singular,能,673.6313512430334,能,力,能,權,能,能,,能,能,德,能,能,能,"power, ability, miracle"
δύναμις,439,uni_token,feminine,nominative,plural,異,2.689392321147097,異,異,異,異,異,能,,異,能,跡,異,跡,跡,"power, ability, miracle"
δύναμις,482,uni_token,feminine,nominative,singular,能,5.902618686121864,能,力,治,顯,能,能,,能,能,德,能,德,德,"power, ability, miracle"
ἱερεύς,364,uni_token,masculine,nominative,plural,讀,1.2679658507984137,讀,,規,犯,犯,例,,讀,辜,違,,讀,讀,priest
ἱερεύς,630,uni_token,masculine,nominative,singular,班,1.3490289258706938,班,班,班,班,班,祭,,,班,鐸,班,祭,祭,priest
φυλακή,650,uni_token,feminine,accusative,plural,,,,牢,,,,郊,,,,,候,拘,監,prison
φυλακή,370,uni_token,feminine,accusative,singular,獄,60.41961005377059,監,獄,監,獄,獄,獄,,獄,獄,囚,獄,監,監,prison
προφήτης,415,uni_token,masculine,accusative,plural,先,8.0939702947042,先,先,先,先,先,先,,先,先,先,預,預,先,prophet
προφήτης,581,uni_token,masculine,accusative,singular,先,8.19862517688358,先,先,先,先,先,先,,先,先,先,預,預,先,prophet
προφήτης,609,uni_token,masculine,nominative,plural,先,7.992364970381522,先,先,先,先,先,先,,先,先,先,預,預,先,prophet
προφήτης,659,uni_token,masculine,nominative,singular,先,6.410498049386499,先,先,先,先,先,先,,先,先,先,預,預,先,prophet
βαλλάντιον,498,uni_token,neuter,accusative,plural,,,蠹,做,,囊,,匱,,消,囊,虫,匱,,漸,purse
βαλλάντιον,363,uni_token,neuter,accusative,singular,囊,1.589223595858109,,袋,,囊,囊,袋,,囊,囊,袋,袋,囊,囊,purse
ποταμός,494,uni_token,masculine,nominative,plural,漲,1.178081452053726,流,溢,,,潦,,,,,泛,,漲,漲,river
ποταμός,544,uni_token,masculine,nominative,singular,衝,1.797175690742431,,,衝,,衝,,,衝,,冲,,築,河,river
λῃστής,392,uni_token,masculine,accusative,plural,盜,440.096225359092,盜,盜,盜,盜,盜,盜,,賊,盜,㓂,盜,賊,賊,robber
λῃστής,749,uni_token,masculine,accusative,singular,,,棒,賊,棒,,捕,捕,,,,棍,捕,棍,棍,robber
λῃστής,723,uni_token,masculine,nominative,plural,盜,84.63042998431168,盜,盜,盜,盜,盜,盜,,賊,盜,賊,盜,賊,賊,robber
λῃστής,532,uni_token,masculine,nominative,singular,盜,107.49077698340649,盜,盜,盜,盜,盜,盜,,牢,盜,棧,盜,盜,盜,robber
ἄρχων,588,uni_token,masculine,accusative,plural,會,1.2962141047842737,會,,府,召,庶,召,,庶,會,官,會,憲,憲,ruler
ἄρχων,458,uni_token,masculine,accusative,singular,,,官,勉,途,發,,力,,差,勤,隸,訟,,,ruler
ἄρχων,419,uni_token,masculine,nominative,plural,司,3.735013320453521,督,老,官,司,司,司,,宰,司,老,司,憲,憲,ruler
ἄρχων,717,uni_token,masculine,nominative,singular,宰,5.9725953479077765,宰,宰,官,宰,君,君,,宰,宰,宗,宰,君,君,ruler
ἀκοή,350,uni_token,feminine,accusative,plural,戰,9.5689789359275,戰,戰,戰,戰,戰,戰,,戰,怖,闘,戰,戰,戰,rumor
ἀκοή,432,uni_token,feminine,accusative,singular,封,12.420759569135061,封,封,封,封,封,封,,封,封,公,封,四,督,rumor
ἀκοή,538,uni_token,feminine,nominative,plural,舌,3.4853996706926855,朗,舌,,聰,舌,舌,,舌,舌,朗,舌,,繩,rumor
ἀκοή,735,uni_token,feminine,nominative,singular,揚,4.094985945940638,聲,揚,傳,洋,,揚,,聲,遍,聞,聲,揚,揚,rumor
βιβλίον,408,uni_token,neuter,accusative,plural,錄,1.5599403900704991,載,章,們,,錄,記,,錄,錄,册,孟,夠,,"scroll, book"
βιβλίον,405,uni_token,neuter,accusative,singular,書,112.8708824561858,書,書,書,書,書,書,,書,卷,書,書,書,書,"scroll, book"
διάκονος,603,uni_token,masculine,nominative,plural,挹,4.144908807023721,,挹,挹,挹,,挹,,挹,挹,甞,挹,汲,嘗,"servant, minister, deacon"
διάκονος,453,uni_token,masculine,nominative,singular,役,1986.922376284059,役,役,服,役,役,役,,役,役,役,役,僕,僕,"servant, minister, deacon"
δοῦλος,595,uni_token,masculine,accusative,plural,僕,14780492.781616759,僕,僕,僕,僕,僕,僕,,僕,僕,僕,僕,僕,僕,"servant, slave"
δοῦλος,374,uni_token,masculine,accusative,singular,僕,5025332.959282929,僕,僕,僕,僕,僕,僕,,僕,僕,僕,僕,僕,僕,"servant, slave"
δοῦλος,467,uni_token,masculine,nominative,plural,僕,79314427.87089549,僕,僕,僕,僕,僕,僕,,僕,僕,役,僕,僕,僕,"servant, slave"
δοῦλος,589,uni_token,masculine,nominative,singular,僕,299699.79175072775,僕,僕,僕,僕,僕,僕,,僕,僕,僕,僕,僕,僕,"servant, slave"
πρόβατον,728,uni_token,neuter,accusative,plural,羊,12104594.240451923,羊,羊,羊,羊,羊,羊,,羊,羊,羊,羊,羊,羊,sheep
πρόβατον,516,uni_token,neuter,accusative,singular,羊,2373.1846162367933,羊,羊,羊,羊,羊,羊,,羊,羊,羊,羊,羊,羊,sheep
ποιμήν,639,uni_token,masculine,nominative,plural,牧,22016.47095861522,牧,牧,牧,牧,牧,牧,,牧,牧,牧,牧,牧,牧,"shepherd, pastor"
ποιμήν,685,uni_token,masculine,nominative,singular,牧,15.116066015683895,牧,牧,牧,牧,牧,牧,,牧,牧,牧,牧,牧,牧,"shepherd, pastor"
σημεῖον,512,uni_token,neuter,accusative,plural,跡,21.993223416207204,跡,奇,奇,跡,蹟,跡,,兆,兆,跡,跡,迹,跡,sign
σημεῖον,497,uni_token,neuter,accusative,singular,跡,4.270487920171563,跡,徵,奇,跡,兆,跡,,兆,兆,跡,休,號,號,sign
σημεῖον,394,uni_token,neuter,nominative,plural,兆,37.4607619563152,象,兆,現,異,兆,兆,,兆,兆,跡,異,祥,祥,sign
σημεῖον,452,uni_token,neuter,nominative,singular,兆,40.98760379312411,跡,徵,兆,,兆,跡,,兆,兆,跡,徵,號,號,sign
δραχμή,694,uni_token,feminine,accusative,plural,掃,1.342591374752361,勤,掃,,,勤,,,,,,,掃,掃,"silver coin, drachma"
δραχμή,546,uni_token,feminine,accusative,singular,失,1.3022329380432975,失,,失,失,錢,錢,,獲,獲,銀,失,塊,覓,"silver coin, drachma"
ἀργύριον,600,uni_token,neuter,accusative,plural,銀,911.2807442708655,銀,銀,,金,金,銀,,銀,銀,錢,銀,銀,銀,"silver, money"
ἀργύριον,739,uni_token,neuter,accusative,singular,銀,17486.514186364173,銀,銀,銀,金,金,銀,,銀,銀,銀,金,銀,銀,"silver, money"
ἁμαρτία,680,uni_token,feminine,accusative,plural,罪,25.67519062726776,罪,罪,罪,赦,罪,罪,,罪,罪,罪,罪,罪,罪,sin
ἁμαρτία,605,uni_token,feminine,accusative,singular,罪,40315.28737321436,罪,罪,罪,罪,罪,罪,,罪,罪,罪,罪,罪,罪,sin
ἁμαρτία,689,uni_token,feminine,nominative,plural,赦,29.809176808458396,赦,赦,赦,赦,赦,赦,,赦,赦,罪,赦,赦,罪,sin
ἁμαρτία,686,uni_token,feminine,nominative,singular,罪,22.731509142829033,罪,罪,故,罪,罪,罪,,罪,罪,罪,罪,罪,罪,sin
ἀδελφή,713,uni_token,feminine,accusative,plural,妹,4.1117757317282235,,,,,,,,,,妹,妹,妹,妹,sister
ἀδελφή,505,uni_token,feminine,accusative,singular,妹,57.372555903925935,妹,妹,,,,妹,,,,妹,,妹,妹,sister
ἀδελφή,366,uni_token,feminine,nominative,plural,妹,3.0449022234341956,,,,,,妹,,,,妹,,,,sister
ἀδελφή,712,uni_token,feminine,nominative,singular,妹,95.67279049462523,妹,妹,妹,,,妹,,,,妹,,姊,妹,sister
ῥάπισμα,527,uni_token,neuter,accusative,plural,批,13.245501400661968,掌,,批,批,批,,,批,批,恭,掌,,掌,"slap, strike, hit"
ῥάπισμα,672,uni_token,neuter,accusative,singular,批,3.988682701432455,掌,頰,批,批,批,,,批,批,侍,掌,掌,掌,"slap, strike, hit"
πλοιάριον,623,uni_token,neuter,nominative,plural,哩,3.363217942767598,哩,謝,哩,哩,艇,附,,哩,哩,帝,哩,祝,祝,small boat
πλοιάριον,511,uni_token,neuter,nominative,singular,舟,7.821442732513298,船,舟,擠,舟,舟,舟,,小,舟,擁,舟,船,船,small boat
ὀψάριον,561,uni_token,neuter,accusative,plural,麰,2.7389450967709617,麥,麰,敷,麰,麰,麰,,麰,麰,係,麰,,,small fish
ὀψάριον,652,uni_token,neuter,accusative,singular,魚,9.0419566270948,魚,魚,魚,餅,魚,魚,,魚,魚,炭,魚,魚,魚,small fish
υἱός,399,uni_token,masculine,accusative,plural,子,10.63448643030432,庇,子,庇,比,子,子,,子,子,子,子,子,子,son
υἱός,496,uni_token,masculine,accusative,singular,子,210947055384.4142,子,子,子,子,子,子,,子,子,子,子,子,子,son
υἱός,500,uni_token,masculine,nominative,plural,子,8744611.385091873,子,子,子,子,子,子,,子,子,子,子,子,子,son
υἱός,597,uni_token,masculine,nominative,singular,子,4788911752411.837,子,子,子,子,子,子,,子,子,子,子,子,子,son
ψυχή,611,uni_token,feminine,accusative,plural,,,耐,魂,魂,存,忍,耐,,忍,魂,耐,耐,忍,忍,"soul, life"
ψυχή,683,uni_token,feminine,accusative,singular,命,233.69941364188483,命,命,命,命,生,命,,生,魂,魂,命,命,命,"soul, life"
ἀστήρ,696,uni_token,masculine,nominative,plural,星,2.3847312819587914,星,隕,星,,星,,,,星,星,星,星,星,star
ἀστήρ,570,uni_token,masculine,nominative,singular,星,3.239982074028443,星,星,星,星,星,星,,星,星,星,星,星,星,star
λίθος,700,uni_token,masculine,accusative,plural,石,1.4823201868942542,石,,石,石,石,石,,石,石,,石,拾,擊,stone
λίθος,387,uni_token,masculine,accusative,singular,石,536006962.8548712,石,石,石,石,石,石,,石,石,石,石,石,石,stone
λίθος,510,uni_token,masculine,nominative,plural,石,21713.692244017373,石,石,石,石,石,石,,石,石,石,石,石,石,stone
λίθος,391,uni_token,masculine,nominative,singular,石,1402.164947691056,石,石,石,石,石,石,,石,石,石,石,石,石,stone
συναγωγή,637,uni_token,feminine,accusative,plural,堂,4.5312419065821805,堂,堂,堂,堂,堂,堂,,堂,堂,堂,堂,公,官,synagogue
συναγωγή,741,uni_token,feminine,accusative,singular,堂,3.4205642187998815,堂,堂,堂,堂,堂,堂,,堂,堂,㑹,堂,公,公,synagogue
τράπεζα,577,uni_token,feminine,accusative,plural,案,1.2101749402370763,几,案,,几,兌,案,,桌,,換,案,,,table
τράπεζα,513,uni_token,feminine,accusative,singular,,,兌,,,盍,盍,兌,,兌,盍,,肆,貸,借,table
τάλαντον,425,uni_token,neuter,accusative,plural,千,25.904094641331266,千,分,千,千,千,連,,千,鈞,百,千,啉,啉,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,614,uni_token,neuter,accusative,singular,千,71.38887085572902,千,分,千,千,千,連,,千,鈞,百,千,啉,啉,talent (weight and monetary unit: around 20 years' wages)
φόρος,667,uni_token,masculine,accusative,plural,納,1.1474899525460809,納,楷,納,惑,誘,納,,悖,亂,,惑,控,狀,tax
φόρος,690,uni_token,masculine,accusative,singular,納,1.1984918645319678,納,楷,納,納,否,納,,否,否,否,納,貢,貢,tax
τελώνης,569,uni_token,masculine,nominative,plural,,,稅,吏,吏,稅,吏,稅,,吏,吏,稅,稅,徵,徵,tax collector
τελώνης,428,uni_token,masculine,nominative,singular,稅,2.427756369662257,稅,吏,吏,稅,吏,稅,,吏,稅,稅,稅,徵,徵,tax collector
γραμματεύς,746,uni_token,masculine,nominative,plural,士,60.10485893198409,士,學,讀,士,士,士,,士,士,士,士,書,書,"teacher, expert in the law, scholar, scribe"
γραμματεύς,598,uni_token,masculine,nominative,singular,士,128.20683185219056,士,學,讀,士,士,士,,士,士,士,士,書,書,"teacher, expert in the law, scholar, scribe"
καθηγητής,729,uni_token,masculine,nominative,plural,尊,1.930346078859555,師,導,師,尊,尊,導,,傅,尊,毋,督,接,彌,"teacher, guide"
καθηγητής,613,uni_token,masculine,nominative,singular,尊,1.930346078859555,師,導,師,尊,尊,導,,傅,尊,毋,督,接,彌,"teacher, guide"
κλέπτης,441,uni_token,masculine,nominative,plural,,,賊,竊,賊,盜,盜,盜,,盜,竊,賊,盜,賊,賊,thief
κλέπτης,612,uni_token,masculine,nominative,singular,盜,53.59514511086481,賊,盜,賊,盜,盜,盜,,盜,盜,賊,盜,賊,賊,thief
διαλογισμός,697,uni_token,masculine,accusative,plural,意,14.936122640444893,意,意,意,意,知,意,,念,念,念,意,意,念,"thought, argument"
διαλογισμός,519,uni_token,masculine,accusative,singular,側,8.961924385784455,旁,臆,側,側,側,側,,提,側,膝,側,孩,念,"thought, argument"
διαλογισμός,487,uni_token,masculine,nominative,plural,念,17.25756243439101,念,念,念,念,念,念,,念,念,念,念,念,念,"thought, argument"
διαλογισμός,688,uni_token,masculine,nominative,singular,議,1.3479675916119462,議,臆,議,私,孰,竊,,議,孰,想,議,辯,辯,"thought, argument"
θρόνος,345,uni_token,masculine,accusative,plural,支,3.0801954581214224,支,支,支,,,,,,,支,支,支,支,throne
θρόνος,627,uni_token,masculine,accusative,singular,位,2.8207921969046033,位,寶,位,位,位,位,,位,座,座,位,位,位,throne
χρόνος,663,uni_token,masculine,accusative,plural,久,3.401003467433195,久,久,久,久,久,久,,,久,,久,,租,time
χρόνος,619,uni_token,masculine,accusative,singular,久,25.4595393231497,久,詳,久,久,久,,,久,久,久,久,哲,咥,time
καιρός,434,uni_token,masculine,nominative,plural,刃,1.2732618731088619,,刃,刃,擄,,,,,,,,迨,踏,"time, right time"
καιρός,515,uni_token,masculine,nominative,singular,期,107.41986537318814,期,期,期,期,期,期,,期,期,時,邇,時,時,"time, right time"
τάφος,502,uni_token,masculine,accusative,plural,塋,1.9378183828920283,墳,,飾,塋,塋,墳,,墳,塋,誌,塋,飾,飾,"tomb, grave"
τάφος,553,uni_token,masculine,accusative,singular,墓,6.308283107034986,墓,墓,墳,塋,塋,墓,,墓,塋,墓,墓,初,墓,"tomb, grave"
μνημεῖον,358,uni_token,neuter,accusative,plural,墓,4.511807939592376,墓,墓,建,墓,墓,墓,,墓,墓,墳,墓,墓,墓,"tomb, grave"
μνημεῖον,362,uni_token,neuter,accusative,singular,墓,92109779.6662929,墓,墓,墓,墓,墓,墓,,墓,墓,墓,墓,墓,墓,"tomb, grave"
μνημεῖον,437,uni_token,neuter,nominative,plural,墓,337.16248687588404,墓,墓,墳,墓,墓,墓,,墓,墓,塚,墓,寢,墓,"tomb, grave"
μνημεῖον,656,uni_token,neuter,nominative,singular,墓,5.515231434485252,墓,葬,,墓,墓,墓,,葬,墓,墓,,墳,墳,"tomb, grave"
ὀδούς,421,uni_token,masculine,accusative,plural,齒,1.4433764985519906,,,,齒,,,,齒,,,齒,齒,,tooth
ὀδούς,426,uni_token,masculine,accusative,singular,齒,35.33892987269884,齒,齒,牙,齒,齒,齒,,齒,齒,齒,齒,齒,齒,tooth
θησαυρός,463,uni_token,masculine,accusative,plural,藏,1.3416028892617438,,,,,,,,,藏,,,,,treasure
θησαυρός,606,uni_token,masculine,accusative,singular,財,2.9453522388590305,濟,財,賙,售,財,濟,,財,藏,寳,售,財,財,treasure
δένδρον,451,uni_token,neuter,accusative,plural,樹,465.3594205458924,樹,樹,樹,樹,樹,樹,,樹,樹,樹,樹,樹,樹,tree	
δένδρον,435,uni_token,neuter,accusative,singular,樹,142.1314431786681,樹,樹,樹,樹,樹,樹,,樹,樹,樹,樹,樹,樹,tree	
λίτρα,642,uni_token,feminine,accusative,plural,斤,1.3167216672078015,,,,,,斤,,沉,斤,,,,斤,unit of measure around 300 grams
λίτρα,491,uni_token,feminine,accusative,singular,斤,2.4101722503837117,斤,,斤,斤,噠,斤,,,斤,,,斤,觔,unit of measure around 300 grams
κώμη,662,uni_token,feminine,accusative,plural,村,47.86991594627064,村,村,村,鄉,鄉,村,,村,鄉,邨,鄉,鄉,村,village
κώμη,407,uni_token,feminine,accusative,singular,村,123396.03006752272,村,村,村,鄉,村,村,,村,鄉,鄉,村,村,村,village
παρθένος,678,uni_token,feminine,nominative,plural,女,2.03685359416416,童,女,童,女,女,女,,女,女,女,童,貞,貞,virgin
παρθένος,586,uni_token,feminine,nominative,singular,,,童,弩,譯,孕,孕,童,,譯,孕,,孕,童,童,virgin
φωνή,587,uni_token,feminine,nominative,plural,厲,1.8811112519346054,勝,勝,叫,厲,,庶,,逼,厲,轟,厲,懇,終,voice or sound
φωνή,724,uni_token,feminine,nominative,singular,聲,2501761.5091957776,聲,聲,聲,聲,聲,聲,,聲,聲,聲,聲,聲,聲,voice or sound
πόλεμος,654,uni_token,masculine,accusative,plural,戰,7.627097533244977,戰,戰,戰,戰,戰,戰,,戰,戰,戰,戰,終,戰,war
πόλεμος,393,uni_token,masculine,accusative,singular,運,1.443247492135089,戰,運,率,運,,運,,籌,籌,料,運,,商,war
ὕδωρ,748,uni_token,neuter,accusative,plural,水,4701.564517835608,水,水,水,水,水,水,,水,水,水,水,水,水,water
ὕδωρ,457,uni_token,neuter,accusative,singular,水,882160.3841386997,水,水,水,水,水,水,,水,水,水,水,水,水,water
ὕδωρ,726,uni_token,neuter,nominative,plural,嫩,8.882449190243458,嫩,諾,嫩,嫩,嫩,嫩,,,,水,嫩,嫩,嫩,water
ὕδωρ,477,uni_token,neuter,nominative,singular,水,13907.043751889792,水,水,水,水,水,水,,水,水,水,水,水,水,water
ὑδρία,592,uni_token,feminine,accusative,plural,甕,13.859990509123296,缸,甕,缸,甕,甕,甕,,甕,甕,缸,甕,,,water jar
ὑδρία,484,uni_token,feminine,accusative,singular,瓶,9.24288192289644,,瓶,瓶,瓶,瓶,瓶,,瓶,甕,罐,瓶,罐,罐,water jar
ὁδός,655,uni_token,feminine,accusative,plural,滿,3.5891639570810683,間,滿,滿,滿,路,途,,滿,路,道,間,道,滿,way
ὁδός,518,uni_token,feminine,accusative,singular,路,60.41343275364656,路,道,路,道,路,道,,路,路,道,路,道,路,way
γάμος,540,uni_token,masculine,accusative,plural,婚,12.563865579298337,筵,婚,赴,筵,筵,筵,,婚,筵,婚,婚,婚,婚,wedding
γάμος,631,uni_token,masculine,accusative,singular,赴,5.972611106433579,赴,赴,赴,請,赴,赴,,赴,赴,婚,婚,,,wedding
γυνή,476,uni_token,feminine,accusative,plural,元,2.8761051451535486,元,元,休,元,元,元,,元,,黜,元,休,硬,"wife, woman"
γυνή,558,uni_token,feminine,accusative,singular,妻,4078.2293649707553,妻,妻,妻,妻,妻,妻,,妻,妻,妻,妻,妻,妻,"wife, woman"
γυνή,488,uni_token,feminine,nominative,plural,婦,2341.171917298331,婦,婦,婦,婦,婦,婦,,婦,婦,婦,婦,婦,婦,"wife, woman"
γυνή,495,uni_token,feminine,nominative,singular,婦,692189628.1219778,婦,婦,婦,婦,婦,婦,,婦,婦,婦,婦,婦,婦,"wife, woman"
ἄνεμος,351,uni_token,masculine,nominative,plural,風,11.529460551791983,風,風,風,風,風,風,,風,風,泛,風,漲,漲,wind
ἄνεμος,422,uni_token,masculine,nominative,singular,風,3672.26287010306,風,風,風,風,風,風,,風,風,風,風,風,風,wind
πνεῦμα,710,uni_token,neuter,accusative,plural,患,1.7051903706287763,患,携,帶,患,劇,患,,鬼,神,七,患,末,末,"wind, breath, spirit"
πνεῦμα,545,uni_token,neuter,accusative,singular,神,453.2486686720429,神,神,靈,神,神,神,,靈,神,風,靈,風,風,"wind, breath, spirit"
