lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_946_translation,version_947_translation,version_948_translation,version_949_translation,version_950_translation,version_951_translation,version_952_translation,version_953_translation,version_954_translation,english_translation
μέρος,52,unigram,neuter,accusative,singular,,,anakostahili,,,,fungu,sehemu,sehemu,fungu,,part
μαργαρίτης,225,unigram,masculine,accusative,plural,lulu,127.97720136127161,lulu,lulu,,lulu,lulu,lulu,lulu,lulu,,pearls
τόπος,272,unigram,masculine,accusative,plural,mitetemeko,1.824625433120816,matetemeko,mitetemeko,,mitetemeko,matetemeko,mitetemeko,mitetemeko,mitetemeko,,place
τόπος,293,unigram,masculine,accusative,singular,mahali,6204.060971037817,mahali,mahali,,mahali,mahali,mahali,mahali,mahali,,place
πρωτοκλισία,276,unigram,feminine,accusative,plural,heshima,2.6769058577469145,kukaa,heshima,,heshima,viti,heshima,heshima,viti,,place of honor
πρωτοκλισία,37,unigram,feminine,accusative,singular,heshima,7.365417928153947,heshima,heshima,,heshima,mbele,heshima,heshima,mbele,,place of honor
ὄφις,103,unigram,masculine,accusative,singular,nyoka,38.860950934362265,nyoka,nyoka,,nyoka,nyoka,nyoka,nyoka,nyoka,,poison
σκεῦος,140,unigram,neuter,accusative,plural,kuiba,1.4656947392784478,kuiba,,,,,,,,,"possession, object, thing, jar, vessel"
σκεῦος,255,unigram,neuter,accusative,singular,bidhaa,1.2013630877021924,,,,,achukue,bidhaa,bidhaa,kupitia,,"possession, object, thing, jar, vessel"
σκεῦος,131,unigram,neuter,nominative,plural,atakayekuwa,1.1226284695549669,hatakuwa,atakayekuwa,,atakayekuwa,,,,,,"possession, object, thing, jar, vessel"
δύναμις,105,unigram,feminine,accusative,plural,miujiza,1.6718852911054205,mingi,miujiza,,miujiza,miujiza,mingi,mingi,miujiza,,"power, ability, miracle"
δύναμις,47,unigram,feminine,accusative,singular,uwezo,2.3856305618280267,nguvu,nguvu,,nguvu,uwezo,uwezo,uwezo,uwezo,,"power, ability, miracle"
δύναμις,82,unigram,feminine,nominative,plural,miujiza,40.760376897003866,miujiza,miujiza,,miujiza,miujiza,miujiza,miujiza,miujiza,,"power, ability, miracle"
δύναμις,116,unigram,feminine,nominative,singular,,,,ilikuwa,,ilikuwa,uweza,nguvu,nguvu,uweza,,"power, ability, miracle"
ἱερεύς,20,unigram,masculine,nominative,plural,hawahesabiwi,1.20141680414292,,,,,,hawahesabiwi,hawahesabiwi,,,priest
ἱερεύς,243,unigram,masculine,nominative,singular,kuhani,8.937957948060031,kuhani,kuhani,,kuhani,kuhani,,,kuhani,,priest
φυλακή,25,unigram,feminine,accusative,singular,gerezani,855.2660439896242,gerezani,gerezani,,gerezani,gerezani,gerezani,gerezani,gerezani,,prison
προφήτης,63,unigram,masculine,accusative,plural,manabii,14593.303523674867,manabii,manabii,,manabii,manabii,manabii,manabii,manabii,,prophet
προφήτης,201,unigram,masculine,accusative,singular,nabii,13293.053897924729,nabii,nabii,,nabii,nabii,nabii,nabii,nabii,,prophet
προφήτης,224,unigram,masculine,nominative,plural,manabii,626.0550444685716,manabii,manabii,,manabii,manabii,manabii,manabii,manabii,,prophet
προφήτης,265,unigram,masculine,nominative,singular,nabii,4482.421428216381,nabii,nabii,,nabii,nabii,nabii,nabii,nabii,,prophet
βαλλάντιον,19,unigram,neuter,accusative,singular,mfuko,1.7922386946248485,pesa,mfuko,,mfuko,mfuko,mfuko,mfuko,mfuko,,purse
ποταμός,127,unigram,masculine,nominative,plural,mito,2.3479783374753476,,mito,,mito,,,,,,river
ποταμός,171,unigram,masculine,nominative,singular,,,,,,,mto,Mafuriko,Mafuriko,mto,,river
λῃστής,43,unigram,masculine,accusative,plural,wanyang,1.1688321295941575,,,,,wanyang,wanyangʼanyi,wanyang,wanyang'anyi,,robber
λῃστής,341,unigram,masculine,accusative,singular,,,marungu,,,,mnyang,mnyangʼanyi,,mnyang'anyi,,robber
λῃστής,321,unigram,masculine,nominative,plural,,,kushoto,,,,wanyang,wanyangʼanyi,anyi,wanyang'anyi,,robber
λῃστής,160,unigram,masculine,nominative,singular,,,,mnyanganyi,,mnyang'anyi,mnyang,mnyangʼanyi,mnyang,mnyang'anyi,,robber
ἄρχων,207,unigram,masculine,accusative,plural,,,aliwaita,,,,akawakutanisha,akawaita,akawaita,akawakutanisha,,ruler
ἄρχων,67,unigram,masculine,nominative,plural,viongozi,3.3389569414273206,viongozi,watawala,,watawala,wakuu,viongozi,viongozi,wakuu,,ruler
ἄρχων,315,unigram,masculine,nominative,singular,,,Kiongozi,Myahudi,,Myahudi,mkuu,ulimwengu,ulimwengu,mkuu,,ruler
ἀκοή,7,unigram,feminine,accusative,plural,kutukia,1.0986057097518516,Mtasikia,,,,,kutukia,kutukia,,,rumor
ἀκοή,77,unigram,feminine,accusative,singular,alisikia,2.9809012154306984,alisikia,sifa,,sifa,alisikia,alisikia,alisikia,alisikia,,rumor
ἀκοή,165,unigram,feminine,nominative,plural,,,yakafunguka,ukafunguliwa,,ukafunguliwa,,ukaachiliwa,ukaachiliwa,,,rumor
ἀκοή,331,unigram,feminine,nominative,singular,zikaenea,4.856057288464472,,zikaenea,,zikaenea,zikaenea,,,zikaenea,,rumor
βιβλίον,54,unigram,neuter,accusative,singular,hati,1.3617905224818874,gombo,hati,,hati,,,,,,"scroll, book"
διάκονος,90,unigram,masculine,nominative,singular,mtumishi,8.124507275668197,awe,awe,,awe,mtumishi,mtumishi,mtumishi,mtumishi,,"servant, minister, deacon"
δοῦλος,212,unigram,masculine,accusative,plural,watumishi,1186.8948212691128,watumishi,watumishi,,watumishi,watumwa,watumishi,watumishi,watumwa,,"servant, slave"
δοῦλος,28,unigram,masculine,accusative,singular,mtumishi,455.5093373489184,mtumishi,mtumishi,,mtumishi,mtumwa,mtumishi,mtumishi,mtumwa,,"servant, slave"
δοῦλος,101,unigram,masculine,nominative,plural,watumishi,37.78793711658393,watumwa,watumishi,,watumishi,watumwa,watumishi,watumishi,watumwa,,"servant, slave"
δοῦλος,208,unigram,masculine,nominative,singular,mtumishi,5.635934319265473,mtumishi,mtumishi,,mtumishi,mtumwa,mtumishi,mtumishi,mtumwa,,"servant, slave"
πρόβατον,325,unigram,neuter,accusative,plural,kondoo,40965.780680527016,kondoo,kondoo,,kondoo,kondoo,kondoo,kondoo,kondoo,,sheep
πρόβατον,146,unigram,neuter,accusative,singular,kondoo,70.13786695051952,kondoo,kondoo,,kondoo,kondoo,kondoo,kondoo,kondoo,,sheep
ποιμήν,250,unigram,masculine,nominative,plural,wachungaji,753.8666821235709,wachungaji,wachungaji,,wachungaji,wachungaji,wachungaji,wachungaji,wachungaji,,"shepherd, pastor"
ποιμήν,286,unigram,masculine,nominative,singular,mchungaji,20.828339571351655,mchungaji,mchungaji,,mchungaji,mchungaji,mchungaji,mchungaji,mchungaji,,"shepherd, pastor"
σημεῖον,143,unigram,neuter,accusative,plural,ishara,738.2902765783446,ishara,ishara,,ishara,ishara,miujiza,miujiza,ishara,,sign
σημεῖον,130,unigram,neuter,accusative,singular,ishara,21903.895162113036,ishara,ishara,,ishara,ishara,ishara,ishara,ishara,,sign
σημεῖον,44,unigram,neuter,nominative,plural,ishara,22.90510161946044,kushangaza,ishara,,ishara,ishara,ishara,ishara,ishara,,sign
σημεῖον,89,unigram,neuter,nominative,singular,ishara,311.1700420631625,ishara,ishara,,ishara,ishara,ishara,ishara,ishara,,sign
δραχμή,173,unigram,feminine,accusative,singular,sarafu,8.529929846921403,sarafu,sarafu,,sarafu,shilingi,sarafu,sarafu,shilingi,,"silver coin, drachma"
ἀργύριον,217,unigram,neuter,accusative,plural,fedha,31.007983660286794,fedha,fedha,,fedha,fedha,fedha,fedha,fedha,,"silver, money"
ἀργύριον,334,unigram,neuter,accusative,singular,fedha,882.3033231768071,pesa,fedha,,fedha,fedha,fedha,fedha,fedha,,"silver, money"
ἁμαρτία,281,unigram,feminine,accusative,plural,dhambi,19.941159347151725,dhambi,dhambi,,dhambi,dhambi,kusamehe,kusamehe,dhambi,,sin
ἁμαρτία,220,unigram,feminine,accusative,singular,dhambi,13.105649182218931,dhambi,dhambi,,dhambi,dhambi,dhambi,dhambi,dhambi,,sin
ἁμαρτία,290,unigram,feminine,nominative,plural,dhambi,2.215738283385955,zimesamehewa,dhambi,,dhambi,dhambi,zako,zako,dhambi,,sin
ἁμαρτία,287,unigram,feminine,nominative,singular,dhambi,2.3253425297893418,dhambi,,,,dhambi,dhambi,dhambi,dhambi,,sin
ἀδελφή,312,unigram,feminine,accusative,plural,,,dada,dada,,dada,mama,kike,kike,kike,,sister
ἀδελφή,136,unigram,feminine,accusative,singular,dada,1.793130040583669,dada,dada,,dada,umbu,Martha,Martha,,,sister
ἀδελφή,21,unigram,feminine,nominative,plural,dada,58.836007059960984,dada,dada,,dada,maumbu,dada,dada,dada,,sister
ἀδελφή,311,unigram,feminine,nominative,singular,dada,65.52304663320699,dada,dada,,dada,umbu,dada,dada,dada,,sister
ῥάπισμα,275,unigram,neuter,accusative,singular,Mlinzi,1.096057314542422,Mlinzi,,,,,,,,,"slap, strike, hit"
πλοιάριον,142,unigram,neuter,nominative,singular,mashua,2.469000789039192,mashua,mashua,,mashua,mkutano,mashua,mashua,mashua,,small boat
ὀψάριον,185,unigram,neuter,accusative,plural,,,,,,,Yupo,vitatosha,vitatosha,Yupo,,small fish
ὀψάριον,258,unigram,neuter,accusative,singular,mkate,1.0379952572082867,samaki,mkate,,mkate,mkate,samaki,samaki,mkate,,small fish
υἱός,49,unigram,masculine,accusative,plural,wana,124.94409173896489,wana,wana,,wana,wana,wana,wana,wana,,son
υἱός,129,unigram,masculine,accusative,singular,Mwana,47.559963464365644,Mwana,Mwana,,Mwana,Mwana,Mwana,Mwana,Mwana,,son
υἱός,132,unigram,masculine,nominative,plural,wana,208.75614756535904,wana,watoto,,watoto,wana,wana,wana,wana,,son
υἱός,214,unigram,masculine,nominative,singular,Mwana,140.1814578906468,Mwana,Mwana,,Mwana,Mwana,Mwana,Mwana,Mwana,,son
ψυχή,226,unigram,feminine,accusative,plural,mtaokoa,1.2016873129643935,,,,,,mtaokoa,mtaokoa,,,"soul, life"
ψυχή,284,unigram,feminine,accusative,singular,maisha,7.401177255365089,maisha,maisha,,maisha,nafsi,maisha,maisha,nafsi,,"soul, life"
ἀστήρ,295,unigram,masculine,nominative,plural,zitaanguka,1.6500925180490083,zitaanguka,zitaanguka,,zitaanguka,,zitaanguka,zitaanguka,,,star
λίθος,299,unigram,masculine,accusative,plural,mawe,3.682807631262521,mawe,wamtupie,,wamtupie,wakaokota,mawe,mawe,wakaokota,,stone
λίθος,38,unigram,masculine,accusative,singular,jiwe,53597.47851649638,jiwe,jiwe,,jiwe,jiwe,jiwe,jiwe,jiwe,,stone
λίθος,141,unigram,masculine,nominative,plural,mawe,242.03810171609916,mawe,mawe,,mawe,mawe,mawe,mawe,mawe,,stone
λίθος,42,unigram,masculine,nominative,singular,jiwe,214.55936495515968,jiwe,jiwe,,jiwe,jiwe,jiwe,jiwe,jiwe,,stone
συναγωγή,248,unigram,feminine,accusative,plural,masinagogi,33.39634365234562,masinagogi,masunagogi,,masunagogi,masinagogi,masinagogi,masinagogi,masinagogi,,synagogue
συναγωγή,335,unigram,feminine,accusative,singular,sinagogi,119.39462403382679,sinagogi,sunagogi,,sunagogi,sinagogi,sinagogi,sinagogi,sinagogi,,synagogue
τράπεζα,197,unigram,feminine,accusative,plural,meza,3.3135836707441078,meza,meza,,meza,akazipindua,Akazipindua,Akazipindua,,,table
τάλαντον,72,unigram,neuter,accusative,plural,talanta,70.85909675064852,talanta,talanta,,talanta,talanta,talanta,talanta,talanta,,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,229,unigram,neuter,accusative,singular,talanta,132.19268182803617,talanta,talanta,,talanta,talanta,talanta,talanta,talanta,,talent (weight and monetary unit: around 20 years' wages)
φόρος,291,unigram,masculine,accusative,singular,,,Tuambie,,,,tumpe,kulipa,kulipa,tumpe,,tax
τελώνης,191,unigram,masculine,nominative,plural,ushuru,2.312950816527395,ushuru,watozaushuru,,watozaushuru,ushuru,ushuru,ushuru,ushuru,,tax collector
τελώνης,74,unigram,masculine,nominative,singular,mtoza,1.2803351361216897,ushuru,mtozaushuru,,mtozaushuru,mtoza,mtoza,mtoza,mtoza,,tax collector
γραμματεύς,339,unigram,masculine,nominative,plural,sheria,1.4842306947726753,walimu,sheria,,sheria,waandishi,sheria,sheria,waandishi,,"teacher, expert in the law, scholar, scribe"
γραμματεύς,215,unigram,masculine,nominative,singular,mwalimu,2.668848340964006,mwalimu,sheria,,sheria,mwandishi,mwalimu,mwalimu,mwandishi,,"teacher, expert in the law, scholar, scribe"
καθηγητής,326,unigram,masculine,nominative,plural,msiitwe,1.1226012480828529,Msikubali,,,,kiongozi,msiitwe,msiitwe,Kiongozi,,"teacher, guide"
καθηγητής,228,unigram,masculine,nominative,singular,msiitwe,1.1226012480828529,Msikubali,,,,kiongozi,msiitwe,msiitwe,Kiongozi,,"teacher, guide"
κλέπτης,84,unigram,masculine,nominative,plural,wezi,4.951834739942679,wezi,wezi,,wezi,wevi,wevi,wevi,wezi,,thief
κλέπτης,227,unigram,masculine,nominative,singular,mwizi,129.0053476557075,mwizi,mwizi,,mwizi,mwivi,mwizi,mwizi,mwizi,,thief
διαλογισμός,296,unigram,masculine,accusative,plural,mawazo,7.503082026581288,wanawaza,mawazo,,mawazo,,mawazo,mawazo,,,"thought, argument"
διαλογισμός,149,unigram,masculine,accusative,singular,,,,yaliyokuwa,,yaliyokuwa,alipotambua,akayatambua,akayatambua,alipotambua,,"thought, argument"
διαλογισμός,120,unigram,masculine,nominative,plural,mawazo,5.505506026818914,,mawazo,,mawazo,mawazo,mawazo,mawazo,mawazo,,"thought, argument"
διαλογισμός,289,unigram,masculine,nominative,singular,atakayekuwa,1.2729399331066993,wakiulizana,,,,atakayekuwa,,,atakayekuwa,,"thought, argument"
θρόνος,240,unigram,masculine,accusative,singular,ataitwa,1.3739734771584093,,ataitwa,,ataitwa,ataitwa,enzi,enzi,ataitwa,,throne
χρόνος,269,unigram,masculine,accusative,plural,akalikodisha,1.2306190858775419,akalikodisha,akalikodisha,,akalikodisha,akapangisha,,,akakondisha,,time
χρόνος,234,unigram,masculine,accusative,singular,muda,20.964242219607044,muda,muda,,muda,muda,muda,muda,muda,,time
καιρός,145,unigram,masculine,nominative,singular,wakati,1.788960064916472,Wakati,wakati,,wakati,wakati,Wakati,Wakati,wakati,,"time, right time"
τάφος,177,unigram,masculine,accusative,singular,kaburi,16.00460593520107,kaburi,kaburi,,kaburi,kaburi,kaburi,kaburi,kaburi,,"tomb, grave"
μνημεῖον,14,unigram,neuter,accusative,plural,makaburi,3.257975778444997,makaburi,makaburi,,makaburi,maziara,makaburi,makaburi,maziara,,"tomb, grave"
μνημεῖον,18,unigram,neuter,accusative,singular,kaburini,4190.694563863896,kaburini,kaburini,,kaburini,kaburini,kaburini,kaburini,kaburini,,"tomb, grave"
μνημεῖον,80,unigram,neuter,nominative,plural,makaburi,11.638505360528065,,makaburi,,makaburi,makaburi,,,makaburi,,"tomb, grave"
μνημεῖον,262,unigram,neuter,nominative,singular,kaburi,15.200164406635336,kaburi,kaburi,,kaburi,kaburi,kaburi,kaburi,kaburi,,"tomb, grave"
θησαυρός,97,unigram,masculine,accusative,plural,hazina,7.304987688822611,hazina,hazina,,hazina,hazina,hazina,hazina,hazina,,treasure
θησαυρός,221,unigram,masculine,accusative,singular,hazina,1.361909099629351,utajiri,hazina,,hazina,navyo,hazina,hazina,navyo,,treasure
δένδρον,88,unigram,neuter,accusative,plural,miti,73.45767232992455,miti,miti,,miti,miti,miti,miti,miti,,tree	
δένδρον,78,unigram,neuter,accusative,singular,mti,60.65410126083283,mti,mti,,mti,mti,mti,mti,mti,,tree	
λίτρα,124,unigram,feminine,accusative,singular,lita,1.2013309189107515,,lita,,lita,,,,,,unit of measure around 300 grams
κώμη,268,unigram,feminine,accusative,plural,vijiji,6.512177503129,vijiji,vijiji,,vijiji,vijiji,vijijini,vijijini,vijiji,,village
κώμη,56,unigram,feminine,accusative,singular,kijiji,870.4726036520279,mji,kijiji,,kijiji,kijiji,kijiji,kijiji,kijiji,,village
παρθένος,280,unigram,feminine,nominative,plural,wanawali,14.25090097636924,,wasichana,,wasichana,wanawali,wanawali,wanawali,wanawali,,virgin
φωνή,206,unigram,feminine,nominative,plural,zikashinda,1.444026243489662,,zikashinda,,zikashinda,,zikashinda,zikashinda,,,voice or sound
φωνή,322,unigram,feminine,nominative,singular,Sauti,5.906931252348069,sauti,Sauti,,Sauti,Sauti,sauti,sauti,Sauti,,voice or sound
πόλεμος,260,unigram,masculine,accusative,plural,vita,5.543342009520307,vita,vita,,vita,,vita,vita,,,war
ὕδωρ,340,unigram,neuter,accusative,plural,maji,70.69795906837284,maji,ikiwa,,ikiwa,maji,maji,maji,maji,,water
ὕδωρ,94,unigram,neuter,accusative,singular,maji,21709.043457931883,maji,maji,,maji,maji,maji,maji,maji,,water
ὕδωρ,111,unigram,neuter,nominative,singular,maji,135.76817012808715,maji,maji,,maji,maji,maji,maji,maji,,water
ὑδρία,117,unigram,feminine,accusative,singular,akauacha,1.8187860421660018,,akauacha,,akauacha,akauacha,akaacha,akaacha,akauacha,,water jar
ὁδός,261,unigram,feminine,accusative,plural,njia,2.551614679547463,barabara,njia,,njia,njia,,,njia,,way
ὁδός,148,unigram,feminine,accusative,singular,njia,1749.3528558210226,njia,njia,,njia,njia,njia,njia,njia,,way
γάμος,167,unigram,masculine,accusative,plural,,,sherehe,harusini,,harusini,arusini,arusi,arusi,arusini,,wedding
γάμος,244,unigram,masculine,accusative,singular,amealikwa,2.1624266094666162,walialikwa,amealikwa,,amealikwa,amealikwa,,,amealikwa,,wedding
γυνή,110,unigram,feminine,accusative,plural,aliwaruhusu,1.2024285616360821,,aliwaruhusu,,aliwaruhusu,,,,,,"wife, woman"
γυνή,182,unigram,feminine,accusative,singular,mke,37.60785864488087,mke,mke,,mke,mkewe,mke,mke,mkewe,,"wife, woman"
γυνή,121,unigram,feminine,nominative,plural,wanawake,1742.6809924653012,wanawake,wanawake,,wanawake,wanawake,wanawake,wanawake,wanawake,,"wife, woman"
γυνή,128,unigram,feminine,nominative,singular,mwanamke,957.7287591574592,Mwanamke,mwanamke,,mwanamke,mwanamke,mwanamke,mwanamke,mwanamke,,"wife, woman"
ἄνεμος,8,unigram,masculine,nominative,plural,upepo,3.445886143939887,upepo,,,,,upepo,upepo,,,wind
ἄνεμος,69,unigram,masculine,nominative,singular,upepo,594.7700229027491,upepo,upepo,,upepo,upepo,upepo,upepo,upepo,,wind
πνεῦμα,309,unigram,neuter,accusative,plural,,,chafu,wakamwingia,,wakamwingia,akachukua,wachafu,wachafu,akachukua,,"wind, breath, spirit"
πνεῦμα,172,unigram,neuter,accusative,singular,Roho,79.82822474955945,Roho,Roho,,Roho,Roho,Roho,Roho,Roho,,"wind, breath, spirit"
πνεῦμα,11,unigram,neuter,nominative,plural,wachafu,2.1792331097143878,pepo,wachafu,,wachafu,wachafu,wachafu,wachafu,wachafu,,"wind, breath, spirit"
πνεῦμα,24,unigram,neuter,nominative,singular,Roho,3370.9139527578204,Roho,Roho,,Roho,Roho,Roho,Roho,Roho,,"wind, breath, spirit"
λύκος,10,unigram,masculine,nominative,plural,wanaowajia,1.2013416367619456,,,,,,wanaowajia,wanaowajia,,,wolf
κοιλία,87,unigram,feminine,nominative,plural,kunyonyesha,1.201438326446709,amewabariki,kunyonyesha,,kunyonyesha,,,,,,"womb, stomach, source of feelings and emotions"
ῥῆμα,189,unigram,neuter,accusative,plural,maneno,226.58079500878588,kuyaweka,maneno,,maneno,maneno,maneno,maneno,maneno,,word
ῥῆμα,169,unigram,neuter,accusative,singular,hawakuelewa,5.375709288708639,hawakuelewa,hawakuelewa,,hawakuelewa,neno,hawakuelewa,hawakuelewa,neno,,word
ῥῆμα,32,unigram,neuter,nominative,plural,maneno,6.069495238833389,,maneno,,maneno,hayo,maneno,maneno,hayo,,word
ῥῆμα,329,unigram,neuter,nominative,singular,neno,1.3726688578011297,,,,,neno,,,neno,,word
λόγος,170,unigram,masculine,accusative,plural,maneno,171.46439591574406,mafundisho,maneno,,maneno,maneno,maneno,maneno,maneno,,word
λόγος,161,unigram,masculine,accusative,singular,neno,4794.983397754055,mafundisho,neno,,neno,neno,neno,neno,neno,,word
λόγος,157,unigram,masculine,nominative,plural,maneno,1.6380864881797852,Ulimwengu,,,,maneno,,,maneno,,word
λόγος,298,unigram,masculine,nominative,singular,neno,37.841813410482594,Neno,Neno,,neno,neno,neno,neno,neno,,word
ἔργον,46,unigram,neuter,accusative,plural,kazi,11.766164896042735,Baba,kazi,,kazi,kazi,kazi,kazi,kazi,,work
ἔργον,95,unigram,neuter,accusative,singular,kazi,13.421928845507072,,kazi,,kazi,kazi,,,kazi,,work
ἔργον,302,unigram,neuter,nominative,plural,matendo,5.333951190346116,maovu,matendo,,matendo,matendo,matendo,matendo,matendo,,work
ἔργον,279,unigram,neuter,nominative,singular,mmwamini,1.2016873129643935,,,,mwifanye,mmwamini,,,mmwamini,,work
ἐργάτης,151,unigram,masculine,nominative,plural,Mavuno,1.1697471751290376,,Mavuno,,Mavuno,,watendakazi,watendakazi,Mavuno,,worker
ἐργάτης,216,unigram,masculine,nominative,singular,anastahili,2.3101419622195745,anastahili,anastahili,,anastahili,mtenda,,,,,worker
ἔτος,257,unigram,neuter,accusative,plural,miaka,7160.80602286475,miaka,miaka,,miaka,miaka,miaka,miaka,miaka,,year
ἔτος,183,unigram,neuter,accusative,singular,mwaka,33.29019191086686,mwaka,mwaka,,mwaka,mwaka,mwaka,mwaka,mwaka,,year
