lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_693_translation,version_694_translation,version_695_translation,version_696_translation,version_697_translation,version_698_translation,version_699_translation,version_700_translation,version_701_translation,version_702_translation,english_translation
βοῦς,162,unigram,masculine,accusative,plural,,,luchd-malairt,luchd‐malairt,airgid,,,,,,,teampull,ox
παραβολή,277,unigram,feminine,accusative,plural,cosamhlachd,2.969923700889938,cosamhlachd,cosamhlachd,,,,,,,,dubhfhacal,parable
παραβολή,234,unigram,feminine,accusative,singular,cosamhlachd,28.997391553254843,cosamhlachd,cosamhlachd,cosamhlachd,,,,,,,dubhfhacal,parable
μέρος,364,unigram,neuter,accusative,plural,crìochan,6.258845962690013,crìochan,crìochan,ceàrnaidh,,,,,,,criochan,part
μέρος,57,unigram,neuter,accusative,singular,,,,,pàirt,,,,,,,tearbaidh,part
μαργαρίτης,236,unigram,masculine,accusative,plural,neamhnaidean,7.999389291096735,neamhnaidean,neamhnaidean,neamhnaidean,,,,,,,priseil,pearls
μαργαρίτης,40,unigram,masculine,accusative,singular,neamhnaid,1.316739288237296,neamhnaid,neamhnaid,neamhnaid,,,,,,,,pearls
τόπος,291,unigram,masculine,accusative,plural,,,crithean-talmhainn,crithean‐talmhainn,crithean‑talmhainn,,,,,,,crithean-talmhuinn,place
τόπος,314,unigram,masculine,accusative,singular,àite,5.024011238830205,àite,àite,àite,,,,,,,aite,place
πρωτοκλισία,295,unigram,feminine,accusative,plural,,,àiteachan-suidhe,àiteachan‐suidhe,h‑àiteachan,,,,,,,ciad,place of honor
πρωτοκλισία,39,unigram,feminine,accusative,singular,urramach,1.887566349315513,,,urramach,,,,,,,,place of honor
ὄφις,112,unigram,masculine,accusative,singular,nathair,19.51372211522081,nathair,nathair,nathair,,,,,,,nathair,poison
σκεῦος,147,unigram,neuter,accusative,plural,ceangail,1.1062708150644622,,,ceangail,,,,,,,,"possession, object, thing, jar, vessel"
σκεῦος,272,unigram,neuter,accusative,singular,leigeadh,1.0354255198080204,,,leigeadh,,,,,,,,"possession, object, thing, jar, vessel"
σκεῦος,137,unigram,neuter,nominative,plural,àirneis,1.6716746306703953,àirneis,àirneis,mullach,,,,,,,ʼtoirt,"possession, object, thing, jar, vessel"
δύναμις,114,unigram,feminine,accusative,plural,mì‑chreidimh,1.0258700787676753,mì‑chreidimh,mì‑chreidimh,cumhachdach,,,,,,,mhiarailtean,"power, ability, miracle"
δύναμις,51,unigram,feminine,accusative,singular,cumhachd,54.954047322409664,cumhachd,cumhachd,cumhachd,,,,,,,cumhachd,"power, ability, miracle"
δύναμις,89,unigram,feminine,nominative,plural,cumhachdach,1.3396318734395778,cumhachdach,cumhachdach,cumhachdach,,,,,,,feartan,"power, ability, miracle"
δύναμις,123,unigram,feminine,nominative,singular,cumhachd,6.156673291299998,cumhachd,cumhachd,cumhachd,,,,,,,feartan,"power, ability, miracle"
ἱερεύς,20,unigram,masculine,nominative,plural,sagartan,1.161372324758298,,,sagartan,,,,,,,,priest
ἱερεύς,256,unigram,masculine,nominative,singular,sagart,5.901126349133626,sagart,sagart,sagart,,,,,,,,priest
φυλακή,274,unigram,feminine,accusative,plural,prìosain,1.106290521332697,,,prìosain,,,,,,,,prison
φυλακή,26,unigram,feminine,accusative,singular,prìosan,6.242214239785725,prìosan,prìosan,phrìosan,,,,,,,priosan,prison
προφήτης,69,unigram,masculine,accusative,plural,fàidhean,55.91743641415458,fàidhean,fàidhean,fàidhean,,,,,,,faidhean,prophet
προφήτης,211,unigram,masculine,accusative,singular,fàidh,22.307654861227313,fàidh,fàidh,fàidh,,,,,,,faidh,prophet
προφήτης,235,unigram,masculine,nominative,plural,fàidhean,4.095328276862359,fàidhean,fàidhean,Lagh,,,,,,,faidhean,prophet
προφήτης,283,unigram,masculine,nominative,singular,fàidh,42.42897552020935,fàidh,fàidh,fàidh,,,,,,,faidh,prophet
βαλλάντιον,19,unigram,neuter,accusative,singular,sporan,6.1691199749365975,sporan,sporan,sporan,,,,,,,,purse
ποταμός,133,unigram,masculine,nominative,plural,tuiltean,1.064742544130528,,,tuiltean,,,,,,,,river
ποταμός,179,unigram,masculine,nominative,singular,bhunait,1.1226352830673925,bhunait,bhunait,dian,,,,,,,steidh,river
λῃστής,46,unigram,masculine,accusative,plural,,,,,mhèirleach,,,,,,,robairean,robber
λῃστής,363,unigram,masculine,accusative,singular,claidheamhan,1.1160845725146267,claidheamhan,claidheamhan,gadaiche,,,,,,,,robber
λῃστής,340,unigram,masculine,nominative,plural,gadaichean,1.8697220733887359,gadaichean,gadaichean,mèirlich,,,,,,,meirlich,robber
ἄρχων,217,unigram,masculine,accusative,plural,h‑uachdarain,2.540000064472716,h‑uachdarain,h‑uachdarain,,,,,,,,,ruler
ἄρχων,73,unigram,masculine,nominative,plural,h‑uachdarain,3.27373119122093,h‑uachdarain,h‑uachdarain,riaghladairean,,,,,,,Criosta,ruler
ἄρχων,334,unigram,masculine,nominative,singular,uachdaran,11.359513157246695,uachdaran,uachdaran,riaghladair,,,,,,,prionns,ruler
ἀκοή,7,unigram,feminine,accusative,plural,,,,,fathannan,,,,,,,chrioch,rumor
ἀκοή,84,unigram,feminine,accusative,singular,tretrarch,1.2013953022722905,tretrarch,tretrarch,chliù,,,,,,,,rumor
ἀκοή,173,unigram,feminine,nominative,plural,ceangal,1.3168275199353623,ceangal,ceangal,ceangal,,,,,,,theangaidh,rumor
ἀκοή,351,unigram,feminine,nominative,singular,chliù,3.5367176447599427,chliù,chliù,chliù,,,,,,,sgaoil,rumor
βιβλίον,62,unigram,neuter,accusative,plural,leabhraichean,1.096071996175396,,,leabhraichean,,,,,,,,"scroll, book"
βιβλίον,59,unigram,neuter,accusative,singular,leabhair,1.141698588758533,leabhair,leabhair,rolla,,,,,,,litir-dhealachaidh,"scroll, book"
διάκονος,99,unigram,masculine,nominative,singular,bidh,1.0817360863378611,bidh,bidh,sheirbheiseach,,,,,,,,"servant, minister, deacon"
δοῦλος,224,unigram,masculine,accusative,plural,sheirbhisich,3.492280460633989,sheirbhisich,sheirbhisich,sheirbheisich,,,,,,,sheirbhisich,"servant, slave"
δοῦλος,30,unigram,masculine,accusative,singular,seirbhiseach,12.566214316012992,seirbhiseach,seirbhiseach,seirbheiseach,,,,,,,seirbhiseach,"servant, slave"
δοῦλος,111,unigram,masculine,nominative,plural,seirbhisich,30.895493115523504,seirbhisich,seirbhisich,seirbheisich,,,,,,,seirbhisich,"servant, slave"
δοῦλος,218,unigram,masculine,nominative,singular,seirbhiseach,3.4649086240387628,seirbhiseach,seirbhiseach,seirbheiseach,,,,,,,seirbhiseach,"servant, slave"
πρόβατον,344,unigram,neuter,accusative,plural,caoraich,19.995078543728308,caoraich,caoraich,caoraich,,,,,,,caoraich,sheep
πρόβατον,154,unigram,neuter,accusative,singular,chaora,7.999382843190261,chaora,chaora,,,,,,,,chaora,sheep
ποιμήν,265,unigram,masculine,nominative,plural,buachaillean,68.7098449716614,buachaillean,buachaillean,buachaillean,,,,,,,buachaillean,"shepherd, pastor"
ποιμήν,306,unigram,masculine,nominative,singular,buachaille,7.800087545407844,buachaille,buachaille,buachaille,,,,,,,buachaill,"shepherd, pastor"
σημεῖον,150,unigram,neuter,accusative,plural,,,,,mìorbhaileach,,,,,,,miarailtean,sign
σημεῖον,136,unigram,neuter,accusative,singular,comharradh,3.4700018887439597,comharradh,comharradh,comharra,,,,,,,comharradh,sign
σημεῖον,48,unigram,neuter,nominative,plural,comharraidhean,26.9955636215936,comharraidhean,comharraidhean,comharraidhean,,,,,,,comharran,sign
σημεῖον,98,unigram,neuter,nominative,singular,comharradh,8.797809497646114,comharradh,comharradh,comharra,,,,,,,comharradh,sign
ἀργύριον,229,unigram,neuter,accusative,plural,airgid,12.41793881561422,airgid,airgid,airgid,,,,,,,airgid,"silver, money"
ἀργύριον,354,unigram,neuter,accusative,singular,airgead,71.49583906426682,airgead,airgead,airgead,,,,,,,airgiod,"silver, money"
ἁμαρτία,301,unigram,feminine,accusative,plural,peacaidhean,5.861481906009442,peacaidhean,peacaidhean,peacaidhean,,,,,,,peacannan,sin
ἁμαρτία,231,unigram,feminine,accusative,singular,peacadh,10.52619878287923,peacadh,peacadh,peacadh,,,,,,,peacadh,sin
ἁμαρτία,310,unigram,feminine,nominative,plural,maitheadh,1.4502189520037796,maitheadh,maitheadh,mathadh,,,,,,,pheacannan,sin
ἁμαρτία,307,unigram,feminine,nominative,singular,peacadh,16.704213050248004,peacadh,peacadh,peacadh,,,,,,,peacadh,sin
ἀδελφή,332,unigram,feminine,accusative,plural,peathraichean,1.5903363252862552,peathraichean,peathraichean,peathraichean,,,,,,,,sister
ἀδελφή,143,unigram,feminine,accusative,singular,piuthar,9.947343015616912,piuthar,piuthar,,,,,,,,piuthar,sister
ἀδελφή,22,unigram,feminine,nominative,plural,pheathraichean,31.734225341955902,pheathraichean,pheathraichean,pheathraichean,,,,,,,pheathraichean,sister
ῥάπισμα,163,unigram,neuter,accusative,plural,basan,1.189449958564392,basan,basan,Fàilte,,,,,,,basan,"slap, strike, hit"
ῥάπισμα,294,unigram,neuter,accusative,singular,bhas,1.348643964126147,bhas,bhas,fhreagras,,,,,,,bhois,"slap, strike, hit"
πλοιάριον,248,unigram,neuter,nominative,plural,Thiberias,1.5292081140583405,Thiberias,Thiberias,Thiberias,,,,,,,Thiberias,small boat
πλοιάριον,149,unigram,neuter,nominative,singular,long,2.6952193012527825,long,long,eathar,,,,,,,saghach,small boat
ὀψάριον,194,unigram,neuter,accusative,plural,h‑uiread,1.2013523596909814,h‑uiread,h‑uiread,,,,,,,,giullan,small fish
ὀψάριον,276,unigram,neuter,accusative,singular,iasg,1.9372333038553224,iasg,iasg,t‑iasg,,,,,,,iasg,small fish
υἱός,53,unigram,masculine,accusative,plural,mhac,1.165076076482734,mhac,mhac,mhac,,,,,,,,son
υἱός,135,unigram,masculine,accusative,singular,Mac,2.5286307068530145,Mac,Mac,Duine,,,,,,,Mac,son
υἱός,138,unigram,masculine,nominative,plural,clann,32.909488523637144,clann,clann,clann,,,,,,,clann,son
υἱός,226,unigram,masculine,nominative,singular,Mac,19.347145057626328,Mac,Mac,Mac,,,,,,,Mac,son
ψυχή,304,unigram,feminine,accusative,singular,,,anam,anam,bheatha,,,,,,,bheatha,"soul, life"
ἀστήρ,316,unigram,masculine,nominative,plural,,,,,rionnagan,,,,,,,reultan,star
λίθος,320,unigram,masculine,accusative,plural,clachan,8.360739517860823,clachan,clachan,clachan,,,,,,,clachan,stone
λίθος,41,unigram,masculine,accusative,singular,chlach,6.555001459384574,chlach,chlach,chlach,,,,,,,chlach,stone
λίθος,148,unigram,masculine,nominative,plural,clachan,34.48790626919061,clachan,clachan,clachan,,,,,,,clachan,stone
λίθος,45,unigram,masculine,nominative,singular,clach,2.145800741505082,clach,clach,,,,,,,,clach,stone
συναγωγή,263,unigram,feminine,accusative,plural,sionagogan,6.187163284371015,sionagogan,sionagogan,sionagogan,,,,,,,sinagogan,synagogue
συναγωγή,356,unigram,feminine,accusative,singular,t‑sionagog,6.87705101407437,t‑sionagog,t‑sionagog,t‑sionagog,,,,,,,t-sinagog,synagogue
τράπεζα,207,unigram,feminine,accusative,plural,bùird,1.1687706330257883,bùird,bùird,airgid,,,,,,,buird,table
τράπεζα,151,unigram,feminine,accusative,singular,thogainn,1.2013845589884997,thogainn,thogainn,,,,,,,,,table
τάλαντον,79,unigram,neuter,accusative,plural,tàlannan,2.8501486411685693,tàlannan,tàlannan,tàlannan,,,,,,,talannan,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,239,unigram,neuter,accusative,singular,tàlann,3.832661906103723,tàlann,tàlann,thàlann,,,,,,,talann,talent (weight and monetary unit: around 20 years' wages)
φόρος,290,unigram,masculine,accusative,plural,,,,,chìs,,,,,,,bacail,tax
φόρος,311,unigram,masculine,accusative,singular,cìs,1.3538491239895112,cìs,cìs,cìs,,,,,,,cis,tax
τελώνης,201,unigram,masculine,nominative,plural,,,cìs-mhaoir,cìs‐mhaoir,cìs‑mhaoir,,,,,,,cismhaoir,tax collector
τελώνης,81,unigram,masculine,nominative,singular,,,chìs-mhaor,chìs‐mhaor,chìs‑mhaor,,,,,,,cismhaor,tax collector
γραμματεύς,361,unigram,masculine,nominative,plural,sgrìobhaichean,175.41441904031282,sgrìobhaichean,sgrìobhaichean,sgrìobhaichean,,,,,,,Sgriobhaich,"teacher, expert in the law, scholar, scribe"
γραμματεύς,227,unigram,masculine,nominative,singular,sgrìobhaiche,20.017025890987313,sgrìobhaiche,sgrìobhaiche,sgrìobhaiche,,,,,,,sgriobhach,"teacher, expert in the law, scholar, scribe"
καθηγητής,345,unigram,masculine,nominative,plural,,,,,tidsear,,,,,,,maighistirean,"teacher, guide"
καθηγητής,238,unigram,masculine,nominative,singular,,,,,tidsear,,,,,,,maighistirean,"teacher, guide"
κλέπτης,91,unigram,masculine,nominative,plural,,,,,mèirlich,,,,,,,meirlich,thief
κλέπτης,237,unigram,masculine,nominative,singular,gadaiche,6.031160353241375,gadaiche,gadaiche,mèirleach,,,,,,,meirleach,thief
διαλογισμός,317,unigram,masculine,accusative,plural,smuaintean,5.908146092252943,smuaintean,smuaintean,smuaintean,,,,,,,smaointean,"thought, argument"
διαλογισμός,156,unigram,masculine,accusative,singular,smuaintean,1.8418395678047808,smuaintean,smuaintean,,,,,,,,smaointean,"thought, argument"
διαλογισμός,127,unigram,masculine,nominative,plural,smuaintean,5.411325436237645,smuaintean,smuaintean,smuaintean,,,,,,,smaointean,"thought, argument"
διαλογισμός,309,unigram,masculine,nominative,singular,deasbaireachd,1.714596495484013,deasbaireachd,deasbaireachd,bhitheadh,,,,,,,smaointe,"thought, argument"
θρόνος,253,unigram,masculine,accusative,singular,,,rìgh-chathair,rìgh‐chathair,rìgh‑chathair,,,,,,,righichidh,throne
χρόνος,287,unigram,masculine,accusative,plural,,,,,mhòir,,,,,,,fionlios,time
χρόνος,244,unigram,masculine,accusative,singular,fhada,1.1635364323217792,fhada,fhada,ùine,,,,,,,uine,time
καιρός,153,unigram,masculine,nominative,singular,àm,2.2802291325361224,àm,àm,t‑àm,,,,,,,t-àm,"time, right time"
τάφος,140,unigram,masculine,accusative,plural,,,leacan-laighe,leacan‐laighe,carraighean‑cuimhne,,,,,,,cruislean,"tomb, grave"
τάφος,187,unigram,masculine,accusative,singular,cinnteach,2.0089651538862774,cinnteach,cinnteach,tèarainte,,,,,,,uaigh,"tomb, grave"
μνημεῖον,14,unigram,neuter,accusative,plural,,,àitean-adhlaic,àitean‐adhlaic,thuaman,,,,,,,uaighean,"tomb, grave"
μνημεῖον,18,unigram,neuter,accusative,singular,h‑uaighe,7.792615956990974,h‑uaighe,h‑uaighe,tuaim,,,,,,,uaigh,"tomb, grave"
μνημεῖον,87,unigram,neuter,nominative,plural,h‑uaighean,1.2241588860348265,h‑uaighean,h‑uaighean,,,,,,,,,"tomb, grave"
μνημεῖον,280,unigram,neuter,nominative,singular,uaigh,5.884983536577042,uaigh,uaigh,tuam,,,,,,,uaigh,"tomb, grave"
ὀδούς,75,unigram,masculine,accusative,plural,ana-creidich,1.0960866985123228,,,,,,,,,,ana-creidich,tooth
θησαυρός,107,unigram,masculine,accusative,plural,ionmhasan,1.5323220189567672,,,ionmhasan,,,,,,,,treasure
θησαυρός,232,unigram,masculine,accusative,singular,ionmhas,2.7739290923917905,ionmhas,ionmhas,ionmhas,,,,,,,iuntas,treasure
δένδρον,97,unigram,neuter,accusative,plural,chraobhan,1.2238654476742756,chraobhan,chraobhan,craobhan,,,,,,,,tree	
κώμη,286,unigram,feminine,accusative,plural,bailtean,107.5947311001016,bailtean,bailtean,bailtean,,,,,,,bailtean,village
κώμη,61,unigram,feminine,accusative,singular,bhaile,16.43345156104523,bhaile,bhaile,bhaile,,,,,,,bhaile,village
παρθένος,299,unigram,feminine,nominative,plural,h‑òighean,7.99938877996266,h‑òighean,h‑òighean,h‑òighean,,,,,,,h-oighean,virgin
παρθένος,216,unigram,feminine,nominative,singular,Emanuel,1.0960670999999007,,,Emanuel,,,,,,,,virgin
φωνή,341,unigram,feminine,nominative,singular,guth,40.755341315967684,guth,guth,guth,,,,,,,guth,voice or sound
πόλεμος,278,unigram,masculine,accusative,plural,chogaidhean,1.2941009789151592,chogaidhean,chogaidhean,chogaidhean,,,,,,,chrioch,war
πόλεμος,47,unigram,masculine,accusative,singular,chogadh,1.212541630128925,,,,,,,,,,chogadh,war
ὕδωρ,362,unigram,neuter,accusative,plural,h‑uisgeachan,5.310261149302826,h‑uisgeachan,h‑uisgeachan,h‑uisgeachan,,,,,,,,water
ὕδωρ,103,unigram,neuter,accusative,singular,uisge,43.24246863114915,uisge,uisge,uisge,,,,,,,uisge,water
ὕδωρ,120,unigram,neuter,nominative,singular,t‑uisge,1.3436937763552461,t‑uisge,t‑uisge,t‑uisge,,,,,,,t-uisge,water
ὑδρία,221,unigram,feminine,accusative,plural,poitean,1.0960524252565438,,,,,,,,,,poitean,water jar
ὑδρία,124,unigram,feminine,accusative,singular,,,soitheach-uisge,soitheach‐uisge,soitheach‑uisge,,,,,,,saghach,water jar
ὁδός,279,unigram,feminine,accusative,plural,lìonadh,1.4613145568948793,lìonadh,lìonadh,lìonadh,,,,,,,rathaidean,way
ὁδός,155,unigram,feminine,accusative,singular,slighe,8.481299094362226,slighe,slighe,slighe,,,,,,,rathaid,way
γάμος,175,unigram,masculine,accusative,plural,bainnse,7.434732483678129,bainnse,bainnse,bainnse,,,,,,,bainnse,wedding
γάμος,257,unigram,masculine,accusative,singular,,,phòsaidh,phòsaidh,bainnse,,,,,,,bainnse,wedding
γυνή,119,unigram,feminine,accusative,plural,cruas,1.0906790784854303,cruas,cruas,mnathan,,,,,,,,"wife, woman"
γυνή,191,unigram,feminine,accusative,singular,,,bean,bean,bhean,,,,,,,bhean,"wife, woman"
γυνή,128,unigram,feminine,nominative,plural,mnathan,5.755753912283669,mnathan,mnathan,boireannaich,,,,,,,boirionnaich,"wife, woman"
γυνή,134,unigram,feminine,nominative,singular,bhean,2.907590936721116,bhean,bhean,boireannach,,,,,,,boirionnach,"wife, woman"
ἄνεμος,8,unigram,masculine,nominative,plural,gaothan,3.5979833617669765,gaothan,gaothan,gaothan,,,,,,,gaoithean,wind
ἄνεμος,76,unigram,masculine,nominative,singular,ghaoth,23.91475841107558,ghaoth,ghaoth,ghaoth,,,,,,,ghaoth,wind
πνεῦμα,330,unigram,neuter,accusative,plural,spioradan,5.1684200652074965,spioradan,spioradan,spioradan,,,,,,,spioraid,"wind, breath, spirit"
πνεῦμα,180,unigram,neuter,accusative,singular,Spiorad,1.6732398966996012,Spiorad,Spiorad,Spiorad,,,,,,,spiorad,"wind, breath, spirit"
πνεῦμα,11,unigram,neuter,nominative,plural,spioradan,4.842563636325912,spioradan,spioradan,spioradan,,,,,,,spioraid,"wind, breath, spirit"
πνεῦμα,25,unigram,neuter,nominative,singular,Spiorad,1.1026949238572787,Spiorad,Spiorad,,,,,,,,spiorad,"wind, breath, spirit"
λύκος,10,unigram,masculine,nominative,plural,madaidhean‑allaidh,1.096057314542422,,,madaidhean‑allaidh,,,,,,,,wolf
ῥῆμα,199,unigram,neuter,accusative,plural,briathran,20.012074284270078,briathran,briathran,briathran,,,,,,,briathran,word
ῥῆμα,177,unigram,neuter,accusative,singular,thuig,2.5642859430466456,thuig,thuig,thuig,,,,,,,fhacal,word
ῥῆμα,33,unigram,neuter,nominative,plural,briathran,4.6059565568084775,briathran,briathran,faclan,,,,,,,briathran,word
ῥῆμα,349,unigram,neuter,nominative,singular,facal,4.415923546743239,,,facal,,,,,,,facal,word
λόγος,178,unigram,masculine,accusative,plural,briathran,38.187582181565084,briathran,briathran,briathran,,,,,,,briathran,word
λόγος,168,unigram,masculine,accusative,singular,facal,5.672766065654941,facal,facal,facal,,,,,,,facal,word
λόγος,165,unigram,masculine,nominative,plural,Thèid,1.194599783618428,Thèid,Thèid,bhriathran‑sa,,,,,,,Theid,word
λόγος,319,unigram,masculine,nominative,singular,facal,75.24728111170586,facal,facal,facal,,,,,,,facal,word
ἔργον,50,unigram,neuter,accusative,plural,obraichean,49.8758057858835,obraichean,obraichean,obraichean,,,,,,,oibrichean,work
ἔργον,104,unigram,neuter,accusative,singular,obair,41.25866350779221,obair,obair,obair,,,,,,,obair,work
ἔργον,323,unigram,neuter,nominative,plural,obraichean,3.0238284742327246,obraichean,obraichean,h‑obraichean,,,,,,,,work
ἔργον,298,unigram,neuter,nominative,singular,obair,1.2448015371899466,obair,obair,obair,,,,,,,,work
ἐργάτης,158,unigram,masculine,nominative,plural,,,luchd-obrach,luchd‐obrach,luchd‑obrach,,,,,,,luchd-oibre,worker
ἐργάτης,228,unigram,masculine,nominative,singular,,,fear-obrach,fear‐obrach,airidh,,,,,,,fhiach,worker
μέριμνα,181,unigram,feminine,nominative,plural,tachdadh,1.2013416367619456,tachdadh,tachdadh,,,,,,,,,"worry, concern, desire"
ἔτος,275,unigram,neuter,accusative,plural,,,rè,rè,bliadhna,,,,,,,bliadhna,year
ἔτος,192,unigram,neuter,accusative,singular,aolach,1.2239451641353871,aolach,aolach,bliadhna,,,,,,,,year
ζεῦγος,21,unigram,neuter,accusative,plural,cuing,1.2013309189107515,,,cuing,,,,,,,cuing,"yoke, pair"
ζεῦγος,268,unigram,neuter,accusative,singular,thurtar,1.0960524252565438,,,thurtar,,,,,,,,"yoke, pair"
