lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1372_translation,version_1373_translation,version_1374_translation,version_1375_translation,version_1376_translation,version_1377_translation,version_1378_translation,english_translation
μαργαρίτης,42,unigram,masculine,accusative,singular,perle,1.5223056898563883,,,perle,perle,,,,pearls
τόπος,303,unigram,masculine,accusative,plural,jordskjelv,1.5735882738045195,,steder,jordskjelv,jordskjelv,sultekatastrofer,jordskjelv,,place
τόπος,327,unigram,masculine,accusative,singular,sted,14.551436315831852,,sted,sted,sted,stedet,sted,sted,place
πρωτοκλισία,307,unigram,feminine,accusative,plural,plassene,2.4114024736574002,,,plassene,seter,plassene,,,place of honor
πρωτοκλισία,41,unigram,feminine,accusative,singular,,,,,beste,øverst,,,,place of honor
ὄφις,119,unigram,masculine,accusative,singular,orm,2.7175399989813056,,orm,slange,orm,,orm,orm,poison
σκεῦος,156,unigram,neuter,accusative,plural,,,,,plyndre,,rane,,,"possession, object, thing, jar, vessel"
σκεῦος,285,unigram,neuter,accusative,singular,tempelplassen,1.1284094466255137,,tempelplassen,varer,kar,handelsvarer,redskap,tempelplassen,"possession, object, thing, jar, vessel"
σκεῦος,146,unigram,neuter,nominative,plural,sakene,1.5225378198202268,,sakene,eiendelene,stige,,oppe,sakene,"possession, object, thing, jar, vessel"
δύναμις,121,unigram,feminine,accusative,plural,kraftige,4.524354862750531,,mektige,kraftige,kraftige,mirakler,kraftige,mektige,"power, ability, miracle"
δύναμις,53,unigram,feminine,accusative,singular,kraft,50.15598876006908,,makt,kraft,kraft,kraft,kraft,makt,"power, ability, miracle"
δύναμις,91,unigram,feminine,nominative,plural,mektige,1.8447930963422021,,mektige,mektige,kraftige,miraklene,kraftige,mektige,"power, ability, miracle"
δύναμις,131,unigram,feminine,nominative,singular,kraft,149.0674282722574,,kraft,kraft,kraft,kraft,kraft,kraft,"power, ability, miracle"
ἱερεύς,23,unigram,masculine,nominative,plural,prestene,1.2126135885362552,,prestene,,,prestene,,krenker,priest
ἱερεύς,270,unigram,masculine,nominative,singular,prest,63.9901927875815,,prest,prest,prest,prest,prest,prest,priest
φυλακή,29,unigram,feminine,accusative,singular,fengsel,313.60952855898915,,fengsel,fengsel,fengsel,fengsel,fengsel,fengsel,prison
προφήτης,70,unigram,masculine,accusative,plural,profetene,512.8630559471965,,profetene,profetene,profetene,profetene,profetene,profetene,prophet
προφήτης,222,unigram,masculine,accusative,singular,profet,446.1744525569221,,profet,profet,profet,profet,profet,profet,prophet
προφήτης,249,unigram,masculine,nominative,plural,profetene,271.92781156756257,,profetene,profetene,profetene,profetene,profetene,profetene,prophet
προφήτης,295,unigram,masculine,nominative,singular,profet,69.48437600108366,,profet,profet,profet,profet,profet,profet,prophet
βαλλάντιον,22,unigram,neuter,accusative,singular,pung,1.5878252704678124,,pengepung,pengeveske,pung,penger,pung,pung,purse
ποταμός,189,unigram,masculine,nominative,singular,elven,1.9617465259085702,,elven,voldsomt,strømmen,kaster,bygde,elven,river
λῃστής,48,unigram,masculine,accusative,plural,røvere,15.099049723964903,,røvere,røvere,røverne,,røvere,røvere,robber
λῃστής,378,unigram,masculine,accusative,singular,,,,rykket,røver,,,røver,rykket,robber
λῃστής,355,unigram,masculine,nominative,plural,røvere,4.339127001625647,,røvere,røvere,røvere,forbrytere,røvere,røvere,robber
λῃστής,178,unigram,masculine,nominative,singular,røver,21.975875419179992,,røver,røver,røver,forbryter,røver,røver,robber
ἄρχων,229,unigram,masculine,accusative,plural,rådsherrene,4.471899340135387,,rådsmedlemmene,rådsherrene,rådsherrene,medlemmene,rådsherrene,rådsmedlemmene,ruler
ἄρχων,109,unigram,masculine,accusative,singular,,,,,,,gjeld,,vokteren,ruler
ἄρχων,74,unigram,masculine,nominative,plural,rådsherrene,5.0205604881723165,,rådsherrene,rådsherrene,rådsherrer,medlemmene,rådsherrer,rådsherrene,ruler
ἄρχων,349,unigram,masculine,nominative,singular,fyrste,4.03080347763605,,fyrste,verdens,fyrste,Satan,fyrste,fyrste,ruler
ἀκοή,10,unigram,feminine,accusative,plural,rykter,1.207086702029465,,,rykter,rykter,,rykter,,rumor
ἀκοή,86,unigram,feminine,accusative,singular,fjerdingsfyrsten,1.324325157435848,,landsfyrsten,fjerdingsfyrsten,fjerdingsfyrsten,Herodes,fjerdingsfyrsten,landsfyrsten,rumor
ἀκοή,183,unigram,feminine,nominative,plural,,,,,,tunges,perfekt,,rent,rumor
ἀκοή,365,unigram,feminine,nominative,singular,,,,hele,Ryktet,ryktet,Ryktet,,hele,rumor
βιβλίον,61,unigram,neuter,accusative,singular,bokrullen,1.141748511994233,,bokrullen,skils-missebrev,boken,,,bokrullen,"scroll, book"
διάκονος,243,unigram,masculine,nominative,plural,smakte,1.1614423029525645,,,,,,,smakte,"servant, minister, deacon"
διάκονος,104,unigram,masculine,nominative,singular,tjener,3.1333822392621684,,være,tjener,tjener,tjener,tjener,tjener,"servant, minister, deacon"
δοῦλος,235,unigram,masculine,accusative,plural,,,,tjenerne,tjenerne,tjenere,tjenere,tjenerne,tjenere,"servant, slave"
δοῦλος,32,unigram,masculine,accusative,singular,tjener,42.52360393443833,,tjener,tjener,tjener,tjeneren,tjener,tjener,"servant, slave"
δοῦλος,117,unigram,masculine,nominative,plural,tjenere,6.194277204801251,,tjenerne,tjenere,tjenere,Tjenerne,tjenere,tjenerne,"servant, slave"
δοῦλος,230,unigram,masculine,nominative,singular,,,,herren,herre,tjener,tjener,tjeneren,tjeneren,"servant, slave"
πρόβατον,359,unigram,neuter,accusative,plural,,,,sauene,sauene,får,sauer,får,sauer,sheep
πρόβατον,163,unigram,neuter,accusative,singular,sauen,7.999381883834572,,sauen,,får,sauen,,sauen,sheep
ποιμήν,278,unigram,masculine,nominative,plural,,,,tilbake,,hyrdene,beitemarkene,,,"shepherd, pastor"
ποιμήν,319,unigram,masculine,nominative,singular,hyrde,13.042722086102247,,gjeter,hyrde,hyrde,sauene,hyrde,hyrde,"shepherd, pastor"
σημεῖον,159,unigram,neuter,accusative,plural,tegn,913.5685191751254,,tegn,tegn,tegn,mirakler,tegn,tegn,sign
σημεῖον,145,unigram,neuter,accusative,singular,tegn,4659.404576486927,,tegn,tegn,tegn,tegn,tegn,tegn,sign
σημεῖον,50,unigram,neuter,nominative,plural,tegn,54.74856482154313,,tegn,tegn,tegn,tegn,tegn,tegn,sign
σημεῖον,103,unigram,neuter,nominative,singular,tegn,25.253011001638733,,tegn,tegn,tegn,tegnet,tegn,tegn,sign
δραχμή,328,unigram,feminine,accusative,plural,feier,1.0960524252565438,,,,,,feier,,"silver coin, drachma"
δραχμή,191,unigram,feminine,accusative,singular,hun,1.1838314207192486,,hun,hun,hun,hun,hun,hun,"silver coin, drachma"
ἀργύριον,240,unigram,neuter,accusative,plural,,,,pengene,sølvpengene,sølvpenninger,pengene,sølvpengene,tretti,"silver, money"
ἀργύριον,368,unigram,neuter,accusative,singular,penger,44.52141804168564,,penger,penger,penger,penger,penger,penger,"silver, money"
ἁμαρτία,314,unigram,feminine,accusative,plural,synder,29.057939454452924,,synder,synder,synder,synder,synder,synder,sin
ἁμαρτία,245,unigram,feminine,accusative,singular,synd,48.92676991295847,,synd,synd,synd,ville,synd,skyld,sin
ἁμαρτία,323,unigram,feminine,nominative,plural,tilgitt,2.012864811974235,,tilgitt,tilgitt,forlatt,syndene,forlatt,tilgitt,sin
ἁμαρτία,320,unigram,feminine,nominative,singular,synd,12.481147853312308,,synd,synd,synd,synd,synd,,sin
ἀδελφή,347,unigram,feminine,accusative,plural,søstre,4.309495041559774,,søstre,søstre,søstre,søsken,søstre,søstre,sister
ἀδελφή,152,unigram,feminine,accusative,singular,søster,67.46156369232106,,søster,søster,søster,Maria,søster,søster,sister
ἀδελφή,25,unigram,feminine,nominative,plural,søstrene,8.725795261794788,,søstrene,søstre,søstre,søstrene,søstrene,søstrene,sister
ἀδελφή,346,unigram,feminine,nominative,singular,søster,717.8504344781376,,søster,søster,søster,søster,søster,søster,sister
ῥάπισμα,173,unigram,neuter,accusative,plural,trådte,1.1894897204415873,,trådte,,,Leve,trådte,trådte,"slap, strike, hit"
ῥάπισμα,306,unigram,neuter,accusative,singular,,,,,håndflaten,ansiktet,,vaktene,slag,"slap, strike, hit"
πλοιάριον,263,unigram,neuter,nominative,plural,Tiberias,1.5663954923238448,,Tiberias,,,,Tiberias,Tiberias,small boat
πλοιάριον,158,unigram,neuter,nominative,singular,båt,24.56468746329445,,båt,båt,båt,båt,båt,båt,small boat
ὀψάριον,204,unigram,neuter,accusative,plural,byggbrød,1.3290864821374893,,byggbrød,,gutt,forslår,,byggbrød,small fish
ὀψάριον,288,unigram,neuter,accusative,singular,kullild,1.251761881251044,,,kullild,,,kullild,,small fish
υἱός,55,unigram,masculine,accusative,plural,Sebedeus-sønnene,5.773610126572298,,Sebedeus-sønnene,,Sebedeus'sønner,sønner,Sebedeus-sønnene,Sebedeus-sønnene,son
υἱός,144,unigram,masculine,accusative,singular,Menneskesønnen,10.958695790871154,Menneskesønnen,Menneskesønnen,Menneskesønnen,sønn,Menneskesønnen,Menneskesønnen,Menneskesønnen,son
υἱός,147,unigram,masculine,nominative,plural,barn,19.392815472151614,,barn,barn,barn,er,barn,barn,son
υἱός,237,unigram,masculine,nominative,singular,Menneskesønnen,16.40386497057183,Far,Menneskesønnen,Menneskesønnen,Menneskesønnen,Menneskesønnen,Menneskesønnen,Menneskesønnen,son
ψυχή,251,unigram,feminine,accusative,plural,,,,Hold,,,vinne,,Holder,"soul, life"
ψυχή,317,unigram,feminine,accusative,singular,liv,27.759661827874808,,liv,liv,liv,livet,liv,liv,"soul, life"
ἀστήρ,330,unigram,masculine,nominative,plural,Stjernene,1.2603062357334636,,Stjernene,Stjernene,stjernene,,Stjernene,Stjernene,star
ἀστήρ,212,unigram,masculine,nominative,singular,,,,stjernen,,,samtalen,,,star
λίθος,334,unigram,masculine,accusative,plural,steiner,16.015013263105327,,steiner,steiner,stener,steiner,steiner,steiner,stone
λίθος,43,unigram,masculine,accusative,singular,steinen,7.563188721373551,,steinen,stein,sten,steinen,steinen,steinen,stone
λίθος,157,unigram,masculine,nominative,plural,steinene,14.931223355145477,,steinene,steinene,stener,steinene,steinene,steinene,stone
λίθος,47,unigram,masculine,nominative,singular,stein,11.511658145145047,,stein,stein,sten,stein,stein,stein,stone
συναγωγή,276,unigram,feminine,accusative,plural,synagogene,27.831824529278446,,synagogene,synagogene,synagoger,synagogene,synagogene,synagogene,synagogue
συναγωγή,370,unigram,feminine,accusative,singular,synagogen,190.8101853470512,,synagogen,synagogen,synagogen,synagogen,synagogen,synagogen,synagogue
τράπεζα,218,unigram,feminine,accusative,plural,,,,,bordene,,,veltet,pengevekslernes,table
τράπεζα,160,unigram,feminine,accusative,singular,,,,,,renter,rente,,,table
τάλαντον,80,unigram,neuter,accusative,plural,talenter,38.225133296020296,,talenter,talenter,talenter,sekker,talenter,talenter,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,254,unigram,neuter,accusative,singular,talenten,21.55738758086106,,talenten,talenten,talent,mynter,talenten,talenten,talent (weight and monetary unit: around 20 years' wages)
φόρος,302,unigram,masculine,accusative,plural,,,,betaler,,,,forbyr,,tax
φόρος,324,unigram,masculine,accusative,singular,keiseren,1.7574560156458972,,keiseren,keiseren,keiseren,Fortell,keiseren,keiseren,tax
τελώνης,211,unigram,masculine,nominative,plural,tollere,5.30040144249145,,,tollere,toldere,,tollere,tollere,tax collector
τελώνης,83,unigram,masculine,nominative,singular,tolleren,2.3937717543505914,,,,tolder,tolleren,tolleren,,tax collector
γραμματεύς,375,unigram,masculine,nominative,plural,skriftlærde,40017.78443167604,,skriftlærde,skriftlærde,skriftlærde,skriftlærde,skriftlærde,skriftlærde,"teacher, expert in the law, scholar, scribe"
γραμματεύς,238,unigram,masculine,nominative,singular,skriftlærd,19.656413692387808,,skriftlærd,skriftlærd,skriftlærd,skriftlærde,skriftlærd,skriftlærd,"teacher, expert in the law, scholar, scribe"
καθηγητής,360,unigram,masculine,nominative,plural,lærere,2.1615375860214128,,lærere,lærere,lærere,lærer,lærere,veileder,"teacher, guide"
καθηγητής,253,unigram,masculine,nominative,singular,lærere,2.1615375860214128,,lærere,lærere,lærere,lærer,lærere,veileder,"teacher, guide"
κλέπτης,93,unigram,masculine,nominative,plural,tyver,8.090919295784243,,tyver,tyver,tyver,,tyver,tyver,thief
κλέπτης,252,unigram,masculine,nominative,singular,tyv,2.2116548504647886,,,tyv,,,tyv,,thief
διαλογισμός,331,unigram,masculine,accusative,plural,tenkte,1.2942135393088676,,tenkte,kjente,tanker,tenkte,tankene,tenkte,"thought, argument"
διαλογισμός,166,unigram,masculine,accusative,singular,,,,stilte,tanke,tanke,tankene,tanker,tanker,"thought, argument"
διαλογισμός,136,unigram,masculine,nominative,plural,tanker,6.216667056260793,,,tanker,tanker,hjertet,tanker,tyveri,"thought, argument"
διαλογισμός,322,unigram,masculine,nominative,singular,,,,tanker,ordskifte,tanke,største,tanke,største,"thought, argument"
θρόνος,5,unigram,masculine,accusative,plural,troner,1.0960768946513286,,,,,troner,,,throne
θρόνος,268,unigram,masculine,accusative,singular,trone,2.404912880759271,,trone,trone,trone,stamfar,trone,trone,throne
χρόνος,299,unigram,masculine,accusative,plural,,,,,lengre,tider,,tider,lengre,time
χρόνος,259,unigram,masculine,accusative,singular,vismennene,1.3293537696162516,,vismennene,hos,tid,tid,vismennene,vismennene,time
καιρός,162,unigram,masculine,nominative,singular,tiden,1.3770424659132343,,inne,tiden,,tiden,,Tiden,"time, right time"
τάφος,149,unigram,masculine,accusative,plural,,,,,pynter,pryder,,,,"tomb, grave"
τάφος,196,unigram,masculine,accusative,singular,graven,17.73790410769632,,graven,graven,graven,graven,graven,graven,"tomb, grave"
μνημεῖον,17,unigram,neuter,accusative,plural,bygger,1.5073108002936746,,gravminner,bygger,gravsteder,ramme,bygger,bygger,"tomb, grave"
μνημεῖον,21,unigram,neuter,accusative,singular,graven,11309.654742481116,,graven,graven,graven,graven,graven,graven,"tomb, grave"
μνημεῖον,292,unigram,neuter,nominative,singular,forberedelsesdag,1.2241588860348265,,,forberedelsesdag,beredelses-dag,nær,forberedelsesdag,Der,"tomb, grave"
ὀδούς,76,unigram,masculine,accusative,plural,skjærer,1.0960866985123228,,,,,,skjærer,,tooth
ὀδούς,81,unigram,masculine,accusative,singular,tann,1.2126015810458406,,,,,tann,,,tooth
θησαυρός,246,unigram,masculine,accusative,singular,skatt,1.6965242478073568,,skatt,skatt,skatt,,eier,skatt,treasure
δένδρον,102,unigram,neuter,accusative,plural,trær,16.11860004571722,,trær,trær,trær,sort,trær,,tree	
δένδρον,88,unigram,neuter,accusative,singular,tre,2.263825190176288,,tre,tre,dets,tre,,,tree	
λίτρα,140,unigram,feminine,accusative,singular,duften,1.201390005638288,,duften,,,,,duften,unit of measure around 300 grams
κώμη,298,unigram,feminine,accusative,plural,landsbyene,14.961037947620731,,landsbyene,landsbyene,byene,byene,landsbyene,landsbyene,village
κώμη,63,unigram,feminine,accusative,singular,landsby,2.1116106840695568,,,landsby,by,byen,landsbyen,landsby,village
παρθένος,312,unigram,feminine,nominative,plural,,,,brudepikene,jomfruene,,,jomfruene,brudepikene,virgin
παρθένος,227,unigram,feminine,nominative,singular,Immanuel,1.161328723715616,,,,,Immanuel,,,virgin
φωνή,228,unigram,feminine,nominative,plural,overhånd,1.0962100302615791,,,,overhånd,,,,voice or sound
φωνή,356,unigram,feminine,nominative,singular,røst,20.3370344170672,,røst,lød,røst,stemme,røst,røst,voice or sound
πόλεμος,290,unigram,masculine,accusative,plural,,,,,skje,,krig,skremme,,war
πόλεμος,49,unigram,masculine,accusative,singular,rådslår,1.0960622061228922,,,,rådslår,,,,war
ὕδωρ,377,unigram,neuter,accusative,plural,vannet,61.41175052864879,,vannet,vannet,vannet,vannet,vannet,vannet,water
ὕδωρ,108,unigram,neuter,accusative,singular,vann,214.9090037664322,,vann,vann,vann,vann,vann,vann,water
ὕδωρ,127,unigram,neuter,nominative,singular,vannet,1.5162115209935725,,vannet,vannet,vann,vannet,vannet,vann,water
ὑδρία,133,unigram,feminine,accusative,singular,vannkrukken,2.4701038918893325,,vannkrukken,vannkrukken,vannkrukke,vannbøtte,vannkrukken,vannkrukken,water jar
ὁδός,291,unigram,feminine,accusative,plural,veiene,8.308863159182629,,veiene,veier,veiene,veiene,veiene,veiene,way
ὁδός,165,unigram,feminine,accusative,singular,veien,244.06764244896493,,veien,veien,veien,veien,veien,veien,way
γάμος,185,unigram,masculine,accusative,plural,bryllupet,38.08877989924646,,bryllupet,bryllupet,bryllupet,tjenere,bryllupet,bryllupet,wedding
γάμος,271,unigram,masculine,accusative,singular,,,,innbudt,bryllupet,bryllupet,innbudt,bryllupet,innbudt,wedding
γυνή,126,unigram,feminine,accusative,plural,koner,1.410605156692333,,,koner,,,koner,skilles,"wife, woman"
γυνή,201,unigram,feminine,accusative,singular,kone,21.148942651313156,,kone,kone,hustru,kona,kone,hustru,"wife, woman"
γυνή,137,unigram,feminine,nominative,plural,kvinner,10.361587416576542,,kvinner,kvinner,kvinner,kvinnene,kvinner,kvinner,"wife, woman"
γυνή,143,unigram,feminine,nominative,singular,kvinne,52.813899745312455,hele,kvinne,kvinne,kvinne,kvinne,kvinne,kvinne,"wife, woman"
ἄνεμος,11,unigram,masculine,nominative,plural,,,,,vinden,vindene,,,,wind
ἄνεμος,77,unigram,masculine,nominative,singular,vinden,25.57993148450275,,vinden,vinden,vinden,vinden,vinden,vinden,wind
πνεῦμα,344,unigram,neuter,accusative,plural,ånder,1.7143784574506427,,ånder,ånder,bor,kontrollen,ånder,ånder,"wind, breath, spirit"
πνεῦμα,190,unigram,neuter,accusative,singular,Ånd,16.6327224449196,,ånd,Ånd,Ånd,Ånd,Ånd,Ånd,"wind, breath, spirit"
πνεῦμα,14,unigram,neuter,nominative,plural,åndene,2.3208168499999466,,åndene,åndene,urene,onde,åndene,urene,"wind, breath, spirit"
πνεῦμα,28,unigram,neuter,nominative,singular,Ånd,6.006114802074516,,ånd,,ånd,Ånd,Ånd,Ånd,"wind, breath, spirit"
κοιλία,101,unigram,feminine,nominative,plural,,,,,,ufruktbare,,,føder,"womb, stomach, source of feelings and emotions"
κοιλία,311,unigram,feminine,nominative,singular,,,,,,diet,ammet,,,"womb, stomach, source of feelings and emotions"
ῥῆμα,209,unigram,neuter,accusative,plural,ord,10.096854668657146,,ord,Ord,ord,imot,ordene,ord,word
ῥῆμα,187,unigram,neuter,accusative,singular,ord,3.9715158955159247,,våget,ord,ord,mente,ord,våget,word
ῥῆμα,36,unigram,neuter,nominative,plural,ånd,1.0968349811828177,,,,ord,,ånd,ånd,word
ῥῆμα,363,unigram,neuter,nominative,singular,,,,,ingenting,ord,,,,word
λόγος,188,unigram,masculine,accusative,plural,ord,4.427816036451396,,ord,Ord,ord,talen,ord,ord,word
λόγος,179,unigram,masculine,accusative,singular,ord,3.02560417042111,spørre,ord,Ordet,ord,budskapet,ord,ord,word
λόγος,175,unigram,masculine,nominative,plural,Himmel,2.1852403781710787,,Himmel,Himmel,Himmel,forsvinne,Himmel,Himmel,word
λόγος,333,unigram,masculine,nominative,singular,,,et,ordet,Ord,ord,spredde,ordet,ord,word
ἔργον,52,unigram,neuter,accusative,plural,gjerninger,43.857708247053814,,gjerninger,gjerninger,gjerninger,miraklene,gjerninger,gjerninger,work
ἔργον,110,unigram,neuter,accusative,singular,gjerning,67.70420893819775,,gjerning,gjerning,gjerning,,gjerning,gjerning,work
ἔργον,337,unigram,neuter,nominative,plural,gjerninger,25.48606928431177,,gjerninger,gjerningene,gjerninger,lyset,gjerninger,gjerninger,work
ἔργον,310,unigram,neuter,nominative,singular,gjerning,2.169070537245223,,gjerning,,gjerning,sendt,gjerning,gjerning,work
ἐργάτης,168,unigram,masculine,nominative,plural,arbeiderne,1.2071470881703357,,arbeiderne,,,,arbeiderne,arbeiderne,worker
ἐργάτης,239,unigram,masculine,nominative,singular,arbeideren,1.8442721227501884,,verd,verd,arbeideren,arbeideren,arbeideren,arbeider,worker
ἔτος,287,unigram,neuter,accusative,plural,år,2944.825027997298,,år,år,år,år,år,år,year
ἔτος,202,unigram,neuter,accusative,singular,år,2.9202084560840453,,,år,år,,,,year
ζεῦγος,24,unigram,neuter,accusative,plural,par,1.2013309189107515,,,par,,,par,,"yoke, pair"
