lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1748_translation,version_1749_translation,version_1750_translation,version_1751_translation,version_1752_translation,version_1753_translation,version_1754_translation,version_1755_translation,english_translation
δύναμις,86,unigram,feminine,nominative,plural,čudeži,2.2190735441288836,čudeži,della,čudeži,čudeži,,mogočna,katerih,,"power, ability, miracle"
δύναμις,125,unigram,feminine,nominative,singular,moč,74.27349242572421,moč,muzh,moč,moč,môč,moč,,,"power, ability, miracle"
ἱερεύς,19,unigram,masculine,nominative,plural,skrunijo,1.2129719136787034,skrunijo,nedolshni,,,,,skrunijo,,priest
ἱερεύς,254,unigram,masculine,nominative,singular,duhovnik,7.55312785769049,duhovnik,Far,duhovnik,duhovnik,pop,duhovnik,duhovnik,,priest
φυλακή,24,unigram,feminine,accusative,singular,ječo,97.78533006861298,ječo,v'jezho,ječo,ječo,temnico,ječo,ječo,,prison
προφήτης,64,unigram,masculine,accusative,plural,preroke,890.3772400160325,preroke,Preroke,preroke,preroke,proroke,preroke,preroke,,prophet
προφήτης,210,unigram,masculine,accusative,singular,preroka,65.84583516598921,preroka,Preroka,preroka,preroka,proroka,preroka,preroka,,prophet
προφήτης,236,unigram,masculine,nominative,plural,preroki,177.10485115796993,preroki,Preroki,preroki,preroki,prorocke,preroki,preroki,,prophet
προφήτης,276,unigram,masculine,nominative,singular,prerok,845.9541513180453,prerok,Prerok,prerok,prerok,prorok,prerok,prerok,,prophet
ποταμός,135,unigram,masculine,nominative,plural,,,reke,,,,potocke,,,,river
ποταμός,179,unigram,masculine,nominative,singular,,,,pèrdèrla,sezidal,,,ulilo,neurje,,river
λῃστής,354,unigram,masculine,accusative,singular,razbojnika,1.4769800682255327,razbojnika,Rasbojniku,razbojnika,razbojnika,razbojnika,razbojnika,zločinec,,robber
λῃστής,334,unigram,masculine,nominative,plural,razbojnika,5.194025280333844,razbojnika,,,razbojnika,razbojnika,,zločinca,,robber
λῃστής,168,unigram,masculine,nominative,singular,razbojnik,3.6999912566938433,razbojnik,Rasbojnik,,ampak,razbojnik,,,,robber
ἄρχων,215,unigram,masculine,accusative,plural,voditelje,1.0961407850703089,,,,,,voditelje,,,ruler
ἄρχων,104,unigram,masculine,accusative,singular,pomiriš,1.0964611436605205,,,,,,,pomiriš,,ruler
ἄρχων,68,unigram,masculine,nominative,plural,voditelji,3.048846370813255,poglavarji,Viſhi,,voditelji,poglavnícke,voditelji,naši,,ruler
ἄρχων,328,unigram,masculine,nominative,singular,vladar,5.337625556711309,vojvoda,Viuda,vladar,vladar,poglavník,vladar,vladar,,ruler
ἀκοή,8,unigram,feminine,accusative,plural,,,,vojſkovanje,,,bojôv,govorice,,,rumor
ἀκοή,80,unigram,feminine,accusative,singular,,,četrtnik,Tetrarha,,priložnosti,Štrták,govorice,pripovedujejo,,rumor
ἀκοή,173,unigram,feminine,nominative,plural,vez,1.2013953022722905,vez,,vez,,,,gluhonemi,,rumor
ἀκοή,344,unigram,feminine,nominative,singular,razširil,2.4625052292371676,vsej,glas,razširil,razširil,glás,razširil,,,rumor
βιβλίον,57,unigram,neuter,accusative,plural,napisati,1.096400325470052,,,,,,,napisati,,"scroll, book"
βιβλίον,54,unigram,neuter,accusative,singular,,,,,knjigo,zvitek,knige,zvitek,knjigo,,"scroll, book"
διάκονος,230,unigram,masculine,nominative,plural,poskusil,1.096400325470052,,,,,,,poskusil,,"servant, minister, deacon"
διάκονος,100,unigram,masculine,nominative,singular,strežnik,1.0572487555020187,služabnik,ſlushabnik,strežnik,strežnik,sluga,strežnik,hoče,,"servant, minister, deacon"
δοῦλος,222,unigram,masculine,accusative,plural,služabnike,192.92613463856932,hlapce,Hlapce,služabnike,služabnike,sluge,služabnike,služabnike,,"servant, slave"
δοῦλος,28,unigram,masculine,accusative,singular,služabnika,3.1859927863118798,hlapca,Hlapza,služabnika,služabnika,slugo,služabnika,meč,,"servant, slave"
δοῦλος,111,unigram,masculine,nominative,plural,hlapci,4.971850502490553,hlapci,Hlapci,služabniki,hlapci,slugi,Služabniki,,,"servant, slave"
δοῦλος,216,unigram,masculine,nominative,singular,služabnik,4.04005781370158,hlapec,Hlapez,služabnik,služabnik,sluga,služabnik,gospodarja,,"servant, slave"
πρόβατον,338,unigram,neuter,accusative,plural,ovce,228.29244413804525,ovce,Ouce,ovce,ovce,ovcé,ovce,ovce,,sheep
πρόβατον,154,unigram,neuter,accusative,singular,ovco,39.16501985522436,ovco,Ouzo,ovco,ovco,,ovco,ovco,,sheep
ποιμήν,261,unigram,masculine,nominative,plural,pastirji,64.64897791141867,pastirji,Paſtirji,pastirji,pastirji,pastérje,pastirji,pastirji,,"shepherd, pastor"
ποιμήν,300,unigram,masculine,nominative,singular,pastir,12.441559697940058,pastir,Paſtir,pastir,pastir,pastér,pastir,ovce,,"shepherd, pastor"
σημεῖον,150,unigram,neuter,accusative,plural,znamenj,1.4866312674515674,čudeže,zajhne,znamenj,znamenj,znamênja,znamenj,čudeže,,sign
σημεῖον,138,unigram,neuter,accusative,singular,znamenje,224.5577399185037,znamenje,Zajhen,znamenje,znamenje,znamênje,znamenje,,,sign
σημεῖον,43,unigram,neuter,nominative,plural,znamenja,8.27361362862106,znamenja,,znamenja,znamenja,znamênja,znamenja,pojavi,,sign
σημεῖον,99,unigram,neuter,nominative,singular,znamenje,57.00513627251343,znamenje,Zajhen,znamenje,znamenje,znamênje,znamenje,,,sign
δραχμή,181,unigram,feminine,accusative,singular,najde,4.006479971759515,srebrnik,najde,drahmo,najde,groš,najde,,,"silver coin, drachma"
ἀργύριον,227,unigram,neuter,accusative,plural,,,srebrnikov,Srebèrnike,trideset,srebrnikov,pêneze,trideset,denar,,"silver, money"
ἀργύριον,347,unigram,neuter,accusative,singular,denarja,6.876162345232563,denarja,denarje,denarja,denarja,pêneze,,nagrado,,"silver, money"
ἁμαρτία,295,unigram,feminine,accusative,plural,grehe,24.05652671987595,grehe,gréhe,grehe,grehe,grêhe,grehe,grehe,,sin
ἁμαρτία,232,unigram,feminine,accusative,singular,greh,3.4945585356138658,greh,gréh,greh,greh,grêha,greh,krivi,,sin
ἁμαρτία,304,unigram,feminine,nominative,plural,grehi,5.9801936824246535,grehi,odpuſzheni,grehi,grehi,grêhi,grehi,grehi,,sin
ἁμαρτία,301,unigram,feminine,nominative,singular,greh,7.124187195733482,greh,gréh,,greh,grêh,greh,,,sin
ἀδελφή,326,unigram,feminine,accusative,plural,mater,1.3853185480375467,mater,Mater,mater,mater,sestre,mater,sestre,,sister
ἀδελφή,145,unigram,feminine,accusative,singular,sestro,31.995905777441408,sestro,Seſtro,sestro,sestro,sestro,sestro,,,sister
ἀδελφή,20,unigram,feminine,nominative,plural,sestre,33.41278125475864,sestre,Seſtre,sestre,sestre,sestre,sestre,sestre,,sister
ἀδελφή,325,unigram,feminine,nominative,singular,sestra,381.956542548914,sestra,Seſtra,sestra,sestra,sestra,sestra,sestra,,sister
ῥάπισμα,164,unigram,neuter,accusative,plural,,,,,Pozdravljen,,plüske,,pozdravljen,,"slap, strike, hit"
ῥάπισμα,287,unigram,neuter,accusative,singular,udaril,1.2731224626982947,služabnikov,,udaril,udaril,,odgovarjaš,udaril,,"slap, strike, hit"
πλοιάριον,149,unigram,neuter,nominative,singular,čoln,2.42720940380854,,,čoln,čoln,ladjico,čoln,čoln,,small boat
ὀψάριον,194,unigram,neuter,accusative,plural,,,Deček,ribi,hlebcev,,,,tolikšno,,small fish
ὀψάριον,269,unigram,neuter,accusative,singular,ribo,5.327091679957771,ribo,ribe,ribo,ribo,ribo,ribo,ribe,,small fish
υἱός,48,unigram,masculine,accusative,plural,Zebedejeva,1.3011386327235905,Zebedejeva,Zebedeova,,,sinovje,Zebedejeva,sinova,,son
υἱός,137,unigram,masculine,accusative,singular,Sina,3.424450613570372,Sina,Synu,Sina,Sina,Siná,Sina,Sina,,son
υἱός,140,unigram,masculine,nominative,plural,otroci,1.933670291319695,sinovi,otroci,otroci,otroci,sinovje,sinovi,Jakob,,son
υἱός,224,unigram,masculine,nominative,singular,Sin,51.43021907222614,Sin,Syn,Sin,Sin,Sin,Sin,Sin,,son
ψυχή,238,unigram,feminine,accusative,plural,ládajte,1.0962149939516397,,,,,ládajte,,,,"soul, life"
ψυχή,298,unigram,feminine,accusative,singular,življenje,18.702701498906023,življenje,leben,življenje,življenje,düšo,življenje,življenje,,"soul, life"
ἀστήρ,309,unigram,masculine,nominative,plural,,,zvezde,Svésde,,,,,,,star
λίθος,313,unigram,masculine,accusative,plural,,,,,,,kaménje,,kamenje,,stone
λίθος,38,unigram,masculine,accusative,singular,kamen,20584.144391018377,kamen,kamen,kamen,kamen,kamen,kamen,kamen,,stone
λίθος,148,unigram,masculine,nominative,plural,kamni,26.995571816336145,kamenje,,kamni,kamni,kaménje,kamni,kamenje,,stone
λίθος,42,unigram,masculine,nominative,singular,kamen,85.3614687013787,kamen,kamen,kamen,kamen,kamen,kamen,kamen,,stone
συναγωγή,259,unigram,feminine,accusative,plural,shodnicah,2.6939019350473377,shodnicah,Shule,shodnicah,shodnicah,správiščaj,shodnice,sinagogah,,synagogue
συναγωγή,348,unigram,feminine,accusative,singular,shodnico,217.42193640126186,shodnico,v'Shulo,shodnico,shodnico,správišče,shodnico,sinagogo,,synagogue
τράπεζα,207,unigram,feminine,accusative,plural,svèrnil,1.532311436188919,,svèrnil,,,,,,,table
τράπεζα,151,unigram,feminine,accusative,singular,,,menjalnico,,,,,hranilnico,banko,,table
τάλαντον,74,unigram,neuter,accusative,plural,talentov,5.197686102048324,talentov,Centou,talentov,talentov,talentomov,talentov,zlatnikov,,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,241,unigram,neuter,accusative,singular,talent,80.98249806267663,talent,Cent,talent,talent,talentom,talent,dobil,,talent (weight and monetary unit: around 20 years' wages)
φόρος,283,unigram,masculine,accusative,plural,tožiti,1.0960524252565438,tožiti,,,,,,,,tax
φόρος,305,unigram,masculine,accusative,singular,cesarju,1.1226148539158394,dajemo,,smemo,cesarju,Slobodno,cesarju,,,tax
τελώνης,201,unigram,masculine,nominative,plural,cestninarji,67.2292981909716,cestninarji,Zolnarji,cestninarji,cestninarji,publikánuške,cestninarji,slabem,,tax collector
τελώνης,77,unigram,masculine,nominative,singular,cestninar,56.253855956316,cestninar,Zolnar,cestninar,cestninar,publikánuš,cestninar,carinik,,tax collector
γραμματεύς,352,unigram,masculine,nominative,plural,pismouki,28.406879045961023,pismarji,Piſsarji,pismouki,pismouki,pisáčke,pismouki,učitelji,,"teacher, expert in the law, scholar, scribe"
γραμματεύς,225,unigram,masculine,nominative,singular,pismouk,11.496070568246445,pismar,Piſſar,pismouk,pismouk,pisáč,pismouk,verski,,"teacher, expert in the law, scholar, scribe"
καθηγητής,339,unigram,masculine,nominative,plural,,,,imenovati,,,meštre,,,,"teacher, guide"
καθηγητής,240,unigram,masculine,nominative,singular,,,,imenovati,,,meštre,,,,"teacher, guide"
κλέπτης,88,unigram,masculine,nominative,plural,tatovi,2.347994543344983,,Tatje,,tatovi,tatjé,tatovi,,,thief
κλέπτης,239,unigram,masculine,nominative,singular,tat,41.202949846801914,tat,Tat,tat,tat,tát,tat,,,thief
διαλογισμός,310,unigram,masculine,accusative,plural,misli,3.7754243834687053,misli,miſli,misli,,premišlávanja,misli,mislijo,,"thought, argument"
διαλογισμός,157,unigram,masculine,accusative,singular,,,misel,miſsèl,,,,poleg,,,"thought, argument"
διαλογισμός,129,unigram,masculine,nominative,plural,misli,3.1157451183913474,misli,miſli,misli,,zhájajo,misli,hudobne,,"thought, argument"
διαλογισμός,303,unigram,masculine,nominative,singular,misel,1.201406053159502,,miſsèl,misel,premišljevati,Zíšla,misel,,,"thought, argument"
θρόνος,252,unigram,masculine,accusative,singular,prestol,2.6353968479027583,prestol,ſtol,prestol,prestol,,prestol,,,throne
χρόνος,280,unigram,masculine,accusative,plural,,,,,pripovedovati,,,,daljši,,time
χρόνος,245,unigram,masculine,accusative,singular,časa,4.387501414998892,časa,zhas,časa,času,vrêmena,času,časa,,time
καιρός,153,unigram,masculine,nominative,singular,čas,151.19664311231966,čas,zhas,čas,čas,vrêmen,čas,čas,,"time, right time"
τάφος,142,unigram,masculine,accusative,plural,,,,ſnashite,krasite,,,,,,"tomb, grave"
τάφος,186,unigram,masculine,accusative,singular,grob,94.55350265607576,grob,Grob,grob,grob,grob,grob,grob,,"tomb, grave"
μνημεῖον,14,unigram,neuter,accusative,plural,prerokom,1.5074013857137436,spomenike,,prerokom,prerokom,,grobnice,Gorje,,"tomb, grave"
μνημεῖον,18,unigram,neuter,accusative,singular,grobu,2.774372777096516,grobu,h'grobu,grobu,grobu,grobi,grobu,grobu,,"tomb, grave"
μνημεῖον,84,unigram,neuter,nominative,plural,,,,Grobi,grobovi,,grobovje,,,,"tomb, grave"
μνημεῖον,273,unigram,neuter,nominative,singular,grob,59.612665518976044,grob,grob,grob,grob,grob,grob,grob,,"tomb, grave"
ὀδούς,70,unigram,masculine,accusative,plural,neverna,1.0960866985123228,,neverna,,,,,,,tooth
ὀδούς,75,unigram,masculine,accusative,singular,,,,Sob,,,zôb,,,,tooth
θησαυρός,107,unigram,masculine,accusative,plural,kinče,1.4675673712089359,,,,,kinče,,,,treasure
θησαυρός,233,unigram,masculine,accusative,singular,zaklad,3.4014146366011135,zaklad,ſhaz,zaklad,zaklad,kinč,zaklad,ubogim,,treasure
δένδρον,98,unigram,neuter,accusative,plural,drevje,3.999795573155694,,drevje,,drevesa,drevje,,,,tree	
δένδρον,82,unigram,neuter,accusative,singular,drevo,17.273702169908223,drevo,drivu,drevo,drevo,drêvo,drevo,drevo,,tree	
κώμη,279,unigram,feminine,accusative,plural,vasi,101.23138511162944,vasi,Tèrge,vasi,vasi,vesnice,vasi,vasi,,village
κώμη,56,unigram,feminine,accusative,singular,vas,13.804196487003997,vas,Tèrg,vas,vas,vés,vas,vas,,village
παρθένος,293,unigram,feminine,nominative,plural,device,7.999388609314476,device,Dézhle,device,družice,,device,,,virgin
φωνή,335,unigram,feminine,nominative,singular,glas,35.252489422239876,glas,ſhtima,glas,glas,glás,glas,glas,,voice or sound
πόλεμος,271,unigram,masculine,accusative,plural,zgoditi,1.614068038320874,konec,,vojskah,zgoditi,boje,vojnah,zgoditi,,war
ὕδωρ,353,unigram,neuter,accusative,plural,vodi,6.109615187494491,Peter,,vodi,vodi,vodáj,vodi,vodi,,water
ὕδωρ,103,unigram,neuter,accusative,singular,vode,2.1648096533196486,vode,,vode,vodo,vodô,vode,vodo,,water
ὕδωρ,121,unigram,neuter,nominative,singular,voda,277.956097246945,voda,voda,voda,voda,voda,voda,voda,,water
ὑδρία,219,unigram,feminine,accusative,plural,,,vrče,,,,,Napolnite,,,water jar
ὑδρία,126,unigram,feminine,accusative,singular,,,vrč,,vrč,odložila,Nihála,odložila,,,water jar
ὁδός,272,unigram,feminine,accusative,plural,pota,3.050821965086379,pota,pot,pota,napolni,potí,,polna,,way
ὁδός,156,unigram,feminine,accusative,singular,pot,542.1660893405442,pot,pot,pot,pot,pôt,pot,pot,,way
γάμος,175,unigram,masculine,accusative,plural,svatbo,85.95117649893336,svatovščino,Ohzet,svatbo,svatbo,gostüvanje,svatbo,svatbeno,,wedding
γάμος,255,unigram,masculine,accusative,singular,,,,Ohzet,,svatbo,,,njegovimi,,wedding
γυνή,120,unigram,feminine,accusative,plural,žene,1.0965530363990983,,,,,žene,,,,"wife, woman"
γυνή,191,unigram,feminine,accusative,singular,ženo,91.39452220358444,ženo,Sheno,ženo,ženo,ženo,ženo,ženo,,"wife, woman"
γυνή,130,unigram,feminine,nominative,plural,žene,11.945850322869633,žene,Shene,žene,žená,žene,žená,žene,,"wife, woman"
γυνή,136,unigram,feminine,nominative,singular,žena,2057.861925346642,žena,Shena,žena,žena,žena,žena,žena,,"wife, woman"
ἄνεμος,9,unigram,masculine,nominative,plural,vetrovi,5.513320066931759,vetrovi,,vetrovi,vetrovi,vötrovje,vetrovi,podrla,,wind
ἄνεμος,71,unigram,masculine,nominative,singular,veter,81.77493203048428,veter,Vejter,veter,veter,vöter,veter,veter,,wind
πνεῦμα,323,unigram,neuter,accusative,plural,,,,puſledne,,,,,duhov,,"wind, breath, spirit"
πνεῦμα,180,unigram,neuter,accusative,singular,Duha,14.475823813043004,Duha,Duha,Duha,Duha,,Duha,Duha,,"wind, breath, spirit"
πνεῦμα,11,unigram,neuter,nominative,plural,duhovi,7.488102551484084,duhovi,Duhuvi,duhovi,duhovi,nečísti,duhovi,,,"wind, breath, spirit"
πνεῦμα,23,unigram,neuter,nominative,singular,Duh,14.236814738430516,Duh,Duh,Duh,Duh,Düh,,Duh,,"wind, breath, spirit"
κοιλία,96,unigram,feminine,nominative,plural,Srečne,1.3865659672961408,,,,,,,Srečne,,"womb, stomach, source of feelings and emotions"
κοιλία,292,unigram,feminine,nominative,singular,vzgojila,1.0964306905114636,,,,,,,vzgojila,,"womb, stomach, source of feelings and emotions"
ῥῆμα,199,unigram,neuter,accusative,plural,besede,12.030167839739034,besede,beſsede,besede,ohranila,rečí,besede,besedo,,word
ῥῆμα,177,unigram,neuter,accusative,singular,besedi,1.5437191239285473,besedi,katero,umeli,,rêči,besedi,vprašati,,word
ῥῆμα,32,unigram,neuter,nominative,plural,besede,5.551884149863754,besede,Lete,besede,duh,reči,besede,,,word
ῥῆμα,342,unigram,neuter,nominative,singular,nič,1.6423425523823714,beseda,beſseda,nič,,rêč,nič,nič,,word
λόγος,178,unigram,masculine,accusative,plural,besed,4.152620074046076,besed,lete,besed,besed,Rečí,besed,ravna,,word
λόγος,169,unigram,masculine,accusative,singular,besedo,178.98959650935348,besedo,beſsedo,besedo,besedo,rêč,besedo,besedo,,word
λόγος,166,unigram,masculine,nominative,plural,,,,prejdeo,,besede,prêdo,,,,word
λόγος,312,unigram,masculine,nominative,singular,beseda,280.89337440117265,beseda,beſséda,beseda,beseda,rêč,beseda,Tako,,word
ἔργον,45,unigram,neuter,accusative,plural,dela,233.76200839800845,dela,della,dela,dela,dela,dela,čudeže,,work
ἔργον,105,unigram,neuter,accusative,singular,delo,131.86699720148349,delo,dellu,delo,delo,delo,delo,storila,,work
ἔργον,316,unigram,neuter,nominative,plural,dela,96.74279895751881,dela,della,dela,dela,dela,dela,luči,,work
ἔργον,291,unigram,neuter,nominative,singular,delo,1.8605299907493749,delo,dellu,delo,Božje,delo,delo,pričakuje,,work
ἐργάτης,159,unigram,masculine,nominative,plural,delavcev,1.133964017109871,,Shetou,,delavcev,delavcov,,delavcev,,worker
ἐργάτης,226,unigram,masculine,nominative,singular,delavec,4.293729169408559,delavec,Delavez,delavec,delavec,delavec,delavec,,,worker
ἔτος,268,unigram,neuter,accusative,plural,let,775.979385519998,let,lejt,let,let,lêt,let,let,,year
ἔτος,192,unigram,neuter,accusative,singular,leto,5.166741634992935,leto,lejtu,leto,,leto,,,,year
