lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_526_translation,version_541_translation,version_527_translation,version_546_translation,version_524_translation,version_544_translation,version_534_translation,version_525_translation,version_547_translation,version_545_translation,version_539_translation,version_533_translation,version_530_translation,version_543_translation,version_536_translation,version_542_translation,version_528_translation,version_529_translation,version_537_translation,version_532_translation,version_535_translation,version_540_translation,version_538_translation,version_531_translation,english_translation
αἰών,347,unigram,masculine,accusative,singular,siempre,1983.7785431799205,siempre,jamás,jamás,siempre,siempre,siempre,siempre,,siempre,siempre,siempre,siempre,siempre,siempre,siempre,siempre,jamás,siempre,siempre,siempre,jamás,jamás,siempre,siempre,eternity
ὀφθαλμός,25,unigram,masculine,accusative,plural,ojos,386698836490.8944,ojos,ojos,ojos,ojos,ojos,ojos,ojos,,ojos,ojos,ojos,ojos,ojos,ojos,vista,ojos,ojos,ojos,ojos,ojos,ojos,ojos,ojos,ojos,eye
ὀφθαλμός,72,unigram,masculine,nominative,plural,ojos,2490051752.498748,ojos,ojos,ojos,,ojos,ojos,ojos,,,ojos,ojos,ojos,ojos,ojos,ojos,ojos,ojos,ojos,ojos,ojos,ojos,ojos,ojos,ojos,eye
ὀφθαλμός,344,unigram,masculine,nominative,singular,ojo,5115.128290287196,ojo,ojo,ojo,ves,ojos,ojo,ojos,,ojos,ojo,ojos,ojo,ojo,ojo,ojos,ojo,ojo,ojo,ojos,ojos,ojo,ojo,ojo,ojos,eye
πρόσωπον,139,unigram,neuter,accusative,plural,rostros,3.9997947117184753,,,,,,rostro,,,,,,,,,están,,,,,,rostros,rostros,,,face
πρόσωπον,218,unigram,neuter,accusative,singular,rostro,6771.29557271814,rostro,,rostro,suelo,cara,rostro,rostro,,suelo,rostro,rostro,enseñas,,rostro,sinceridad,rostro,rostro,rostro,rostro,cara,rostro,rostro,rostro,cara,face
λιμός,7,unigram,feminine,nominative,plural,terremotos,1.9652625055354125,,,,terremotos,,terremotos,,,terremotos,,,,,,,terremotos,,,,,terremotos,terremotos,,,famine
λιμός,105,unigram,feminine,nominative,singular,escasez,1.7167788689942194,,,,faltar,escasez,hambruna,,,faltar,,faltar,,,malgastado,escasez,,malgastado,,,escasez,gastado,gastado,,escasez,famine
λιμός,154,unigram,masculine,nominative,singular,cerrado,1.819004204294495,cerrado,,,,Verdaderamente,cerró,gota,,,cerrado,,,cerrado,cerrado,llovió,cabe,,cerrado,gota,Verdaderamente,,,cabe,Verdaderamente,famine
γεωργός,289,unigram,masculine,nominative,plural,labradores,30732.71386882944,labradores,agricultores,labradores,viña,labradores,labradores,labradores,,viña,labradores,labradores,granjeros,labradores,labradores,labradores,labradores,labradores,labradores,labradores,labradores,labradores,labradores,labradores,labradores,"farmer, tenant"
γεωργός,57,unigram,masculine,nominative,singular,labrador,2.420034854873913,,labrador,labrador,vid,cultiva,labrador,viñador,,vid,,cultiva,verdadera,labrador,labrador,cuida,labrador,labrador,labrador,viñador,cultiva,,verdadera,labrador,cultiva,"farmer, tenant"
πατήρ,224,unigram,masculine,accusative,plural,,,padresA,prometió,,prometióa,futuros,descendencia,eternoque,,prometióa,padres,,descendientes,Padres,descendencia,prometió,,,Como,eternoque,futuros,descendencia,Tal,,futuros,father
πατήρ,350,unigram,masculine,accusative,singular,Padre,1609.4740059325707,Padre,Padre,Padre,Padre,Padre,Padre,Padre,,Padre,Padre,Padre,Padre,Padre,Padre,Padre,Padre,Padre,Padre,Padre,Padre,Padre,Padre,Padre,Padre,father
πατήρ,359,unigram,masculine,nominative,plural,antepasados,36415.49237852918,padres,antepasados,padres,antepasados,antepasados,padres,antepasados,,antepasados,padres,antepasados,padres,padres,padres,antepasados,antepasados,padres,padres,antepasados,antepasados,padres,padres,antepasados,antepasados,father
πατήρ,212,unigram,masculine,nominative,singular,Padre,7.491097559786182e+16,Padre,Padre,Padre,Padre,Padre,Padre,Padre,,Padre,Padre,Padre,Padre,Padre,Padre,Padre,Padre,Padre,Padre,Padre,Padre,Padre,Padre,Padre,Padre,father
σύνδουλος,163,unigram,masculine,accusative,plural,borrachos,2.0830377275474645,,,,borrachos,borrachos,,,,borrachos,,,borrachos,,,emborracharse,borrachos,,,,borrachos,,,borrachos,borrachos,"fellow-servant, colleague"
σύνδουλος,99,unigram,masculine,accusative,singular,consiervo,2.2483736698984176,consiervo,,consiervo,tuviste,debiste,consiervo,,,tuviste,consiervo,pudiste,consiervo,,consiervo,,,consiervo,conesclavo,,debiste,,,,debiste,"fellow-servant, colleague"
σύνδουλος,363,unigram,masculine,nominative,plural,consiervos,1.3951774613602388,,disgustaron,,contárselo,,consiervos,,,contárselo,,,,,,entristecieron,,,,,,consiervos,consiervos,,,"fellow-servant, colleague"
σύνδουλος,129,unigram,masculine,nominative,singular,consiervo,1.7759133073949367,consiervo,compañero,consiervo,Dame,Ten,consiervo,,,Dame,consiervo,Ten,paciente,,,compañero,,,,,Ten,consiervo,,,Ten,"fellow-servant, colleague"
ἀγρός,376,unigram,masculine,accusative,plural,campos,1589.362118811119,heredades,hermanas,campos,cerdos,campos,campos,tierras,,cerdos,heredades,campos,hermanas,heredades,campos,tierras,campos,campos,heredades,tierras,campos,campos,campos,campos,campos,field
ἀγρός,46,unigram,masculine,accusative,singular,campo,3803640.8019227996,campo,campo,campo,comprar,campo,campo,campo,,comprar,campo,campo,campo,campo,campo,campo,campo,campo,campo,campo,campo,campo,campo,campo,campo,field
δάκτυλος,267,unigram,masculine,accusative,plural,dedos,1.3168098566981707,,,,,,,,,,,,,dedos,,,dedos,,,,,,,dedos,,finger
δάκτυλος,202,unigram,masculine,accusative,singular,dedo,5.527517757544661,dedo,herida,dedo,costado,dedo,dedo,herida,,costado,dedo,dedo,dedo,dedo,dedo,dedo,dedo,dedo,dedo,herida,dedo,dedo,dedo,dedo,dedo,finger
ἰχθύς,174,unigram,masculine,accusative,plural,pescados,9.963669168358312,panes,pescados,peces,pescados,pescados,pescados,peces,,pescados,panes,pescados,peces,peces,pescados,pescados,pescados,peces,panes,peces,pescados,peces,peces,pescados,pescados,fish
ἰχθύς,217,unigram,masculine,accusative,singular,serpiente,2.1084659599975817,,,serpiente,serpiente,culebra,serpiente,serpiente,,pescado,,¿verdad,,,serpiente,pescado,serpiente,serpiente,,serpiente,culebra,serpiente,serpiente,serpiente,culebra,fish
δίκτυον,122,unigram,neuter,accusative,plural,redes,1470416579462.3284,redes,redes,redes,redes,redes,redes,redes,,redes,redes,redes,redes,redes,redes,redes,redes,redes,redes,redes,redes,redes,redes,redes,redes,fishing net
δίκτυον,227,unigram,neuter,accusative,singular,red,51.676798906226296,red,red,red,red,red,red,red,,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,fishing net
δίκτυον,197,unigram,neuter,nominative,plural,romperse,1.2014275627384847,,,,romperse,,atraparon,,,romperse,,,,,,,,,,,,,,,,fishing net
δίκτυον,278,unigram,neuter,nominative,singular,rompió,1.6204926578098025,,,,,,rompió,,,,,,,,rompió,,,rompió,rompió,,,rompió,,,,fishing net
τροφή,280,unigram,feminine,accusative,plural,comprar,1.3751982096212874,,ido,comprar,,,ido,comprar,,,,,ido,ydos,comprar,—Dame,,,comprar,comprar,—Dame,comprar,comprar,,,food
τροφή,371,unigram,feminine,accusative,singular,alimento,2.4532994093900213,alimento,,alimento,,atento,encargado,,,,alimento,,provea,alimento,alimentos,encarga,,alimento,alimento,,atento,prudente,prudente,prudente,atento,food
πούς,270,unigram,masculine,accusative,plural,pies,3.7980446245202854e+20,pies,pies,pies,pies,pies,pies,pies,,pies,pies,pies,pies,pies,pies,pies,pies,pies,pies,pies,pies,pies,pies,pies,pies,foot
πούς,126,unigram,masculine,accusative,singular,tropieces,1.9851812256424592,pie,,,,tropieces,,,,,pie,,,pie,,,tropieces,,pie,,tropieces,,,tropieces,tropieces,foot
καρπός,208,unigram,masculine,accusative,plural,frutos,57012.46518833314,frutos,frutos,frutos,cosecha,cosecha,frutos,fruto,,frutos,frutos,frutos,fruto,frutos,frutos,cosecha,cosecha,frutos,frutos,fruto,cosecha,frutos,frutos,cosecha,cosecha,"fruit, crop, harvest"
καρπός,265,unigram,masculine,accusative,singular,fruto,133870958462.60057,fruto,fruto,fruto,árbol,fruto,fruto,fruto,,árbol,fruto,fruto,fruto,fruto,fruto,fruto,fruto,fruto,fruto,fruto,fruto,fruto,fruto,fruto,fruto,"fruit, crop, harvest"
πλήρωμα,306,unigram,neuter,accusative,plural,llenas,1.9136064326448678,pedazos,canastas,llenas,canastas,canastas,sobró,,,canastas,pedazos,,recogieron,pedaços,llenas,canastas,llenas,llenas,llenas,,canastas,llenas,llenas,llenas,canastas,fullness
πλήρωμα,370,unigram,neuter,accusative,singular,remienda,1.122614852308986,,,,,,,remienda,,,,rotura,viejas,,,,,,,remienda,,,,,,fullness
γενεά,308,unigram,feminine,accusative,plural,,,,,,amara,,,,,amara,temen,honran,,,,,,,temen,,,,,,,generation
γενεά,266,unigram,feminine,accusative,singular,generación,21978.43413181741,generación,generación,generación,,,generación,,,,generación,Es,generación,generacion,generación,generación,generación,generación,generación,,,generación,generación,,,generation
γενεά,357,unigram,feminine,nominative,plural,generaciones,1942.333773511313,generaciones,generaciones,generaciones,Desde,desde,generaciones,,,Desde,generaciones,generaciones,generaciones,desde,generaciones,,generaciones,generaciones,generaciones,,desde,generaciones,generaciones,,desde,generation
γενεά,169,unigram,feminine,nominative,singular,generación,324782.3542029636,generación,generación,generación,piden,gente,generación,¡Gente,,piden,generación,generación,generación,generacion,generación,generación,generación,generación,generación,milagrosa,gente,generación,generación,gente,gente,generation
δῶρον,349,unigram,neuter,accusative,plural,ofrendas,155.52798433437925,ofrendas,dieron,ofrendas,,cofres,,,,,ofrendas,ofrendas,,,ofrendas,,ofrendas,ofrendas,ofrendas,,cofres,,,ofrendas,cofres,gift
δῶρον,185,unigram,neuter,accusative,singular,ofrenda,1335.698880205328,presente,ofrenda,ofrenda,ofrenda,ofrenda,ofrenda,ofrenda,,ofrenda,presente,ofrenda,ofrenda,Presente,ofrenda,ofrenda,ofrenda,ofrenda,presente,ofrenda,ofrenda,ofrenda,ofrenda,ofrenda,ofrenda,gift
ἡγεμών,194,unigram,masculine,accusative,plural,gobernadores,3.968851153009131,llevados,sometidos,gobernadores,gobernadores,,comparecer,gobernadores,,gobernadores,llevados,gobernadores,gobernantes,reyes,llevados,gobernadores,gobernadores,gobernadores,llevados,gobernadores,,gobernadores,gobernadores,gobernadores,,"governor, ruler"
ἡγεμών,14,unigram,masculine,accusative,singular,extrañado,2.1422876815199117,,sorpresa,gobernador,asombrado,extrañado,,extrañado,,asombrado,,asombro,sorprendió,marauillaua,,acusación,gobernador,gobernador,,extrañado,extrañado,asombrado,asombrado,acusación,extrañado,"governor, ruler"
σταφυλή,211,unigram,feminine,accusative,plural,cardos,1.4431959767309506,,,,hieren,cardos,,,,hieren,,,,,,,,,,,cardos,,,cardos,cardos,grapes
σταφυλή,385,unigram,feminine,accusative,singular,zarzas,1.8814767858081232,,,,planta,zarzas,,,,planta,,zarzas,,,,,,,,,zarzas,,,zarzas,zarzas,grapes
ἀσπασμός,362,unigram,masculine,accusative,plural,salutaciones,1.7804771538434965,salutaciones,,salutaciones,respeto,respeto,plazas,saludados,,respeto,salutaciones,,plazas,salutaciones,salutaciones,respeto,plazas,salutaciones,salutaciones,saludados,respeto,,,plazas,respeto,greeting
ἀσπασμός,195,unigram,masculine,accusative,singular,saludo,1.4783061826178283,,,,,saludo,,saludo,,,,saltó,saltó,,,,saltó,,,saludo,saludo,,,saltó,saludo,greeting
ὁδηγός,5,unigram,masculine,nominative,plural,guían,1.2013416367619456,,,,,,,guían,,,,logran,,,,,,,,guían,,,,,,guide
ὁδηγός,4,unigram,masculine,nominative,singular,ciegos,379.9496830231605,ciegos,¡Guías,ciegos,,guías,ciegos,ciegos,,,ciegos,,ciegos,ciegas,ciegos,ciegos,ciegos,ciegos,ciegos,ciegos,guías,ciegos,ciegos,ciegos,guías,guide
θρίξ,43,unigram,feminine,accusative,singular,negro,1.20141680414292,,,,,,,negro,,,,,,,,,,,,negro,,,,,,hair
θρίξ,104,unigram,feminine,nominative,plural,,,,cabello,,cabellos,,,cabello,,cabellos,,,,,,,,,,,,,,,,hair
θρίξ,247,unigram,feminine,nominative,singular,cabello,11.068641521213532,pelo,,,¡Pero,cabello,,cabello,,¡Pero,pelo,cabellos,cabello,pelo,,cabello,cabello,,pelo,cabello,cabello,,,cabello,cabello,hair
χείρ,353,unigram,feminine,accusative,plural,manos,1070824271176212.4,manos,manos,manos,manos,manos,manos,manos,,manos,manos,manos,manos,manos,manos,manos,manos,manos,manos,manos,manos,manos,manos,manos,manos,hand
χείρ,252,unigram,feminine,accusative,singular,mano,5624121661739.942,mano,mano,mano,mano,mano,mano,mano,,mano,mano,mano,mano,mano,mano,mano,mano,mano,mano,mano,mano,mano,mano,mano,mano,hand
κεφαλή,160,unigram,feminine,accusative,plural,,,cabezas,,cabeza,,meneando,,pasaban,,,cabezas,cabeza,insultos,cabeças,,,cabeza,meneando,cabezas,pasaban,meneando,,,cabeza,meneando,head
κεφαλή,235,unigram,feminine,accusative,singular,cabeza,26075123538642.52,cabeza,cabeza,cabeza,cabeza,cabeza,cabeza,cabeza,,cabeza,cabeza,cabeza,cabeza,cabeça,cabeza,cabeza,cabeza,cabeza,cabeza,cabeza,cabeza,cabeza,cabeza,cabeza,cabeza,head
στάχυς,236,unigram,masculine,accusative,plural,espigas,4.251879690697174,espigas,,espigas,,caminaba,espigas,,,,espigas,espigas,espigas,espigas,espigas,,,espigas,espigas,,caminaba,,,,caminaba,head of grain
στάχυς,83,unigram,masculine,accusative,singular,espiga,2.1340112094983623,,,espiga,,,espiga,espiga,,,,,,,,,tallo,espiga,,espiga,,,,,,head of grain
καρδία,38,unigram,feminine,accusative,plural,corazones,132.91030432974978,corazones,corazón,corazones,,delante,,bien,,,corazones,delante,corazones,coraçones,delante,,delante,corazones,corazones,bien,delante,corazones,corazones,delante,delante,heart
καρδία,326,unigram,feminine,accusative,singular,corazón,4034592.2718351753,corazón,corazón,corazón,mente,cerrado,corazón,corazón,,mente,corazón,corazón,mentes,coraçon,corazón,entender,corazón,corazón,corazón,corazón,cerrado,corazón,corazón,corazón,cerrado,heart
καρδία,219,unigram,feminine,nominative,singular,corazón,3242834209.3366385,corazón,corazón,corazón,piensa,corazón,corazón,corazón,,piensa,corazón,corazón,mentes,coraçon,corazón,corazón,corazón,corazón,corazón,corazón,corazón,corazón,corazón,corazón,corazón,heart
οὐρανός,8,unigram,masculine,accusative,plural,abría,1.202848464565591,,,,,,,,,abría,,,,,abrían,,,,,,,,,abría,,"heaven, sky"
οὐρανός,302,unigram,masculine,accusative,singular,cielo,1.2492993936451224e+16,cielo,cielo,cielo,cielo,cielo,cielo,cielo,,cielo,cielo,cielo,cielo,cielo,cielo,cielo,cielo,cielo,cielo,cielo,cielo,cielo,cielo,cielo,cielo,"heaven, sky"
οὐρανός,389,unigram,masculine,nominative,plural,paloma,2.328813665178225,paloma,,paloma,,,,,,abría,paloma,paloma,posándose,paloma,paloma,,posarse,,paloma,,,,,posarse,,"heaven, sky"
οὐρανός,225,unigram,masculine,nominative,singular,cielo,22821971.74321206,cielo,cielo,cielo,cielo,cielo,cielo,cielo,,cielo,cielo,cielo,cielo,cielo,cielo,cielo,cielo,cielo,cielo,cielo,cielo,cielo,cielo,cielo,cielo,"heaven, sky"
ὥρα,333,unigram,feminine,nominative,plural,horas,2.08083427835756,,,horas,,,,tropezará,,,,,horas,,,,,horas,,tropezará,,horas,,,,hour
ὥρα,28,unigram,feminine,nominative,singular,hora,143766840.75006065,hora,llegado,hora,momento,hora,hora,hora,,momento,hora,hora,llegado,hora,hora,momento,hora,hora,hora,hora,hora,hora,hora,hora,hora,hour
οἰκία,176,unigram,feminine,accusative,plural,casas,351.7894473504664,casas,,casas,casas,recibirán,tierras,recibirán,,casas,casas,,recibirán,casas,casas,,,casas,casas,recibirán,recibirán,casas,casas,,recibirán,house
οἰκία,367,unigram,feminine,accusative,singular,casa,2.863321113612875e+18,casa,casa,casa,casa,casa,casa,casa,,casa,casa,casa,casa,caſa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,house
οἶκος,321,unigram,masculine,accusative,plural,reciban,1.8216006336047785,reciban,,quite,despidan,quede,,falte,,despidan,reciban,quiten,,reciban,destituido,quiten,,quite,reciban,falte,quede,destituya,destituya,,quede,"house, home"
οἶκος,24,unigram,masculine,accusative,singular,casa,3.5756099937640506e+17,casa,casa,casa,casa,casa,casa,casa,,casa,casa,casa,casa,caſa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,"house, home"
κριτής,348,unigram,masculine,nominative,plural,jueces,1.741815708743931,,,jueces,responden,expulsarlos,,¡Ellos,,responden,,,¡Ellos,juezes,jueces,¿con,,jueces,,¡Ellos,expulsarlos,jueces,jueces,,expulsarlos,judge
κριτής,187,unigram,masculine,nominative,singular,juez,9921589.054159634,juez,juez,juez,juez,juez,juez,juez,,juez,juez,juez,juez,juez,juez,juez,juez,juez,juez,juez,juez,juez,juez,juez,juez,judge
κλείς,180,unigram,feminine,accusative,singular,conozcan,1.4701991486903805,,,,conozcan,,,,,conozcan,,,,,,,,,,,,,,,,key
βασιλεύς,120,unigram,masculine,accusative,plural,gobernadores,1.7080912922872276,,reyes,gobernadores,gobernadores,,reyes,,,gobernadores,,gobernadores,reyes,reyes,reyes,,,gobernadores,,,,gobernadores,gobernadores,,,king
βασιλεύς,66,unigram,masculine,accusative,singular,rey,369528.85814629047,rey,rey,rey,rey,Rey,rey,rey,,rey,rey,rey,rey,Rey,rey,rey,rey,Rey,Rey,rey,Rey,Rey,Rey,rey,Rey,king
βασιλεία,89,unigram,feminine,accusative,plural,reinos,6.606873153313224,reinos,reinos,reinos,poderosos,mostrándole,reinos,mostrándole,,poderosos,reinos,mostró,reinos,reynos,reinos,reinos,reinos,reinos,reinos,mostrándole,mostrándole,reinos,reinos,reinos,mostrándole,kingdom
βασιλεία,182,unigram,feminine,accusative,singular,reino,6269686379811.084,reino,reino,reino,reino,reino,reino,reino,,reino,reino,reino,reino,Reyno,reino,reino,reino,reino,Reino,reino,reino,reino,reino,reino,reino,kingdom
κόπος,228,unigram,masculine,accusative,plural,molestan,4.985734423820201,obra,critican,molestáis,Ella,molestan,molestan,molestan,,Ella,obra,hecho,algo,obra,conmigo,molestan,,molestáis,obra,molestan,molestan,molestáis,molestan,,molestan,"labour, work, trouble, difficulty"
λύχνος,263,unigram,masculine,nominative,singular,lámpara,38042.59841094345,antorcha,lámpara,luz,lámpara,lámpara,luz,lámpara,,lámpara,antorcha,lámpara,lámpara,candil,lámpara,lámpara,lámpara,luz,lámpara,lámpara,lámpara,lámpara,lámpara,lámpara,lámpara,lamp
κλῆρος,110,unigram,masculine,accusative,plural,,,,,,,,,,,¡Ellos,,,,perdonalos,,,,,,,,,,,,"lots (casting of lots), inheritance"
κλῆρος,1,unigram,masculine,accusative,singular,suertes,41.24357772186654,suertes,dados,suertes,,suertes,vestidos,suertes,,quedaría,suertes,suertes,lanzaron,fuertes,suertes,rifaron,suertes,suertes,suertes,suertes,suertes,suertes,suertes,suertes,suertes,"lots (casting of lots), inheritance"
ἄνθρωπος,337,unigram,masculine,accusative,plural,hombres,7264882.219620804,hombres,puedo,hombres,hierba,hombres,hombres,hombres,,hierba,hombres,parecen,encima,hombres,hombres,gente,eran,hombres,hombres,hombres,hombres,hombres,hombres,eran,hombres,man
ἄνθρωπος,292,unigram,masculine,accusative,singular,hombre,112288051765.90536,hombre,hombre,hombre,hombre,hombre,hombre,hombre,,hombre,hombre,hombre,hombre,hombre,hombre,impuro,hombre,hombre,hombre,hombre,hombre,hombre,hombre,hombre,hombre,man
ἄνθρωπος,134,unigram,masculine,nominative,plural,hombres,2383162.170626136,hombres,,hombres,Cesarea,Cesarea,hombres,,,Cesarea,hombres,,gente,hombres,hombres,gente,,hombres,hombres,—¿Quién,Cesarea,hombres,hombres,,Cesarea,man
ἄνθρωπος,201,unigram,masculine,nominative,singular,hombre,321030181348338.9,hombre,hombre,hombre,hombre,hombre,hombre,hombre,,hombre,hombre,hombre,hombre,hombre,hombre,hombre,hombre,hombre,hombre,hombre,hombre,hombre,hombre,hombre,hombre,man
ἀνήρ,281,unigram,masculine,accusative,plural,varones,1.2242663768279867,varones,,,,,,,,,varones,,esposos,,,,,,,,,,,,,"man, husband"
ἀνήρ,285,unigram,masculine,accusative,singular,marido,6522508.952995365,marido,esposo,marido,esposo,marido,marido,marido,,esposo,marido,esposo,esposo,marido,marido,esposo,esposo,marido,marido,marido,marido,marido,marido,esposo,marido,"man, husband"
ἀνήρ,167,unigram,masculine,nominative,plural,hombres,23152.413196446567,hombres,hombres,hombres,mil,hombres,hombres,hombres,,mil,hombres,hombres,hombres,varones,hombres,hombres,hombres,hombres,varones,hombres,hombres,hombres,hombres,hombres,hombres,"man, husband"
ἀνήρ,271,unigram,masculine,nominative,singular,hombre,165.98287885853406,varón,hombre,varón,hombre,rogó,hombre,hombre,,hombre,varón,hombre,hombre,varon,hombre,hombre,hombre,hombre,varón,hombre,hombre,hombre,hombre,un,rogó,"man, husband"
μνᾶ,340,unigram,feminine,accusative,plural,diez,5.706923369402429,minas,kilos,minas,diez,diez,dinero,diez,,diez,minas,diez,diez,minas,dinero,diez,diez,minas,minas,diez,diez,minas,diez,diez,diez,mina (about 100 days' wages)
μνᾶ,15,unigram,feminine,accusative,singular,dénselo,1.837134181644374,,Quiten,,,dénselo,,dénselo,,,,ganó,dénselo,,,Quítenle,dénselo,,,,dénselo,,,dénselo,dénselo,mina (about 100 days' wages)
πρωτοκαθεδρία,118,unigram,feminine,accusative,plural,banquetes,1.7500142895121487,cenas,asientos,,sinagoga,,primeras,,,sinagoga,cenas,banquetes,,,,honor,banquetes,,cenas,,,banquetes,banquetes,asientos,,"most important seat, seat of honour"
πρωτοκαθεδρία,40,unigram,feminine,accusative,singular,asientos,1.478219835840291,,asientos,primeras,,,saludos,,,,,asientos,,,asientos,respeto,saludos,primeras,,,,primeros,primeros,asientos,,"most important seat, seat of honour"
μήτηρ,108,unigram,feminine,accusative,plural,,,,,,terrenos,,,madres,,terrenos,,,,,,,,,,madres,,,,,,mother
μήτηρ,317,unigram,feminine,accusative,singular,madre,11792108.976733427,madre,madre,madre,madre,madre,madre,madre,,madre,madre,madre,madre,madre,madre,mamá,madre,madre,madre,madre,madre,madre,madre,madre,madre,mother
ὄρος,246,unigram,neuter,accusative,plural,montañas,6.495506529337281,montes,colinas,montes,montañas,montañas,montes,montañas,,montañas,montes,montañas,montañas,montes,montes,montañas,montañas,montes,montes,montañas,montañas,montes,montes,montañas,montañas,mountain
ὄρος,300,unigram,neuter,accusative,singular,monte,146054.6008691562,monte,monte,monte,,cerro,monte,monte,,cerro,monte,monte,montaña,monte,monte,monte,montaña,monte,monte,monte,cerro,monte,monte,montaña,cerro,mountain
μύρον,30,unigram,neuter,accusative,singular,derramó,1.3168805604559872,,,,derramó,,,,,derramó,,,,,,derramó,prepararme,,,,,,,prepararme,,myrrh
ὄνομα,98,unigram,neuter,accusative,plural,Boanerges,2.088726627692713,,apodó,,Boanerges,,Boanerges,Boanerges,,Boanerges,,,Boanerges,,,Boanerges,,,,Boanerges,,Boanerges,,,,name
ὄνομα,39,unigram,neuter,accusative,singular,nombre,41906518809.34942,nombre,nombre,nombre,odiará,nombre,nombre,nombre,,nombre,nombre,nombre,,nombre,nombre,nombre,nombre,nombre,nombre,nombre,nombre,nombre,nombre,nombre,nombre,name
ὄνομα,116,unigram,neuter,nominative,plural,nombres,1591099.5128325126,nombres,nombres,nombres,nombres,nombres,nombres,nombres,,nombres,nombres,,nombres,,nombres,nombres,nombres,nombres,nombres,nombres,nombres,nombres,nombres,nombres,nombres,name
ὄνομα,286,unigram,neuter,nominative,singular,nombre,1068.3518293560694,nombre,llamado,nombre,llamado,llamado,nombre,llamado,,llamado,nombre,llamado,llamado,nombre,nombre,llamado,nombre,nombre,nombre,llamado,llamado,nombre,nombre,nombre,llamado,name
ἔθνος,261,unigram,neuter,accusative,plural,naciones,5125.062797593159,naciones,naciones,naciones,países,naciones,naciones,naciones,,países,naciones,naciones,naciones,todas,naciones,naciones,naciones,naciones,naciones,naciones,naciones,naciones,naciones,naciones,naciones,nation
ἔθνος,220,unigram,neuter,accusative,singular,nación,62825.69252121516,nación,nación,nación,pelearán,nación,nación,reinos,,pelearán,nación,nación,pelearán,nacion,nación,nación,nación,nación,nación,reinos,nación,nación,nación,nación,nación,nation
ἔθνος,343,unigram,neuter,nominative,plural,naciones,3.775937149086514,,,,preocupan,naciones,naciones,Esas,,preocupan,,naciones,Todas,,naciones,naciones,naciones,gentiles,gentiles,Esas,naciones,,,naciones,naciones,nation
ἔθνος,29,unigram,neuter,nominative,singular,nación,860.9839268112369,,nación,nación,pelearán,nación,nación,reinos,,pelearán,,pelearán,pelearán,gente,nación,nación,nación,nación,nación,reinos,nación,nación,nación,nación,nación,nation
νύξ,214,unigram,feminine,accusative,plural,noches,3797149.704498786,noches,noches,noches,noches,noches,noches,noches,,noches,noches,noches,noches,noches,noches,noches,noches,noches,noches,noches,noches,noches,noches,noches,noches,night
νύξ,279,unigram,feminine,accusative,singular,noche,19870.20229770588,noche,noche,noche,noche,noche,noche,noche,,noche,noche,noche,,noche,noche,noche,noche,noche,noche,noche,noche,noche,noche,noche,noche,night
ὅρκος,67,unigram,masculine,accusative,plural,juramento,29.71727482504342,,arrepintió,juramento,pedía,juramento,,juramento,,pedía,,invitados,juramentos,,juramento,cumplir,juramentos,juramento,juramento,juramento,juramento,juramentos,juramentos,juramento,juramento,oath
ὅρκος,299,unigram,masculine,accusative,singular,juramento,5.552446010364319,,juramentoa,juramento,prometió,,Prometió,juramentoque,,prometió,,juró,promesa,,,,juró,juramento,juramento,juramentoque,,juramento,juramento,,,oath
βοῦς,172,unigram,masculine,accusative,plural,bueyes,5.333430093861297,bueyes,,bueyes,bueyes,novillos,bueyes,bueyes,,bueyes,bueyes,bueyes,ganado,bueyes,vacunos,terneros,bueyes,bueyes,bueyes,bueyes,novillos,bueyes,bueyes,bueyes,novillos,ox
βοῦς,312,unigram,masculine,accusative,singular,buey,1.2238483679433558,,,,buey,,,,,buey,,,,,,,,,,,,,,,,ox
παραβολή,295,unigram,feminine,accusative,plural,parábolas,17745.402967366495,parábolas,,parábolas,ejemplos,,,parábolas,,ejemplos,parábolas,parábola,ilustraciones,parabolas,parábolas,historias,parábolas,parábolas,parábolas,parábolas,,parábolas,parábolas,parábolas,,parable
παραβολή,253,unigram,feminine,accusative,singular,parábola,193730455.02513912,parábola,historia,parábola,ejemplo,parábola,parábola,parábola,,ejemplo,parábola,parábola,relato,parabola,parábola,historia,parábola,parábola,parábola,parábola,parábola,parábola,parábola,parábola,parábola,parable
μέρος,388,unigram,neuter,accusative,plural,región,28375.805186631318,partes,región,región,región,región,región,dirigió,,región,partes,región,región,partes,regiones,región,región,región,partes,dirigió,región,región,región,región,región,part
μέρος,59,unigram,neuter,accusative,singular,parte,1266.3047489758376,parte,cortará,parte,castiga,,parte,,,castiga,parte,parte,,parte,parte,,,parte,parte,,,parte,parte,,,part
μαργαρίτης,255,unigram,masculine,accusative,plural,perlas,1110434.52897087,perlas,perlas,perlas,,perlas,perlas,perlas,,,perlas,perlas,perlas,perlas,perlas,perlas,perlas,perlas,perlas,perlas,perlas,perlas,perlas,perlas,perlas,pearls
μαργαρίτης,42,unigram,masculine,accusative,singular,perla,1.7338023531876605,,perla,,,perla,,compra,,,,,,,,,compró,,,compra,perla,perla,perla,compró,perla,pearls
