lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2160_translation,version_2161_translation,version_2162_translation,version_2163_translation,version_2164_translation,version_2165_translation,version_2166_translation,version_2167_translation,version_2168_translation,version_2169_translation,version_2170_translation,english_translation
ἔθνος,236,unigram,neuter,accusative,plural,народам,22.728866404937502,народам,,народам,народам,народам,народам,народам,,,народы,во,nation
ἔθνος,199,unigram,neuter,accusative,singular,народ,9.584101152950327,народ,язык,народ,народ,народ,народ,поднимется,восстанет,,народ,народ,nation
ἔθνος,306,unigram,neuter,nominative,plural,нуждаетесь,1.304058539001832,нуждаетесь,языцы,язычников,нуждаетесь,нуждаетесь,нуждаетесь,,,,,,nation
ἔθνος,26,unigram,neuter,nominative,singular,народ,1.7428495240493644,народ,язык,народ,народ,народ,народ,поднимется,народ,,Восстанет,восстанет,nation
νύξ,194,unigram,feminine,accusative,plural,ночи,6.722718023262428,,дни,ночи,,,,,ночи,,,ночи,night
νύξ,250,unigram,feminine,accusative,singular,до,1.0344626358621127,,,до,,,,,,,,,night
ὅρκος,61,unigram,masculine,accusative,plural,клятвы,5.194429350382588,,клятвы,,,,поклялся,клятву,клятвы,,,клятвы,oath
βοῦς,158,unigram,masculine,accusative,plural,быков,1.4977723917994243,быков,волы,Храма,быков,быков,быков,скот,волов,,менял,менял,ox
παραβολή,264,unigram,feminine,accusative,plural,притчи,10399.83593519793,притчи,притчи,притчи,притчи,притчи,притчи,притчи,притчи,,притчи,притчи,parable
παραβολή,228,unigram,feminine,accusative,singular,притчу,4351.7070853308705,притчу,притчу,притчу,притчу,притчу,притчу,притчу,притчу,,притчу,притчу,parable
μέρος,347,unigram,neuter,accusative,plural,окрестности,10.802311333442649,окрестности,страны,земли,окрестности,окрестности,окрестности,окрестности,страны,,земли,пределы,part
μέρος,53,unigram,neuter,accusative,singular,части,1.744228737730182,,часть,между,,,,части,части,,,части,part
μαργαρίτης,230,unigram,masculine,accusative,plural,жемчуг,1.999949106296321,,,,,,,жемчуг,,,,,pearls
τόπος,276,unigram,masculine,accusative,plural,землетрясения,1.755569047127963,землетрясения,,землетрясения,землетрясения,землетрясения,землетрясения,землетрясения,,,землетрясения,,place
τόπος,299,unigram,masculine,accusative,singular,место,3212260.6235745805,место,место,место,место,место,место,место,место,,место,место,place
πρωτοκλισία,280,unigram,feminine,accusative,plural,,,,вечерях,почетные,,,,почётные,пиршествах,,пиру,первые,place of honor
πρωτοκλισία,37,unigram,feminine,accusative,singular,,,,,места,,,,,,,,первое,place of honor
ὄφις,106,unigram,masculine,accusative,singular,змею,4.4991836028380465,,змию,змею,,,,змею,змею,,змею,змею,poison
σκεῦος,142,unigram,neuter,accusative,plural,сильного,1.3409023200315155,,,,,,,сильного,,,,,"possession, object, thing, jar, vessel"
σκεῦος,260,unigram,neuter,accusative,singular,проносить,1.2728942063495612,,,,,,,,,,проносить,проносить,"possession, object, thing, jar, vessel"
σκεῦος,133,unigram,neuter,nominative,plural,вещи,1.8009450611288724,вещи,сосуди,вещи,вещи,вещи,вещи,вещи,вещи,,вещи,вещи,"possession, object, thing, jar, vessel"
δύναμις,108,unigram,feminine,accusative,plural,чудес,13.998206164217807,чудес,,чудес,чудес,чудес,чудес,,,,чудес,чудес,"power, ability, miracle"
δύναμις,47,unigram,feminine,accusative,singular,силу,6.56499399403567,силу,силу,сила,силу,силу,силу,силы,силу,,,,"power, ability, miracle"
δύναμις,84,unigram,feminine,nominative,plural,чудеса,11.808265744078312,чудеса,силы,чудеса,чудеса,чудеса,чудеса,чудеса,силы,,чудеса,силы,"power, ability, miracle"
δύναμις,118,unigram,feminine,nominative,singular,сила,11245.15342009216,сила,сила,сила,сила,сила,сила,сила,сила,,сила,сила,"power, ability, miracle"
ἱερεύς,19,unigram,masculine,nominative,plural,,,,неповинни,,,,,виновными,,,,,priest
ἱερεύς,247,unigram,masculine,nominative,singular,священник,41.1844259753645,священнослужитель,некий,священник,священнослужитель,священнослужитель,священник,священник,священник,,священник,священник,priest
φυλακή,24,unigram,feminine,accusative,singular,темницу,362.9169420079785,темницу,темницу,тюрьму,темницу,темницу,темницу,тюрьму,темницу,,тюрьму,тюрьму,prison
προφήτης,64,unigram,masculine,accusative,plural,пророков,123295.82884886241,пророков,пророки,пророков,пророков,пророков,пророков,пророков,пророков,,пророков,пророков,prophet
προφήτης,204,unigram,masculine,accusative,singular,пророком,3.4242148389464964,пророком,пророка,пророком,пророком,пророком,пророком,пророком,пророка,,,пророка,prophet
προφήτης,229,unigram,masculine,nominative,plural,пророки,70.14932603162468,Пророков,пророцы,пророки,Пророков,Пророков,пророки,пророки,пророки,,пророки,,prophet
προφήτης,269,unigram,masculine,nominative,singular,пророк,7399.892493961468,пророк,пророк,пророк,пророк,пророк,пророк,пророк,пророк,,пророк,пророк,prophet
βαλλάντιον,18,unigram,neuter,accusative,singular,суму,1.4748053712157567,,,,,,,суму,,,,,purse
ποταμός,129,unigram,masculine,nominative,plural,реки,39.18684175818251,реки,реки,реки,реки,реки,реки,рухнул,реки,,реки,реки,river
ποταμός,174,unigram,masculine,nominative,singular,река,1.3861639643341654,,река,,,,,,напёрла,,река,,river
λῃστής,43,unigram,masculine,accusative,plural,разбойников,31.99591333504377,разбойников,,,разбойников,разбойников,разбойников,,,,,разбойников,robber
λῃστής,346,unigram,masculine,accusative,singular,разбойник,1.4769670976913345,разбойник,разбойника,разбойника,разбойник,разбойник,разбойник,мечами,,,разбойник,разбойника,robber
λῃστής,326,unigram,masculine,nominative,plural,разбойники,49.3834651921554,разбойники,разбойника,разбойники,разбойники,разбойники,Ним,,разбойники,,,разбойники,robber
λῃστής,163,unigram,masculine,nominative,singular,разбойник,7.999386984598604,,разбойник,,,,,,разбойник,,,разбойник,robber
ἄρχων,209,unigram,masculine,accusative,plural,созвав,1.9473544674236836,созвав,,,созвав,созвав,созвав,предводителей,созвав,,членов,созвав,ruler
ἄρχων,68,unigram,masculine,nominative,plural,начальники,8.299923676171272,Масех,князи,начальники,Масих,,Христос,правители,начальники,,Помазанник,начальники,ruler
ἄρχων,320,unigram,masculine,nominative,singular,князь,18.722783359988345,,князь,князь,,,князь,князь,князь,,Властитель,начальник,ruler
ἀκοή,8,unigram,feminine,accusative,plural,тревожьтесь,1.0647463382385278,,,,,,,тревожьтесь,,,,,rumor
ἀκοή,79,unigram,feminine,accusative,singular,правитель,3.381338787193087,правитель,слух,правителя,правитель,правитель,четвертовластник,царствовавший,молву,,,,rumor
ἀκοή,168,unigram,feminine,nominative,plural,,,,,,,,,,отверзся,,,разрешились,rumor
ἀκοή,336,unigram,feminine,nominative,singular,,,Слух,слух,всей,Слух,Слух,Слух,всей,всей,,всей,слух,rumor
βιβλίον,55,unigram,neuter,accusative,singular,свиток,1.3927676171595218,свиток,книгу,,свиток,свиток,свиток,книгу,,,свиток,,"scroll, book"
διάκονος,93,unigram,masculine,nominative,singular,слугой,7.746868530231436,слугой,слуга,слугой,слугой,слугой,слугой,слугой,слугою,,пусть,будет,"servant, minister, deacon"
δοῦλος,216,unigram,masculine,accusative,plural,слуг,179.61206481211607,рабов,рабы,слуг,рабов,рабов,слуг,слуг,рабов,,слуг,слуг,"servant, slave"
δοῦλος,28,unigram,masculine,accusative,singular,раба,1314.0783207709717,раба,раба,слугу,раба,раба,слугу,слугу,раба,,слугу,раба,"servant, slave"
δοῦλος,104,unigram,masculine,nominative,plural,рабы,54.56063885085902,рабы,раби,слуги,рабы,рабы,слуги,слуги,рабы,,Слуги,рабы,"servant, slave"
δοῦλος,210,unigram,masculine,nominative,singular,раб,364.42137673581465,раб,раб,слуга,раб,раб,слуга,слуга,раб,,слуга,раб,"servant, slave"
πρόβατον,330,unigram,neuter,accusative,plural,овец,4158.487191371466,овец,овцы,овец,овец,овец,овец,овец,овец,,овец,овец,sheep
πρόβατον,149,unigram,neuter,accusative,singular,овцу,3.999794278418312,,,,,,,,овцу,,овцу,,sheep
ποιμήν,255,unigram,masculine,nominative,plural,пастухи,791.849737924965,пастухи,пастырие,пастухи,пастухи,пастухи,пастухи,пастухи,пастухи,,пастухи,пастухи,"shepherd, pastor"
ποιμήν,291,unigram,masculine,nominative,singular,пастух,33.47516939124688,пастух,пастырь,стадо,пастух,пастух,пастух,пастух,пастырь,,пастух,пастырь,"shepherd, pastor"
σημεῖον,145,unigram,neuter,accusative,plural,знамения,12.50191209137012,,знамения,,,,,знамения,чудеса,,знаков,знамения,sign
σημεῖον,132,unigram,neuter,accusative,singular,знамение,18.44774992474732,знамение,знамение,знамение,знамение,знамение,знамение,знамение,знамение,,знак,знамение,sign
σημεῖον,44,unigram,neuter,nominative,plural,знамения,129.17799343871312,знамения,знамения,знамения,знамения,знамения,знамения,знамения,знамения,,знамения,знамения,sign
σημεῖον,92,unigram,neuter,nominative,singular,знамение,5.444642975189746,,знамение,знамение,,,,знамение,знамение,,знак,знамение,sign
δραχμή,176,unigram,feminine,accusative,singular,,,найдёт,драхму,найдет,найдёт,найдёт,найдет,,драхму,,потеряла,драхму,"silver coin, drachma"
ἀργύριον,221,unigram,neuter,accusative,plural,деньги,2.71235136320362,деньги,сребреники,деньги,деньги,деньги,деньги,серебреников,сребренников,,деньги,сребреников,"silver, money"
ἀργύριον,339,unigram,neuter,accusative,singular,деньги,2.1128455099236123,деньги,,денег,деньги,деньги,деньги,деньги,серебро,,денег,денег,"silver, money"
ἁμαρτία,286,unigram,feminine,accusative,plural,грехи,985.2927233120989,грехи,грехи,грехи,грехи,грехи,грехи,грехи,грехи,,грехи,грехи,sin
ἁμαρτία,225,unigram,feminine,accusative,singular,грех,2.106816401430454,грех,греха,,грех,грех,грех,грехе,греха,,бы,греха,sin
ἁμαρτία,295,unigram,feminine,nominative,plural,грехи,29.445952061246643,грехи,греси,грехи,грехи,грехи,грехи,грехи,прощаются,,грехи,грехи,sin
ἁμαρτία,292,unigram,feminine,nominative,singular,грех,132.66568552438758,грех,грех,грех,грех,грех,грех,грех,грех,,,,sin
ἀδελφή,318,unigram,feminine,accusative,plural,сестер,3.542477684025932,сестёр,отца,сестер,сестёр,сестёр,сестер,сестёр,сестер,,сестер,сестер,sister
ἀδελφή,139,unigram,feminine,accusative,singular,сестру,511.88211225301933,сестру,сестру,сестру,сестру,сестру,сестру,,сестру,,сестру,сестру,sister
ἀδελφή,20,unigram,feminine,nominative,plural,сестры,63.087435456276566,,сестры,сестры,,,сестры,сёстры,сестры,,сестры,сестры,sister
ἀδελφή,317,unigram,feminine,nominative,singular,сестра,306454.5728300978,сестра,сестра,сестра,сестра,сестра,сестра,сестра,сестра,,сестра,сестра,sister
ῥάπισμα,159,unigram,neuter,accusative,plural,,,,,,,,,,ланитам,,,здравствует,"slap, strike, hit"
ῥάπισμα,279,unigram,neuter,accusative,singular,щеке,1.0595352057902494,,,,,,,,щеке,,,,"slap, strike, hit"
πλοιάριον,144,unigram,neuter,nominative,singular,лодку,1.820518026914561,лодку,корабль,,лодку,лодку,лодку,,,,толпа,,small boat
ὀψάριον,188,unigram,neuter,accusative,plural,рыбки,1.443247492135089,рыбки,отрочищь,,рыбки,рыбки,рыбки,,,,Здесь,,small fish
ὀψάριον,263,unigram,neuter,accusative,singular,рыбу,3.8840978353373568,лепёшки,рыбу,рыбу,лепёшки,лепёшки,хлеб,хлеб,рыбу,,хлеб,рыбу,small fish
υἱός,49,unigram,masculine,accusative,plural,Завдая,3.524638036675664,Завдая,сына,,Завдая,Завдая,Зеведея,сыновей,,,с,,son
υἱός,131,unigram,masculine,accusative,singular,Сына,106.72527571544312,Человек,Сына,Сына,Человек,Человек,Сына,Сына,Сына,,Сына,Сына,son
υἱός,134,unigram,masculine,nominative,plural,будут,1.151756659374857,будут,сынове,сыновья,будут,будут,сыновья,детьми,сыны,,сынами,сыны,son
υἱός,218,unigram,masculine,nominative,singular,Сын,189.94840813668225,Человек,Сын,Сын,Человек,Человек,Сын,Сын,Сын,,Сын,Сын,son
ψυχή,231,unigram,feminine,accusative,plural,душы,1.0962149939516397,,душы,,,,,,,,,,"soul, life"
ψυχή,289,unigram,feminine,accusative,singular,жизнь,167.39883307812525,жизнь,душу,жизнь,жизнь,жизнь,жизнь,жизнь,душу,,жизнь,душу,"soul, life"
ἀστήρ,301,unigram,masculine,nominative,plural,звезды,1.8050671698878484,звёзды,звезды,звезды,звёзды,звёзды,звезды,,,,,звезды,star
λίθος,305,unigram,masculine,accusative,plural,камни,3.8721746029948116,камни,Взяша,камни,камни,камни,камни,,каменья,,камни,камни,stone
λίθος,38,unigram,masculine,accusative,singular,камень,63643.802907883095,камень,камень,камень,камень,камень,камень,камень,камень,,камень,камень,stone
λίθος,143,unigram,masculine,nominative,plural,камни,2229.942035741377,камни,камение,камни,камни,камни,камни,камни,камни,,камни,камни,stone
λίθος,42,unigram,masculine,nominative,singular,,,,камень,,,,,,,,разрушено,,stone
συναγωγή,253,unigram,feminine,accusative,plural,синагогах,34.63411342159863,,,синагогах,,,синагогах,синагогах,синагогах,,синагогах,синагогах,synagogue
συναγωγή,340,unigram,feminine,accusative,singular,синагогу,1758.5539544204657,молитвенный,сонмище,синагогу,молитвенный,молитвенный,синагогу,синагогу,синагогу,,синагогу,синагогу,synagogue
τράπεζα,201,unigram,feminine,accusative,plural,торжником,1.4675782345810175,,торжником,,,,,,,,,,table
τράπεζα,146,unigram,feminine,accusative,singular,пустил,1.4433248585759921,пустил,,,пустил,пустил,пустил,,,,,оборот,table
τάλαντον,73,unigram,neuter,accusative,plural,талантов,7.46076095910701,мешков,талант,талантов,мешков,мешков,талантов,талантов,талантов,,нажил,талантов,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,234,unigram,neuter,accusative,singular,талант,659.6205634788104,мешок,талант,талант,мешок,мешок,талант,талант,талант,,талант,талант,talent (weight and monetary unit: around 20 years' wages)
φόρος,296,unigram,masculine,accusative,singular,,,,дань,,,,,,подать,,,,tax
τελώνης,195,unigram,masculine,nominative,plural,налогов,13.273631550263131,налогов,мытари,налогов,налогов,налогов,налогов,сборщики,мытари,,податей,мытари,tax collector
τελώνης,76,unigram,masculine,nominative,singular,сборщик,1.1247462319490775,сборщик,мытарь,налогов,сборщик,сборщик,сборщик,налогов,мытарь,,,мытарь,tax collector
γραμματεύς,344,unigram,masculine,nominative,plural,книжники,37.02275099278058,Таврота,книжницы,книжники,Таурата,Таурата,Закона,законоучители,книжники,,Закона,книжники,"teacher, expert in the law, scholar, scribe"
γραμματεύς,219,unigram,masculine,nominative,singular,книжник,15.041685024503602,Таврота,книжник,книжник,Таурата,Таурата,Закона,законоучитель,книжник,,Закона,книжник,"teacher, expert in the law, scholar, scribe"
καθηγητής,331,unigram,masculine,nominative,plural,наставниками,2.5511894633685284,наставниками,,,наставниками,наставниками,наставниками,,наставниками,,наставниками,наставниками,"teacher, guide"
καθηγητής,233,unigram,masculine,nominative,singular,наставниками,2.5511894633685284,наставниками,,,наставниками,наставниками,наставниками,,наставниками,,наставниками,наставниками,"teacher, guide"
κλέπτης,86,unigram,masculine,nominative,plural,воры,25.57366273974166,воры,татие,,воры,воры,воры,воры,воры,,воры,воры,thief
κλέπτης,232,unigram,masculine,nominative,singular,вор,4768.927994712895,вор,тать,вор,вор,вор,вор,вор,вор,,вор,вор,thief
διαλογισμός,302,unigram,masculine,accusative,plural,,,чём,помышления,мысли,чём,чём,чем,мысли,помышления,,мысли,,"thought, argument"
διαλογισμός,152,unigram,masculine,accusative,singular,маленького,1.3660966161956334,маленького,помышление,заняты,маленького,маленького,маленького,,помышление,,думают,мысль,"thought, argument"
διαλογισμός,123,unigram,masculine,nominative,plural,мысли,2.9061070879577384,мысли,помышления,помыслы,мысли,мысли,мысли,,сердца,,помыслы,,"thought, argument"
διαλογισμός,294,unigram,masculine,nominative,singular,спор,1.2603405973192483,спор,,возник,спор,спор,спор,,,,произошел,,"thought, argument"
θρόνος,245,unigram,masculine,accusative,singular,престол,2.384650441100271,,престол,,,,престол,престол,престол,,,престол,throne
χρόνος,273,unigram,masculine,accusative,plural,долгое,2.113272226838455,долгое,Начат,,долгое,долгое,долгое,,долгое,,рассказывать,надолго,time
χρόνος,239,unigram,masculine,accusative,singular,мудрецов,1.8460109502979243,мудрецов,времени,волхвов,мудрецов,мудрецов,мудрецов,время,время,,звездочетов,время,time
καιρός,148,unigram,masculine,nominative,singular,время,274.1632271286208,время,время,время,время,время,время,настало,время,,Время,время,"time, right time"
τάφος,136,unigram,masculine,accusative,plural,украшаете,1.161328723715616,,,,,,украшаете,,,,,,"tomb, grave"
τάφος,181,unigram,masculine,accusative,singular,первого,12.884698854773868,первого,гроб,гробницу,первого,первого,первого,гробницу,первого,,гробницу,первого,"tomb, grave"
μνημεῖον,13,unigram,neuter,accusative,plural,,,,,гробницы,,,,пророкам,пророкам,,надгробия,гробницы,"tomb, grave"
μνημεῖον,17,unigram,neuter,accusative,singular,гробнице,77.88788585231956,могиле,гроб,гробнице,могиле,могиле,гробнице,гробнице,гробу,,гробнице,гробнице,"tomb, grave"
μνημεῖον,82,unigram,neuter,nominative,plural,,,,гроби,,,,,,гробы,,,,"tomb, grave"
μνημεῖον,267,unigram,neuter,nominative,singular,гробница,15.99834939362681,,гроб,,,,гробница,гробница,гроб,,гробница,гробница,"tomb, grave"
ὀδούς,74,unigram,masculine,accusative,singular,зуб,1.9863922144239654,зуб,зуб,,зуб,зуб,зуб,,зуб,,,,tooth
θησαυρός,100,unigram,masculine,accusative,plural,богатства,1.7108677707237088,,,богатства,,,,,,,,,treasure
θησαυρός,226,unigram,masculine,accusative,singular,небесах,1.2785557059559436,небесах,сокровище,,небесах,небесах,небесах,бедным,сокровище,,богатство,сокровище,treasure
δένδρον,91,unigram,neuter,accusative,plural,деревья,255.94767073959304,деревья,,деревья,деревья,деревья,деревья,деревья,деревья,,,деревья,tree	
δένδρον,80,unigram,neuter,accusative,singular,дерево,31.995911619826295,дерево,древо,,дерево,дерево,дерево,,,,дерево,,tree	
κώμη,272,unigram,feminine,accusative,plural,селения,407.07954156170086,селения,веси,селения,селения,селения,селения,селения,селения,,селения,селения,village
κώμη,57,unigram,feminine,accusative,singular,селение,37745.16066430225,селение,весь,селение,селение,селение,селение,селение,селение,,деревню,селение,village
παρθένος,284,unigram,feminine,nominative,plural,,,стали,девы,девы,стали,стали,стали,девушки,девы,,девушки,девы,virgin
φωνή,327,unigram,feminine,nominative,singular,голос,163.82921046929098,голос,глас,голос,голос,голос,голос,голос,глас,,голос,голос,voice or sound
πόλεμος,265,unigram,masculine,accusative,plural,войнах,1.2197577995776887,,брани,войнах,,,,услышите,,,,войнах,war
ὕδωρ,345,unigram,neuter,accusative,plural,воде,183.67837372628406,воде,водам,воде,воде,воде,воде,воде,воде,,воде,воде,water
ὕδωρ,97,unigram,neuter,accusative,singular,воды,131.8268712648178,воды,воду,воды,воды,воды,воды,воды,воды,,воды,воду,water
ὕδωρ,114,unigram,neuter,nominative,singular,вода,53.63894813619751,воду,вода,,воду,воду,вода,вода,вода,,вода,вода,water
ὑδρία,213,unigram,feminine,accusative,plural,Наполните,1.0960524252565438,,,,,,,Наполните,,,,,water jar
ὑδρία,120,unigram,feminine,accusative,singular,оставила,1.528074001108496,оставила,,ушла,оставила,оставила,оставила,возвратилась,водонос,,оставила,Оставила,water jar
ὁδός,266,unigram,feminine,accusative,plural,пути,17.240725140435632,пути,пути,дорогам,пути,пути,пути,,наполнился,,,дороги,way
ὁδός,151,unigram,feminine,accusative,singular,,,дороги,путь,путь,дороги,дороги,дороги,путь,путь,,дороги,путь,way
γάμος,170,unigram,masculine,accusative,plural,пир,12.193652706010184,пир,браки,пир,пир,пир,пир,пир,брачный,,пир,брачный,wedding
γάμος,248,unigram,masculine,accusative,singular,,,,,свадьбу,,,,приглашение,брак,,,,wedding
γυνή,113,unigram,feminine,accusative,plural,,,,,женами,,,,,вашими,,,,"wife, woman"
γυνή,185,unigram,feminine,accusative,singular,женой,179.9235026077377,женой,жену,женой,женой,женой,женой,женой,жену,,женой,жену,"wife, woman"
γυνή,124,unigram,feminine,nominative,plural,женщин,3.1842868162701308,женщин,жены,женщины,женщин,женщин,женщин,женщины,женщины,,женщин,женщины,"wife, woman"
γυνή,130,unigram,feminine,nominative,singular,женщина,15071.76440083211,женщина,жена,женщина,женщина,женщина,женщина,женщина,женщина,,женщина,женщина,"wife, woman"
ἄνεμος,9,unigram,masculine,nominative,plural,ветры,5.513307314295893,,ветри,ветры,,,,,ветры,,ветры,ветры,wind
ἄνεμος,70,unigram,masculine,nominative,singular,ветер,2054.613943148764,ветер,ветр,ветер,ветер,ветер,ветер,ветер,ветер,,ветер,ветер,wind
πνεῦμα,315,unigram,neuter,accusative,plural,духов,30.29578950572916,духов,,духов,духов,духов,духов,духов,духов,,,духов,"wind, breath, spirit"
πνεῦμα,175,unigram,neuter,accusative,singular,Духа,95.01642492711875,Духа,Духа,Дух,Духа,Духа,Духа,Духа,Духа,,,Духа,"wind, breath, spirit"
πνεῦμα,11,unigram,neuter,nominative,plural,духи,116.55801931064998,духи,дуси,духи,духи,духи,духи,духи,духи,,духи,духи,"wind, breath, spirit"
πνεῦμα,23,unigram,neuter,nominative,singular,Дух,249.8888517062987,Дух,Дух,Дух,Дух,Дух,Дух,Дух,дух,,Дух,дух,"wind, breath, spirit"
ῥῆμα,193,unigram,neuter,accusative,plural,слова,657.522098926427,слова,глаголголы,слова,слова,слова,слова,слова,слова,,слова,слова,word
ῥῆμα,172,unigram,neuter,accusative,singular,поняли,2.0747204296872055,поняли,глаголгола,боялись,поняли,поняли,поняли,поняли,спросить,,спросить,понимали,word
ῥῆμα,32,unigram,neuter,nominative,plural,слова,4.3393634892576936,слова,глаголголы,слова,слова,слова,,слова,слова,,слова,слова,word
ῥῆμα,334,unigram,neuter,nominative,singular,было,2.065913124473628,было,глаголгол,ничего,было,было,было,ничего,,,при,слово,word
λόγος,173,unigram,masculine,accusative,plural,слов,91.53205539484674,слов,словеса,того,слов,слов,слов,слов,слов,,слов,слов,word
λόγος,164,unigram,masculine,accusative,singular,слово,4969373.686424204,слово,слово,слово,слово,слово,слово,слово,слово,,слово,слово,word
λόγος,161,unigram,masculine,nominative,plural,Небо,1.2254136981012809,Небо,словеса,Небо,Небо,Небо,,,прейдут,,Мои,Небо,word
λόγος,304,unigram,masculine,nominative,singular,слово,5891.68861667677,слово,слово,слово,слово,слово,слово,учение,слово,,слово,слово,word
ἔργον,46,unigram,neuter,accusative,plural,дела,11800.020855884693,дела,дела,дела,дела,дела,дела,дела,дела,,дела,дела,work
ἔργον,98,unigram,neuter,accusative,singular,дело,786.1896863692186,дело,дело,дело,дело,дело,дело,дело,дело,,дело,дело,work
ἔργον,308,unigram,neuter,nominative,plural,дела,13678.231368592085,дела,дела,дела,дела,дела,дела,дела,дела,,дела,дела,work
ἔργον,283,unigram,neuter,nominative,singular,угодное,1.444052398139584,угодное,дело,,угодное,угодное,угодное,,дело,,верьте,дело,work
ἐργάτης,154,unigram,masculine,nominative,plural,Жатвы,1.551241508180419,Жатвы,делателей,Жатва,Жатвы,Жатвы,Жатвы,работников,делателей,,жатва,,worker
ἐργάτης,220,unigram,masculine,nominative,singular,заслуживает,1.2603405973192483,заслуживает,делатель,достоин,заслуживает,заслуживает,заслуживает,,трудящийся,,работник,работник,worker
ἔτος,262,unigram,neuter,accusative,plural,лет,269115.454758825,лет,лет,лет,лет,лет,лет,лет,лет,,лет,лет,year
ἔτος,186,unigram,neuter,accusative,singular,год,153.4295347728239,год,лето,год,год,год,год,год,год,,год,год,year
