lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_456_translation,version_457_translation,version_458_translation,version_459_translation,version_460_translation,version_461_translation,version_462_translation,version_463_translation,version_464_translation,version_465_translation,version_466_translation,english_translation
ἀσπασμός,354,unigram,masculine,accusative,plural,Begrüßungen,1.5207063648772048,grüßen,Begrüßungen,Begrüßungen,Begrüßungen,ehrfurchtsvoll,Markte,ehrfurchtsvoll,Märkten,Märkten,Märkten,Begrüßungen,greeting
ὁδηγός,5,unigram,masculine,nominative,plural,,,,,,,einschüchtern,,,,,,blinde,guide
ὁδηγός,4,unigram,masculine,nominative,singular,Leiter,15.998371463645276,blinden,Leiter,Leiter,Leiter,führen,Leiter,Führer,,,,blinde,guide
θρίξ,238,unigram,feminine,nominative,singular,Haar,4.084658547428868,Haar,Haar,Haar,Haar,,,Haar,Haar,,Haar,,hair
χείρ,345,unigram,feminine,accusative,plural,Hände,60707229.46936277,Hände,Hände,Hände,Hände,Hände,Hände,Hände,Hände,Hände,Hände,Hände,hand
χείρ,243,unigram,feminine,accusative,singular,Hand,328870.07740219,Hand,Hand,Hand,Hand,Hand,Hand,Hand,Hand,Hand,Hand,Hand,hand
κεφαλή,227,unigram,feminine,accusative,singular,Haupt,35936.00497450426,Haupt,Haupt,Haupt,Haupt,Kopf,Haupt,Kopf,Kopf,Haupt,Haupt,Kopf,head
στάχυς,228,unigram,masculine,accusative,plural,,,,,,,Getreidefelder,Ähren,Körner,Kornfelder,Ähren,,Kornfelder,head of grain
καρδία,39,unigram,feminine,accusative,plural,Herzen,93.31165742557502,,Herzen,Herzen,Herzen,darauf,Herzen,,Herzen,Herzen,Herzen,Herzen,heart
καρδία,318,unigram,feminine,accusative,singular,Herz,746578.6284655832,Herz,Herz,Herz,Herz,Herzen,Herz,Herzen,Herz,Herz,Herz,Herz,heart
καρδία,214,unigram,feminine,nominative,singular,Herz,5101694.1631643865,Herz,Herz,Herz,Herz,Herz,Herz,Herz,Herz,Herz,Herz,Herz,heart
οὐρανός,8,unigram,masculine,accusative,plural,Taube,1.0967444846296657,,,,,,,,,,Taube,,"heaven, sky"
οὐρανός,294,unigram,masculine,accusative,singular,Himmel,4858413.254977276,Himmel,Himmel,Himmel,Himmel,Himmel,Himmel,Himmel,Himmel,Himmel,Himmel,Himmel,"heaven, sky"
οὐρανός,382,unigram,masculine,nominative,plural,Taube,1.202848464565591,,,,,,,,,,Taube,Taube,"heaven, sky"
οὐρανός,220,unigram,masculine,nominative,singular,Himmel,804.2783231480923,Himmel,Himmel,Himmel,Himmel,Himmel,Himmel,Himmel,Himmel,Himmel,Himmel,Himmel,"heaven, sky"
ὥρα,325,unigram,feminine,nominative,plural,Stunden,1.317703530939437,,,,,,Stunden,stößt,,,Stunden,Stunden,hour
ὥρα,29,unigram,feminine,nominative,singular,Stunde,266621.8693134223,Stunde,Stunde,Stunde,Stunde,Zeit,Stunde,Zeit,Stunde,Stunde,Stunde,Stunde,hour
οἰκία,174,unigram,feminine,accusative,plural,Häuser,116.75845742551705,,Häuser,Häuser,Häuser,Besitz,Häuser,,,Häuser,Häuser,Häuser,house
οἰκία,359,unigram,feminine,accusative,singular,Haus,2810105432.568082,Haus,Haus,Haus,Haus,Haus,Haus,Haus,Haus,Haus,Haus,Haus,house
οἶκος,313,unigram,masculine,accusative,plural,enthoben,1.997029419161109,Entlassung,enthoben,enthoben,enthoben,,Amt,Häusern,Häuser,enthoben,,enthoben,"house, home"
οἶκος,25,unigram,masculine,accusative,singular,Haus,959.4316454571007,Haus,Haus,Haus,Haus,Hause,Haus,Hause,Hause,Haus,Haus,Haus,"house, home"
κριτής,340,unigram,masculine,nominative,plural,treiben,1.1894716005573034,,,,,nutzen,,wessen,tatsächlich,treiben,treiben,treiben,judge
κριτής,185,unigram,masculine,nominative,singular,Richter,2600.4874702212196,Richter,Richter,Richter,Richter,Richter,Richter,Richter,Richter,Richter,Richter,Richter,judge
κλείς,94,unigram,feminine,accusative,plural,Schlüssel,3.1622348728359304,,Schlüssel,Schlüssel,Schlüssel,Schlüssel,,,,Schlüssel,Schlüssel,,key
κλείς,178,unigram,feminine,accusative,singular,Schlüssel,1.0960524252565438,,,,,,Schlüssel,,,,,,key
βασιλεύς,120,unigram,masculine,accusative,plural,Könige,2.3231834967337965,Könige,,,Könige,Königen,Könige,Könige,,Könige,Könige,Statthalter,king
βασιλεύς,66,unigram,masculine,accusative,singular,König,202719.91120882393,König,König,König,König,König,König,König,König,König,König,König,king
βασιλεία,88,unigram,feminine,accusative,plural,hohen,1.2337892941821282,Reiche,hohen,hohen,hohen,Reiche,hohen,Reiche,Königreiche,hohen,hohen,Reiche,kingdom
βασιλεία,180,unigram,feminine,accusative,singular,Reich,2184.794162280521,Königreich,Reich,Reich,Reich,Reich,Reich,Reich,Reich,Reich,Reich,Reich,kingdom
κόπος,223,unigram,masculine,accusative,plural,,,,Mühe,Mühe,Mühe,Schwierigkeiten,bekümmert,gutes,gutes,bekümmert,,gutes,"labour, work, trouble, difficulty"
λύχνος,279,unigram,masculine,nominative,plural,brennend,1.3168098566981707,,brennend,brennend,brennend,,Lichter,,,,,,lamp
λύχνος,254,unigram,masculine,nominative,singular,Licht,2.3210997506548345,Leuchte,Lampe,Lampe,Lampe,Licht,Licht,Licht,Licht,,,Licht,lamp
κλῆρος,110,unigram,masculine,accusative,plural,verteilten,1.6760722005847979,verteilten,verteilten,verteilten,verteilten,teilten,,,verlosten,teilten,,verteilten,"lots (casting of lots), inheritance"
κλῆρος,1,unigram,masculine,accusative,singular,Los,7.7151382506749275,Los,Los,Los,Los,Kleider,Los,Kleider,nagelten,Los,Los,Los,"lots (casting of lots), inheritance"
ἄνθρωπος,329,unigram,masculine,accusative,plural,Menschen,942.5430861362287,Leute,Menschen,Menschen,Menschen,Menschen,Menschen,Menschen,Menschen,Leute,Leute,Leute,man
ἄνθρωπος,283,unigram,masculine,accusative,singular,Menschen,3828353.240620547,Menschen,Menschen,Menschen,Menschen,Mensch,Menschen,Menschen,unrein,Menschen,Menschen,Menschen,man
ἄνθρωπος,134,unigram,masculine,nominative,plural,,,Leute,Menschen,Menschen,Menschen,,Menschen,Leute,Menschen,Leute,Leute,Leute,man
ἄνθρωπος,197,unigram,masculine,nominative,singular,Mensch,2521.8089607103275,Mann,Mensch,Mensch,Mensch,Mann,Mensch,Mann,Mann,Mensch,Mensch,Mensch,man
ἀνήρ,272,unigram,masculine,accusative,plural,Männer,382.73251136886824,Männer,Männer,Männer,Männer,Männer,Männer,Männer,Männer,Männer,Männer,Männer,"man, husband"
ἀνήρ,276,unigram,masculine,accusative,singular,Mann,253339.95938547532,Mann,Mann,Mann,Mann,Mann,Mann,Mann,Mann,Mann,Mann,Mann,"man, husband"
ἀνήρ,165,unigram,masculine,nominative,plural,Männer,17257.000929329562,Männer,Männer,Männer,Männer,Männer,Männer,Männer,Männer,Männer,Männer,Männer,"man, husband"
ἀνήρ,262,unigram,masculine,nominative,singular,Mann,23776.3292247668,Mann,Mann,Mann,Mann,Mann,Mann,Mann,Mann,Mann,Mann,Mann,"man, husband"
μνᾶ,332,unigram,feminine,accusative,plural,Pfund,4.488717315628501,Pfund,Pfunde,Pfunde,Pfunde,Pfund,Pfund,Pfund,Pfund,zehn,zehn,Pfunde,mina (about 100 days' wages)
μνᾶ,15,unigram,feminine,accusative,singular,Pfunde,1.3167745555846684,'Nehmt,Pfunde,Pfunde,Pfunde,,Nehmt,,Herumstehenden,,,,mina (about 100 days' wages)
πρωτοκαθεδρία,118,unigram,feminine,accusative,plural,Gastmählern,1.2635046233112308,,Gastmählern,Gastmählern,Gastmählern,Festen,obenan,vordersten,Ehrenplätze,Mahlzeiten,,,"most important seat, seat of honour"
πρωτοκαθεδρία,41,unigram,feminine,accusative,singular,Sitz,1.7166862833342993,,Sitz,Sitz,Sitz,,gerne,vordersten,Grüße,Vorsitz,Sitz,,"most important seat, seat of honour"
μήτηρ,309,unigram,feminine,accusative,singular,Mutter,294883.70873393066,Mutter,Mutter,Mutter,Mutter,Mutter,Mutter,Mutter,Mutter,Mutter,Mutter,Mutter,mother
ὄρος,237,unigram,neuter,accusative,plural,Berge,1.1495591536665317,fliehen,,,,Gebirge,fliehe,Berge,,Berge,Berge,fliehen,mountain
ὄρος,292,unigram,neuter,accusative,singular,Berg,163.74355434532035,Ölberg,Berg,Berg,Berg,Berg,Berg,Berg,Berg,Berg,Berg,Berg,mountain
μύρον,98,unigram,neuter,accusative,plural,Salben,1.1613810574337249,,,,,,Salben,,,,,,myrrh
μύρον,31,unigram,neuter,accusative,singular,geschüttet,1.2014275627384847,,geschüttet,geschüttet,,Indem,gegossen,,,,,,myrrh
ὄνομα,40,unigram,neuter,accusative,singular,Namen,154395.02063043352,Namen,Namen,Namen,Namen,Namen,Namen,Namen,Namen,Namen,Namen,Namen,name
ὄνομα,116,unigram,neuter,nominative,plural,Namen,416.0953753689268,,Namen,Namen,Namen,Namen,Namen,Namen,Namen,Namen,Namen,Namen,name
ὄνομα,277,unigram,neuter,nominative,singular,Name,29.417787863126296,Name,Name,Name,Name,namens,Name,,namens,Name,Name,Namen,name
ἔθνος,252,unigram,neuter,accusative,plural,Völkern,8.957728608614651,Völkern,Nationen,Nationen,Nationen,Völkern,Völker,Völkern,Völkern,Völkern,verkündigt,Völkern,nation
ἔθνος,215,unigram,neuter,accusative,singular,Volk,2.7811819640978515,Volk,Nation,Nation,Nation,Volk,Volk,Volk,Volk,erheben,,Volk,nation
ἔθνος,335,unigram,neuter,nominative,plural,Nationen,7.920750483924948,beschäftigen,Nationen,Nationen,Nationen,Völker,Heiden,,plagen,Heiden,,Völker,nation
ἔθνος,30,unigram,neuter,nominative,singular,Volk,2.3627331307729214,Volk,Nation,Nation,Nation,,Volk,Volk,Volk,Volk,,Volk,nation
νύξ,209,unigram,feminine,accusative,plural,Nächte,795.1254488717145,Nächte,Nächte,Nächte,Nächte,Nächte,Nächte,Nächte,Nächte,Nächte,Nächte,Nächte,night
νύξ,270,unigram,feminine,accusative,singular,Nacht,44.484446632869805,Nacht,Nacht,Nacht,Nacht,,Nacht,,Tag,Nacht,Nacht,Nacht,night
ὅρκος,67,unigram,masculine,accusative,plural,,,Eides,Eide,Eide,Eide,Versprechen,Eides,geschworen,,Eides,,Eidschwüre,oath
ὅρκος,291,unigram,masculine,accusative,singular,geschworen,1.2728942063495612,,,,,geschworen,,geschworen,,,,zugeschworen,oath
βοῦς,170,unigram,masculine,accusative,plural,Ochsen,2.8273980308917186,Ochsen,Wechsler,Wechsler,Wechsler,Händler,Ochsen,stieß,,Ochsen,Rindern,Ochsen,ox
βοῦς,304,unigram,masculine,accusative,singular,Tränke,1.4432732684933456,Tränke,,,,,Tränke,,Tränke,,Tränke,Tränken,ox
παραβολή,287,unigram,feminine,accusative,plural,Gleichnisse,2656.955695541215,Gleichnis,Gleichnisse,Gleichnisse,Gleichnisse,Gleichnisse,,Gleichnisse,,Gleichnisse,Gleichnisse,Gleichnisse,parable
παραβολή,244,unigram,feminine,accusative,singular,Gleichnis,4866922.36205512,Gleichnis,Gleichnis,Gleichnis,Gleichnis,Gleichnis,Gleichnis,Gleichnis,Gleichnis,Gleichnis,Gleichnis,Gleichnis,parable
μέρος,381,unigram,neuter,accusative,plural,Gegend,21.232476126749397,Gebiet,Gegenden,Gegenden,Gegenden,bekam,Gegend,Gebiet,ziehen,Gegend,Gegend,Gegend,part
μέρος,59,unigram,neuter,accusative,singular,Teil,676.6790321587481,,Teil,Teil,Teil,,Teil,hauen,hauen,Teil,Teil,Teil,part
μαργαρίτης,246,unigram,masculine,accusative,plural,Perlen,2047.426806255353,Perlen,Perlen,Perlen,Perlen,Perlen,Perlen,Perlen,Perlen,Perlen,Perlen,Perlen,pearls
μαργαρίτης,43,unigram,masculine,accusative,singular,wertvolle,1.096057314542422,,,,,,,,wertvolle,,,,pearls
τόπος,302,unigram,masculine,accusative,plural,Hungersnöte,1.4275119897626913,Hungersnöte,,,,Hungersnöte,teure,,,Hungersnöte,Hungersnöte,Hungersnöte,place
τόπος,327,unigram,masculine,accusative,singular,Ort,695.4755352014212,Stätte,Ort,Ort,Ort,Stelle,Stätte,Ort,Stelle,Ort,Ort,Ort,place
πρωτοκλισία,307,unigram,feminine,accusative,plural,Plätze,4.15690999374121,obenan,Plätze,Plätze,Plätze,Ehrenplätze,obenan,Ehrenplätze,Ehrenplätze,Mahlzeiten,Plätze,Plätze,place of honor
πρωτοκλισία,42,unigram,feminine,accusative,singular,Platz,2.8873760419936763,obenan,Platz,Platz,Platz,,obenan,Festessen,,,Platz,ersten,place of honor
ὄφις,117,unigram,masculine,accusative,singular,Schlange,709.7384014952145,Schlange,Schlange,Schlange,Schlange,Schlange,Schlange,Schlange,Schlange,Schlange,Schlange,Schlange,poison
σκεῦος,156,unigram,neuter,accusative,plural,Hausrat,1.0595384180401852,,,,,,,,,Hausrat,,,"possession, object, thing, jar, vessel"
σκεῦος,282,unigram,neuter,accusative,singular,Gefäß,2.740456029949801,,Gefäß,Gefäß,Gefäß,,trüge,,,Gerät,Gerät,Gefäß,"possession, object, thing, jar, vessel"
σκεῦος,146,unigram,neuter,nominative,plural,Gerät,1.5662659382044286,,,,,Sachen,Hausrat,Gleiche,,Gerät,Gerät,Gerät,"possession, object, thing, jar, vessel"
δύναμις,119,unigram,feminine,accusative,plural,Wunder,5.341924994399445,Wunder,Wunderwerke,Wunderwerke,Wunderwerke,Wunder,,Wunder,Wunder,viele,viele,Wunder,"power, ability, miracle"
δύναμις,53,unigram,feminine,accusative,singular,Kraft,19752.447045291156,Kraft,Kraft,Kraft,Kraft,Kraft,Kraft,Kraft,Kraft,Kraft,Kraft,Kraft,"power, ability, miracle"
δύναμις,91,unigram,feminine,nominative,plural,Wunder,5.224526848981468,Wundertaten,Wunderwerke,Wunderwerke,Wunderwerke,Wunder,Taten,Wunder,Wunder,Kräfte,Wundertaten,Wunder,"power, ability, miracle"
δύναμις,130,unigram,feminine,nominative,singular,Kraft,18245.778688919745,Kraft,Kraft,Kraft,Kraft,Kraft,Kraft,Kraft,Kraft,Kraft,Kraft,Kraft,"power, ability, miracle"
ἱερεύς,22,unigram,masculine,nominative,plural,übertreten,1.20141680414292,,,,,übertreten,Priester,,übertreten,,entweihen,,priest
ἱερεύς,266,unigram,masculine,nominative,singular,Priester,67.89660069695402,Priester,Priester,Priester,Priester,Priester,Priester,Priester,Priester,Priester,Priester,Priester,priest
φυλακή,284,unigram,feminine,accusative,plural,Gefängnisse,1.2238787175905705,,,,,,,,,Gefängnisse,Gefängnisse,,prison
φυλακή,28,unigram,feminine,accusative,singular,Gefängnis,199.73055979465374,Gefängnis,Gefängnis,Gefängnis,Gefängnis,Gefängnis,Gefängnis,Gefängnis,Gefängnis,Gefängnis,Gefängnis,Gefängnis,prison
προφήτης,70,unigram,masculine,accusative,plural,Propheten,2748155.4254857097,Propheten,Propheten,Propheten,Propheten,Propheten,Propheten,Propheten,Propheten,Propheten,Propheten,Propheten,prophet
προφήτης,221,unigram,masculine,accusative,singular,Propheten,54.01430906317549,Propheten,Propheten,Propheten,Propheten,Prophet,Propheten,Propheten,Propheten,Propheten,Propheten,Propheten,prophet
προφήτης,245,unigram,masculine,nominative,plural,Propheten,323418.8428101281,Propheten,Propheten,Propheten,Propheten,Propheten,Propheten,Propheten,Propheten,Propheten,Propheten,Propheten,prophet
προφήτης,293,unigram,masculine,nominative,singular,Prophet,49269002.17185407,Prophet,Prophet,Prophet,Prophet,Prophet,Prophet,Prophet,Prophet,Prophet,Prophet,Prophet,prophet
βαλλάντιον,21,unigram,neuter,accusative,singular,Beutel,1.3659769697706343,Ranzen,Börse,Börse,Börse,Nehmt,Beutel,Geldbeutel,Geldbeutel,Beutel,Beutel,Beutel,purse
ποταμός,142,unigram,masculine,nominative,plural,Ströme,5.513002273253497,,Ströme,Ströme,Ströme,,,,,,,Ströme,river
ποταμός,188,unigram,masculine,nominative,singular,Strom,1.815909861741357,Wasserflut,Strom,Strom,Strom,,Strom,,Fundament,,,,river
λῃστής,49,unigram,masculine,accusative,plural,Räuber,45.22283224419324,,Räuber,Räuber,Räuber,,Mörder,,,Räuber,Räuber,Räuber,robber
λῃστής,380,unigram,masculine,accusative,singular,ausgezogen,1.4626178514745618,ausgezogen,ausgezogen,ausgezogen,ausgezogen,Bin,,ausgezogen,,ausgezogen,ausgezogen,ausgezogen,robber
λῃστής,356,unigram,masculine,nominative,plural,Räuber,67.79626937782909,Räuber,Räuber,Räuber,Räuber,,Mörder,Verbrecher,Verbrecher,Räuber,Räuber,Räuber,robber
λῃστής,176,unigram,masculine,nominative,singular,Räuber,45.22283224419324,Räuber,Räuber,Räuber,Räuber,,Mörder,,,Räuber,,Räuber,robber
ἄρχων,225,unigram,masculine,accusative,plural,zusammengerufen,1.189612783578023,Mitglieder,zusammengerufen,zusammengerufen,zusammengerufen,Mitglieder,Obersten,Pilatus,Ratsmitglieder,Obersten,führenden,Oberen,ruler
ἄρχων,107,unigram,masculine,accusative,singular,,,,,,,,Stockmeister,,,,schleppt,,ruler
ἄρχων,74,unigram,masculine,nominative,plural,Obersten,130.33639450383075,Hohen,Obersten,Obersten,Obersten,Mitglieder,Obersten,Männer,Oberen,Obersten,Obersten,Oberen,ruler
ἄρχων,350,unigram,masculine,nominative,singular,Fürst,3.429955235341226,Beherrscher,Fürst,Fürst,Fürst,Herrscher,Fürst,Herrscher,Herrscher,,,Oberer,ruler
ἀκοή,9,unigram,feminine,accusative,plural,Kriegsgerüchten,1.2852411459222939,,Kriegsgerüchten,Kriegsgerüchten,Kriegsgerüchten,,Kriegen,,,,,Kriegsgerüchten,rumor
ἀκοή,85,unigram,feminine,accusative,singular,Gerücht,1.1226489198851297,Vierfürst,,,,Herrscher,Vierfürsten,Tetrarch,Um,Gerücht,Gerücht,,rumor
ἀκοή,182,unigram,feminine,nominative,plural,Band,2.752093836352926,,Band,Band,Band,,Band,normal,normal,Band,,Band,rumor
ἀκοή,367,unigram,feminine,nominative,singular,ganze,1.5102624354381138,Kunde,ganze,ganze,ganze,,Gerücht,Galiläa,,verbreitete,verbreitete,Ruf,rumor
βιβλίον,61,unigram,neuter,accusative,singular,Scheidebrief,1.446451997032997,Scheidebrief,,,Scheidebrief,Schriftrolle,Scheidebrief,,rollte,Buch,Buchrolle,,"scroll, book"
διάκονος,239,unigram,masculine,nominative,plural,kostete,1.0960768946513286,,,,,,,kostete,,,,,"servant, minister, deacon"
διάκονος,103,unigram,masculine,nominative,singular,Diener,119.71432089976214,Diener,Diener,Diener,Diener,dienen,Diener,dienen,Diener,Diener,Diener,Diener,"servant, minister, deacon"
δοῦλος,231,unigram,masculine,accusative,plural,Knechte,30976.782941058584,Knechte,Knechte,Knechte,Knechte,Diener,Knechte,Diener,Sklaven,Knechte,Knechte,Knechte,"servant, slave"
δοῦλος,32,unigram,masculine,accusative,singular,Knecht,10710.430052100268,Knecht,Knecht,Knecht,Knecht,Diener,Knecht,Diener,Sklaven,Knecht,Knecht,Knecht,"servant, slave"
δοῦλος,115,unigram,masculine,nominative,plural,Knechte,1103793.5459408036,Knechte,Knechte,Knechte,Knechte,Unkraut,Knechte,Diener,Sklaven,Knechte,Knechte,Knechte,"servant, slave"
δοῦλος,226,unigram,masculine,nominative,singular,Knecht,54297.34810020558,Knecht,Knecht,Knecht,Knecht,Diener,Knecht,Diener,Sklave,Knecht,Knecht,Knecht,"servant, slave"
πρόβατον,360,unigram,neuter,accusative,plural,Schafe,324941.2962881329,Schafe,Schafe,Schafe,Schafe,Schafe,Schafe,Schafe,Schafe,Schafe,Schafe,Schafe,sheep
πρόβατον,161,unigram,neuter,accusative,singular,Schaf,2265.214708837799,Schaf,Schaf,Schaf,Schaf,Schaf,Schaf,Schaf,Schaf,Schaf,Schaf,Schaf,sheep
ποιμήν,275,unigram,masculine,nominative,plural,Hirten,18744.64647949067,Hirten,Hirten,Hirten,Hirten,Hirten,Hirten,Hirten,Hirten,Hirten,Hirten,Hirten,"shepherd, pastor"
ποιμήν,319,unigram,masculine,nominative,singular,Hirte,11.102942344995125,Schafe,Hirte,Hirte,Hirte,Hirte,Hirte,Hirte,Hirt,Hirt,Hirte,Hirte,"shepherd, pastor"
σημεῖον,159,unigram,neuter,accusative,plural,Zeichen,41060.6998451604,Wunderzeichen,Zeichen,Zeichen,Zeichen,Wunder,Zeichen,Wunder,Wunder,Zeichen,Zeichen,Zeichen,sign
σημεῖον,145,unigram,neuter,accusative,singular,Zeichen,728374.1659208587,Zeichen,Zeichen,Zeichen,Zeichen,Wunder,Zeichen,Zeichen,Zeichen,Zeichen,Zeichen,Zeichen,sign
σημεῖον,50,unigram,neuter,nominative,plural,Zeichen,4708.723312311232,Wunderzeichen,Zeichen,Zeichen,Zeichen,Erscheinungen,Zeichen,Zeichen,Zeichen,Zeichen,Zeichen,Zeichen,sign
σημεῖον,102,unigram,neuter,nominative,singular,Zeichen,34786.52486183083,Zeichen,Zeichen,Zeichen,Zeichen,Beweis,Zeichen,Zeichen,Zeichen,Zeichen,Zeichen,Zeichen,sign
δραχμή,328,unigram,feminine,accusative,plural,anzünde,1.0960524252565438,,,,,,anzünde,,,,,,"silver coin, drachma"
δραχμή,190,unigram,feminine,accusative,singular,Drachme,31.99593041258541,,Drachme,Drachme,Drachme,,Groschen,Münze,,Drachme,Drachme,,"silver coin, drachma"
ἀργύριον,236,unigram,neuter,accusative,plural,Silberlinge,19.6654644936046,Geld,Silberlinge,Silberlinge,Silberstücke,30,Silberlinge,Silberstücke,Silberstücke,Silberlinge,Silberlinge,Geld,"silver, money"
ἀργύριον,370,unigram,neuter,accusative,singular,Geld,126833.44415645345,Geld,Geld,Geld,Geld,Hocherfreut,Geld,Geld,Geld,Geld,Geld,Geld,"silver, money"
ἁμαρτία,314,unigram,feminine,accusative,plural,Sünden,1832.295372977983,Sünden,Sünden,Sünden,Sünden,Sünden,Sünden,Sünden,Sünden,Sünden,Sünden,Sünden,sin
ἁμαρτία,241,unigram,feminine,accusative,singular,Sünde,1264.46780391658,Sünde,Sünde,Sünde,Sünde,Schuld,Sünde,Sünde,Schuld,Sünde,Sünde,Sünde,sin
ἁμαρτία,323,unigram,feminine,nominative,plural,Sünden,6.500280720699412,Sünden,Sünden,Sünden,Sünden,Sünden,Sünden,Sünden,Sünden,Sünden,Sünden,Sünden,sin
ἁμαρτία,320,unigram,feminine,nominative,singular,Sünde,80.38228267315871,Sünde,Sünde,Sünde,Sünde,ja,Sünde,Darum,Sehende,Sünde,Sünde,Sünde,sin
ἀδελφή,347,unigram,feminine,accusative,plural,Schwestern,14.933354142156865,,Schwestern,Schwestern,Schwestern,Geschwister,Schwestern,Schwestern,,Schwestern,Schwestern,Schwestern,sister
ἀδελφή,152,unigram,feminine,accusative,singular,Schwester,1153.9070756748074,Schwester,Schwester,Schwester,Schwester,Schwester,Schwester,Schwester,Schwester,Schwester,Schwester,Schwester,sister
ἀδελφή,24,unigram,feminine,nominative,plural,Schwestern,96768.82362685335,Schwestern,Schwestern,Schwestern,Schwestern,Schwestern,Schwestern,Schwestern,Schwestern,Schwestern,Schwestern,Schwestern,sister
ἀδελφή,346,unigram,feminine,nominative,singular,Schwester,2629288.737348728,Schwester,Schwester,Schwester,Schwester,Schwester,Schwester,Schwester,Schwester,Schwester,Schwester,Schwester,sister
ῥάπισμα,171,unigram,neuter,accusative,plural,Backenstreiche,1.8188405419738878,Judenkönig,Backenstreiche,Backenstreiche,Backenstreiche,spotteten,,lebe,Judenkönig,Backenstreiche,Gesicht,versetzten,"slap, strike, hit"
ῥάπισμα,306,unigram,neuter,accusative,singular,Backenstreich,1.316739288237296,,Backenstreich,Backenstreich,Backenstreich,Wächtern,,dabeistanden,,,,,"slap, strike, hit"
πλοιάριον,259,unigram,neuter,nominative,plural,Danksagung,1.3167745555846684,,Schifflein,Schifflein,Boote,,Danksagung,,mehrere,Danksagung,Danksagung,,small boat
πλοιάριον,158,unigram,neuter,nominative,singular,Boot,3.0053126785380777,Jüngern,Schifflein,Schifflein,Boot,Boot,Jüngern,Boot,Boot,Jüngern,Schiff,Schiff,small boat
ὀψάριον,203,unigram,neuter,accusative,plural,Gerstenbrote,6.416890174164329,Gerstenbrote,Gerstenbrote,Gerstenbrote,Gerstenbrote,Gerstenbrote,Gerstenbrote,Gerstenbrote,Gerstenbrote,Gerstenbrote,Gerstenbrote,Gerstenbrote,small fish
ὀψάριον,286,unigram,neuter,accusative,singular,Fisch,6.8200367305889955,Brot,Fisch,Fisch,Fisch,Fische,Fische,Brot,Brot,Fisch,Fisch,Fische,small fish
υἱός,55,unigram,masculine,accusative,plural,Söhne,377.4467031620919,Söhne,Söhne,Söhne,Söhne,Söhne,Söhne,Söhne,,Söhne,Söhne,Söhne,son
υἱός,144,unigram,masculine,accusative,singular,Sohn,7129263.725774156,Sohn,Sohn,Sohn,Sohn,Sohn,Sohn,Sohn,Sohn,Sohn,Sohn,Sohn,son
υἱός,147,unigram,masculine,nominative,plural,Söhne,146557.7922271926,Söhne,Söhne,Söhne,Söhne,Söhne,Kinder,Söhne,Söhne,Söhne,Söhne,Söhne,son
υἱός,233,unigram,masculine,nominative,singular,Sohn,443034.48548707145,Sohn,Sohn,Sohn,Sohn,Sohn,Sohn,Sohn,Sohn,Sohn,Sohn,Sohn,son
ψυχή,247,unigram,feminine,accusative,plural,,,Standhaftigkeit,,,,standhaft,,gewinnen.,,gewinnet,,,"soul, life"
ψυχή,317,unigram,feminine,accusative,singular,Leben,5360.648711251168,Leben,Leben,Leben,Leben,Leben,Leben,Leben,Leben,Seele,Leben,Leben,"soul, life"
ἀστήρ,330,unigram,masculine,nominative,plural,Sterne,1.887547927743221,Sterne,Sterne,Sterne,Sterne,,Sterne,Sterne,,Sterne,Sterne,,star
ἀστήρ,211,unigram,masculine,nominative,singular,Stern,1.7338487802945803,,Stern,Stern,Stern,,Stern,Stern,,,,Stern,star
λίθος,334,unigram,masculine,accusative,plural,Steine,7.80377918098729,Steine,Steine,Steine,Steine,,Steine,,,Steine,Steine,Steine,stone
λίθος,44,unigram,masculine,accusative,singular,Stein,437298991.7716721,Stein,Stein,Stein,Stein,Stein,Stein,Stein,Stein,Stein,Stein,Stein,stone
λίθος,157,unigram,masculine,nominative,plural,Steine,170531.2512343109,Steine,Steine,Steine,Steine,Steine,Steine,Steine,Steine,Steine,Steine,Steine,stone
λίθος,48,unigram,masculine,nominative,singular,Stein,634.6391399767417,Stein,Stein,Stein,Stein,Stein,Stein,Stein,Stein,Stein,Stein,Stein,stone
συναγωγή,273,unigram,feminine,accusative,plural,Synagogen,1384.8159190079737,Versammlungshäusern,Synagogen,Synagogen,Synagogen,Synagogen,Schulen,Synagogen,Synagogen,Synagogen,Synagogen,Synagogen,synagogue
συναγωγή,372,unigram,feminine,accusative,singular,Synagoge,26597.343059443636,Versammlungshaus,Synagoge,Synagoge,Synagoge,Synagoge,Schule,Synagoge,Synagoge,Synagoge,Synagoge,Synagoge,synagogue
τράπεζα,217,unigram,feminine,accusative,plural,Tische,2.5567394077428793,,Wechsler,Wechsler,Tische,,stieß,Tische,Tische,stieß,,Tische,table
τάλαντον,79,unigram,neuter,accusative,plural,Talente,504.3766917024495,Talente,Talente,Talente,Talente,Zentner,Zentner,Talente,Talente,Talente,Talente,Talente,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,250,unigram,neuter,accusative,singular,Talent,11453.703363918004,Talent,Talent,Talent,Talent,Zentner,Zentner,Talent,Talent,Talent,Talent,Talent,talent (weight and monetary unit: around 20 years' wages)
φόρος,301,unigram,masculine,accusative,plural,,,,,,befunden,,,,Anklage,,,,tax
