lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_586_translation,version_587_translation,version_588_translation,version_589_translation,version_590_translation,version_591_translation,version_592_translation,version_593_translation,version_594_translation,version_595_translation,version_596_translation,version_597_translation,version_598_translation,version_599_translation,english_translation
χείρ,253,unigram,feminine,accusative,singular,main,21006915.19994246,main,main,main,main,main,main,main,main,main,main,main,main,main,,hand
κεφαλή,164,unigram,feminine,accusative,plural,tête,8.874980439619339,,,,tête,tête,,branlant,tête,,tête,tête,tête,tête,,head
κεφαλή,236,unigram,feminine,accusative,singular,tête,99690302.34235884,tête,tête,tête,tête,tête,tête,tête,tête,tête,tête,tête,tête,tête,,head
στάχυς,237,unigram,masculine,accusative,plural,épis,2.821442410590862,,épis,,traversait,traversait,épis,,épis,épis,traversait,épis,,traverse,,head of grain
καρδία,38,unigram,feminine,accusative,plural,justes,9.989978676743334,coeurs,cœur,cœurs,justes,justes,cœurs,coeurs,cœur,cœurs,justes,justes,cœurs,justes,,heart
καρδία,328,unigram,feminine,accusative,singular,cœur,11143.106499332276,coeur,cœur,cœur,cœur,intelligence,cœur,coeur,cœur,cœur,cœur,cœur,cœur,cœur,,heart
καρδία,379,unigram,feminine,nominative,plural,attendez,1.0963047455737722,,,,,,,,,,,,,attendez,,heart
καρδία,220,unigram,feminine,nominative,singular,cœur,2699431.465954389,coeur,cœur,cœur,cœur,cœur,cœur,coeur,cœur,cœur,cœur,cœur,cœur,cœur,,heart
οὐρανός,8,unigram,masculine,accusative,plural,colombe,1.3192174193575739,,,,,colombe,colombe,,,,,,,colombe,,"heaven, sky"
οὐρανός,306,unigram,masculine,accusative,singular,ciel,664835595.5786558,ciel,ciel,ciel,ciel,ciel,ciel,ciel,ciel,ciel,ciel,ciel,ciel,ciel,,"heaven, sky"
οὐρανός,389,unigram,masculine,nominative,plural,colombe,2.0231990425681086,,colombe,colombe,,colombe,colombe,colombe,,colombe,,colombe,,,,"heaven, sky"
οὐρανός,226,unigram,masculine,nominative,singular,ciel,20304.90131421256,ciel,ciel,ciel,ciel,ciel,ciel,ciel,ciel,ciel,ciel,ciel,ciel,ciel,,"heaven, sky"
ὥρα,335,unigram,feminine,nominative,plural,trébuche,1.3497497779744774,,,,trébuche,,,bronche,,,trébuche,,,heures,,hour
ὥρα,28,unigram,feminine,nominative,singular,l'heure,3.045772836696485,l'heure,l'heure,venue,venue,heure,heure,l'heure,heure,venue,l'heure,l'heure,heure,moment,,hour
οἰκία,179,unigram,feminine,accusative,plural,maisons,148.21022933042832,maisons,,maisons,possèdent,dépouillent,maisons,maisons,maisons,maisons,,maisons,maisons,cause,,house
οἰκία,368,unigram,feminine,accusative,singular,maison,425302682436.0337,maison,maison,maison,maison,maison,maison,maison,maison,maison,maison,maison,maison,maison,,house
οἶκος,323,unigram,masculine,accusative,plural,,,administration,,emploi,,,,,,,,relevé,,retirer,,"house, home"
οἶκος,24,unigram,masculine,accusative,singular,maison,252271.8889986422,maison,maison,maison,chez,chez,maison,maison,chez,maison,chez,maison,maison,rentre,,"house, home"
κριτής,349,unigram,masculine,nominative,plural,,,,,,,juges,chassent-ils,,,,démontrent,,,tort,,judge
κριτής,190,unigram,masculine,nominative,singular,juge,3315.6905390504116,juge,juge,juge,juge,juge,juge,juge,juge,juge,juge,juge,juge,juge,,judge
κλείς,95,unigram,feminine,accusative,plural,clefs,1.0960524252565438,,,,,,,clefs,,,,,,,,key
κλείς,183,unigram,feminine,accusative,singular,clef,1.3167216672078015,,clé,,,,,,clef,,permettant,clef,clef,Vous-mêmes,,key
βασιλεύς,124,unigram,masculine,accusative,plural,gouverneurs,1.566550526288868,,gouverneurs,,gouverneurs,,gouverneurs,Rois,rois,gouverneurs,gouverneurs,,gouverneurs,gouverneurs,,king
βασιλεύς,66,unigram,masculine,accusative,singular,roi,2136983.295825227,roi,roi,roi,roi,roi,roi,Roi,roi,roi,roi,roi,roi,roi,,king
βασιλεία,89,unigram,feminine,accusative,plural,royaumes,4.972771780299971,royaumes,royaumes,royaumes,royaumes,diable,royaumes,Royaumes,royaumes,royaumes,royaumes,royaumes,royaumes,royaumes,,kingdom
βασιλεία,185,unigram,feminine,accusative,singular,royaume,138613.56099943703,royaume,royaume,royaume,Royaume,royaume,royaume,Royaume,royaume,royaume,règne,royaume,royaume,Royaume,,kingdom
κόπος,229,unigram,masculine,accusative,plural,action,2.4527277419605054,,action,action,,tranquille,action,déplaisir,tracassez-vous,action,tranquille,action,action,tranquille,,"labour, work, trouble, difficulty"
κόπος,100,unigram,masculine,accusative,singular,,,,récolter,,,,,,,,,,,fatigue,,"labour, work, trouble, difficulty"
λύχνος,291,unigram,masculine,nominative,plural,allumées,1.2729246835487205,,,allumées,,,,,,,,allumées,,,,lamp
λύχνος,264,unigram,masculine,nominative,singular,lampe,327.5444136667005,lampe,lampe,lampe,lampe,lampe,lampe,lumière,lampe,lampe,lampe,lampe,chandelle,lampe,,lamp
κλῆρος,114,unigram,masculine,accusative,plural,pardonne-leur,1.2013523596909814,,,,,,,pardonne-leur,,,,,pardonne-leur,,,"lots (casting of lots), inheritance"
κλῆρος,1,unigram,masculine,accusative,singular,sort,6.029341305631442,sort,sort,sort,sort,sort,sort,sort,sort,sort,sort,sort,sort,aura,,"lots (casting of lots), inheritance"
ἄνθρωπος,338,unigram,masculine,accusative,plural,hommes,6032.930003525695,hommes,hommes,hommes,,herbe,hommes,hommes,gens,hommes,gens,hommes,hommes,gens,,man
ἄνθρωπος,295,unigram,masculine,accusative,singular,homme,536.3854988206754,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,,man
ἄνθρωπος,137,unigram,masculine,nominative,plural,hommes,25365.692004247856,hommes,hommes,hommes,disent,hommes,hommes,hommes,gens,hommes,Césarée,hommes,hommes,gens,,man
ἄνθρωπος,203,unigram,masculine,nominative,singular,homme,21551902.1645986,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,,man
ἀνήρ,283,unigram,masculine,accusative,plural,maris,1.1799362860018232,,,,,,,,,,maris,,,,,"man, husband"
ἀνήρ,287,unigram,masculine,accusative,singular,mari,140221.2556181457,mari,mari,mari,mari,,mari,mari,mari,mari,mari,mari,mari,mari,,"man, husband"
ἀνήρ,170,unigram,masculine,nominative,plural,hommes,60.92679002367554,hommes,hommes,mille,hommes,mille,hommes,mille,hommes,hommes,hommes,hommes,hommes,hommes,,"man, husband"
ἀνήρ,273,unigram,masculine,nominative,singular,homme,469.2256612183392,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,,"man, husband"
μνᾶ,341,unigram,feminine,accusative,plural,mines,9.470583014622903,mines,or,,d'or,or,mines,dix,mines,mines,d'or,mines,marcs,dix,,mina (about 100 days' wages)
μνᾶ,15,unigram,feminine,accusative,singular,remettez-la,1.2013630877021924,,,,remettez-la,,,marc,,,remettez-la,,,donnez-la,,mina (about 100 days' wages)
πρωτοκαθεδρία,122,unigram,feminine,accusative,plural,festins,1.4261935264261154,repas,,festins,d'honneur,,festins,festins,dîners,festins,d'honneur,sièges,festins,choisissent,,"most important seat, seat of honour"
πρωτοκαθεδρία,40,unigram,feminine,accusative,singular,,,,d'honneur,,,,salutations,,siège,salutations,,siège,occuper,rang,,"most important seat, seat of honour"
μήτηρ,112,unigram,feminine,accusative,plural,persécutions,1.2019390605696192,mères,,,,,,persécutions,,,,,persécutions,,,mother
μήτηρ,320,unigram,feminine,accusative,singular,mère,16508.277241998647,mère,mère,mère,mère,mère,mère,mère,mère,mère,mère,mère,mère,mère,,mother
ὄρος,247,unigram,neuter,accusative,plural,montagnes,6.157652620486827,montagnes,montagnes,s'enfuient,,enfuient,montagnes,montagnes,,montagnes,,montagnes,montagnes,fuir,,mountain
ὄρος,304,unigram,neuter,accusative,singular,montagne,1261.4319141643552,montagne,montagne,montagne,colline,,montagne,montagne,montagne,montagne,montagne,montagne,montagne,montagne,,mountain
μύρον,101,unigram,neuter,accusative,plural,observèrent,1.1613810574337249,,reposèrent,,,observèrent,,,,,,observèrent,,travaillent,,myrrh
μύρον,30,unigram,neuter,accusative,singular,répandant,1.819277519258038,répandant,versant,,,enterrement,répandant,l'appareil,,répandant,,répandant,parfum,parfum,,myrrh
ὄνομα,99,unigram,neuter,accusative,plural,Boanergès,1.9050062412958157,,Boanergès,,Boanergès,Boanergès,Boanergès,Boanergès,,Boanergès,Boanergès,,Boanerges,,,name
ὄνομα,39,unigram,neuter,accusative,singular,nom,3611743.3119675484,nom,nom,nom,nom,nom,nom,Nom,nom,nom,nom,nom,nom,nom,,name
ὄνομα,120,unigram,neuter,nominative,plural,noms,4833.170100099133,noms,noms,noms,noms,noms,noms,noms,noms,noms,noms,noms,noms,noms,,name
ὄνομα,288,unigram,neuter,nominative,singular,nom,53713.07505594846,nom,nom,nom,appelé,nom,nom,nom,nom,nom,nom,nom,nom,nom,,name
ἔθνος,262,unigram,neuter,accusative,plural,nations,97.41240276790717,nations,nations,nations,nations,peuples,nations,nations,nations,nations,peuples,nations,nations,peuples,,nation
ἔθνος,221,unigram,neuter,accusative,singular,nation,992.029463512463,nation,nation,nation,peuple,,nation,nation,nation,nation,peuple,nation,nation,peuple,,nation
ἔθνος,344,unigram,neuter,nominative,plural,nations,10.22704096703842,nations,nations,nations,,préoccupent,,nations,nations,,,,nations,arrêt,,nation
ἔθνος,29,unigram,neuter,nominative,singular,nation,163.3907268538625,nation,nation,nation,,,nation,nation,nation,nation,peuple,nation,nation,peuple,,nation
νύξ,215,unigram,feminine,accusative,plural,nuits,4593.098420190566,nuits,nuits,nuits,nuits,nuits,nuits,nuits,nuits,nuits,nuits,nuits,nuits,nuits,,night
νύξ,281,unigram,feminine,accusative,singular,nuit,148.76293733359933,nuit,nuit,nuit,nuit,nuit,nuit,,nuit,nuit,,nuit,nuit,nuit,,night
ὅρκος,67,unigram,masculine,accusative,plural,serments,21.913503265872514,serments,serments,serment,serments,serment,serments,marri,serments,serments,serments,serments,serment,serment,,oath
ὅρκος,303,unigram,masculine,accusative,singular,serment,2.4707724871497065,serment,serment,,ancêtre,|le,,serment,,,,,serment,,,oath
βοῦς,175,unigram,masculine,accusative,plural,bœufs,1.7540939323237128,boeufs,bœufs,bœufs,bœufs,bœufs,bœufs,boeufs,bovins,bœufs,bœufs,bœufs,taureaux,bœufs,,ox
παραβολή,299,unigram,feminine,accusative,plural,paraboles,14818.839146466004,paraboles,,paraboles,paraboles,paraboles,paraboles,parabole,paraboles,paraboles,paraboles,paraboles,similitudes,comparaisons,,parable
παραβολή,254,unigram,feminine,accusative,singular,parabole,2337410.484580249,parabole,parabole,parabole,parabole,parabole,parabole,similitude,parabole,parabole,parabole,parabole,parabole,histoire,,parable
μέρος,388,unigram,neuter,accusative,plural,territoire,17.469503914443827,quartiers,territoire,retira,territoire,région,territoire,quartiers,région,territoire,territoire,territoire,quartiers,région,,part
μέρος,59,unigram,neuter,accusative,singular,part,12.803518491982876,part,punira,part,chassera,punira,part,part,part,part,chassera,part,portion,chassera,,part
μαργαρίτης,256,unigram,masculine,accusative,plural,perles,8189.290425791866,perles,perles,perles,perles,perles,perles,perles,perles,perles,perles,perles,perles,perles,,pearls
μαργαρίτης,42,unigram,masculine,accusative,singular,perle,1.3951316327346097,,,,,,,,perle,,perle,,,perle,,pearls
τόπος,314,unigram,masculine,accusative,plural,régions,1.0813026380505173,,,,,,,,,,,,,régions,,place
τόπος,337,unigram,masculine,accusative,singular,lieu,30324.944098019198,lieu,endroit,lieu,endroit,endroit,lieu,lieu,lieu,lieu,lieu,lieu,lieu,endroit,,place
πρωτοκλισία,318,unigram,feminine,accusative,plural,premières,3.259090339516904,premières,meilleures,premières,places,,premières,,premières,premières,places,premières,premières,choisissent,,place of honor
πρωτοκλισία,41,unigram,feminine,accusative,singular,première,3.4180124023068896,première,meilleure,première,repas,honneur,première,festins,première,première,repas,première,,repas,,place of honor
ὄφις,121,unigram,masculine,accusative,singular,serpent,2277.9419495821517,serpent,serpent,serpent,serpent,serpent,serpent,serpent,serpent,serpent,serpent,serpent,serpent,serpent,,poison
σκεῦος,159,unigram,neuter,accusative,plural,,,,,,s'emparer,,,,pillera,,,,piller,attacher,,"possession, object, thing, jar, vessel"
σκεῦος,294,unigram,neuter,accusative,singular,transporter,1.2013630877021924,portât,,,,marchandises,,,,,transporter,,,transporter,,"possession, object, thing, jar, vessel"
σκεῦος,149,unigram,neuter,nominative,plural,effets,1.6353521418290846,effets,,effets,terrasse,,effets,,,effets,,affaires,meubles,terrasse,,"possession, object, thing, jar, vessel"
δύναμις,123,unigram,feminine,accusative,plural,miracles,524.2611997007388,miracles,miracles,miracles,miracles,miracles,miracles,miracles,miracles,miracles,miracles,miracles,miracles,miracles,,"power, ability, miracle"
δύναμις,53,unigram,feminine,accusative,singular,puissance,2489.390429848062,puissance,puissance,puissance,puissance,puissance,puissance,puissance,puissance,puissance,puissance,puissance,vertu,puissance,,"power, ability, miracle"
δύναμις,92,unigram,feminine,nominative,plural,miracles,13706.623360600583,miracles,miracles,miracles,miracles,miracles,miracles,miracles,miracles,miracles,miracles,miracles,miracles,miracles,,"power, ability, miracle"
δύναμις,133,unigram,feminine,nominative,singular,puissance,687.4860932709795,puissance,puissance,vertu,puissance,puissance,puissance,vertu,puissance,puissance,puissance,puissance,vertu,puissance,,"power, ability, miracle"
ἱερεύς,22,unigram,masculine,nominative,plural,violent,1.5968458125920264,profanent,violent,,n'observent,travaillent,violent,violent,profanent,violent,transgressent,,violent,,,priest
ἱερεύς,277,unigram,masculine,nominative,singular,prêtre,55.253246394562986,sacrificateur,prêtre,prêtre,prêtre,prêtre,sacrificateur,Sacrificateur,prêtre,sacrificateur,prêtre,sacrificateur,sacrificateur,prêtre,,priest
φυλακή,296,unigram,feminine,accusative,plural,arrêtera,1.3050032305073243,,,,,,,,,,arrêtera,,,arrêtera,,prison
φυλακή,27,unigram,feminine,accusative,singular,prison,926037.64032527,prison,prison,prison,prison,prison,prison,prison,prison,prison,prison,prison,prison,prison,,prison
προφήτης,70,unigram,masculine,accusative,plural,prophètes,19772141.42836256,prophètes,prophètes,prophètes,prophètes,prophètes,prophètes,Prophètes,prophètes,prophètes,prophètes,prophètes,prophètes,prophètes,,prophet
προφήτης,227,unigram,masculine,accusative,singular,prophète,7007188.574564911,prophète,prophète,prophète,prophète,prophète,prophète,Prophète,prophète,prophète,prophète,prophète,prophète,prophète,,prophet
προφήτης,255,unigram,masculine,nominative,plural,prophètes,127949.68123208729,prophètes,prophètes,Prophètes,prophètes,prophètes,prophètes,Prophètes,prophètes,prophètes,prophètes,prophètes,prophètes,prophètes,,prophet
προφήτης,305,unigram,masculine,nominative,singular,prophète,103592568.03369305,prophète,prophète,prophète,prophète,prophète,prophète,Prophète,prophète,prophète,prophète,prophète,prophète,prophète,,prophet
βαλλάντιον,21,unigram,neuter,accusative,singular,bourse,4.147962099286805,bourse,bourse,bourse,bourse,bourse,bourse,bourse,bourse,bourse,bourse,bourse,bourse,sac,,purse
ποταμός,145,unigram,masculine,nominative,plural,fleuves,1.532311436188919,,,,,fleuves,,,,,,,,,,river
ποταμός,193,unigram,masculine,nominative,singular,fondement,1.189482429373846,,fondations,fondements,,,fondement,,,fondement,,,fondement,,,river
λῃστής,49,unigram,masculine,accusative,plural,brigands,435.8620665816461,,brigands,brigands,brigands,brigands,brigands,,bandits,brigands,brigands,brigands,brigands,bandits,,robber
λῃστής,387,unigram,masculine,accusative,singular,,,,,épées,,,brigand,brigand,bandit,,,,,bandit,,robber
λῃστής,365,unigram,masculine,nominative,plural,brigands,254.09151111808808,,brigands,brigands,brigands,brigands,brigands,,bandits,brigands,brigands,brigands,brigands,bandits,,robber
λῃστής,181,unigram,masculine,nominative,singular,brigand,173.27095433587104,,brigand,brigand,brigand,,brigand,,bandit,brigand,brigand,brigand,,bandit,,robber
ἄρχων,234,unigram,masculine,accusative,plural,,,chefs,magistrats,assemblé,,dirigeants,,Gouverneurs,convoqua,,réunit,convoqua,magistrats,autorités,,ruler
ἄρχων,110,unigram,masculine,accusative,singular,,,,,,,,,Magistrat,,,,,d'affaire,,,ruler
ἄρχων,74,unigram,masculine,nominative,plural,chefs,104.07206866860204,chefs,magistrats,magistrats,chefs,chefs,magistrats,Gouverneurs,chefs,magistrats,dirigeants,chefs,Christ,chefs,,ruler
ἄρχων,359,unigram,masculine,nominative,singular,chef,17.198088963850367,chef,chef,Prince,dominateur,dominateur,chef,Prince,chef,chef,domine,chef,prince,chef,,ruler
ἀκοή,9,unigram,feminine,accusative,plural,bruits,1.4570583062163707,bruits,menaces,bruits,,,bruits,bruits,rumeurs,bruits,rumeurs,bruits,,,,rumor
ἀκοή,86,unigram,feminine,accusative,singular,tétrarque,1.8590460886420683,,tétrarque,,régnait,entendit,tétrarque,,tétrarque,tétrarque,régnait,tétrarque,,Antipas,,rumor
ἀκοή,187,unigram,feminine,nominative,plural,correctement,1.3168275199353623,,correctement,,,,délia,,correctement,délia,,correctement,ouvertes,normalement,,rumor
ἀκοή,376,unigram,feminine,nominative,singular,renommée,1.8324434727415784,renommée,réputation,renommée,,toute,renommée,renommée,renommée,renommée,,renommée,répandit,parler,,rumor
βιβλίον,61,unigram,neuter,accusative,singular,divorce,1.3908041235534883,divorce,,,,certificat,divorce,,,divorce,,acte,divorce,divorce,,"scroll, book"
διάκονος,249,unigram,masculine,nominative,plural,goûte,1.0960768946513286,,,,,,,,,,,,,goûte,,"servant, minister, deacon"
διάκονος,105,unigram,masculine,nominative,singular,serviteur,13.361244817125579,serviteur,serviteur,serviteur,doit,serviteur,serviteur,serviteur,serviteur,serviteur,serviteur,serviteur,serviteur,doit,,"servant, minister, deacon"
δοῦλος,241,unigram,masculine,accusative,plural,serviteurs,5891675.832222556,esclaves,serviteurs,serviteurs,serviteurs,serviteurs,serviteurs,serviteurs,esclaves,serviteurs,serviteurs,serviteurs,serviteurs,serviteurs,,"servant, slave"
δοῦλος,31,unigram,masculine,accusative,singular,serviteur,141422.85173897762,esclave,serviteur,serviteur,serviteur,serviteur,serviteur,serviteur,esclave,serviteur,serviteur,serviteur,serviteur,serviteur,,"servant, slave"
δοῦλος,119,unigram,masculine,nominative,plural,serviteurs,74815913.11657359,esclaves,serviteurs,serviteurs,serviteurs,serviteurs,serviteurs,serviteurs,esclaves,serviteurs,serviteurs,serviteurs,serviteurs,serviteurs,,"servant, slave"
δοῦλος,235,unigram,masculine,nominative,singular,serviteur,325.87317891113054,l'esclave,serviteur,serviteur,serviteur,serviteur,serviteur,serviteur,esclave,serviteur,serviteur,serviteur,serviteur,serviteur,,"servant, slave"
πρόβατον,369,unigram,neuter,accusative,plural,brebis,805025.6959532638,brebis,brebis,brebis,brebis,brebis,brebis,brebis,moutons,brebis,moutons,brebis,brebis,moutons,,sheep
πρόβατον,166,unigram,neuter,accusative,singular,brebis,161.18071822457847,brebis,brebis,brebis,mouton,,brebis,brebis,mouton,brebis,mouton,brebis,brebis,mouton,,sheep
ποιμήν,286,unigram,masculine,nominative,plural,bergers,1773672.8225109514,bergers,bergers,bergers,bergers,bergers,bergers,bergers,bergers,bergers,bergers,bergers,bergers,bergers,,"shepherd, pastor"
ποιμήν,329,unigram,masculine,nominative,singular,berger,17.381965512553784,berger,berger,pasteur,berger,berger,berger,berger,berger,berger,berger,berger,berger,berger,,"shepherd, pastor"
σημεῖον,162,unigram,neuter,accusative,plural,miracles,752.4283988582364,miracles,signes,miracles,signes,signes,miracles,miracles,signes,miracles,signes,miracles,miracles,signes,,sign
σημεῖον,148,unigram,neuter,accusative,singular,signe,424.27598222387587,signe,signe,signe,signe,signe,miracle,miracle,signe,miracle,signe,signe,miracle,miracle,,sign
σημεῖον,50,unigram,neuter,nominative,plural,signes,4395.769519724701,signes,signes,signes,signes,signes,signes,signes,signes,signes,signes,signes,signes,verra,,sign
σημεῖον,104,unigram,neuter,nominative,singular,signe,7352.608296022665,signe,signe,signe,signe,signe,signe,signe,signe,signe,signe,signe,miracle,verront,,sign
δραχμή,195,unigram,feminine,accusative,singular,drachme,11.906294251957755,drachme,,retrouvée,d'argent,retrouvé,,drachme,drachme,,d'argent,drachme,drachme,pièce,,"silver coin, drachma"
ἀργύριον,246,unigram,neuter,accusative,plural,d'argent,7.182333491312235,d'argent,d'argent,d'argent,d'argent,argent,argent,d'argent,argent,d'argent,d'argent,d'argent,d'argent,argent,,"silver, money"
ἀργύριον,380,unigram,neuter,accusative,singular,l'argent,188.6387204978227,l'argent,l'argent,l'argent,l'argent,argent,argent,,argent,l'argent,l'argent,l'argent,l'argent,argent,,"silver, money"
ἁμαρτία,324,unigram,feminine,accusative,plural,péchés,3269.9161695979687,péchés,péchés,péchés,péchés,péchés,péchés,péchés,péchés,péchés,péchés,péchés,péchés,péchés,,sin
ἁμαρτία,251,unigram,feminine,accusative,singular,péché,36165.21587741017,péché,péché,péché,péché,coupables,péché,péché,péché,péché,péché,péché,péché,péché,,sin
ἁμαρτία,333,unigram,feminine,nominative,plural,pardonnés,1.0852224350099597,,,péchés,,pardonnés,,,pardonnés,,pardonnés,,,pardonnés,,sin
ἁμαρτία,330,unigram,feminine,nominative,singular,péché,76.53346363946794,péché,péché,péché,,culpabilité,péché,péché,péché,péché,péché,péché,péché,pourquoi,,sin
ἀδελφή,356,unigram,feminine,accusative,plural,sœurs,66.30959204551645,soeurs,sœurs,sœurs,sœurs,sœurs,sœurs,soeurs,sœurs,sœurs,sœurs,sœurs,sœurs,sœurs,,sister
ἀδελφή,155,unigram,feminine,accusative,singular,sœur,632.3217217566254,soeur,sœur,sœur,sœur,sœur,sœur,soeur,sœur,sœur,Marthe,sœur,sœur,sœur,,sister
ἀδελφή,23,unigram,feminine,nominative,plural,sœurs,627.0494280612556,soeurs,sœurs,sœurs,sœurs,sœurs,sœurs,soeurs,sœurs,sœurs,sœurs,sœurs,sœurs,sœurs,,sister
ἀδελφή,355,unigram,feminine,nominative,singular,sœur,2884596.449491529,soeur,sœur,sœur,sœur,sœur,sœur,soeur,sœur,sœur,sœur,sœur,sœur,sœur,,sister
ῥάπισμα,176,unigram,neuter,accusative,plural,donnaient,1.2013416367619456,,,souffletaient,,,donnaient,saluons,gifles,donnaient,,,,,,"slap, strike, hit"
ῥάπισμα,317,unigram,neuter,accusative,singular,gifle,1.348643964126147,,,,,,,,,,gifle,,,gifle,,"slap, strike, hit"
πλοιάριον,269,unigram,neuter,nominative,plural,Tibériade,1.58381057131421,petites,Tibériade,—D'autres,arrivées,nourrie,,Tibériade,barques,,remerciement,Tibériade,Tibériade,remerciement,,small boat
πλοιάριον,161,unigram,neuter,nominative,singular,barque,7.127991860483238,petite,barque,barque,barque,bateau,barque,nacelle,barque,barque,barque,barque,barque,barque,,small boat
ὀψάριον,209,unigram,neuter,accusative,plural,qu'est-ce,1.443247492135089,qu'est-ce,garçon,,qu'est-ce,orge,garçon,garçon,,,qu'est-ce,qu'est-ce,,orge,,small fish
ὀψάριον,298,unigram,neuter,accusative,singular,poisson,68.62746189311528,poisson,poisson,poisson,poisson,poisson,poisson,poisson,poisson,poisson,poisson,poisson,poisson,poisson,,small fish
υἱός,55,unigram,masculine,accusative,plural,fils,94.33433188561447,fils,fils,fils,fils,fils,fils,fils,fils,fils,fils,fils,fils,fils,,son
υἱός,147,unigram,masculine,accusative,singular,Fils,225.44302550048366,fils,Fils,Fils,Fils,Fils,Fils,Fils,Fils,Fils,Fils,Fils,Fils,Fils,,son
υἱός,150,unigram,masculine,nominative,plural,fils,547228.751974776,fils,fils,fils,fils,fils,fils,enfants,fils,fils,fils,fils,enfants,fils,,son
υἱός,243,unigram,masculine,nominative,singular,Fils,248187.87459491641,fils,Fils,Fils,Fils,Fils,Fils,Fils,Fils,Fils,Fils,Fils,Fils,Fils,,son
ψυχή,257,unigram,feminine,accusative,plural,sauverez,1.3173076505130248,,sauverez,,,parviendrez,sauverez,Possédez,,sauverez,,sauvegarderez,,,,"soul, life"
ψυχή,327,unigram,feminine,accusative,singular,vie,29624.85555614424,vie,vie,vie,vie,vie,vie,vie,vie,vie,vie,vie,vie,vie,,"soul, life"
ἀστήρ,339,unigram,masculine,nominative,plural,|seront,1.0595352057902494,,,,,|seront,,,,,,,,,,star
ἀστήρ,217,unigram,masculine,nominative,singular,,,l'étoile,,,,précédait,étoile,,,,,,,,,star
λίθος,343,unigram,masculine,accusative,plural,pierres,212.54847061468996,pierres,pierres,pierres,ramassèrent,pierres,pierres,pierres,pierres,pierres,ramassèrent,pierres,pierres,ramassent,,stone
λίθος,44,unigram,masculine,accusative,singular,pierre,2377677378.15484,pierre,pierre,pierre,pierre,pierre,pierre,pierre,pierre,pierre,pierre,pierre,pierre,pierre,,stone
λίθος,160,unigram,masculine,nominative,plural,pierres,687441.1589082188,pierres,pierres,pierres,pierres,pierres,pierres,pierres,pierres,pierres,pierres,pierres,pierres,pierres,,stone
λίθος,48,unigram,masculine,nominative,singular,pierre,5041.611328298549,pierre,pierre,pierre,pierre,pierre,pierre,pierre,pierre,pierre,pierre,pierre,pierre,pierre,,stone
συναγωγή,284,unigram,feminine,accusative,plural,synagogues,44422.42879182992,synagogues,synagogues,synagogues,synagogues,synagogues,synagogues,Synagogues,synagogues,synagogues,synagogues,synagogues,synagogues,maisons,,synagogue
συναγωγή,381,unigram,feminine,accusative,singular,synagogue,7677.280212836276,synagogue,synagogue,synagogue,synagogue,synagogue,synagogue,Synagogue,synagogue,synagogue,synagogue,synagogue,synagogue,prière,,synagogue
τράπεζα,223,unigram,feminine,accusative,plural,renversa,1.1382491695628385,tables,,,,renversa,,,renversa,,,renversa,,,,table
τράπεζα,163,unigram,feminine,accusative,singular,banque,1.4433248585759921,banque,banque,,n'as-tu,banque,,banque,,,l'aurais,,,,,table
τάλαντον,80,unigram,neuter,accusative,plural,talents,824.4868951460919,talents,sacs,talents,d'or,lingots,talents,talents,talents,talents,d'or,talents,talents,or,,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,260,unigram,neuter,accusative,singular,talent,6558.165590601744,talent,sac,talent,cent,lingot,talent,talent,talent,talent,100,talent,talent,or,,talent (weight and monetary unit: around 20 years' wages)
φόρος,313,unigram,masculine,accusative,plural,empêchant,1.2013309189107515,,,,d'égarer,,empêchant,,,empêchant,,,,révolte,,tax
φόρος,334,unigram,masculine,accusative,singular,dis-nous,1.7678191533427432,,l'impôt,,dis-nous,dis-nous,,,impôt,,dis-nous,l'impôt,,est-il,,tax
τελώνης,216,unigram,masculine,nominative,plural,publicains,133.55905736142205,publicains,collecteurs,publicains,,collecteurs,publicains,péagers,collecteurs,publicains,,péagers,péagers,employés,,tax collector
τελώνης,83,unigram,masculine,nominative,singular,collecteur,1.3661368324759633,publicain,collecteur,publicain,collecteur,collecteur,publicain,péager,collecteur,publicain,collecteur,péager,péager,employé,,tax collector
γραμματεύς,385,unigram,masculine,nominative,plural,scribes,604.7592690343104,scribes,spécialistes,Scribes,maîtres,spécialistes,scribes,Scribes,scribes,scribes,spécialistes,scribes,Scribes,maîtres,,"teacher, expert in the law, scholar, scribe"
γραμματεύς,244,unigram,masculine,nominative,singular,scribe,241.52035991874735,scribe,spécialiste,Scribe,loi,spécialiste,scribe,Scribe,scribe,scribe,spécialiste,scribe,Scribe,loi,,"teacher, expert in the law, scholar, scribe"
καθηγητής,370,unigram,masculine,nominative,plural,,,conducteurs,Christ,Qu'on,Chef,Chef,,Docteur,,,guide,,Docteur,Conseiller,,"teacher, guide"
καθηγητής,259,unigram,masculine,nominative,singular,,,conducteurs,Christ,Qu'on,Chef,Chef,,Docteur,,,guide,,Docteur,Conseiller,,"teacher, guide"
