lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_410_translation,version_411_translation,version_412_translation,version_413_translation,version_414_translation,version_415_translation,version_416_translation,version_417_translation,version_418_translation,version_419_translation,version_420_translation,version_421_translation,version_422_translation,version_423_translation,english_translation
ὥρα,27,unigram,feminine,nominative,singular,awr,12229.932181534265,awr,awr,awr,awr,awr,,,,,,awr,awr,amser,amser,hour
οἰκία,163,unigram,feminine,accusative,plural,dai,1.719004955452102,dderbyn,dderbyn,dai,dai,dai,,,,,,,,,gweddïau,house
οἰκία,335,unigram,feminine,accusative,singular,dŷ,19.411434193097858,dŷ,dŷ,dŷ,dŷ,dŷ,,,,,,duy,duy,dŷ,dŷ,house
οἶκος,23,unigram,masculine,accusative,singular,,,adref,adref,dŷ,dŷ,dŷ,,,,,,duy,duy,adref,adre,"house, home"
κριτής,317,unigram,masculine,nominative,plural,Beelsebwl,1.0891608288316883,Beelsebwl,Beelsebwl,,,Beelzebub,,,,,,,,,dilynwyr,judge
κριτής,171,unigram,masculine,nominative,singular,barnwr,57.085708207688526,barnwr,barnwr,barnwr,barnwr,barnwr,,,,,,brawdwr,brawdwr,barnwr,barnwr,judge
βασιλεύς,112,unigram,masculine,accusative,plural,brenhinoedd,5.660506284439909,brenhinoedd,brenhinoedd,brenhinoedd,brenhinoedd,brenhinoedd,,,,,,ich,ich,brenhinoedd,brenhinoedd,king
βασιλεύς,60,unigram,masculine,accusative,singular,,,Frenin,Frenin,frenin,frenin,frenhin,,,,,,Vrenhin,Vrenhin,brenin,Iddewon‛,king
βασιλεία,83,unigram,feminine,accusative,plural,deyrnasoedd,3.6961723648486298,deyrnasoedd,deyrnasoedd,deyrnasoedd,deyrnasoedd,deyrnasoedd,,,,,,deyrnasoedd,vynyth,deyrnasoedd,wledydd,kingdom
βασιλεία,167,unigram,feminine,accusative,singular,deyrnas,125.61937206022097,deyrnas,deyrnas,deyrnas,deyrnas,deyrnas,,,,,,deyrnas,deyrnas,deyrnas,deyrnasu,kingdom
κόπος,211,unigram,masculine,accusative,plural,brydferth,1.7598166883311563,brydferth,brydferth,weithred,weithred,berwch,,,,,,,,brydferth,lonydd,"labour, work, trouble, difficulty"
λύχνος,239,unigram,masculine,nominative,singular,,,cannwyll,cannwyll,olau,olau,,,,,,,corph,corph,goleuni,lamp,lamp
κλῆρος,103,unigram,masculine,accusative,plural,,,,,,,goelbren,,,,,,,,,gamblo,"lots (casting of lots), inheritance"
κλῆρος,1,unigram,masculine,accusative,singular,coelbren,5.284133506451612,coelbren,coelbren,,,coelbren,,,,,,goelbrenni,goelbrenni,coelbren,gamblo,"lots (casting of lots), inheritance"
ἄνθρωπος,306,unigram,masculine,accusative,plural,,,dynion,dynion,ddynion,ddynion,ddynion,,,,,,ddynion,dynion,dynion,pobl,man
ἄνθρωπος,266,unigram,masculine,accusative,singular,dyn,4.530291208277001,halogi,halogi,dyn,dyn,dyn,,,,,,ddyn,ddyn,dyn,‛aflan‛,man
ἄνθρωπος,125,unigram,masculine,nominative,plural,dynion,71.38981237102243,pobl,pobl,dynion,dynion,dynion,,,,,,dynion,dynion,,pobl,man
ἄνθρωπος,184,unigram,masculine,nominative,singular,dyn,1474.7983836423884,dyn,dyn,dyn,dyn,dyn,,,,,,dyn,dyn,dyn,dyn,man
ἀνήρ,257,unigram,masculine,accusative,plural,ŵr,2.7506221283389283,,,ŵr,ŵr,ŵr,,,,,,wr,wr,tiʼr,,"man, husband"
ἀνήρ,261,unigram,masculine,accusative,singular,gŵr,18.68116826597675,gŵr,gŵr,ŵr,ŵr,ŵr,,,,,,wr,wr,gŵr,gŵr,"man, husband"
ἀνήρ,155,unigram,masculine,nominative,plural,wŷr,2.4202973380922623,wŷr,wŷr,wŷr,wŷr,mil,,,,,,gwyr,gwyr,mil,ddynion,"man, husband"
ἀνήρ,248,unigram,masculine,nominative,singular,,,ddyn,ddyn,gŵr,gŵr,gŵr,,,,,,wr,wr,ŵr,ddyn,"man, husband"
μνᾶ,309,unigram,feminine,accusative,plural,darn,9.218762684625565,darn,darn,punt,punt,maneh,,,,,,darn,darn,ddarn,,mina (about 100 days' wages)
μνᾶ,14,unigram,feminine,accusative,singular,aur,1.2144942142911277,aur,aur,,,,,,,,,,,rhoddwch,elw,mina (about 100 days' wages)
πρωτοκαθεδρία,110,unigram,feminine,accusative,plural,,,,,gadeiriau,gadeiriau,sunagogau,,,,,,eisteddleoedd,eisteddleoedd,gwleddoedd,,"most important seat, seat of honour"
πρωτοκαθεδρία,36,unigram,feminine,accusative,singular,gadeiriau,1.6150466055423738,gadeiriau,gadeiriau,gadeiriau,gadeiriau,brif-gadair,,,,,,ys-cerwch,ys-cerwch,,seddi,"most important seat, seat of honour"
μήτηρ,290,unigram,feminine,accusative,singular,fam,153.59320932697642,fam,fam,fam,fam,fam,,,,,,vam,vam,fam,fam,mother
ὄρος,225,unigram,neuter,accusative,plural,mynyddoedd,8.043161078621454,mynyddoedd,mynyddoedd,mynyddoedd,mynyddoedd,mynyddoedd,,,,,,mynyddedd,mynyddedd,,mynyddoedd,mountain
ὄρος,275,unigram,neuter,accusative,singular,mynydd,9.26399086527602,mynydd,mynydd,mynydd,mynydd,mynydd,,,,,,mynyth,mynyth,mynydd,mynydd,mountain
ὄνομα,92,unigram,neuter,accusative,plural,Boanerges,1.1607796263255674,,,,,Boanerges,,,,,,,,,,name
ὄνομα,35,unigram,neuter,accusative,singular,enw,2676.0096316431445,enw,enw,enw,enw,enw,,,,,,Enw,Enw,fʼenw,mi,name
ὄνομα,108,unigram,neuter,nominative,plural,enwau,63.99047626329762,enwau,enwau,enwau,enwau,enwau,,,,,,enwae,enwae,,enwau,name
ὄνομα,262,unigram,neuter,nominative,singular,enw,9148837.32151232,enw,enw,enw,enw,enw,,,,,,enw,enw,enw,enw,name
ἔθνος,237,unigram,neuter,accusative,plural,genhedloedd,101.69785338879171,genhedloedd,genhedloedd,genhedloedd,genhedloedd,genhedloedd,,,,,,genetloedd,genetloedd,genhedloedd,gwlad,nation
ἔθνος,203,unigram,neuter,accusative,singular,cenedl,37.56414351392881,cenedl,cenedl,cenedl,cenedl,cenedl,,,,,,theyrnas,theyrnas,cenedl,,nation
ἔθνος,312,unigram,neuter,nominative,plural,Cenhedloedd,2.680558400018396,Cenhedloedd,Cenhedloedd,Cenhedloedd,Cenhedloedd,Cenhedloedd,,,,,,wyr,,ceisioʼr,genhedloedd,nation
ἔθνος,28,unigram,neuter,nominative,singular,theyrnas,2.34469824751717,,,,,,,,,,,theyrnas,theyrnas,theyrnas,,nation
νύξ,196,unigram,feminine,accusative,plural,nos,651.015266054909,nos,nos,nos,nos,nos,,,,,,nos,nos,nos,diwrnod,night
νύξ,255,unigram,feminine,accusative,singular,nos,65.05873904341762,nos,nos,nos,nos,nos,,,,,,nos,nos,nos,nos,night
ὅρκος,61,unigram,masculine,accusative,plural,,,lw,lw,drist,drist,lwon,,,,,,vort,vort,,westeion,oath
ὅρκος,274,unigram,masculine,accusative,singular,,,,,,,,,,,,,,,dyngodd,lw,oath
βοῦς,160,unigram,masculine,accusative,plural,,,,,,,newidwyr,,,,,,,,,ychen,ox
βοῦς,286,unigram,masculine,accusative,singular,ych,1.9379248093613801,ych,ych,ych,ych,,,,,,,,,ych,ych,ox
παραβολή,270,unigram,feminine,accusative,plural,damhegion,5.77280385979099,damhegion,damhegion,ddamhegion,ddamhegion,damhegion,,,,,,parabolae,parabolae,damhegion,straeon,parable
παραβολή,231,unigram,feminine,accusative,singular,ddameg,7605.46752816713,ddameg,ddameg,ddameg,ddameg,ddammeg,,,,,,parabol,parabol,ddameg,stori,parable
μέρος,356,unigram,neuter,accusative,plural,barthau,3.960587609152185,barthau,barthau,barthau,barthau,,,,,,,dueddae,i,gyffiniau,ardal,part
μέρος,53,unigram,neuter,accusative,singular,,,cosba,cosba,rhan,rhan,,,,,,,ran,ran,dorriʼn,gosbi,part
μαργαρίτης,233,unigram,masculine,accusative,plural,¶,1.0941828796901651,,,,,,,,,,,¶,¶,,perlau,pearls
τόπος,284,unigram,masculine,accusative,plural,,,,,daeargrynfâu,daeargrynfâu,daeargrynfaau,,,,,,newynae,newynae,newyn,,place
τόπος,304,unigram,masculine,accusative,singular,lle,97.09823741873063,lle,lle,lle,lle,lle,,,,,,lle,lle,lle,lle,place
πρωτοκλισία,288,unigram,feminine,accusative,plural,eisteddleoedd,3.7260407740068473,seddau,seddau,eisteddleoedd,eisteddleoedd,marchnadoedd,,,,,,eisteddleoedd,eisteddleoedd,seddau,gorau,place of honor
πρωτοκλισία,37,unigram,feminine,accusative,singular,,,anrhydedd,anrhydedd,uchaf,uchaf,,,,,,,,,,,place of honor
ὄφις,358,unigram,masculine,accusative,plural,gwenwyn,1.2109753543116366,,,,,,,,,,,,,,gwenwyn,poison
ὄφις,109,unigram,masculine,accusative,singular,sarff,25.733202676556942,sarff,sarff,sarff,sarff,sarph,,,,,,sarph,sarph,sarff,neidr,poison
σκεῦος,145,unigram,neuter,accusative,plural,yspeilio,1.2220533379263696,,,,,,,,,,,yspeilio,yspeilio,rwymoʼr,gartre,"possession, object, thing, jar, vessel"
σκεῦος,199,unigram,neuter,nominative,singular,isop,1.1999188151666842,,,isop,isop,,,,,,,,,,,"possession, object, thing, jar, vessel"
δύναμις,111,unigram,feminine,accusative,plural,lawer,1.871723064550954,lawer,lawer,,,lawer,,,,,,,,,wyrthiau,"power, ability, miracle"
δύναμις,47,unigram,feminine,accusative,singular,nerth,13.502182886480377,nerth,nerth,rhinwedd,rhinwedd,gallu,,,,,,nerth,nerth,gallu,nerth,"power, ability, miracle"
δύναμις,86,unigram,feminine,nominative,plural,nerthoedd,3.1826134278479725,nerthol,nerthol,nerthoedd,nerthoedd,gwyrthiau,,,,,,nerthoedd,nerthoedd,pwerauʼr,gwyrthiau,"power, ability, miracle"
δύναμις,121,unigram,feminine,nominative,singular,nerth,126.53688349878861,nerth,nerth,nerth,nerth,,,,,,,nerth,nerth,nerth,nerth,"power, ability, miracle"
ἱερεύς,21,unigram,masculine,nominative,plural,ddieuog,1.4659181583833583,ddieuog,ddieuog,ddigerydd,ddigerydd,,,,,,,,,,ddieuog,priest
ἱερεύς,251,unigram,masculine,nominative,singular,offeiriad,127.97838852376812,offeiriad,offeiriad,offeiriad,offeiriad,offeiriad,,,,,,Offeiriat,Offeiriat,offeiriad,offeiriad,priest
φυλακή,267,unigram,feminine,accusative,plural,,,garchar,garchar,,,garcharau,,,,,,bleit,bleit,,bugeiliaid,prison
φυλακή,26,unigram,feminine,accusative,singular,garchar,6.450537213221903,garchar,garchar,ngharchar,ngharchar,yngharchar,,,,,,yn‐carchar,yn‐carchar,garchar,carchar,prison
προφήτης,64,unigram,masculine,accusative,plural,proffwydi,244.61786165339487,proffwydi,proffwydi,proffwydi,proffwydi,prophwydi,,,,,,Prophwyti,Prophwyti,proffwydi,proffwydi,prophet
προφήτης,209,unigram,masculine,accusative,singular,broffwyd,17.39783055412234,broffwyd,broffwyd,proffwyd,proffwyd,prophwyd,,,,,,Prophwyt,Prophwyt,broffwyd,broffwyd,prophet
προφήτης,232,unigram,masculine,nominative,plural,proffwydi,63.576184637638356,proffwydi,proffwydi,proffwydi,proffwydi,Prophwydi,,,,,,Prophwyti,Prophwyti,proffwydi,proffwydi,prophet
προφήτης,276,unigram,masculine,nominative,singular,proffwyd,19.58046453145464,proffwyd,proffwyd,proffwyd,proffwyd,prophwyd,,,,,,Prophwyt,Prophwyt,proffwyd,broffwyd,prophet
βαλλάντιον,20,unigram,neuter,accusative,singular,,,,,god,god,,,,,,,yscrepan,yscrepan,chod,bag,purse
ποταμός,132,unigram,masculine,nominative,plural,,,,,,,afonydd,,,,,,glaw,glaw,afonydd,,river
ποταμός,174,unigram,masculine,nominative,singular,llifddyfroedd,1.1217246885880696,,,llifddyfroedd,llifddyfroedd,,,,,,,,,dyfroedd,llif,river
λῃστής,43,unigram,masculine,accusative,plural,leidr,1.0657527628538297,,,,,,,,,,,,,,leidr,robber
λῃστής,355,unigram,masculine,accusative,singular,leitr,2.6586633687228605,,,,,daethoch,,,,,,leitr,leitr,chleddyfau,pastynau,robber
λῃστής,332,unigram,masculine,nominative,plural,lladron,4.157018012772236,gydag,gydag,lladron,lladron,lladron,,,,,,llatron,llatron,croeshoelio,croeshoelio,robber
ἄρχων,214,unigram,masculine,accusative,plural,llywiawdwyr,1.8797409574778394,,,llywiawdwyr,llywiawdwyr,llywiawdwyr,,,,,,,,llywodraethwyr,Peilat,ruler
ἄρχων,100,unigram,masculine,accusative,singular,wrthnebwr,1.2000601457987268,,,,lywodraethwr,,,,,,,wrthnebwr,wrthnebwr,,gymodi,ruler
ἄρχων,68,unigram,masculine,nominative,plural,,,,,penaethiaid,penaethiaid,pennaethiaid,,,,,,Christ,Christ,llywodraethwyr,Meseia,ruler
ἄρχων,327,unigram,masculine,nominative,singular,tywysog,3.0127406044729113,tywysog,tywysog,,,llywodraethwr,,,,,,tywysoc,tywysoc,rheolwr,tywysog,ruler
ἀκοή,9,unigram,feminine,accusative,plural,chyffroer,1.2053515243683248,chyffroi,chyffroi,chyffroer,chyffroer,chyffroer,,,,,,ryveloedd,ryveloeð,ryfeloedd,rhyfeloedd,rumor
ἀκοή,79,unigram,feminine,accusative,singular,clybu,1.4744598431080917,tetrarch,tetrarch,clybu,clybu,clybu,,,,,,YPRYD,Pryd,glustiauʼr,Tua,rumor
ἀκοή,342,unigram,feminine,nominative,singular,sôn,6.0114293235374126,sôn,sôn,sôn,sôn,sôn,,,,,,son,son,amdano,Galilea,rumor
βιβλίον,55,unigram,neuter,accusative,singular,llythyr,1.456561654377277,,,llythyr,llythyr,llythyr,,,,,,yscar,yscar,,tystysgrif,"scroll, book"
διάκονος,226,unigram,masculine,nominative,plural,brofodd,1.1999591042841644,,,brofodd,brofodd,,,,,,,,,,,"servant, minister, deacon"
διάκονος,95,unigram,masculine,nominative,singular,,,was,was,weinidog,weinidog,gweinidog,,,,,,byddet,byddet,plith,Rhaid,"servant, minister, deacon"
δοῦλος,219,unigram,masculine,accusative,plural,weision,105451.02924518609,weision,weision,weision,weision,weision,,,,,,weision,weision,weision,weision,"servant, slave"
δοῦλος,29,unigram,masculine,accusative,singular,was,897.131292948463,was,was,was,was,was,,,,,,was,was,was,gwas,"servant, slave"
δοῦλος,107,unigram,masculine,nominative,plural,gweision,29848.542635070004,gweision,gweision,gweision,gweision,gweision,,,,,,gweision,gweision,gweision,gweision,"servant, slave"
δοῦλος,215,unigram,masculine,nominative,singular,gwas,205.9399011235744,gwas,gwas,gwas,gwas,gwas,,,,,,gwas,gwas,gwas,meistr,"servant, slave"
πρόβατον,336,unigram,neuter,accusative,plural,defaid,46.059124027029995,defaid,defaid,defaid,defaid,defaid,,,,,,bugail,bugail,defaid,defaid,sheep
ποιμήν,260,unigram,masculine,nominative,plural,bugeiliaid,289.7812776756931,bugeiliaid,bugeiliaid,bugeiliaid,bugeiliaid,bugeiliaid,,,,,,peth,peth,bugeiliaid,bugeiliaid,"shepherd, pastor"
ποιμήν,298,unigram,masculine,nominative,singular,bugail,323.310083927771,bugail,bugail,bugail,bugail,bugail,,,,,,bugail,bugail,bugail,bugail,"shepherd, pastor"
σημεῖον,148,unigram,neuter,accusative,plural,arwyddion,73751.0557868187,arwyddion,arwyddion,arwyddion,arwyddion,arwyddion,,,,,,arwyddion,arwyddion,arwyddion,arwyddion,sign
σημεῖον,135,unigram,neuter,accusative,singular,arwydd,706092.0335080243,arwydd,arwydd,arwydd,arwydd,arwydd,,,,,,arwydd,arwydd,arwydd,arwydd,sign
σημεῖον,44,unigram,neuter,nominative,plural,arwyddion,464.89241942831774,arwyddion,arwyddion,arwyddion,arwyddion,arwyddion,,,,,,,,arwyddion,arwyddion,sign
σημεῖον,94,unigram,neuter,nominative,singular,arwydd,3692.005414222803,arwydd,arwydd,arwydd,arwydd,arwydd,,,,,,arwydd,arwydd,arwydd,arwydd,sign
δραχμή,305,unigram,feminine,accusative,plural,ddyfal,1.1998986978087096,ddyfal,ddyfal,,,,,,,,,,,,,"silver coin, drachma"
δραχμή,176,unigram,feminine,accusative,singular,,,darn,darn,dryll,dryll,drachm,,,,,,dryll,dryll,darn,darn,"silver coin, drachma"
ἀργύριον,224,unigram,neuter,accusative,plural,arian,1827.8940208694703,arian,arian,arian,arian,arian,,,,,,ariant,ariant,arian,arian,"silver, money"
ἀργύριον,345,unigram,neuter,accusative,singular,arian,32623.519342137548,arian,arian,arian,arian,arian,,,,,,arian,arian,arian,arian,"silver, money"
ἁμαρτία,293,unigram,feminine,accusative,plural,pechodau,136.4057547817839,pechodau,pechodau,pechodau,pechodau,pechodau,,,,,,vaddae,pechotae,pechodau,pechodau,sin
ἁμαρτία,228,unigram,feminine,accusative,singular,bechod,13.503723100738174,bechod,bechod,bechod,bechod,pechod,,,,,,,,bai,euog,sin
ἁμαρτία,301,unigram,feminine,nominative,plural,bechodau,18.812770081467473,bechodau,bechodau,bechodau,bechodau,bechodau,,,,,,,,maddau,maddau,sin
ἁμαρτία,299,unigram,feminine,nominative,singular,pechod,59.537176371735924,pechod,pechod,pechod,pechod,pechod,,,,,,,,pechod,,sin
ἀδελφή,324,unigram,feminine,accusative,plural,chwiorydd,95.56634690205532,chwiorydd,chwiorydd,chwiorydd,chwiorydd,chwiorydd,,,,,,chwioredd,blant,chwiorydd,chwiorydd,sister
ἀδελφή,141,unigram,feminine,accusative,singular,chwaer,581.7145435875204,chwaer,chwaer,chwaer,chwaer,chwaer,,,,,,chwaer,chwaer,chwaer,hoff,sister
ἀδελφή,22,unigram,feminine,nominative,plural,chwiorydd,503.05314939779294,chwiorydd,chwiorydd,chwiorydd,chwiorydd,chwiorydd,,,,,,chwioredd,chwioredd,chwiorydd,chwiorydd,sister
ἀδελφή,323,unigram,feminine,nominative,singular,chwaer,47882.62316266479,chwaer,chwaer,chwaer,chwaer,chwaer,,,,,,chwaer,chwaer,chwaer,chwaer,sister
πλοιάριον,244,unigram,neuter,nominative,plural,Tiberias,1.7012735293838712,Tiberias,Tiberias,,,,,,,,,,,,Tiberias,small boat
πλοιάριον,147,unigram,neuter,nominative,singular,cwch,1.853055485767725,cwch,cwch,llong,llong,wasgent,,,,,,,,cwch,tyrfa,small boat
ὀψάριον,189,unigram,neuter,accusative,plural,haidd,1.3013614296734124,,,haidd,haidd,bachgennyn,,,,,,,,haidd,phum,small fish
ὀψάριον,269,unigram,neuter,accusative,singular,bara,2.1401859578950133,bara,bara,,,,,,,,,,,bara,coginio,small fish
υἱός,49,unigram,masculine,accusative,plural,Sebedeus,2.068015200415895,Sebedeus,Sebedeus,Sebedeus,Sebedeus,meibion,,,,,,Zebedeus,Zebedeus,fab,Sebedeus,son
υἱός,134,unigram,masculine,accusative,singular,Fab,1.2559949384470173,Fab,Fab,Fab,Fab,Mab,,,,,,Map,Map,Mab,Mab,son
υἱός,136,unigram,masculine,nominative,plural,plant,5.092159515631167,blant,blant,plant,plant,meibion,,,,,,plant,plant,Deyrnas,blant,son
υἱός,221,unigram,masculine,nominative,singular,Mab,71.42870483709198,Mab,Mab,Mab,Mab,Mab,,,,,,Map,Map,Mab,Mab,son
ψυχή,296,unigram,feminine,accusative,singular,einioes,154.77906613892765,einioes,einioes,einioes,einioes,einioes,,,,,,einioes,einioes,fywyd,bywyd,"soul, life"
ἀστήρ,307,unigram,masculine,nominative,plural,,,,,sêr,sêr,nerthoedd,,,,,,ser,ser,gwegian,,star
ἀστήρ,198,unigram,masculine,nominative,singular,,,,,,,,,,,,,,,seren,uwchben,star
λίθος,311,unigram,masculine,accusative,plural,gerrig,17.43098309716516,gerrig,gerrig,gerrig,gerrig,,,,,,,,,cerrig,cerrig,stone
λίθος,38,unigram,masculine,accusative,singular,maen,144.68488944023008,maen,maen,maen,maen,maen,,,,,,maen,maen,garreg,garreg,stone
λίθος,146,unigram,masculine,nominative,plural,cerrig,145.93356749390023,cerrig,cerrig,cerrig,cerrig,cerrig,,,,,,,,cerrig,cerrig,stone
λίθος,42,unigram,masculine,nominative,singular,maen,10.513367295882922,maen,maen,maen,maen,maen,,,,,,vaen,,garreg,garreg,stone
συναγωγή,258,unigram,feminine,accusative,plural,synagogau,169.13430907771496,synagogau,synagogau,synagogau,synagogau,sunagogau,,,,,,Synagogae,Synagogae,synagogau,synagogau,synagogue
συναγωγή,347,unigram,feminine,accusative,singular,synagog,577.898338347718,synagog,synagog,synagog,synagog,sunagog,,,,,,Synagog,Synagog,synagog,synagog,synagogue
τράπεζα,205,unigram,feminine,accusative,plural,cyfnewidwyr,2.1544898436054574,cyfnewidwyr,cyfnewidwyr,,,,,,,,,,,,cyfnewid,table
τράπεζα,149,unigram,feminine,accusative,singular,Buasai,1.1999591042841644,Buasai,Buasai,,,,,,,,,,,,,table
τάλαντον,73,unigram,neuter,accusative,plural,talent,8.886273987881939,cod,cod,talent,talent,talent,,,,,,talent,talent,,talent,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,235,unigram,neuter,accusative,singular,dalent,26.995868324303405,god,god,dalent,dalent,dalent,,,,,,,,cwdyn,talent,talent (weight and monetary unit: around 20 years' wages)
φόρος,283,unigram,masculine,accusative,plural,gwahardd,1.1998886459170521,,,gwahardd,gwahardd,,,,,,,,,,camarwain,tax
τελώνης,197,unigram,masculine,nominative,plural,trethi,3.3552404926274306,trethi,trethi,publicanod,publicanod,,,,,,,Publicanot,Publicanot,trethi,trethi,tax collector
τελώνης,75,unigram,masculine,nominative,singular,trethi,2.8616832731592856,trethi,trethi,publican,publican,treth-gymmerwr,,,,,,Publican,Publican,trethi,trethi,tax collector
γραμματεύς,352,unigram,masculine,nominative,plural,ysgrifenyddion,388.00170514008323,ysgrifenyddion,ysgrifenyddion,ysgrifenyddion,ysgrifenyddion,ysgrifenyddion,,,,,,Gwyr‐llen,Gwyr‐llen,Gyfraith,arbenigwyr,"teacher, expert in the law, scholar, scribe"
γραμματεύς,222,unigram,masculine,nominative,singular,ysgrifennydd,21.31609243389227,ysgrifennydd,ysgrifennydd,ysgrifennydd,ysgrifennydd,ysgrifenydd,,,,,,,,Gyfraith,thrysorau,"teacher, expert in the law, scholar, scribe"
κλέπτης,88,unigram,masculine,nominative,plural,lladron,2.690605477679897,,,lladron,lladron,lladron,,,,,,llatron,llatron,lladron,,thief
κλέπτης,234,unigram,masculine,nominative,singular,lleidr,2507.9459136763244,lleidr,lleidr,lleidr,lleidr,lleidr,,,,,,lleitr,lleitr,lleidr,lleidr,thief
διαλογισμός,308,unigram,masculine,accusative,plural,meddyliau,8.250391879456295,meddyliau,meddyliau,,,hymresymmiadau,,,,,,meddyliae,meddyliae,meddyliau,meddyliau,"thought, argument"
διαλογισμός,153,unigram,masculine,accusative,singular,,,feddyliau,feddyliau,meddwl,meddwl,ymresymmiad,,,,,,veddyliae,veddyliae,drwyʼu,gosododd,"thought, argument"
διαλογισμός,126,unigram,masculine,nominative,plural,meddyliau,2.3879264472702015,puteinio,puteinio,meddyliau,meddyliau,meddyliau,,,,,,meddyliae,meddyliae,llofruddio,,"thought, argument"
θρόνος,249,unigram,masculine,accusative,singular,orsedd,2.468889665693044,orsedd,orsedd,orseddfa,orseddfa,orsedd,,,,,,,,,orsedd,throne
χρόνος,280,unigram,masculine,accusative,plural,,,hir,hir,dalm,dalm,maith,,,,,,,,ysbaid,Gosododd,time
χρόνος,240,unigram,masculine,accusative,singular,amser,78.51725553008565,amser,amser,amser,amser,amser,,,,,,amser,amser,sêr-ddewiniaid,gwŷr,time
καιρός,81,unigram,masculine,nominative,plural,hamserau,1.200141308801072,hamserau,hamserau,,,,,,,,,,,,garcharorion,"time, right time"
καιρός,151,unigram,masculine,nominative,singular,amser,3317.465990571981,amser,amser,amser,amser,amser,,,,,,amser,amser,amser,amser,"time, right time"
τάφος,138,unigram,masculine,accusative,plural,addurno,1.998602114490985,addurno,addurno,addurno,addurno,,,,,,,,,,feddau,"tomb, grave"
τάφος,182,unigram,masculine,accusative,singular,bedd,34.74251881597018,bedd,bedd,bedd,bedd,bedd,,,,,,bedd,bedd,bedd,bedd,"tomb, grave"
μνημεῖον,15,unigram,neuter,accusative,plural,,,beddfeini,beddfeini,beddau,beddau,,,,,,,,,Gwae,cofgolofnau,"tomb, grave"
μνημεῖον,19,unigram,neuter,accusative,singular,bedd,7281.597057061916,bedd,bedd,bedd,bedd,bedd,,,,,,vonwent,vonwent,bedd,bedd,"tomb, grave"
μνημεῖον,84,unigram,neuter,nominative,plural,beddau,43.41398546471306,beddau,beddau,beddau,beddau,beddau,,,,,,,,,beddau,"tomb, grave"
μνημεῖον,273,unigram,neuter,nominative,singular,bedd,4.4067671402749236,orwedd,orwedd,bedd,bedd,,,,,,,van,van,,bedd,"tomb, grave"
θησαυρός,229,unigram,masculine,accusative,singular,drysor,1.3948939463119137,drysor,drysor,thyred,thyred,,,,,,,dresawr,dresawr,drysor,eiddo,treasure
δένδρον,93,unigram,neuter,accusative,plural,coed,1.888291054345268,,,,,,,,,,,,,,coed,tree	
δένδρον,82,unigram,neuter,accusative,singular,goeden,5.855994667933312,goeden,goeden,,,,,,,,,,,bren,goeden,tree	
λίτρα,130,unigram,feminine,accusative,singular,arogl,1.1998886459170521,,,arogl,arogl,,,,,,,,,,,unit of measure around 300 grams
κώμη,279,unigram,feminine,accusative,plural,pentrefi,65.20183995940586,pentrefi,pentrefi,pentrefi,pentrefi,pentrefi,,,,,,trefi,trefi,pentrefi,pentrefi,village
κώμη,57,unigram,feminine,accusative,singular,dref,147.59426506034742,,,dref,dref,,,,,,,dref,dref,pentref,,village
παρθένος,292,unigram,feminine,nominative,plural,genethod,4.887742606177075,genethod,genethod,,,,,,,,,,,merched,lampau,virgin
φωνή,333,unigram,feminine,nominative,singular,llef,4.343476077797907,llais,llais,llef,llef,Llef,,,,,,llef,llef,llais,lais,voice or sound
πόλεμος,271,unigram,masculine,accusative,plural,ryfeloedd,5.272423957631691,ryfeloedd,ryfeloedd,ryfeloedd,ryfeloedd,ryfeloedd,,,,,,ryveloedd,dir,ryfeloedd,ryfeloedd,war
ὕδωρ,354,unigram,neuter,accusative,plural,dwfr,19.988139237125633,tonnau,tonnau,dyfroedd,dyfroedd,dwfr,,,,,,dwfr,dwfr,draws,dŵr,water
ὕδωρ,99,unigram,neuter,accusative,singular,dwfr,112.80230239871804,dŵr,dŵr,dwfr,dwfr,dwfr,,,,,,dwfr,dwfr,dŵr,dŵr,water
ὕδωρ,117,unigram,neuter,nominative,singular,dwfr,178.19455900319736,dŵr,dŵr,dwfr,dwfr,dwfr,,,,,,dwfr,dwfr,dŵr,,water
ὑδρία,123,unigram,feminine,accusative,singular,hystên,2.416256297888702,hystên,hystên,dyfrlestr,dyfrlestr,,,,,,,,,hystên,hystên,water jar
ὁδός,272,unigram,feminine,accusative,plural,ffyrdd,41.511150449784104,ffyrdd,ffyrdd,,,ffyrdd,,,,,,prifffyrdd,prifffyrdd,,ffyrdd,way
ὁδός,152,unigram,feminine,accusative,singular,ffordd,98583.10613881753,ffordd,ffordd,ffordd,ffordd,ffordd,,,,,,ffordd,ffordd,ffordd,ffordd,way
γάμος,170,unigram,masculine,accusative,plural,briodas,48.028096772114345,briodas,briodas,briodas,briodas,briodaswledd,,,,,,briodas,briodas,wledd,wledd,wedding
γάμος,252,unigram,masculine,accusative,singular,,,,,galwyd,galwyd,,,,,,,gelwit,gelwit,wahodd,gwahoddiad,wedding
γυνή,116,unigram,feminine,accusative,plural,,,,,,,ganiattaodd,,,,,,,,,ganiatáu,"wife, woman"
γυνή,187,unigram,feminine,accusative,singular,wraig,6561.190295644459,wraig,wraig,wraig,wraig,wraig,,,,,,wreic,wreic,wraig,wraig,"wife, woman"
