lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2260_translation,version_2261_translation,version_2262_translation,version_2263_translation,version_2264_translation,version_2265_translation,version_2266_translation,version_2267_translation,english_translation
θρίξ,104,unigram,feminine,nominative,plural,,,চুলগুলোও,চুলগুলোও,,গণনা,মাথার,কেশগুলিও,কেশগুলিও,মাথার,hair
θρίξ,241,unigram,feminine,nominative,singular,চুলও,2.499361013465136,চুলও,চুলও,চুল,,,,,চুলও,hair
χείρ,343,unigram,feminine,accusative,plural,হাত,7626.202196944333,হাত,হাত,হাত,হাত,হাত,হস্তার্পণ,হস্তার্পণ,হাত,hand
χείρ,245,unigram,feminine,accusative,singular,হাত,207.04926876087313,হাত,হাত,হাত,হাত,হাত,হাত,হাত,হাত,hand
κεφαλή,161,unigram,feminine,accusative,plural,মাথা,12.09297306857274,নেড়ে,নেড়ে,মাথা,মাথা,মাথা,মাথা,মাথা,মাথা,head
κεφαλή,230,unigram,feminine,accusative,singular,মাথা,9.362970684052902,মাথা,মাথা,মাথা,মাথা,মাথা,মস্তক,মস্তক,মস্তক,head
στάχυς,231,unigram,masculine,accusative,plural,শীষ,1.8012986030378317,,,শীষ,,,শীষ,,শস্যক্ষেত্রের,head of grain
καρδία,38,unigram,feminine,accusative,plural,মনের,2.8719843768840754,মনের,মনের,,,,,,,heart
καρδία,317,unigram,feminine,accusative,singular,অন্তর,1.8538350739119898,,অন্তর,হৃদয়,অন্তর,,হৃদয়ে,হৃদয়ে,,heart
καρδία,214,unigram,feminine,nominative,singular,হৃদয়,9.663143076711735,মন,অন্তর,হৃদয়,অন্তর,মুখেই,হৃদয়,হৃদয়,হৃদয়,heart
οὐρανός,8,unigram,masculine,accusative,plural,আকাশ,1.2028484645655908,আসমান,আকাশ,,,,,,আকাশ,"heaven, sky"
οὐρανός,296,unigram,masculine,accusative,singular,স্বর্গের,14.869518594902653,আসমানের,স্বর্গের,স্বর্গের,আসমানের,আকাশের,স্বর্গের,স্বর্গের,স্বর্গের,"heaven, sky"
οὐρανός,378,unigram,masculine,nominative,plural,,,আসমান,আকাশ,পায়রার,বেহেশত,,স্বর্গ,,,"heaven, sky"
οὐρανός,220,unigram,masculine,nominative,singular,আকাশ,5.900356505060193,আসমান,আকাশ,আকাশ,,লোপ,,,আকাশ,"heaven, sky"
ὥρα,28,unigram,feminine,nominative,singular,সময়,17.154411670598684,সময়,সময়,দিন,সময়,লগ্ন,সময়,সময়,সময়,hour
οἰκία,176,unigram,feminine,accusative,plural,,,বেশী,বেশী,বাড়ি,বাড়ি,ঘরবাড়ি,বিধবাদের,বিধবাদের,ভোগ,house
οἰκία,357,unigram,feminine,accusative,singular,বাড়িতে,9.693789779087423,ঘরে,ঘরে,বাড়িতে,বাড়িতে,বাড়িতে,বাটীতে,বাটীতে,বাড়িতে,house
οἶκος,312,unigram,masculine,accusative,plural,,,বরখাস-,বরখাস্ত,পদ,ব্যবস্থাপক-পদ,চাকরি,দেওয়ানী-পদ,দেওয়ানী,কর্মচ্যুত,"house, home"
οἶκος,24,unigram,masculine,accusative,singular,,,বাড়ী,বাড়ী,বাড়িতে,বাড়িতে,বাড়িতে,গৃহে,গৃহে,বাড়ি,"house, home"
κριτής,338,unigram,masculine,nominative,plural,ছাড়ায়,1.422599099142998,ছাড়ায়,ছাড়ায়,,ছাড়ায়,বেলসবুলের,ছাড়ায়,ছাড়ায়,,judge
κριτής,185,unigram,masculine,nominative,singular,বিচারক,22.43234963766771,বিচারক,বিচারক,বিচারক,বিচারকর্তা,বিচারক,বিচারকর্তা,বিচারকর্ত্তা,বিচারক,judge
κλείς,93,unigram,feminine,accusative,plural,,,চাবিগুলো,চাবিগুলো,চাবিগুলি,চাবিগুলো,চাবিগুলি,,চাবিগুলিন,চাবিগুলি,key
βασιλεύς,120,unigram,masculine,accusative,plural,রাজাদের,5.024559292740308,বাদশাহ্‌দের,রাজাদের,রাজাদের,বাদশাহ্‌দের,সামনে,রাজাদের,রাজাদের,প্রদেশপালদের,king
βασιλεύς,66,unigram,masculine,accusative,singular,রাজা,3.4462035518754535,বাদশাহ্‌কে,রাজাকে,রাজা,বাদশাহ্‌,রাজা,রাজা,রাজা,রাজা,king
βασιλεία,87,unigram,feminine,accusative,plural,রাজ্য,6.668566495037612,জাঁকজমক,জাঁকজমক,রাজ্য,রাজ্য,উঁচু,রাজ্য,রাজ্য,রাজ্য,kingdom
βασιλεία,180,unigram,feminine,accusative,singular,রাজ্য,2.0508257823204064,রাজ্যে,রাজ্যের,রাজ্য,রাজ্য,প্রবেশ,রাজ্য,রাজ্য,রাজ্যের,kingdom
κόπος,223,unigram,masculine,accusative,plural,কাজই,1.1854447292370274,কাজই,কাজই,,সৎকাজ,দিচ্ছ,দিতেছ,সৎকার্য্য,বিরক্ত,"labour, work, trouble, difficulty"
λύχνος,281,unigram,masculine,nominative,plural,জ্বালিয়ে,1.353959073935315,জ্বালিয়ে,জ্বালিয়ে,জ্বেলে,জ্বালিয়ে,দীপ,জ্বালিয়া,জ্বালিয়া,,lamp
λύχνος,256,unigram,masculine,nominative,singular,প্রদীপ,8.475016909329964,আলোতে,আলোতে,প্রদীপ,প্রদীপ,উজ্জ্বল,প্রদীপ,প্রদীপ,শরীর,lamp
κλῆρος,111,unigram,masculine,accusative,plural,গুলিবাঁট,1.4743012333074592,গুলিবাঁট,গুলিবাঁট,জামা-কাপড়গুলি,গুলিবাঁট,,বস্ত্রগুলি,বস্ত্রগুলি,গুটিকাপাত,"lots (casting of lots), inheritance"
κλῆρος,1,unigram,masculine,accusative,singular,গুলিবাঁট,1.4816977466568635,গুলিবাঁট,গুলিবাঁট,ভাগ,গুলিবাঁট,চেলে,বস্ত্র,বস্ত্র,ভাগ,"lots (casting of lots), inheritance"
ἄνθρωπος,327,unigram,masculine,accusative,plural,,,লোকদের,লোকদের,লোকদের,মানুষ,,মানুষ,মানুষ,,man
ἄνθρωπος,285,unigram,masculine,accusative,singular,মানুষকে,1.7633318446379873,নাপাক,অশুচি,মানুষকে,মানুষকে,মানুষকে,মনুষ্যকে,মনুষ্যকে,মানুষকে,man
ἄνθρωπος,134,unigram,masculine,nominative,plural,লোকে,76.05230728827411,লোকে,লোকে,লোকে,লোকে,লোকে,লোকে,লোকে,মানুষ,man
ἄνθρωπος,197,unigram,masculine,nominative,singular,ব্যক্তি,2.2178158713318763,একজন,একজন,মানুষ,ব্যক্তি,লোক,ব্যক্তি,ব্যক্তি,মানুষ,man
ἀνήρ,274,unigram,masculine,accusative,plural,পড়েছিলেন,1.1064657142577834,,,পড়েছিলেন,,,,,,"man, husband"
ἀνήρ,278,unigram,masculine,accusative,singular,স্বামীকে,4.048697778453588,স্বামীকে,স্বামীকে,স্বামীকে,,,,,স্বামীকে,"man, husband"
ἀνήρ,167,unigram,masculine,nominative,plural,পুরুষ,4.470017319833988,পাঁচ,পাঁচ,পুরুষ,পুরুষ,পাঁচ,পুরুষ,পুরুষ,পুরুষ,"man, husband"
ἀνήρ,265,unigram,masculine,nominative,singular,ব্যক্তি,1.2889325108459126,একজন,একজন,অনুরোধ,ব্যক্তি,স্বামী,ব্যক্তি,ব্যক্তি,ব্যক্তি,"man, husband"
μνᾶ,330,unigram,feminine,accusative,plural,মুদ্রা,5.603033547014002,দীনার,দীনার,মুদ্রা,মুদ্রা,মুদ্রা,মুদ্রা,মুদ্রা,দশটি,mina (about 100 days' wages)
μνᾶ,14,unigram,feminine,accusative,singular,নাও,1.1470307103105757,নাও,নাও,দাঁড়িয়েছিল,দাঁড়িয়েছিল,,দাঁড়াইয়াছিল,দাঁড়াইয়াছিল,মুদ্রাটি,mina (about 100 days' wages)
πρωτοκαθεδρία,118,unigram,feminine,accusative,plural,আসন,1.9467574663005585,আসনে,আসনে,আসন,আসন,আসন,আসন,আসন,সম্মানজনক,"most important seat, seat of honour"
πρωτοκαθεδρία,40,unigram,feminine,accusative,singular,হাট,1.4702572047957103,,,,,হাটে-বাজারে,হাট,হাট,,"most important seat, seat of honour"
μήτηρ,109,unigram,feminine,accusative,plural,,,,,,,,তাড়নার,তাড়নার,,mother
μήτηρ,309,unigram,feminine,accusative,singular,,,পিতা-মাতাকে,মা-বাবাকে,মাকে,মাকে,মাকে,মাতাকে,মাতাকে,মাতাকে,mother
ὄρος,240,unigram,neuter,accusative,plural,,,,,পাহাড়ি,এলাকায়,পালিয়ে,পাহাড়,পাহাড়,,mountain
ὄρος,294,unigram,neuter,accusative,singular,পর্বতে,9.174254179382006,পাহাড়ে,পাহাড়ে,পর্বতে,পর্বতে,অলিভ,পর্বতে,পর্ব্বতে,পর্বতে,mountain
μύρον,97,unigram,neuter,accusative,plural,,,লাশের,,,,কর্মবিরতি,সুগন্ধি,,বাধ্যতায়,myrrh
μύρον,30,unigram,neuter,accusative,singular,আতর,1.2014275627384847,আতর,আতর,,,,,,ঢেলে,myrrh
ὄνομα,39,unigram,neuter,accusative,singular,নাম,485.7503543235141,নাম,নাম,নাম,নাম,নাম,নাম,নাম,নাম,name
ὄνομα,116,unigram,neuter,nominative,plural,নাম,31.975574821529584,নাম,নাম,নাম,নাম,নাম,নাম,নাম,নাম,name
ὄνομα,279,unigram,neuter,nominative,singular,নাম,1168.0343160159468,নাম,নাম,নাম,নাম,নাম,নাম,নাম,নাম,name
ἔθνος,254,unigram,neuter,accusative,plural,জাতির,9.407180085775844,জাতির,জাতির,জাতির,সর্বজাতির,জাতির,সর্বজাতির,সর্ব্বজাতির,জাতির,nation
ἔθνος,215,unigram,neuter,accusative,singular,জাতি,7.41098448528341,জাতি,জাতি,জাতি,জাতি,জাতিকে,জাতি,জাতি,জাতি,nation
ἔθνος,333,unigram,neuter,nominative,plural,জানেন,1.6283910254160472,জানেন,জানেন,অইহূদিরা,জানেন,,দ্রব্যে,দ্রব্যে,জানেন,nation
ἔθνος,29,unigram,neuter,nominative,singular,জাতি,4.102897297728929,জাতির,জাতির,জাতি,জাতি,জাতি,জাতি,জাতি,জাতি,nation
νύξ,209,unigram,feminine,accusative,plural,রাত,16.906751597924885,রাত,রাত,রাত,রাত,রাত্রি,দিবারাত্র,দিবারাত্র,রাত,night
νύξ,272,unigram,feminine,accusative,singular,রাত,7.549602395692704,,,রাত,,,রাত,রাত,,night
ὅρκος,67,unigram,masculine,accusative,plural,শপথ,1.987228657565177,কসম,শপথ,শপথের,দুঃখিত,আমন্ত্রিতেরা,শপথ,শপথ,শপথের,oath
ὅρκος,293,unigram,masculine,accusative,singular,শপথ,1.1466709745312622,,,পূর্বপুরুষ,,,শপথ,আমাদেরপিতৃপুরুষ,শপথ,oath
βοῦς,172,unigram,masculine,accusative,plural,গরু,2.4562531856468017,গরু,গরু,গরু,গরু,গরু,গরু,গো,,ox
παραβολή,289,unigram,feminine,accusative,plural,দৃষ্টান্ত,45.10226577749353,,,গল্প,দৃষ্টান্ত,বুঝতে,দৃষ্টান্ত,দৃষ্টান্ত,,parable
παραβολή,246,unigram,feminine,accusative,singular,দৃষ্টান্ত,30.925452977026424,শিক্ষা,শিক্ষা,গল্প,দৃষ্টান্ত,উপাখ্যান,দৃষ্টান্ত,দৃষ্টান্ত,রূপকটি,parable
μέρος,377,unigram,neuter,accusative,plural,,,এলাকায়,এলাকায়,অঞ্চলে,প্রদেশে,অঞ্চলে,প্রদেশে,প্রদেশে,অঞ্চলে,part
μέρος,58,unigram,neuter,accusative,singular,অংশ,49.48275442117586,টুকরা,টুকরা,অংশ,অংশ,দলে,অংশ,অংশ,অংশ,part
μαργαρίτης,248,unigram,masculine,accusative,plural,মুক্তা,30.198171324597304,মুক্তা,মুক্তা,,মুক্তা,ঘুরে,মুক্তা,মুক্তা,,pearls
μαργαρίτης,42,unigram,masculine,accusative,singular,মহামূল্য,1.096057314542422,,,,,,,মহামূল্য,,pearls
τόπος,303,unigram,masculine,accusative,plural,দুর্ভিক্ষ,1.7106196342538378,,,,ভূমিকমপ,ভূমিকম্প,,দুর্ভিক্ষ,দুর্ভিক্ষ,place
τόπος,325,unigram,masculine,accusative,singular,স্থানে,17.044948836960334,জায়গায়,জায়গায়,জায়গায়,স্থানে,নির্জন,স্থানে,স্থানে,স্থানে,place
πρωτοκλισία,307,unigram,feminine,accusative,plural,আসন,5.90884701850061,সম্মানের,সম্মানের,আসন,আসন,আলখাল্লা,আসন,আসন,আসনগুলি,place of honor
πρωτοκλισία,41,unigram,feminine,accusative,singular,ভোজে,6.86600069033517,সম্মানের,সম্মানের,ভোজে,ভোজে,ভোজে,ভোজে,প্রধান,আসন,place of honor
ὄφις,117,unigram,masculine,accusative,singular,সাপ,2.2741477144193323,সাপ,সাপ,সাপ,,সাপ,সাপ,সাপ,সাপ,poison
σκεῦος,156,unigram,neuter,accusative,plural,,,,,বাঁধলে,,লুঠ,বাঁধিলে,,লুট,"possession, object, thing, jar, vessel"
σκεῦος,284,unigram,neuter,accusative,singular,পাত্র,1.8265080068886008,,,ভেতর,পাত্র,বিক্রীর,পাত্র,পাত্র,পসরা,"possession, object, thing, jar, vessel"
σκεῦος,146,unigram,neuter,nominative,plural,নামুক।,1.2013630877021924,নামুক।,নামুক।,,,,,,জিনিসপত্র,"possession, object, thing, jar, vessel"
δύναμις,119,unigram,feminine,accusative,plural,অলৌকিক,1.716160880609317,চিহ্ন-কাজ,আশ্চর্য,অবিশ্বাসের,কুদরতি-কাজ,অলৌকিক,পরাক্রম-কার্য,পরাক্রম-কার্য্য,অলৌকিক,"power, ability, miracle"
δύναμις,53,unigram,feminine,accusative,singular,শক্তি,20.046954754936575,শক্তির,শক্তির,শক্তি,শক্তি,শক্তি,শক্তি,শক্তি,শক্তি,"power, ability, miracle"
δύναμις,90,unigram,feminine,nominative,plural,অলৌকিক,10.31052043770242,অলৌকিক,আশ্চর্য,অলৌকিক,পরাক্রমগুলো,অলৌকিক,পরাক্রম,পরাক্রম,অলৌকিক,"power, ability, miracle"
δύναμις,130,unigram,feminine,nominative,singular,শক্তি,170.42726054204584,সুস্থ,শক্তি,শক্তি,শক্তি,শক্তির,শক্তি,শক্তি,শক্তি,"power, ability, miracle"
ἱερεύς,21,unigram,masculine,nominative,plural,ভাংলেও,1.4582000523635326,ভাংলেও,ভাংলেও,লঙ্ঘন,এবাদতখানায়,পুরোহিতরা,,,,priest
ἱερεύς,269,unigram,masculine,nominative,singular,যাজক,8.08425645115604,ইমাম,পুরোহিত,যাজক,ইমাম,পুরোহিত,যাজক,যাজক,যাজক,priest
φυλακή,286,unigram,feminine,accusative,plural,,,বেথেলহেমের,বৈৎলেহমের,কারাগারে,,,,,,prison
φυλακή,27,unigram,feminine,accusative,singular,কারাগারে,62.272186672026656,জেলে,জেলে,জেলখানায়,কারাগারে,কারাগারে,কারাগারে,কারাগারে,কারাগারে,prison
προφήτης,70,unigram,masculine,accusative,plural,নবীদের,2.996444259301096,নবীদের,নবীদের,বধ,নবীদেরকে,নবীদের,ভাববাদী,বধ,ভাববাদীদের,prophet
προφήτης,221,unigram,masculine,accusative,singular,ভাববাদী,35.37183839099065,নবী,নবী,ভাববাদী,নবী,নবীর,ভাববাদী,ভাববাদী,ভাববাদী,prophet
προφήτης,247,unigram,masculine,nominative,plural,,,তৌরাত,নবীরা,ভাববাদী,নবী,নবীরাও,ভাববাদিগণ,ভাববাদিগণ,ভাববাদী,prophet
προφήτης,295,unigram,masculine,nominative,singular,,,নবী,নবী,ভাববাদী,নবী,নবী,ভাববাদী,ভাববাদী,ভাববাদী,prophet
βαλλάντιον,145,unigram,neuter,accusative,plural,পুরনো,1.0441063733306788,,,পুরনো,,,,,,purse
βαλλάντιον,20,unigram,neuter,accusative,singular,থলি,6.046133939891206,ঝুলি,ঝুলি,থলি,থলি,থলি,থলি,থলী,টাকার,purse
ποταμός,141,unigram,masculine,nominative,plural,নামল,1.1160002945923677,,,নামল,,,,,,river
ποταμός,188,unigram,masculine,nominative,singular,জলস্রোত,1.1226352830673925,,,জলের,,,জলস্রোত,জলস্রোত,,river
λῃστής,376,unigram,masculine,accusative,singular,,,ডাকাত,ডাকাত,লাঠি,লাঠি,এসেছ,খড়্‌গ,আসিলে,নেতৃত্ব,robber
λῃστής,354,unigram,masculine,nominative,plural,দস্যু,5.9793107084082715,ক্রুশে,ক্রুশে,বিদ্ধ,দস্যু,ক্রুশবিদ্ধ,দস্যু,দস্যু,,robber
ἄρχων,228,unigram,masculine,accusative,plural,,,সাধারণ,সাধারণ,তত্ত্বাবধায়ক,নেতৃবর্গ,নেতৃবৃন্দকে,অধ্যক্ষগণ,অধ্যক্ষগণ,অধ্যক্ষদের,ruler
ἄρχων,107,unigram,masculine,accusative,singular,মীমাংসার,1.2015030163073623,মীমাংসার,মীমাংসার,মিটমাট,,,,,,ruler
ἄρχων,74,unigram,masculine,nominative,plural,,,নেতারা,নেতারা,শাসকেরা,মসীহ্‌,সমাজপতিরা,খ্রীষ্ট,খ্রীষ্ট,সমাজভবনের,ruler
ἄρχων,348,unigram,masculine,nominative,singular,অধিপতি,2.514904254972076,নেতা,নেতা,শাসনকর্ত্তা,অধিপতি,সমাজপতি,অধিপতি,অধিপতি,সমাজভবনের,ruler
ἀκοή,9,unigram,feminine,accusative,plural,,,,,গুজব,শেষ,,,,যুদ্ধের,rumor
ἀκοή,84,unigram,feminine,accusative,singular,,,কর্মচারীদের,,বার্তা,হেরোদ,সভাসদদের,,বার্ত্তা,সম্মন্ধে,rumor
ἀκοή,182,unigram,feminine,nominative,plural,জিহ্বার,1.7278799484119978,,,,জিহ্বার,,জিহ্বার,জিহ্বার,বন্ধনমুক্ত,rumor
ἀκοή,365,unigram,feminine,nominative,singular,,,ছড়িয়ে,ছড়িয়ে,ছড়িয়ে,ছড়িয়ে,ছড়িয়ে,সমুদয়,সমুদয়,ছড়িয়ে,rumor
βιβλίον,63,unigram,neuter,accusative,plural,ধরত,1.3761445516204793,ধরত,ধরত,,,,,,,"scroll, book"
βιβλίον,60,unigram,neuter,accusative,singular,পুস্তকখানি,1.141698588758533,কিতাবখানা,,ত্যাগপত্র,কিতাবখানি,গ্রন্থটি,পুস্তকখানি,পুস্তকখানি,,"scroll, book"
διάκονος,242,unigram,masculine,nominative,plural,তুলেছিল,1.2013845589884997,তুলেছিল,তুলেছিল,,,,,,,"servant, minister, deacon"
διάκονος,102,unigram,masculine,nominative,singular,পরিচারক,11.329411936994775,সেবাকারী,সেবাকারী,সেবক,পরিচারক,হবে,পরিচারক,পরিচারক,চায়,"servant, minister, deacon"
δοῦλος,234,unigram,masculine,accusative,plural,,,গোলামদের,দাসদের,দাসদেরকে,গোলামদেরকে,ভৃত্যদের,দাসদিগকে,দাসদিগকে,দাসদের,"servant, slave"
δοῦλος,31,unigram,masculine,accusative,singular,দাসকে,496.56651414050674,গোলামকে,দাসকে,দাসকে,গোলামকে,ভৃত্যকে,দাসকে,দাসকে,দাসকে,"servant, slave"
δοῦλος,115,unigram,masculine,nominative,plural,দাসেরা,470.5882306614259,গোলামেরা,দাসেরা,দাসেরা,গোলামেরা,ভৃত্যেরা,দাসেরা,দাসেরা,দাসেরা,"servant, slave"
δοῦλος,229,unigram,masculine,nominative,singular,দাস,1094.4102089446592,গোলাম,দাস,দাস,গোলাম,ভৃত্য,দাস,দাস,দাস,"servant, slave"
πρόβατον,358,unigram,neuter,accusative,plural,মেষ,33.07742055758451,ভেড়া,মেষগুলো,মেষ,ভেড়া,মেষ,মেষ,মেষ,মেষদের,sheep
πρόβατον,163,unigram,neuter,accusative,singular,ভেড়াটা,3.999794278418312,ভেড়াটা,ভেড়াটা,,ভেড়াটি,মেষটি,,,,sheep
ποιμήν,277,unigram,masculine,nominative,plural,মেষপালকেরা,22.508364815730697,রাখালেরা,রাখালেরা,মেষপালকেরা,ভেড়ার,মেষপালকেরা,মেষপালকেরা,মেষপালকেরা,,"shepherd, pastor"
ποιμήν,318,unigram,masculine,nominative,singular,মেষপালক,8.108145679245911,মেষদের,,মেষপালক,মেষপালক,মেষপালক,মেষপালক,মেষপালক,মেষদের,"shepherd, pastor"
σημεῖον,159,unigram,neuter,accusative,plural,,,অলৌকিক,আশ্চর্য,কাজ,চিহ্ন-কাজ,নিদর্শন,চিহ্ন-কার্য,চিহ্ন-কার্য্য,চিহ্নকর্ম,sign
σημεῖον,144,unigram,neuter,accusative,singular,চিহ্ন,41.793888134018296,চিহ্ন,চিহ্ন,চিহ্ন,চিহ্ন-কাজ,নিদর্শন,চিহ্ন,চিহ্ন,চিহ্ন,sign
σημεῖον,50,unigram,neuter,nominative,plural,চিহ্ন,2.491205666368738,দেখা,দেখা,চিহ্ন,,নানা,চিহ্ন,চিহ্ন,যাবে,sign
σημεῖον,101,unigram,neuter,nominative,singular,চিহ্ন,29.455867853570556,চিহ্ন,চিহ্ন,চিহ্ন,চিহ্ন,যুগের,চিহ্ন,চিহ্ন,চিহ্ন,sign
δραχμή,326,unigram,feminine,accusative,plural,ঝাড়,1.2013309189107515,ঝাড়,ঝাড়,,,,ঝাঁটি,,,"silver coin, drachma"
δραχμή,190,unigram,feminine,accusative,singular,হারিয়ে,4.644846859601154,হারিয়ে,হারিয়ে,,হারিয়ে,সিকিটি,হারাইয়া,হারাইয়া,হারিয়ে,"silver coin, drachma"
ἀργύριον,239,unigram,neuter,accusative,plural,টাকা,2.2789779936701464,টাকা,টাকা,টাকা,,ত্রিশটি,টাকা,টাকা,রৌপ্যমুদ্রা,"silver, money"
ἀργύριον,368,unigram,neuter,accusative,singular,টাকা,1019.0463977847122,টাকা,টাকা,টাকা,টাকা,টাকা,টাকা,টাকা,অর্থ,"silver, money"
ἁμαρτία,313,unigram,feminine,accusative,plural,পাপ,8.596492158510783,গুনাহ্‌,পাপ,পাপ,গুনাহ্‌,পাপ,পাপ,পাপ,ক্ষমা,sin
ἁμαρτία,243,unigram,feminine,accusative,singular,পাপ,24.188426961131466,দোষ,দোষ,পাপ,গুনাহ্‌,পাপ,পাপ,পাপ,পাপ,sin
ἁμαρτία,322,unigram,feminine,nominative,plural,,,গুনাহ্‌,ক্ষমা,ক্ষমা,গুনাহ্‌,পাপ,পাপ,পাপ,ক্ষমা,sin
ἁμαρτία,319,unigram,feminine,nominative,singular,পাপ,4.415704131299528,আপনাদের,আপনাদের,পাপ,গুনাহ্‌,,পাপ,পাপ,,sin
ἀδελφή,345,unigram,feminine,accusative,plural,ভাই-বোন,2.9628180295672775,ভাই-বোন,ভাই-বোন,মা,ভাই-বোন,,ভগিনী,ভগিনী,,sister
ἀδελφή,152,unigram,feminine,accusative,singular,বোন,4.187520800562931,বোন,বোন,,,বোন,,,বোন,sister
ἀδελφή,23,unigram,feminine,nominative,plural,বোনেরা,21.936905208003026,বোনেরা,বোনেরা,বোনেরা,বোনেরা,,ভগিনীরা,ভগিনীরা,নেই,sister
ἀδελφή,344,unigram,feminine,nominative,singular,বোন,1620.3228383486746,বোন,বোন,বোন,বোন,বোন,ভগিনী,ভগিনী,বোন,sister
ῥάπισμα,173,unigram,neuter,accusative,plural,,,পরাল,,ওহে,ইহুদী-রাজ,,,,ইহুদি-রাজ,"slap, strike, hit"
ῥάπισμα,306,unigram,neuter,accusative,singular,,,মহা-ইমামকে,মহাপুরোহিতকে,আধিকারিক,,,,,,"slap, strike, hit"
πλοιάριον,261,unigram,neuter,nominative,plural,,,,,তিবিরিয়া,,,,,ধন্যবাদ-দানের,small boat
πλοιάριον,158,unigram,neuter,nominative,singular,নৌকা,5.909049452361982,নৌকা,নৌকা,নৌকা,নৌকা,,নৌকা,নৌকা,নৌকা,small boat
ὀψάριον,203,unigram,neuter,accusative,plural,যবের,1.4345017232502468,,,যবের,যবের,,যবের,যবের,,small fish
ὀψάριον,288,unigram,neuter,accusative,singular,রুটি,2.0711300482746653,রুটিও,রুটিও,রুটি,রুটি,মাছ,রুটি,রুটী,রুটি,small fish
υἱός,55,unigram,masculine,accusative,plural,সিবদিয়ের,2.749678812245549,সিবদিয়ের,সিবদিয়ের,সিবদিয়ের,সিবদিয়ের,দুই,সিবদিয়ের,সিবদিয়ের,দুই,son
υἱός,143,unigram,masculine,accusative,singular,পুত্রকে,3.17858622314614,ইব্‌ন্তেআদমকে,মনুষ্যপুত্রকে,মনুষ্যপুত্রকে,পুত্রকে,মানবপুত্রকে,পুত্রকে,পুত্রকে,পুত্রকে,son
υἱός,147,unigram,masculine,nominative,plural,সন্তানেরা,4.338278623269287,লোকেরা,লোকেরা,সন্তানেরা,সন্তানেরা,সন্তানেরা,সন্তানেরা,সন্তানেরা,সন্তান,son
υἱός,236,unigram,masculine,nominative,singular,পুত্র,7.0192290319916,ইব্‌ন্তেআদম,পুত্র,মনুষ্যপুত্র,পুত্র,পুত্র,পুত্র,পুত্র,পুত্র,son
ψυχή,249,unigram,feminine,accusative,plural,,,পূর্ণতা,পূর্ণতা,,ধৈর্যে,,ধৈর্যে,ধৈর্য্যে,অবিচলিত,"soul, life"
ψυχή,316,unigram,feminine,accusative,singular,প্রাণ,394.31129834450593,প্রাণ,প্রাণ,প্রাণ,প্রাণ,প্রাণ,প্রাণ,প্রাণ,প্রাণ,"soul, life"
ἀστήρ,328,unigram,masculine,nominative,plural,,,,,সূর্য্য,তারাগুলোর,তারকারাজিপ্রকম্পিত,তারাগণের,,,star
ἀστήρ,211,unigram,masculine,nominative,singular,পূর্ব্বদেশে,1.1613200159490844,,,পূর্ব্বদেশে,,,,,,star
λίθος,332,unigram,masculine,accusative,plural,,,,,মারবার,মারবার,পাথর,মারিবার,মারিবার,পাথর,stone
λίθος,44,unigram,masculine,accusative,singular,পাথর,6.302233102364,পাথর,পাথর,পাথর,পাথর,পাথর,প্রস্তর,প্রস্তর,সমাধির,stone
λίθος,157,unigram,masculine,nominative,plural,,,,,পাথর,পাথরগুলো,,,,পাথরগুলি,stone
λίθος,48,unigram,masculine,nominative,singular,পাথর,3.4456423538630534,পাথর,পাথর,পাথর,পাথর,পাথরও,পাথর,পাথর,দেখছ,stone
συναγωγή,275,unigram,feminine,accusative,plural,,,মজলিস-খানায়,সমাজ-ঘরে,সমাজঘরে,মজলিস-খানায়,সমাজভবনে,সমাজ-গৃহে,সমাজ-গৃহে,কর্তৃপক্ষের,synagogue
συναγωγή,370,unigram,feminine,accusative,singular,,,মজলিস-খানায়,সমাজ-ঘরে,সমাজঘরে,মজলিস-খানায়,সমাজভবনে,সমাজ-গৃহে,সমাজ-গৃহে,সমাজভবনে,synagogue
τράπεζα,217,unigram,feminine,accusative,plural,উল্টে,1.090163309708789,উল্টে,উল্টে,বদল,,,,,,table
τράπεζα,160,unigram,feminine,accusative,singular,রাখলি,1.2013845589884997,রাখলি,রাখলি,,,,,,,table
τάλαντον,79,unigram,neuter,accusative,plural,তালন্ত,33.872714672228064,হাজার,হাজার,তালন্ত,তালন্ত,স্বর্ণমুদ্রা,তালন্ত,তালন্ত,তালন্ত,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,252,unigram,neuter,accusative,singular,তালন্ত,195.77395322838606,টাকা,টাকা,তালন্ত,তালন্ত,মুদ্রা,তালন্ত,তালন্ত,তালন্ত,talent (weight and monetary unit: around 20 years' wages)
φόρος,302,unigram,masculine,accusative,plural,,,,,কৈসরকে,,—রাজা,বিগড়াইয়া,বিগড়িয়া,চাইছে।,tax
φόρος,323,unigram,masculine,accusative,singular,কৈসরকে,3.5913389777641433,রোম-সম্রাটকে,রোম-সম্রাটকে,কৈসরকে,সীজারকে,সীজারকে,কৈসরকে,কৈসরকে,কৈসরকে,tax
τελώνης,210,unigram,masculine,nominative,plural,,,খাজনা-আদায়কারী,কর্‌-,কর,কর-আদায়কারী,কর-আদায়কারী,করগ্রাহী,করগ্রাহী,কর,tax collector
