lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2191_translation,version_2192_translation,version_2193_translation,version_2194_translation,version_2195_translation,version_2196_translation,version_2197_translation,version_2198_translation,english_translation
δύναμις,108,unigram,feminine,nominative,singular,сила,55.317484514339476,сила,сила,сила,сила,сила,сила,сила,сила,"power, ability, miracle"
ἱερεύς,17,unigram,masculine,nominative,plural,виновни,1.096091603901298,,виновни,,,,,,,priest
ἱερεύς,237,unigram,masculine,nominative,singular,свещеник,255.94773654663393,свещеник,свещеник,свещеник,свещеник,свещеник,свещеник,свещеник,свещеник,priest
φυλακή,22,unigram,feminine,accusative,singular,тъмница,736.2066484161384,тъмница,тъмница,тъмница,тъмница,тъмница,затвора,тъмница,тъмница,prison
προφήτης,60,unigram,masculine,accusative,plural,пророците,318.09168300240435,пророците,пророците,пророците,пророците,пророците,пророците,пророците,пророците,prophet
προφήτης,195,unigram,masculine,accusative,singular,пророк,36572.104631171715,пророк,пророк,пророк,пророк,пророк,пророк,пророк,пророк,prophet
προφήτης,218,unigram,masculine,nominative,plural,пророците,770.8811283218869,пророците,пророците,пророците,пророците,пророците,пророците,пророците,пророците,prophet
προφήτης,260,unigram,masculine,nominative,singular,пророк,9955.91765061364,пророк,пророк,пророк,пророк,пророк,пророк,пророк,пророк,prophet
βαλλάντιον,16,unigram,neuter,accusative,singular,кесия,2.5872217470715007,кесия,кесия,кесия,кесия,кесия,носете,кесия,кесия,purse
ποταμός,118,unigram,masculine,nominative,plural,реки,2.3479783374753476,,реки,,реки,,,,,river
ποταμός,161,unigram,masculine,nominative,singular,реката,1.1226352830673925,реката,,,,реката,,,,river
λῃστής,338,unigram,masculine,accusative,singular,разбойник,1.761345261009881,разбойник,разбойник,разбойник,разбойник,разбойник,,разбойник,разбойник,robber
λῃστής,317,unigram,masculine,nominative,plural,разбойници,242.93427248447935,разбойници,,разбойници,,разбойници,разпънати,разбойници,разбойници,robber
λῃστής,151,unigram,masculine,nominative,singular,разбойник,255.94769269269406,разбойник,разбойник,разбойник,разбойник,разбойник,разбойник,разбойник,разбойник,robber
ἄρχων,200,unigram,masculine,accusative,plural,,,,първо-свещениците,,началниците,свика,водачите,свика,началниците,ruler
ἄρχων,64,unigram,masculine,nominative,plural,Христос,1.3531163150081642,,Христос,Христос,началниците,Христос,водачите,Христос,Христос,ruler
ἄρχων,311,unigram,masculine,nominative,singular,началник,2.7050631179785296,началник,князът,князът,началник,началник,управителят,началник,князът,ruler
ἀκοή,7,unigram,feminine,accusative,plural,,,слухове,обърквайте,,,,войни,,,rumor
ἀκοή,73,unigram,feminine,accusative,singular,слуха,1.3168275199353623,слуха,,слуха,мълвата,,управителят,слуха,слухът,rumor
ἀκοή,156,unigram,feminine,nominative,plural,връзката,1.2013953022722905,,,връзката,,връзката,езикът,,,rumor
ἀκοή,327,unigram,feminine,nominative,singular,разнесе,13.486294133725218,разнесе,разнесе,разнесе,пръсна,разнесе,цяла,разнесе,разчу,rumor
βιβλίον,52,unigram,neuter,accusative,singular,писмо,1.141698588758533,писмо,свитъка,,мъжът,писмо,,,,"scroll, book"
διάκονος,85,unigram,masculine,nominative,singular,,,бъде,слуга,служител,слуга,служител,трябва,служител,слуга,"servant, minister, deacon"
δοῦλος,206,unigram,masculine,accusative,plural,слугите,5.2566258803764025,слугите,слугите,слугите,слугите,слугите,слугите,слугите,слугите,"servant, slave"
δοῦλος,25,unigram,masculine,accusative,singular,слугата,7.396585648375481,слугата,слуга,слугата,слугата,слугата,слугата,слугата,раба,"servant, slave"
δοῦλος,95,unigram,masculine,nominative,plural,слугите,2.9664034838481994,слугите,слуги,слугите,слуги,слугите,Слугите,слугите,слугите,"servant, slave"
δοῦλος,201,unigram,masculine,nominative,singular,слуга,4.2035010782285545,слуга,слугата,слуга,слуга,слуга,слугата,слуга,раб,"servant, slave"
πρόβατον,321,unigram,neuter,accusative,plural,овце,2.5184859289663835,,овце,овцете,овци,,овце,,овците,sheep
πρόβατον,138,unigram,neuter,accusative,singular,овца,127.9769606640608,овца,,овца,овца,овца,овца,овца,овца,sheep
ποιμήν,245,unigram,masculine,nominative,plural,овчарите,28.524517087061984,овчарите,пастирите,овчарите,пастирите,овчарите,стадата,овчарите,овчарите,"shepherd, pastor"
ποιμήν,282,unigram,masculine,nominative,singular,овцете,2.3275508065173516,овцете,пастир,овцете,пастир,овцете,овцете,овцете,пастир,"shepherd, pastor"
σημεῖον,134,unigram,neuter,accusative,plural,знамения,273.60487571567757,знамения,чудеса,знамения,чудеса,знамения,знамения,знамения,чудеса,sign
σημεῖον,121,unigram,neuter,accusative,singular,знамение,6711.2322596779195,знамение,знамение,знамение,личба,знамение,знамение,знамение,знамение,sign
σημεῖον,41,unigram,neuter,nominative,plural,знамения,656.9715523379297,знамения,знамения,знамения,поличби,знамения,знамения,знамения,знамения,sign
σημεῖον,84,unigram,neuter,nominative,singular,знамение,3.0510189305695095,знамение,знамението,знамението,личба,знамение,знамение,знамение,знамението,sign
δραχμή,163,unigram,feminine,accusative,singular,намери,4.08476802166377,намери,намери,намери,намери,намери,намери,намери,намери,"silver coin, drachma"
ἀργύριον,211,unigram,neuter,accusative,plural,сребърника,7.1362456248327115,сребърника,сребърника,сребърника,сребърника,сребърника,взеха,сребърника,сребърници,"silver, money"
ἀργύριον,330,unigram,neuter,accusative,singular,парите,2.1456585198413474,парите,парите,парите,зарадваха,парите,пари,парите,среброто,"silver, money"
ἁμαρτία,277,unigram,feminine,accusative,plural,прощава,1.886625455658286,прощава,прощава,,прощава,,прощава,,прощава,sin
ἁμαρτία,214,unigram,feminine,accusative,singular,грях,57.558281283041424,грях,грях,грях,грях,грях,грях,грях,грях,sin
ἁμαρτία,286,unigram,feminine,nominative,plural,греховете,6.982024930331775,греховете,прощават,греховете,прощават,греховете,Греховете,греховете,греховете,sin
ἁμαρτία,283,unigram,feminine,nominative,singular,грях,88.5135639931446,грях,грях,грях,грях,грях,грях,грях,грях,sin
ἀδελφή,308,unigram,feminine,accusative,plural,ниви,1.0972086745563912,,ниви,,нивя,,ниви,,братя,sister
ἀδελφή,128,unigram,feminine,accusative,singular,сестра,149.60928184443557,сестра,сестра,сестра,сестра,сестра,сестра,сестра,сестра,sister
ἀδελφή,18,unigram,feminine,nominative,plural,сестрите,900.2572700835335,сестрите,сестрите,сестрите,сестрите,сестрите,сестрите,сестрите,сестрите,sister
ἀδελφή,307,unigram,feminine,nominative,singular,сестра,676.1760807078144,сестра,сестра,сестра,сестра,сестра,сестра,сестра,сестра,sister
ῥάπισμα,148,unigram,neuter,accusative,plural,Царю,1.316739288237296,Царю,Царю,Царю,,,биеха,царю,,"slap, strike, hit"
ῥάπισμα,270,unigram,neuter,accusative,singular,плесница,1.775812493408988,,плесница,плесница,плесница,плесница,,плесница,,"slap, strike, hit"
πλοιάριον,133,unigram,neuter,nominative,singular,,,ладия,лодка,ладия,,лодка,лодка,,ладия,small boat
ὀψάριον,177,unigram,neuter,accusative,plural,момченце,1.3167569176938394,момченце,момче,момче,момченце,,момченце,,,small fish
ὀψάριον,253,unigram,neuter,accusative,singular,жарава,1.3048134076130513,,жарава,,,жарава,риба,,,small fish
υἱός,46,unigram,masculine,accusative,plural,синове,8.774721235957891,синове,синове,синове,Зеведееви,синовете,със,сина,,son
υἱός,120,unigram,masculine,accusative,singular,Син,20.573125653934458,Син,Сина,Син,Сина,Син,Син,Син,Сина,son
υἱός,123,unigram,masculine,nominative,plural,синове,7.982344214213942,чада,синове,синове,синове,синове,деца,синове,синовете,son
υἱός,208,unigram,masculine,nominative,singular,Син,54.7391965033471,Син,Синът,Син,Син,Син,Син,Син,Син,son
ψυχή,219,unigram,feminine,accusative,plural,спасите,1.0596387620220236,,,,,,спасите,,,"soul, life"
ψυχή,280,unigram,feminine,accusative,singular,живота,157.90164053253125,живота,живота,живота,душата,живота,живота,живота,душата,"soul, life"
ἀστήρ,292,unigram,masculine,nominative,plural,изпадат,1.0595352057902494,,,,изпадат,,,,,star
ἀστήρ,185,unigram,masculine,nominative,singular,звездата,1.2013523596909814,,звездата,,,,,,звездата,star
λίθος,296,unigram,masculine,accusative,plural,камъни,1.9372863053383675,камъни,грабнаха,камъни,камъни,камъни,камъни,камъни,камене,stone
λίθος,36,unigram,masculine,accusative,singular,камък,89.51261062788012,камък,камък,камък,камък,камък,камък,камък,камик,stone
λίθος,132,unigram,masculine,nominative,plural,камъни,16.932762671056324,камъни,камъни,камъни,камъни,камъни,камъни,камъни,,stone
λίθος,40,unigram,masculine,nominative,singular,камък,41.80664677161737,камък,камък,камък,камък,камък,камък,камък,камик,stone
συναγωγή,243,unigram,feminine,accusative,plural,синагогите,7.634822728381807,синагоги,синагогите,синагоги,синагогите,синагогите,синагогите,синагоги,съборищата,synagogue
συναγωγή,332,unigram,feminine,accusative,singular,синагогата,531.4596317953292,синагогата,синагогата,синагогата,синагогата,синагогата,синагогата,синагогата,съборището,synagogue
τράπεζα,191,unigram,feminine,accusative,plural,масите,1.8614099800031954,,,,,масите,масите,,,table
τράπεζα,135,unigram,feminine,accusative,singular,вложи,1.0960768946513286,,,,,,вложи,,,table
τάλαντον,68,unigram,neuter,accusative,plural,таланта,926.1054460912885,таланта,таланта,таланта,таланта,таланта,таланта,таланта,таланта,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,222,unigram,neuter,accusative,singular,таланта,102.81079539405945,таланта,таланта,таланта,таланта,таланта,Затова,таланта,таланта,talent (weight and monetary unit: around 20 years' wages)
φόρος,287,unigram,masculine,accusative,singular,даваме,1.2013309189107515,,,,даваме,,данък,,даваме,tax
τελώνης,184,unigram,masculine,nominative,plural,,,бирници,митари,бирниците,митари,бирници,бирниците,бирници,митари,tax collector
τελώνης,70,unigram,masculine,nominative,singular,бирник,8.018661617187606,бирник,митар,бирник,митар,бирник,бирник,бирник,митар,tax collector
γραμματεύς,336,unigram,masculine,nominative,plural,книжниците,628.5040224833434,книжниците,книжниците,книжниците,книжниците,книжниците,законоучителите,книжниците,книжниците,"teacher, expert in the law, scholar, scribe"
γραμματεύς,209,unigram,masculine,nominative,singular,книжник,32.92280515290487,книжник,книжник,книжник,книжник,книжник,законоучител,книжник,книжник,"teacher, expert in the law, scholar, scribe"
καθηγητής,322,unigram,masculine,nominative,plural,позволявайте,1.161293917469705,,,,,,позволявайте,,,"teacher, guide"
καθηγητής,221,unigram,masculine,nominative,singular,позволявайте,1.161293917469705,,,,,,позволявайте,,,"teacher, guide"
κλέπτης,80,unigram,masculine,nominative,plural,крадци,29.109616494150906,крадци,крадци,крадци,крадци,крадци,крадци,крадци,крадци,thief
κλέπτης,220,unigram,masculine,nominative,singular,крадец,25.70136437188897,крадец,крадец,крадец,крадец,крадец,крадец,крадец,крадец,thief
διαλογισμός,293,unigram,masculine,accusative,plural,разискванията,1.3538334636240252,разискванията,,разискванията,помислите,мислите,мислите,разискванията,помислите,"thought, argument"
διαλογισμός,141,unigram,masculine,accusative,singular,мисълта,3.288880187111774,постави,мисълта,,мисълта,мисълта,знаейки,мисълта,помисъла,"thought, argument"
διαλογισμός,285,unigram,masculine,nominative,singular,мисъл,1.953717547882382,препиране,мисъл,,мисъл,спор,спорят,разискване,помисъл,"thought, argument"
θρόνος,235,unigram,masculine,accusative,singular,престола,4.216247356007764,престола,престола,престола,престола,престола,престола,престола,престола,throne
χρόνος,264,unigram,masculine,accusative,plural,дълго,1.4785659821543735,дълго,,,,дълго,лозари,дълго,чужда,time
χρόνος,227,unigram,masculine,accusative,singular,време,19.97972653368784,време,време,време,време,време,разбра,време,време,time
καιρός,137,unigram,masculine,nominative,singular,времето,17.619306079429645,Времето,времето,времето,времето,времето,времето,времето,времето,"time, right time"
τάφος,125,unigram,masculine,accusative,plural,украсявате,1.161328723715616,,,,,,украсявате,,,"tomb, grave"
τάφος,169,unigram,masculine,accusative,singular,гроба,3.700794553708428,гроба,гроба,гроба,гроба,гроба,гробницата,гроба,гроба,"tomb, grave"
μνημεῖον,11,unigram,neuter,accusative,plural,гробниците,2.8294625485985487,гробниците,зидате,гробниците,зидате,гробниците,строите,гробниците,паметниците,"tomb, grave"
μνημεῖον,15,unigram,neuter,accusative,singular,гроба,170664.61606002375,гроба,гроба,гроба,гроба,гроба,гробницата,гроба,гроба,"tomb, grave"
μνημεῖον,257,unigram,neuter,nominative,singular,положиха,1.3544303726789173,,,положиха,положиха,положиха,нея,,,"tomb, grave"
ὀδούς,69,unigram,masculine,accusative,singular,зъб,1.0960866985123228,,,,зъб,,,,,tooth
θησαυρός,91,unigram,masculine,accusative,plural,съкровища,1.5323220189567672,,съкровища,,,,,,,treasure
θησαυρός,215,unigram,masculine,accusative,singular,съкровище,7.395775467399602,съкровище,съкровище,съкровище,съкровище,съкровище,съкровище,съкровище,,treasure
δένδρον,83,unigram,neuter,accusative,plural,дървета,140.25620721943332,дървета,,дървета,дървета,дървета,дървета,дървета,дървета,tree	
δένδρον,75,unigram,neuter,accusative,singular,дърво,1.3392528045526233,,,,,,дърво,,,tree	
κώμη,263,unigram,feminine,accusative,plural,села,29.103303545999104,села,села,села,села,села,села,села,села,village
κώμη,54,unigram,feminine,accusative,singular,село,11.140335704658863,село,село,селото,село,село,село,селото,село,village
παρθένος,275,unigram,feminine,nominative,plural,девици,86.62788954997009,девици,девойки,девици,девици,девици,девойки,девици,девици,virgin
φωνή,318,unigram,feminine,nominative,singular,глас,208.17043909059817,глас,глас,глас,глас,глас,глас,глас,глас,voice or sound
πόλεμος,255,unigram,masculine,accusative,plural,войни,2.46569109054182,войни,войни,войни,войни,войни,войни,войни,бойове,war
ὕδωρ,337,unigram,neuter,accusative,plural,водата,51.38750984175238,водата,,водата,водата,водата,,водата,водата,water
ὕδωρ,88,unigram,neuter,accusative,singular,вода,1304.7412930318317,вода,вода,вода,вода,вода,вода,вода,вода,water
ὕδωρ,105,unigram,neuter,nominative,singular,водата,4.151218409619954,водата,водата,водата,водата,водата,водата,водата,водата,water
ὑδρία,110,unigram,feminine,accusative,singular,стомната,18.066508916413383,стомната,стомната,стомната,стомната,стомната,стомната,стомната,кърчага,water jar
ὁδός,256,unigram,feminine,accusative,plural,пътища,1.610223541928555,пътищата,пътища,,пътища,,,,напълни,way
ὁδός,140,unigram,feminine,accusative,singular,пътя,3018.2452987965917,пътя,пътя,пътя,пътя,пътя,пътя,пътя,пътя,way
γάμος,158,unigram,masculine,accusative,plural,сватба,11.79692075277297,сватба,сватбата,сватба,сватбата,,,сватба,сватба,wedding
γάμος,238,unigram,masculine,accusative,singular,сватбата,1.201449095271969,сватбата,,,,,сватбата,,,wedding
γυνή,104,unigram,feminine,accusative,plural,напускате,1.4458344458382173,напускате,,напускате,напускате,напускате,,напущате,,"wife, woman"
γυνή,174,unigram,feminine,accusative,singular,жена,25107.665535850665,жена,жена,жена,жена,жена,жена,жена,жена,"wife, woman"
γυνή,113,unigram,feminine,nominative,plural,жени,7.813957290325241,жени,жени,жените,жени,жени,жени,жени,жени,"wife, woman"
γυνή,119,unigram,feminine,nominative,singular,жена,268.55295878995696,жена,жена,жена,жена,жена,жена,жена,жена,"wife, woman"
ἄνεμος,8,unigram,masculine,nominative,plural,ветровете,12.945484271551994,ветровете,,ветровете,,ветровете,ветровете,ветровете,ветровете,wind
ἄνεμος,66,unigram,masculine,nominative,singular,вятърът,323.59390686921654,вятърът,вятърът,вятърът,вятърът,вятърът,,вятърът,вятърът,wind
πνεῦμα,162,unigram,neuter,accusative,singular,Дух,2.250169250151153,Дух,,Дух,дух,,Дух,Дух,Духа,"wind, breath, spirit"
πνεῦμα,21,unigram,neuter,nominative,singular,дух,2.4961646588868356,дух,Дух,дух,дух,,Духът,дух,дух,"wind, breath, spirit"
ῥῆμα,182,unigram,neuter,accusative,plural,думи,157.7024330890948,думи,думи,думи,думи,думи,думи,думи,думи,word
ῥῆμα,159,unigram,neuter,accusative,singular,попитат,1.496064363215006,попитат,попитат,попитат,,думата,разбраха,думата,речта,word
ῥῆμα,29,unigram,neuter,nominative,plural,думите,1.8738776942971376,думите,са,думите,думи,думи,,думите,думите,word
ῥῆμα,325,unigram,neuter,nominative,singular,,,,нищо,нищо,дума,нищо,говори,дума,дума,word
λόγος,160,unigram,masculine,accusative,plural,думи,39.064574217643234,думи,тези,думи,думи,думи,думи,думи,думи,word
λόγος,152,unigram,masculine,accusative,singular,словото,168.85518764481245,словото,словото,словото,словото,словото,слово,словото,словото,word
λόγος,150,unigram,masculine,nominative,plural,думи,1.2909596610516656,думи,Небе,думи,,думи,Небето,думи,думи,word
λόγος,295,unigram,masculine,nominative,singular,слово,16.79147987151201,слово,,слово,словото,слово,слово,слово,словото,word
ἔργον,43,unigram,neuter,accusative,plural,делата,59.58515229055141,делата,делата,делата,делата,делата,делата,делата,делата,work
ἔργον,89,unigram,neuter,accusative,singular,дело,17.838946560670156,дело,дело,дело,дело,дело,прекрасно,дело,работа,work
ἔργον,299,unigram,neuter,nominative,plural,делата,112.55663309474025,делата,делата,делата,делата,делата,делата,делата,делата,work
ἔργον,274,unigram,neuter,nominative,singular,дело,1.5217651266913017,дело,дело,дело,делото,дело,изпрати.,дело,делото,work
ἐργάτης,143,unigram,masculine,nominative,plural,,,,Жетвата,,работниците,,,,,worker
ἐργάτης,210,unigram,masculine,nominative,singular,,,,,,,,заслужава,,работникът,worker
ἔτος,252,unigram,neuter,accusative,plural,години,356934.5592624497,години,години,години,години,години,години,години,години,year
ἔτος,175,unigram,neuter,accusative,singular,година,4.629100952843703,,година,,година,,година,,,year
