lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1718_translation,version_1719_translation,version_1720_translation,version_1721_translation,version_1722_translation,version_1723_translation,version_1724_translation,english_translation
ἀκοή,166,unigram,feminine,nominative,plural,rrjedhshëm,1.0960817954296525,,rrjedhshëm,,,,,,rumor
ἀκοή,342,unigram,feminine,nominative,singular,zani,1.5017795926858657,,,zani,,,,,rumor
βιβλίον,58,unigram,neuter,accusative,singular,,,librin,,,kartë,,,,"scroll, book"
διάκονος,96,unigram,masculine,nominative,singular,shërbëtori,2.8050788403230156,shërbëtori,shërbëtori,shërbëtori,jetë,,,,"servant, minister, deacon"
δοῦλος,218,unigram,masculine,accusative,plural,shërbëtorët,8.873670523739003,shërbëtorët,shërbëtorët,shërbëtorët,kopijt,,,,"servant, slave"
δοῦλος,30,unigram,masculine,accusative,singular,,,shërbëtor,shërbëtorin,shërbëtorit,kopil,,,,"servant, slave"
δοῦλος,106,unigram,masculine,nominative,plural,shërbëtorët,3.017875867729217,shërbëtorët,Shërbëtorët,shërbëtorët,kopij,,,,"servant, slave"
δοῦλος,213,unigram,masculine,nominative,singular,shërbëtor,2.570459122291435,shërbëtor,shërbëtor,shërbëtori,kopil,,,,"servant, slave"
πρόβατον,335,unigram,neuter,accusative,plural,delet,9.788781069547005,delet,delet,dhent,dhënt,,,,sheep
ποιμήν,256,unigram,masculine,nominative,plural,barinjtë,2.721500561652735,barinjtë,barinjtë,baritë,dëlmerëtë,,,,"shepherd, pastor"
ποιμήν,295,unigram,masculine,nominative,singular,bariu,3.307163514120397,bariu,bariu,bariu,dëlmuari,,,,"shepherd, pastor"
σημεῖον,146,unigram,neuter,accusative,plural,,,shenja,mrekulli,mërekullia,thavmëra,,,,sign
σημεῖον,133,unigram,neuter,accusative,singular,shenjë,16.57007944055974,shenjë,mrekulli,shenjë,nishan,,,,sign
σημεῖον,47,unigram,neuter,nominative,plural,shenja,2.902761718629081,shenja,shenja,shenjë,nishane,,,,sign
σημεῖον,95,unigram,neuter,nominative,singular,shenjë,4.1033452316932575,shenjë,shenja,shenjë,nishani,,,,sign
δραχμή,304,unigram,feminine,accusative,plural,ndez,1.0960524252565438,,ndez,,,,,,"silver coin, drachma"
δραχμή,174,unigram,feminine,accusative,singular,gjejë,2.5993887270271627,,,gjejë,gjejë,,,,"silver coin, drachma"
ἀργύριον,223,unigram,neuter,accusative,plural,,,argjendi,monedhat,argjandatë,asprëtë,,,,"silver, money"
ἀργύριον,345,unigram,neuter,accusative,singular,,,premtuan,para,argjand,asprë,,,,"silver, money"
ἁμαρτία,290,unigram,feminine,accusative,plural,mëkatet,5.442038160150314,mëkatet,mëkatet,faje,fajetë,,,,sin
ἁμαρτία,226,unigram,feminine,accusative,singular,faj,2.7197956633773264,mëkatin,mëkat,faj,faj,,,,sin
ἁμαρτία,299,unigram,feminine,nominative,plural,,,falur,falur,fajet,fajet,,,,sin
ἁμαρτία,296,unigram,feminine,nominative,singular,,,mëkat,mëkat,faj,faj,,,,sin
ἀδελφή,322,unigram,feminine,accusative,plural,,,,nënë,motëra,,,,,sister
ἀδελφή,139,unigram,feminine,accusative,singular,motrën,3.827560727253552,motrën,motrën,motërën,motrën,,,,sister
ἀδελφή,22,unigram,feminine,nominative,plural,motrat,12.261684847715044,motrat,motrat,motërat,motrat,,,,sister
ἀδελφή,321,unigram,feminine,nominative,singular,motra,3.547269723314817,,motra,,motra,,,,sister
ῥάπισμα,158,unigram,neuter,accusative,plural,shuplaka,1.0595352057902494,shuplaka,,,,,,,"slap, strike, hit"
ῥάπισμα,282,unigram,neuter,accusative,singular,,,shuplakë,,shërbëtorësh,gjëndeshinë,,,,"slap, strike, hit"
πλοιάριον,241,unigram,neuter,nominative,plural,,,,Tiberiada,,Tiveriadha,,,,small boat
πλοιάριον,145,unigram,neuter,nominative,singular,varkë,1.4850989613338557,,varkë,,varkë,,,,small boat
ὀψάριον,188,unigram,neuter,accusative,plural,,,,elbi,Këtu,elpta,,,,small fish
ὀψάριον,265,unigram,neuter,accusative,singular,,,bukë,prush,,,,,,small fish
υἱός,52,unigram,masculine,accusative,plural,bijt,1.628749912513029,Zebedeut,bijtë,bijt,bijt,,,,son
υἱός,132,unigram,masculine,accusative,singular,,,Birin,Birin,bir,bir,,,,son
υἱός,135,unigram,masculine,nominative,plural,,,bijtë,bijtë,bijt,bijt,,,,son
υἱός,220,unigram,masculine,nominative,singular,Biri,4.288397279045518,Biri,Biri,bir,biri,,,,son
ψυχή,293,unigram,feminine,accusative,singular,jetën,21.129471918111268,jetën,jetën,jetën,Shpirtin,,,,"soul, life"
ἀστήρ,306,unigram,masculine,nominative,plural,,,yjet,qiellidhe,tundunë,tundenë,,,,star
λίθος,310,unigram,masculine,accusative,plural,gurë,2.1750590582541016,gurë,gurë,gurë,gurë,,,,stone
λίθος,41,unigram,masculine,accusative,singular,gur,6.592932222493742,gur,gur,gur,gur,,,,stone
λίθος,144,unigram,masculine,nominative,plural,këta,1.605104004829132,këta,,këta,gurë,,,,stone
λίθος,45,unigram,masculine,nominative,singular,gur,11.0820549049166,gur,gur,gur,gur,,,,stone
συναγωγή,254,unigram,feminine,accusative,plural,,,sinagoga,nëpër,synagogat,sinagoje,,,,synagogue
συναγωγή,347,unigram,feminine,accusative,singular,sinagogë,1.7412313620263105,sinagogë,sinagogë,synagogët,sinaguaj,,,,synagogue
τράπεζα,201,unigram,feminine,accusative,plural,këmbyesve,1.1287829116308548,këmbyesve,këmbyesve,truvezarëvet,sarafëvet,,,,table
τάλαντον,75,unigram,neuter,accusative,plural,,,talenta,monedha,tallanta,kuletatë,,,,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,233,unigram,neuter,accusative,singular,,,talentin,monedhat,tallantënë,kuletënë,,,,talent (weight and monetary unit: around 20 years' wages)
φόρος,279,unigram,masculine,accusative,plural,gjetëm,1.0960622061228922,,,gjetëm,,,,,tax
φόρος,300,unigram,masculine,accusative,singular,,,taksë,taksa,,Qesari,,,,tax
τελώνης,195,unigram,masculine,nominative,plural,tagrambledhësit,4.866546312361233,tagrambledhësit,tagrambledhësit,,kumerqarë,,,,tax collector
τελώνης,76,unigram,masculine,nominative,singular,tagrambledhës,2.2337805264662456,tagrambledhës,tagrambledhës,publikani,,,,,tax collector
γραμματεύς,352,unigram,masculine,nominative,plural,skribët,17.658625343213295,skribët,skribët,Shkruisitë,grammatejtë,,,,"teacher, expert in the law, scholar, scribe"
γραμματεύς,221,unigram,masculine,nominative,singular,skrib,3.271927641952219,skrib,skrib,Shkruis,,,,,"teacher, expert in the law, scholar, scribe"
καθηγητής,336,unigram,masculine,nominative,plural,,,udhëheqësi,prijës,mieshtra,thërriteni,,,,"teacher, guide"
καθηγητής,232,unigram,masculine,nominative,singular,,,udhëheqësi,prijës,mieshtra,thërriteni,,,,"teacher, guide"
κλέπτης,231,unigram,masculine,nominative,singular,vjedhësi,2.3757685130643105,vjedhësi,vjedhësi,,kusar,,,,thief
διαλογισμός,307,unigram,masculine,accusative,plural,mendimet,3.156279811540825,mendimet,qëndro,mendimet,silloit,,,,"thought, argument"
διαλογισμός,151,unigram,masculine,accusative,singular,,,,mbajti,mendimin,mëndonishnë,,,,"thought, argument"
διαλογισμός,126,unigram,masculine,nominative,plural,mendimet,1.8015513199377111,mendimet,mendimet,,zëmëra,,,,"thought, argument"
διαλογισμός,298,unigram,masculine,nominative,singular,,,grindje,pyetja,,silloisishnë,,,,"thought, argument"
θρόνος,245,unigram,masculine,accusative,singular,,,fronin,,shkambin,fron,,,,throne
χρόνος,276,unigram,masculine,accusative,plural,,,,,bujq,bujqet,,,,time
χρόνος,238,unigram,masculine,accusative,singular,kohë,1.980195172011525,kohe,kohë,mot,kohë,,,,time
καιρός,148,unigram,masculine,nominative,singular,koha,34.732513071994525,koha,koha,koha,koha,,,,"time, right time"
τάφος,180,unigram,masculine,accusative,singular,varrin,2.4000580459772984,varrin,varrin,vorrinë,varrë,,,,"tomb, grave"
μνημεῖον,16,unigram,neuter,accusative,plural,,,profetëve,,ndërtoni,,,,,"tomb, grave"
μνημεῖον,20,unigram,neuter,accusative,singular,varri,3.2229247553124303,varri,varri,vorr,varr,,,,"tomb, grave"
μνημεῖον,84,unigram,neuter,nominative,plural,,,varret,besimtarë,,varretë,,,,"tomb, grave"
μνημεῖον,269,unigram,neuter,nominative,singular,varr,1.066368862219056,varr,,,,,,,"tomb, grave"
θησαυρός,227,unigram,masculine,accusative,singular,thesar,1.6997477196367352,thesar,thesar,thesore,hazine,,,,treasure
δένδρον,82,unigram,neuter,accusative,singular,,,saj,,asai,,,,,tree	
κώμη,275,unigram,feminine,accusative,plural,fshatra,1.7857177869984768,fshatra,fshatra,katundevet,fshatëra,,,,village
κώμη,60,unigram,feminine,accusative,singular,fshat,26.11225409275112,fshat,fshat,katund,fshat,,,,village
παρθένος,288,unigram,feminine,nominative,plural,virgjëreshat,3.775036552984519,virgjëreshat,virgjëreshat,virgjineshat,,,,,virgin
παρθένος,210,unigram,feminine,nominative,singular,Emanuil,1.0960670999999007,,,,Emanuil,,,,virgin
φωνή,211,unigram,feminine,nominative,plural,zanet,1.0962199599997684,,,zanet,,,,,voice or sound
φωνή,332,unigram,feminine,nominative,singular,zë,6.045395241101474,zë,zë,za,zë,,,,voice or sound
πόλεμος,267,unigram,masculine,accusative,plural,luftëra,1.666679097618574,flitet,luftëra,,luftëra,,,,war
ὕδωρ,353,unigram,neuter,accusative,plural,ujëra,5.121632097314017,ujëra,ujë,ujënat,ujëra,,,,water
ὕδωρ,100,unigram,neuter,accusative,singular,ujë,58.68199889571849,ujë,ujë,ujë,ujë,,,,water
ὕδωρ,116,unigram,neuter,nominative,singular,uji,3.5990443989689713,uji,uji,ujë,ujëtë,,,,water
ὑδρία,123,unigram,feminine,accusative,singular,shtambën,1.417076672135167,kovën,shtambën,shtambën,stamnën,,,,water jar
ὁδός,268,unigram,feminine,accusative,plural,,,nëpër,,udhët,udhëra,,,,way
ὁδός,150,unigram,feminine,accusative,singular,udhë,2.3496870917658192,rrugës,udhën,udhë,udhë,,,,way
γάμος,168,unigram,masculine,accusative,plural,dasmë,16.570531645040276,dasmë,dasmë,darsmat,dasmëra,,,,wedding
γάμος,249,unigram,masculine,accusative,singular,dasmë,1.6656171279156735,dasmë,dasmë,thërrit,ftua,,,,wedding
γυνή,115,unigram,feminine,accusative,plural,ndani,1.0965530363990983,ndani,,,,,,,"wife, woman"
γυνή,185,unigram,feminine,accusative,singular,gruan,1.8900878645835733,gruan,grua,grue,gruan,,,,"wife, woman"
γυνή,127,unigram,feminine,nominative,plural,gra,6.871881171947861,gra,gra,gra,gra,,,,"wife, woman"
γυνή,131,unigram,feminine,nominative,singular,grua,5.387098398588159,grua,grua,grue,grua,,,,"wife, woman"
ἄνεμος,10,unigram,masculine,nominative,plural,erërat,2.248784677808671,erërat,erërat,erënat,,,,,wind
ἄνεμος,73,unigram,masculine,nominative,singular,era,35.73712044490502,era,era,era,era,,,,wind
πνεῦμα,173,unigram,neuter,accusative,singular,,,Frymën,Shpirtin,Shenjt,Shpirt,,,,"wind, breath, spirit"
πνεῦμα,13,unigram,neuter,nominative,plural,,,frymërat,shpirtrat,,Shpirtet,,,,"wind, breath, spirit"
πνεῦμα,25,unigram,neuter,nominative,singular,Shpirti,4.37961046469875,Fryma,Shpirti,Shpirti,Shpirti,,,,"wind, breath, spirit"
λύκος,12,unigram,masculine,nominative,plural,ujqër,1.096057314542422,ujqër,,,,,,,wolf
λύκος,5,unigram,masculine,nominative,singular,ulku,1.096057314542422,,,,ulku,,,,wolf
κοιλία,287,unigram,feminine,nominative,singular,thithunë,1.0961112485594913,,,thithunë,,,,,"womb, stomach, source of feelings and emotions"
ῥῆμα,193,unigram,neuter,accusative,plural,fjalët,8.96484757813643,fjalët,fjalët,fjalët,fjalët,,,,word
ῥῆμα,170,unigram,neuter,accusative,singular,,,fjalë,kuptuan,fjalësë,kupëtoijnë,,,,word
ῥῆμα,34,unigram,neuter,nominative,plural,fjalët,1.6932640825999916,fjalët,fjalë,fjalët,,,,,word
ῥῆμα,340,unigram,neuter,nominative,singular,asgjë,1.201611978048436,asgjë,asgjë,,fjalë,,,,word
λόγος,171,unigram,masculine,accusative,plural,fjalët,2.3208375257792047,fjalët,fjalët,fjalët,fjalët,,,,word
λόγος,162,unigram,masculine,accusative,singular,,,fjalën,fjalën,fjalënë,fjalënë,,,,word
λόγος,160,unigram,masculine,nominative,plural,,,fjalët,Qielli,dheu,mia,,,,word
λόγος,309,unigram,masculine,nominative,singular,fjala,116.72788918927219,fjala,fjala,fjala,fjala,,,,word
ἔργον,49,unigram,neuter,accusative,plural,veprat,13.337570655516513,veprat,veprat,punët,punërat,,,,work
ἔργον,101,unigram,neuter,accusative,singular,punë,1.7579879692976388,vepër,mundoni,punë,punë,,,,work
ἔργον,313,unigram,neuter,nominative,plural,veprat,8.02728668245604,veprat,veprat,vepërat,punërat,,,,work
ἔργον,286,unigram,neuter,nominative,singular,vepra,1.2897993654124553,vepra,vepra,puna,pun,,,,work
ἐργάτης,153,unigram,masculine,nominative,plural,,,korra,punëtorë,punëtorëtë,pakë,,,,worker
ἐργάτης,222,unigram,masculine,nominative,singular,punëtori,4.716338016701878,punëtori,punëtori,punëtori,zoti,,,,worker
ἔτος,264,unigram,neuter,accusative,plural,vjet,14.144947810724977,,vjet,viet,vjet,,,,year
ἔτος,186,unigram,neuter,accusative,singular,vit,3.774874624184339,vit,vit,,,,,,year
